Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Preds,F,F,F,D,D,G/Extra Attacker,Devils,F,F,F,D,D,G/Extra Attacker
3,4:18,5v5,CAR,7,o,49,,,or,,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,12,15,33,6,59,35,,12,16,49,5,7,30
3,4:13,5v5,CAR,7,o,16,,,oc,,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,12,15,33,6,59,35,,12,16,49,5,7,30
3,2:49,5v5,CAR,26,s,20,,,dsc,,,,y,,,,,,2,35,20009,10/8/2015,NSH,CAR,,,,11,19,38,3,5,35,,14,53,25,5,7,30
3,1:39,6v5,CAR,45,t,12,27,,orrr,or,,y,y,,y,,,,2,35,20009,10/8/2015,NSH,CAR,,,,12,15,33,6,59,35,,12,16,49,53,27,65
3,1:13,6v5,CAR,65,s,20,11,20,oell,ol,oell,,y,,,,,,1,35,20009,10/8/2015,NSH,CAR,,,,28,24,57,6,59,35,,11,20,53,25,27,65
3,0:49,6v5,CAR,11,w,65,,,or,,,,,,,,,,1,35,20009,10/8/2015,NSH,CAR,,,,12,19,33,3,5,35,,12,16,49,32,27,65
3,0:10,6v5,CAR,12,w,16,,,or,,,,,,,,,,1,35,20009,10/8/2015,NSH,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,0:06,6v5,CAR,26,w,19,,,or,,,,,,,,,,1,35,20009,10/8/2015,NSH,CAR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,19:23,5v5,T.B,13,w,25,,,nl,,,y,,,,,,,0,35,20086,10/20/2015,NSH,T.B,35,30,,63,9,18,3,14,35,,13,17,91,6,77,30
1,19:10,5v5,NSH,18,b,9,,,ol,,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,30,35,,12,9,18,6,59,35,,17,91,24,6,77,30
1,18:39,5v5,T.B,91,w,27,91,,or,nc,,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,55,62,30
1,16:37,5v5,NSH,33,w,2,3,,nl,dc,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,2,64,35,,13,17,51,5,25,30
1,16:20,5v5,T.B,25,o,13,,,oell,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,2,64,35,,13,17,51,5,25,30
1,16:16,5v5,T.B,5,s,51,,,opr,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,2,64,35,,13,17,51,5,25,30
1,16:01,5v5,NSH,57,b,28,6,59,nc,dr,dl,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,28,24,57,6,59,35,,91,24,27,6,77,30
1,15:56,5v5,NSH,59,o,28,,,oelpl,,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,28,24,57,6,59,35,,91,24,27,6,77,30
1,15:46,5v5,NSH,57,w,59,6,,nsl,dc,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,28,24,57,6,59,35,,91,24,27,6,77,30
1,15:43,5v5,NSH,18,w,12,,,of,,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,3,14,35,,9,11,18,55,62,30
1,14:21,5v5,T.B,11,w,6,,,dsc,,,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,2,64,35,,11,90,22,6,77,30
1,14:16,5v5,T.B,77,s,11,,,ofp,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,11,19,38,3,64,35,,11,90,22,6,77,30
1,14:10,5v5,T.B,6,w,77,22,11,ol,oelr,ol,,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,11,19,38,3,64,35,,11,90,22,6,77,30
1,13:00,5v5,NSH,57,w,3,,,nr,,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,6,35,,13,17,51,5,25,30
1,12:35,5v5,T.B,24,w,91,27,,oc,dsl,,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,55,62,30
1,12:08,5v5,T.B,86,o,9,,,ol,,,y,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,14,35,,9,86,18,6,77,30
1,11:17,5v5,T.B,5,o,25,11,,oc,ofp,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,6,59,35,,11,90,22,5,25,30
1,10:25,5v5,NSH,11,w,54,,,dc,,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,11,19,38,2,64,35,,13,17,51,55,62,30
1,10:08,5v5,NSH,64,o,19,,,opl,,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,11,19,38,2,64,35,,13,17,51,55,62,30
1,9:37,5v5,NSH,18,o,12,,,of,,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,55,62,30
1,9:31,5v5,NSH,9,a,59,,,oell,,,,,,,9,y,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,55,62,30
1,6:55,5v5,T.B,5,w,51,,,nl,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,12,9,18,2,64,35,,13,17,51,5,25,30
1,6:18,5v5,T.B,55,o,91,27,62,ol,nc,dc,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,14,35,,91,24,27,55,62,30
1,6:02,5v5,T.B,55,w,27,91,,or,dsr,,,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,6,35,,91,24,27,55,62,30
1,5:16,5v4,T.B,51,o,91,24,27,ol,orrl,or,y,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,57,6,59,35,0,,51,91,24,27,77,30
1,5:14,5v4,T.B,91,o,24,,,,,,,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,57,6,59,35,0,,51,91,24,27,77,30
1,5:07,5v4,T.B,27,w,77,,,ol,,,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,57,6,59,35,0,,51,91,24,27,77,30
1,4:00,5v4,T.B,27,t,91,18,6,or,ol,dc,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,3:48,5v5,T.B,5,o,25,91,5,ol,opl,oc,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,38,57,6,59,35,,91,24,27,5,25,30
1,3:20,5v5,T.B,90,w,25,,,or,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,63,38,2,64,35,,11,90,22,5,25,30
1,2:23,5v5,T.B,55,w,62,22,90,oc,opl,oell,,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,2,64,35,,11,90,22,55,62,30
1,2:11,5v5,T.B,17,o,6,,,ol,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,2,64,35,,13,17,51,6,77,30
1,1:28,5v5,T.B,13,b,51,6,13,orrl,ol,opr,y,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,0:53,5v5,NSH,12,t,6,18,9,or,nl,dsl,y,y,,y,,,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,9,86,18,5,77,30
1,0:21,5v5,NSH,18,w,12,6,59,nr,dr,dl,,y,,,,,,1,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,9,86,18,5,25,30
2,19:12,5v5,NSH,59,o,12,,,ofp,,,,y,,,,,,1,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,17,91,24,5,77,30
2,19:05,5v5,T.B,91,w,17,,,dl,,,,,,,,,,1,35,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,17,91,24,5,77,30
2,17:26,4v5,NSH,59,o,14,19,,or,ofp,,,,,,,,,1,30,20086,10/20/2015,NSH,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,16:37,5v4,T.B,91,o,77,51,27,oc,opr,or,,y,,y,,,,1,35,20086,10/20/2015,NSH,T.B,,,,28,9,14,59,35,0,,51,91,24,27,77,30
2,15:38,5v5,T.B,90,w,22,,,nc,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,11,19,38,2,64,35,,11,90,22,5,25,30
2,15:19,5v5,NSH,11,o,38,,,ol,,,y,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,11,19,38,2,64,35,,9,24,18,5,25,30
2,15:16,5v5,NSH,14,o,38,,,orrr,,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,11,19,38,2,64,35,,9,24,18,5,25,30
2,15:11,5v5,NSH,14,s,11,,,oell,,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,11,19,38,3,14,35,,9,24,18,5,25,30
2,14:40,5v5,NSH,3,w,12,,,or,,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,3,14,35,,9,24,18,5,25,30
2,14:29,5v5,T.B,51,w,91,6,,dr,dc,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,6,59,35,,51,91,27,6,77,30
2,14:25,5v5,T.B,6,s,27,,,opr,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,6,59,35,,51,91,27,6,77,30
2,14:18,5v5,T.B,6,w,24,27,24,or,or,or,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,6,59,35,,91,24,27,6,77,30
2,11:12,5v5,T.B,55,s,62,86,18,or,opr,oelc,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,14,35,,9,86,18,55,62,30
2,9:40,5v5,NSH,15,w,63,,,oelc,,,,y,,,33,,,-1,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,6,59,35,,13,17,51,5,25,30
2,9:32,5v5,NSH,6,o,63,33,,or,oelc,,,y,,y,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,6,59,35,,13,17,51,5,25,30
2,9:10,5v5,NSH,14,s,19,,,opl,,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,11,19,38,3,14,35,,9,86,18,55,62,30
2,8:13,5v4,NSH,9,w,14,59,18,ol,or,opr,y,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,14,59,35,,13,24,6,77,30,0
2,5:37,5v4,NSH,59,o,14,12,,oc,opr,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,14,59,35,,13,24,6,77,30,0
2,4:26,5v4,NSH,15,w,63,6,,nr,nl,,y,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,15,63,38,3,6,35,,51,18,5,25,30,0
2,3:18,5v5,NSH,11,w,14,11,,opl,opl,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,2:52,5v5,T.B,77,o,91,86,55,opr,or,dsl,,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,2,64,35,,91,86,27,6,77,30
2,2:20,5v5,T.B,24,s,77,6,,opl,or,,,y,,y,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,2,64,35,,91,24,27,6,77,30
2,1:05,5v5,NSH,9,w,12,9,14,oc,ol,dsc,y,y,,y,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,3,14,35,,11,90,22,55,62,30
2,0:08,5v5,T.B,18,w,86,,,dr,,,y,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,11,18,38,6,59,35,,9,22,18,6,77,30
3,18:57,5v5,T.B,24,s,25,,,dsl,,,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,6,77,30
3,18:28,5v5,T.B,6,s,27,24,,opr,oelr,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,12,18,24,6,59,35,,91,24,27,6,77,30
3,17:36,5v5,T.B,18,w,9,,,or,,,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,17:04,5v5,T.B,90,a,22,55,,nc,dl,,,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,11,19,38,2,64,35,,11,90,22,25,62,30
3,16:53,5v5,NSH,2,w,11,33,,or,nc,,,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,11,15,33,2,64,35,,11,90,22,25,62,30
3,16:17,5v5,T.B,24,w,77,,,nl,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,64,35,,91,24,27,6,77,30
3,15:39,5v5,NSH,18,s,12,18,6,oc,nr,dr,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,86,18,62,77,30
3,15:16,5v5,T.B,62,s,86,,,oelpr,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:01,5v5,NSH,3,o,53,33,,oelc,oelr,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,3,14,35,,9,86,18,55,62,30
3,14:58,5v5,NSH,15,w,3,,,opr,,,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,3,14,35,,9,86,18,55,62,30
3,14:44,5v5,T.B,11,w,11,5,,nr,dr,,,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,11,19,38,6,59,35,,11,90,22,5,25,30
3,14:38,5v5,T.B,22,o,11,,,oelr,,,y,y,,y,,,,0,35,20086,10/20/2015,NSH,T.B,,,,11,19,38,6,59,35,,11,90,22,5,25,30
3,14:19,5v5,NSH,3,w,14,3,15,ol,or,oelpr,,y,,,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,3,14,35,,13,17,51,6,77,30
3,12:47,5v5,T.B,91,o,27,62,91,ol,or,opr,,y,,,,,,-1,35,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,25,62,30
3,12:39,5v5,NSH,18,w,12,,,nr,,,,,,,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,25,62,30
3,12:32,5v5,NSH,59,o,12,,,opl,,,,y,,,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,25,62,30
3,12:29,5v5,NSH,18,o,12,,,of,,,y,y,,,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,91,24,27,25,62,30
3,10:41,5v5,T.B,27,w,55,91,,or,ofp,,,,,,,,,-1,35,20086,10/20/2015,NSH,T.B,,,,15,63,38,2,64,35,,91,24,27,55,62,30
3,10:38,5v5,T.B,91,o,62,,,oc,,,y,y,,,,,,-1,35,20086,10/20/2015,NSH,T.B,,,,15,63,38,2,64,35,,91,24,27,55,62,30
3,10:27,5v5,T.B,91,o,27,27,91,oelc,oell,ol,y,,,,,,,-1,35,20086,10/20/2015,NSH,T.B,,,,15,63,38,2,64,35,,91,24,27,55,62,30
3,10:17,5v5,T.B,62,w,91,55,62,opl,ol,oc,,,,,,,,-1,35,20086,10/20/2015,NSH,T.B,,,,15,63,38,2,64,35,,91,24,27,55,62,30
3,10:10,5v5,T.B,62,w,24,91,,ol,oell,,y,,,,,,,-1,35,20086,10/20/2015,NSH,T.B,,,,15,63,38,2,64,35,,91,24,27,55,62,30
3,8:15,5v5,T.B,77,s,86,18,,or,oell,,y,,,,,,,-1,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,14,35,,9,86,18,6,77,30
3,7:05,5v5,NSH,6,w,63,59,,or,or,,,,,,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,6,59,35,,13,17,91,5,25,30
3,6:45,5v5,T.B,77,o,55,51,,oc,ofp,,,y,,,,,,-1,35,20086,10/20/2015,NSH,T.B,,,,11,19,38,2,64,35,,13,17,51,55,77,30
3,6:14,5v5,NSH,11,a,19,,,oelc,,,,y,,,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,11,19,38,2,64,35,,11,51,22,55,77,30
3,5:30,5v5,NSH,18,o,9,,,orrl,,,y,y,,,,,,-1,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,6,59,35,,11,90,22,6,25,30
3,5:10,5v5,T.B,6,w,91,,,ofp,,,,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,14,35,,91,24,27,6,77,30
3,5:00,5v5,T.B,77,s,6,,,opc,,,,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,28,24,57,3,14,35,,91,24,27,6,77,30
3,3:22,5v5,T.B,18,w,55,9,,orrl,opl,,y,,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,33,63,3,14,35,,9,86,18,55,62,30
3,2:19,5v4,NSH,6,o,3,63,15,,opr,oc,y,,,,15,y,,0,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,3,6,35,,13,24,6,77,30,0
3,2:14,5v4,NSH,6,w,33,15,,oc,oelc,,y,y,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,3,6,35,,13,24,6,77,30,0
3,1:53,5v4,NSH,3,o,63,33,63,opr,or,or,,,,,15,y,,0,30,20086,10/20/2015,NSH,T.B,,,,15,33,63,3,6,35,,51,18,5,25,30,0
3,0:40,5v4,NSH,14,o,9,12,18,opl,oelc,ol,,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,12,9,18,14,59,35,,13,22,62,77,30,0
4,4:08,3v3,T.B,86,b,91,86,,oc,dsc,,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,12,9,0,0,59,35,,91,86,0,0,77,30
4,2:58,3v3,NSH,15,w,63,,,or,,,y,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,15,63,0,0,6,35,,91,86,0,0,77,30
4,1:34,3v3,T.B,27,w,9,5,,or,oc,,y,y,,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
4,0:33,3v3,NSH,63,w,15,59,,or,dr,,y,,,,,,,0,30,20086,10/20/2015,NSH,T.B,,,,15,63,0,0,59,35,,51,24,0,0,6,30
4,0:21,3v3,T.B,6,w,51,,,dsc,,,y,,1 on 0,,,,,0,35,20086,10/20/2015,NSH,T.B,,,,15,63,0,0,59,35,,91,86,0,0,6,30
1,18:05,5v5,EDM,51,w,10,,,dl,,,Y,Y,2 on 1,,,,,0,35,20024,9/10/2015,NSH,EDM,35,33,,11,18,38,3,5,35,,51,10,42,21,62,33
1,17:33,5v5,NSH,4,s,24,35,,dl,dc,,,,,,,,,0,33,20024,9/10/2015,NSH,EDM,30,39,,28,24,57,4,14,35,,12,23,55,19,77,33
1,16:18,5v5,NSH,59,w,6,33,12,opr,oelpc,oc,,,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,12,15,33,6,59,35,,93,4,28,2,5,33
1,15:40,5v5,EDM,28,o,97,,,oc,,,Y,Y,,,,,,0,35,20024,9/10/2015,NSH,EDM,,,,19,63,9,6,59,35,,97,28,67,21,62,33
1,14:46,5v4,EDM,19,w,93,67,97,opl,opl,ol,,Y,,,,,,0,35,20024,9/10/2015,NSH,EDM,,,,12,57,3,14,35,0,,93,4,67,19,62,33
1,14:29,5v4,EDM,10,w,2,28,51,opc,oelpc,oc,,,,,,,,0,35,20024,9/10/2015,NSH,EDM,,,,12,24,5,59,35,0,,51,10,16,28,2,33
1,12:44,5v5,NSH,59,w,6,19,,opc,ofp,,,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,19,63,9,6,59,35,,12,23,93,19,77,33
1,12:40,5v5,NSH,19,t,6,,,,,,,,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,19,63,9,6,59,35,,12,23,93,19,77,33
1,12:07,5v5,EDM,4,t,21,62,93,ol,opr,opr,Y,Y,,,,,,0,35,20024,9/10/2015,NSH,EDM,,,,19,63,9,6,59,35,,93,16,4,21,62,33
1,11:54,5v5,EDM,16,w,4,,,ol,,,,Y,,,,,,0,35,20024,9/10/2015,NSH,EDM,,,,19,63,9,6,59,35,,93,16,4,21,62,33
1,11:12,5v4,EDM,19,o,93,4,19,opr,or,dl,,Y,,,,,,0,35,20024,9/10/2015,NSH,EDM,,,,28,57,6,59,35,0,,93,97,4,67,19,33
1,10:35,5v4,EDM,4,o,93,19,93,ol,oc,opl,Y,,,,,,,0,35,20024,9/10/2015,NSH,EDM,,,,12,24,3,5,35,0,,93,97,4,67,19,33
1,9:46,4v5,NSH,9,w,19,,,orrc,,,Y,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,19,9,4,14,35,0,,51,10,16,28,2,33
1,9:40,4v5,NSH,6,w,9,,,orrl,,,,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,63,9,6,59,35,0,,51,10,16,28,2,33
1,9:28,4v5,NSH,9,w,6,,,dsc,,,,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,63,9,18,6,59,35,,51,10,16,21,62,33
1,8:17,5v5,NSH,4,s,15,,,oc,,,,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,15,33,63,4,14,35,,12,23,55,21,77,33
1,8:12,5v5,NSH,4,s,12,,,ofp,,,,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,12,15,33,4,14,35,,51,10,42,19,77,33
1,7:58,5v5,NSH,15,w,14,4,12,nc,dr,dc,,,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,12,15,33,4,14,35,,51,10,42,19,77,33
1,6:56,5v5,NSH,9,w,59,6,19,nc,dl,dl,,,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,19,63,9,3,59,35,,93,4,28,21,62,33
1,6:47,5v5,EDM,28,b,97,,,or,,,,Y,,,,,,0,35,20024,9/10/2015,NSH,EDM,,,,19,63,9,4,14,35,,23,97,28,21,62,33
1,5:06,5v5,NSH,14,w,53,18,,opl,or,,,,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,63,9,18,4,14,35,,12,23,55,2,5,33
1,4:51,5v5,NSH,19,o,63,,,or,,,,,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,19,63,9,6,59,35,,55,93,4,2,5,33
1,4:42,5v5,NSH,9,t,59,63,,ol,opr,,Y,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,19,63,9,6,59,35,,55,93,4,2,5,33
1,3:34,5v4,NSH,59,o,9,,,opl,,,Y,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,12,9,18,6,59,35,,23,55,19,77,33,0
1,2:38,5v4,NSH,4,s,3,15,,opl,oelpl,,,,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,2:17,5v4,NSH,15,o,33,63,4,oelc,or,oc,Y,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,15,33,63,3,4,35,,12,93,21,62,33,0
1,1:06,5v5,NSH,59,b,18,19,,nc,dc,,,Y,,,18,,,0,33,20024,9/10/2015,NSH,EDM,,,,11,18,38,6,59,35,,97,4,28,2,5,33
1,0:52,5v5,NSH,38,t,59,,,or,,,Y,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,11,18,38,6,59,35,,97,4,28,2,5,33
1,0:46,5v5,NSH,59,w,6,63,,opr,ofp,,,Y,,,,,,0,33,20024,9/10/2015,NSH,EDM,,,,63,9,18,6,59,35,,23,93,4,21,62,33
