Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flyers,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,11:43,5v5,PHI,12,w,28,,,nc,,,,,,,,,,2,50,20047,10/14/2015,PHI,CHI,,,,28,93,12,32,55,30,,11,16,65,2,4,50
3,11:15,5v5,CHI,81,w,19,2,,nc,dc,,y,y,,,14,y,,2,30,20047,10/14/2015,PHI,CHI,,,,89,24,21,3,82,30,,19,14,81,7,43,50
3,10:53,5v5,PHI,17,w,10,55,,dl,dc,,,,,,,,,2,50,20047,10/14/2015,PHI,CHI,,,,10,14,17,32,55,30,,19,14,81,7,43,50
3,10:41,5v5,CHI,81,w,19,,,nr,,,,,,,81,y,,2,30,20047,10/14/2015,PHI,CHI,,,,10,14,17,32,55,30,,19,14,81,7,43,50
3,10:08,5v5,PHI,28,o,93,,,oelc,,,y,y,,,,,,2,50,20047,10/14/2015,PHI,CHI,,,,28,93,12,15,23,30,,15,72,88,6,57,50
3,8:29,5v4,CHI,2,s,81,88,2,opr,nc,dc,,y,,,19,y,,2,30,20047,10/14/2015,PHI,CHI,,,,76,78,15,23,30,0,,19,72,81,88,2,50
3,8:19,4v5,PHI,78,w,15,,,dsc,,,y,y,1 on 0,,,,,2,50,20047,10/14/2015,PHI,CHI,,,,76,78,15,23,30,0,,19,72,81,88,2,50
3,7:49,5v4,CHI,6,a,65,6,,or,nc,,y,y,,,65,,,2,30,20047,10/14/2015,PHI,CHI,,,,28,21,3,55,30,0,,15,65,86,6,7,50
3,7:41,5v4,CHI,86,o,7,65,,oc,opl,,,y,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,28,21,3,55,30,0,,15,65,86,6,7,50
3,7:09,5v3,CHI,88,w,81,2,81,oc,oc,oc,,,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,4:26,5v5,CHI,19,t,81,14,,orrc,oc,,y,y,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,76,17,78,3,82,30,,19,14,81,43,57,50
3,4:24,5v5,CHI,57,w,14,,,oelc,,,,y,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,76,17,78,3,82,30,,19,14,81,43,57,50
3,4:06,5v5,CHI,7,s,2,7,2,ol,or,ol,,y,,,,,,2,30,20047,10/14/2015,PHI,CHI,,,,10,14,17,15,23,30,,19,14,81,2,7,50
3,2:38,5v5,PHI,17,w,14,,,oc,,,y,y,,,24,y,y,2,50,20047,10/14/2015,PHI,CHI,,,,10,14,17,3,15,30,,16,14,81,4,57,50
3,1:02,5v5,CHI,15,a,29,57,14,oelc,or,opc,y,,,,,,,3,30,20047,10/14/2015,PHI,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,0:47,5v5,PHI,3,w,93,,,opr,,,,,,,,,,3,50,20047,10/14/2015,PHI,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,0:34,5v5,CHI,15,t,7,,,oc,,,y,,,,,,,3,30,20047,10/14/2015,PHI,CHI,,,,76,93,78,3,82,30,,11,15,28,7,43,50
3,0:09,5v4,PHI,3,o,82,14,,oc,of,,,,,,,,,3,50,20047,10/14/2015,PHI,CHI,,,,14,17,24,3,82,30,,11,16,7,43,50,0
3,0:02,5v4,PHI,82,o,3,17,24,ol,oelpc,oelr,,y,,,17,y,,3,50,20047,10/14/2015,PHI,CHI,,,,14,17,24,3,82,30,,11,16,7,43,50,0
1,19:15,5v5,PHI,15,w,14,,,opl,,,,,,,,,,0,31,20082,10/20/2015,PHI,DAL,35,31,,14,17,24,15,23,35,,91,10,14,3,33,31
1,18:48,4v5,PHI,12,o,28,17,93,ol,oell,or,y,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:24,4v5,PHI,17,w,12,32,,ol,nc,,,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:10,4v5,PHI,28,w,32,35,17,oc,oelpl,or,,y,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,20,22,24,33,31,0
1,17:24,4v5,PHI,89,b,82,,,ol,,,,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:57,4v5,PHI,76,o,15,,,oc,,,y,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:44,5v5,DAL,3,w,14,,,oc,,,,y,,,14,y,,0,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,15,82,35,,91,10,14,3,33,31
1,16:30,5v5,DAL,2,w,90,,,opc,or,,,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,32,55,35,,90,43,38,2,24,31
1,15:36,5v5,PHI,21,o,10,21,,ol,oc,,,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,10,89,21,3,23,35,,13,20,83,4,47,31
1,15:19,5v5,DAL,13,w,47,20,,nr,df,,,y,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:43,5v5,DAL,10,b,3,10,14,oc,or,nl,y,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,25,24,78,15,23,35,,91,10,14,3,33,31
1,14:38,5v5,DAL,91,w,10,,,ol,,,,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,25,24,78,15,23,35,,91,10,14,3,33,31
1,14:23,5v5,DAL,91,w,10,14,,oelc,ol,,y,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:03,5v5,DAL,21,w,12,,,oc,,,,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,14,17,24,32,55,35,,12,22,21,2,24,31
1,12:28,5v5,PHI,10,o,89,,,ol,,,y,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,10,89,21,15,23,35,,13,20,43,3,33,31
1,11:36,5v5,DAL,83,w,13,24,,oelc,ol,,y,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,23,55,35,,91,10,14,2,24,31
1,11:33,5v5,PHI,78,w,76,,,orrl,,,y,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,25,76,78,23,55,35,,91,10,14,2,24,31
1,11:09,5v5,DAL,14,w,91,,,oc,,,,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,14,17,24,32,55,35,,91,10,14,4,47,31
1,10:23,5v5,DAL,33,s,12,,,opl,,,,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,10:15,5v5,DAL,21,w,12,,,or,,,y,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:30,5v5,DAL,90,w,33,,,opl,,,,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,32,55,35,,90,43,38,24,33,31
1,8:21,5v5,PHI,28,o,10,89,,,oelc,or,y,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,7:39,5v5,PHI,93,s,32,28,,oc,opl,,,,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,12,22,4,47,31,0
1,7:20,5v5,PHI,12,o,28,,,ol,,,y,y,,,,,,0,31,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,12,22,4,47,31,0
1,7:09,5v5,DAL,22,w,91,22,,oc,oc,,,,2 on 1,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,12,22,91,4,47,31
1,6:37,5v5,DAL,10,b,14,,,oelc,,,y,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,23,55,35,,91,10,14,3,33,31
1,6:10,5v5,DAL,90,w,43,38,,oc,nl,,,y,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,23,55,35,,90,43,38,3,33,31
1,4:01,5v5,DAL,14,s,91,,,oc,,,,y,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,10,89,21,32,55,35,,91,10,14,2,3,31
1,3:40,5v5,DAL,91,w,14,,,oelc,,,y,y,,,10,y,,0,35,20082,10/20/2015,PHI,DAL,,,,10,89,21,32,55,35,,91,10,14,2,3,31
1,3:18,5v5,DAL,21,w,12,3,,oc,or,,,y,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,14,17,24,15,23,35,,12,22,21,3,33,31
1,3:13,5v5,DAL,22,w,3,12,,oc,ofp,,y,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,3,82,35,,12,22,21,3,33,31
1,2:52,5v5,DAL,33,w,22,,,oelpr,,,,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,3,82,35,,12,22,21,3,33,31
1,2:41,5v5,DAL,22,o,3,,,oc,,,y,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,3,82,35,,12,22,21,3,33,31
1,1:54,5v5,DAL,20,w,38,4,,oc,dc,,,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:22,5v5,DAL,3,w,13,83,,oell,ol,,y,,,,,,,0,35,20082,10/20/2015,PHI,DAL,,,,10,89,21,32,55,35,,13,20,83,3,33,31
1,0:32,5v5,DAL,14,w,10,,,dr,,,y,,2 on 1,,,,,1,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,3,82,35,,91,10,14,3,33,31
1,0:29,5v5,DAL,4,w,12,,,ofp,,,,,,,,,,1,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,3,82,35,,91,10,14,3,33,31
2,0:52,5v5,DAL,14,w,91,,,nl,,,y,y,2 on 1 ,y,,,,1,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,15,32,35,,91,10,14,2,24,31
2,19:08,5v5,PHI,12,w,17,,,or,,,,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:24,5v5,DAL,13,t,83,20,,orrr,nr,,y,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,10,89,28,3,82,35,,13,20,83,2,24,31
2,17:34,5v5,DAL,91,w,10,,,nc,,,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,14,17,24,32,55,35,,91,10,14,3,33,31
2,15:35,5v5,DAL,13,w,22,13,20,oelc,oc,ol,y,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,14:15,4v5,PHI,28,w,32,12,,oc,oelpc,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,20,22,24,33,31,0
2,13:59,4v5,PHI,93,w,12,17,32,orrc,oelc,ol,y,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,20,90,24,33,31,0
2,13:47,4v5,PHI,93,w,32,93,32,oc,opr,oc,,y,,,28,y,,2,31,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,20,90,24,33,31,0
2,13:42,4v5,PHI,15,s,10,14,,opc,of,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,10,14,25,15,82,35,,14,38,4,47,31,0
2,13:38,4v5,PHI,15,b,25,,,opr,,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,10,14,25,15,82,35,,14,38,4,47,31,0
2,11:38,5v5,PHI,82,w,3,10,,or,opr,,,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,10,89,21,3,82,35,,13,20,83,2,24,31
2,11:08,5v5,DAL,38,w,43,90,,nl,nc,,,y,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,15,23,35,,90,43,38,4,47,31
2,10:59,5v5,PHI,25,w,78,15,,or,dc,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,25,76,78,15,23,35,,90,43,38,4,47,31
2,10:49,5v5,PHI,93,w,28,,,of,,,y,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,32,55,35,,90,43,38,4,47,31
2,10:38,5v5,PHI,82,s,28,93,,oelpl,or,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,3,82,35,,12,22,21,4,47,31
2,10:32,5v5,PHI,24,t,55,,,oelc,,,,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,3,82,35,,12,22,21,4,47,31
2,9:42,5v5,PHI,23,w,15,24,17,ol,opl,oelc,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,14,17,24,15,23,35,,13,20,83,3,33,31
2,8:51,5v5,PHI,28,r,82,,,oc,,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,3,82,35,,90,43,38,2,24,31
2,7:58,5v5,DAL,47,w,14,4,,oc,or,,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,14,17,24,32,55,35,,91,10,14,4,47,31
2,7:05,5v5,DAL,22,b,21,,,ol,,,,y,,,22,y,,2,35,20082,10/20/2015,PHI,DAL,,,,25,76,78,15,23,35,,12,22,21,3,33,31
2,7:00,5v4,DAL,91,s,90,14,,oc,ofp,,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,76,78,15,55,35,0,,90,91,10,14,3,31
2,6:45,5v4,DAL,91,w,14,90,3,oelc,or,oc,,y,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,76,78,15,55,35,0,,90,91,10,14,3,31
2,6:11,5v4,DAL,10,t,91,3,90,ol,oc,opr,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,14,24,15,55,35,0,,90,91,10,14,3,31
2,5:56,5v4,DAL,3,w,91,14,,opl,or,,,y,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,14,24,15,55,35,0,,90,91,10,14,3,31
2,5:13,5v4,DAL,83,w,4,83,,oc,opr,,,,,,20,y,,2,35,20082,10/20/2015,PHI,DAL,,,,28,21,3,23,35,0,,13,20,83,4,33,31
2,5:05,5v4,DAL,4,w,33,13,,or,opr,,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,76,89,78,3,23,35,,13,20,83,4,33,31
2,4:57,5v5,DAL,4,w,47,90,,ol,opl,,,,,,38,y,,2,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,3,82,35,,90,43,38,4,47,31
2,4:23,5v5,PHI,14,w,15,,,orrl,,,,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,3:18,5v5,DAL,33,w,83,20,,opc,of,,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,17,24,21,32,55,35,,13,20,83,3,33,31
2,3:13,5v5,DAL,33,s,83,20,,opl,oelc,,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,17,24,21,32,55,35,,13,20,83,3,33,31
2,2:31,5v5,DAL,13,w,22,3,,nr,nr,,,y,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,10,89,21,3,82,35,,13,20,22,33,47,31
2,2:22,5v5,DAL,22,w,33,22,,or,opr,,,y,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,10,89,21,3,82,35,,12,22,21,4,47,31
2,1:12,5v5,PHI,28,w,93,28,,or,oc,,,y,3 on 2,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,15,23,35,,90,43,38,2,4,31
2,1:10,5v5,PHI,93,w,28,,,of,,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,15,32,35,,91,10,14,2,24,31
2,1:03,5v5,PHI,12,t,93,32,28,or,oc,ofp,y,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,15,32,35,,91,10,14,2,24,31
2,0:35,5v5,DAL,10,w,14,,,oc,,,y,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:24,5v5,PHI,12,s,93,15,,nr,dr,,,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,15,32,35,,91,83,14,2,24,31
3,19:28,5v5,DAL,91,w,10,,,oelc,,,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,32,55,35,,91,10,14,3,4,31
3,19:19,5v5,PHI,28,o,93,,,oc,,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,15,23,35,,13,20,83,4,47,31
3,18:08,5v5,DAL,38,b,43,,,or,,,,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,16:58,5v5,PHI,25,w,28,82,,ol,nc,,y,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,25,28,12,3,82,35,,12,10,14,3,4,31
3,15:14,5v5,PHI,78,t,25,,,ol,,,y,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,25,76,78,32,82,35,,90,43,38,3,33,31
3,15:00,5v5,PHI,78,w,32,82,78,or,ol,opl,,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,25,76,78,32,82,35,,90,43,38,3,33,31
3,14:51,5v5,PHI,32,s,25,82,,ol,opl,,,y,,,78,y,,2,31,20082,10/20/2015,PHI,DAL,,,,25,76,78,32,82,35,,90,43,38,3,33,31
3,14:45,5v5,PHI,15,w,93,28,,or,of,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,12,15,23,35,,12,22,21,4,47,31
3,14:22,5v5,PHI,15,w,23,24,,oc,opl,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,14,17,24,15,23,35,,12,22,21,4,47,31
3,14:20,4v4,PHI,32,w,28,,,ofp,,,,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,15,32,35,0,,91,14,3,33,31,0
3,14:13,4v4,PHI,32,s,15,28,,or,ol,,,y,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,28,93,15,32,35,0,,91,14,3,33,31,0
3,12:05,5v5,PHI,25,w,32,,,dc,,,,,,,25,y,,2,31,20082,10/20/2015,PHI,DAL,,,,25,76,78,15,32,35,,43,21,38,3,33,31
3,11:49,5v5,PHI,78,w,32,,,oc,,,,,,,,,,2,31,20082,10/20/2015,PHI,DAL,,,,25,76,78,15,32,35,,43,21,38,3,33,31
3,11:28,5v5,DAL,38,w,21,43,,orrr,or,,y,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,76,93,78,15,32,35,,43,21,38,2,24,31
3,11:20,5v5,DAL,38,t,24,2,21,or,ol,opl,y,,,,,,,2,35,20082,10/20/2015,PHI,DAL,,,,76,93,78,15,32,35,,43,14,38,2,24,31
3,11:04,5v5,PHI,17,w,24,,,dr,,,,y,,,14,y,y,2,31,20082,10/20/2015,PHI,DAL,,,,14,17,24,3,55,35,,91,10,14,4,47,31
3,9:20,5v5,DAL,47,s,91,4,38,opl,or,opr,,,,,,,,1,35,20082,10/20/2015,PHI,DAL,,,,14,17,24,15,32,35,,91,43,38,4,47,31
3,8:33,5v5,DAL,10,w,14,10,3,nc,nc,dr,,y,,,,,,1,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,3,55,35,,91,10,14,3,33,31
3,5:28,4v5,PHI,93,o,32,28,,oc,opl,,,,,,,,,1,31,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,21,38,4,47,31,0
3,5:21,4v5,PHI,17,w,28,,,ol,,,,y,,,12,y,,1,31,20082,10/20/2015,PHI,DAL,,,,17,28,93,12,32,35,,21,38,4,47,31,0
3,4:38,4v5,PHI,10,b,15,82,89,or,oc,opl,,,,,,,,1,31,20082,10/20/2015,PHI,DAL,,,,10,14,89,15,82,35,,20,14,24,33,31,0
3,4:34,4v5,PHI,82,s,89,14,,oelc,opl,,,,,,,,,1,31,20082,10/20/2015,PHI,DAL,,,,10,14,89,15,82,35,,20,14,24,33,31,0
3,3:44,5v5,DAL,91,w,10,12,,ol,ol,,,y,,,,,,1,35,20082,10/20/2015,PHI,DAL,,,,28,93,12,23,32,35,,91,10,14,3,33,31
3,2:10,5v5,PHI,24,w,14,,,or,,,y,y,,,,,,1,31,20082,10/20/2015,PHI,DAL,,,,14,17,24,23,82,35,,13,20,83,4,47,31
