Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flyers,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,14:59,5v4,PHI,53,s,93,,,opr,,,,y,,,17,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,11,20,5,6,35,0
2,14:41,5v4,PHI,93,w,28,53,28,orrl,oc,opl,y,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,11,20,5,6,35,0
2,13:13,5v5,N.J,12,o,28,48,,oc,or,,,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,25,76,78,3,23,30,,12,16,48,28,39,35
2,13:04,5v5,N.J,11,w,12,48,,oelc,ol,,y,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,25,76,78,3,23,30,,12,48,11,28,39,35
2,12:05,5v5,PHI,52,o,32,52,,oc,opr,,,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,52,12,32,55,30,,11,20,23,2,5,35
2,11:19,5v5,PHI,12,w,10,53,12,or,or,or,,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,52,12,15,53,30,,19,51,20,2,5,35
2,11:08,5v5,PHI,17,b,53,,,or,,,,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,19,21,51,2,5,35
2,10:55,5v5,PHI,53,o,93,,,opl,,,,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,19,21,51,2,5,35
2,9:59,5v5,PHI,32,s,19,,,ofp,,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,19,20,89,32,55,30,,19,21,51,2,5,35
2,9:31,5v5,PHI,89,w,20,,,nc,,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,19,20,89,32,55,30,,12,16,48,6,28,35
2,9:12,5v5,N.J,6,b,48,,,ol,,,,y,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,19,20,89,32,55,30,,12,16,48,6,39,35
2,7:17,5v5,N.J,2,s,64,20,,nc,nr,,,y,,,64,y,,-1,30,825,2/13/2016,PHI,N.J,,,,10,52,12,32,55,30,,14,64,20,2,28,35
2,6:25,5v5,PHI,93,o,28,93,,opl,ol,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,12,16,48,2,28,35
2,6:21,5v5,PHI,28,o,53,,,orrr,,,y,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,12,16,48,2,28,35
2,6:05,5v5,PHI,52,t,3,10,12,or,opl,ol,y,y,,,10,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,52,12,3,23,30,,19,21,51,5,6,35
2,5:22,5v5,N.J,39,w,19,,,opr,,,,y,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,10,52,12,3,23,30,,19,21,51,8,39,35
2,5:09,5v5,N.J,23,w,8,,,nr,,,,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,19,20,89,3,23,30,,11,22,23,2,8,35
2,3:35,5v5,PHI,93,w,53,93,,nc,dr,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,14,64,20,5,6,35
2,3:29,5v5,PHI,25,o,78,25,,or,of,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,25,76,78,32,55,30,,14,64,20,5,6,35
2,2:20,5v5,N.J,16,w,28,,,nr,,,,y,,,48,,,-1,30,825,2/13/2016,PHI,N.J,,,,17,28,93,15,53,30,,12,16,48,5,6,35
2,1:33,5v5,N.J,12,w,19,,,nr,,,,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,10,52,12,3,23,30,,12,19,21,2,8,35
3,19:07,5v4,PHI,89,w,53,89,53,ol,opl,ol,,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,89,17,93,53,30,,14,19,5,6,35,0
3,18:26,4v4,PHI,53,w,28,12,53,opr,or,or,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,28,12,15,53,30,0,,16,20,2,8,35,0
3,17:37,4v4,PHI,55,t,19,,,or,,,y,y,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,19,93,32,55,30,0,,21,64,5,6,35,0
3,17:23,4v4,N.J,8,w,5,,,or,,,,,,,,,,-1,30,825,2/13/2016,PHI,N.J,,,,19,89,15,32,30,0,,21,64,5,8,35,0
3,16:33,5v4,PHI,53,s,32,28,,opr,opr,,,,,,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,14,19,5,6,35,0
3,16:23,5v4,PHI,28,w,53,28,,oc,opl,,,y,,,17,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,14,19,5,6,35,0
3,16:17,5v4,PHI,93,w,53,10,28,ol,opl,of,,,,,10,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,14,19,5,6,35,0
3,16:11,5v4,PHI,53,o,28,,,opl,,,,y,,y,,,,-1,35,825,2/13/2016,PHI,N.J,,,,10,17,28,93,53,30,,14,19,5,6,35,0
3,15:46,5v5,PHI,25,o,12,,,or,,,y,y,,,,,,0,35,825,2/13/2016,PHI,N.J,,,,25,52,12,3,23,30,,11,22,23,28,39,35
3,13:19,5v5,N.J,28,s,64,,,opr,,,,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,25,76,78,53,55,30,,14,64,20,2,28,35
3,12:29,5v5,N.J,12,o,48,,,ol,,,y,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,10,52,12,3,32,30,,12,16,48,8,39,35
3,12:19,5v5,N.J,12,o,8,,,oelc,,,y,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,10,52,12,3,32,30,,12,16,48,8,39,35
3,10:50,5v5,N.J,5,w,20,,,opl,,,,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,17,28,12,15,53,30,,14,64,20,5,6,35
3,10:15,5v5,PHI,3,w,10,,,oelpr,,,,y,,,,,,0,35,825,2/13/2016,PHI,N.J,,,,10,52,12,3,23,30,,12,16,48,5,6,35
3,9:51,5v5,PHI,10,s,76,,,or,,,,y,,,,,,0,35,825,2/13/2016,PHI,N.J,,,,10,76,78,3,23,30,,12,16,48,5,6,35
3,9:13,5v5,N.J,39,s,8,22,,opc,opl,,,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,25,76,78,3,23,30,,11,22,23,8,39,35
3,7:33,5v5,N.J,21,w,51,,,nl,,,y,y,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,17,28,93,15,32,30,,19,21,51,8,39,35
3,6:48,5v5,N.J,21,t,19,39,,ol,ol,,y,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,25,76,78,3,23,30,,19,21,51,8,39,35
3,4:50,5v5,N.J,12,t,48,12,,orrr,nl,,y,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,19,20,89,3,55,30,,12,16,48,8,28,35
3,3:34,5v5,PHI,53,w,23,12,,opr,oelpr,,,y,,,,,,0,35,825,2/13/2016,PHI,N.J,,,,10,52,12,23,53,30,,12,16,48,5,6,35
3,2:08,5v5,N.J,2,w,22,,,opl,,,,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,19,20,89,3,55,30,,11,22,23,2,28,35
3,0:41,4v4,N.J,19,w,2,,,nl,,,,y,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,17,78,23,53,30,0,,19,21,2,8,35,0
3,0:33,4v4,N.J,14,b,8,20,14,or,oc,of,y,,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,28,93,23,55,30,0,,14,20,2,8,35,0
4,3:15,3v3,N.J,21,w,14,28,,nr,nr,,y,y,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,10,12,0,0,53,30,,14,21,0,0,28,35
4,2:53,3v3,N.J,28,w,21,,,orrl,,,y,y,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,10,12,0,0,32,30,,21,20,0,0,28,35
4,2:42,3v3,PHI,10,w,12,32,,orrr,dsr,,y,y,2 on 1,,,,,0,35,825,2/13/2016,PHI,N.J,,,,10,12,0,0,32,30,,21,20,0,0,6,35
4,2:19,3v3,N.J,6,w,16,,,orrr,,,y,y,,,,,,0,30,825,2/13/2016,PHI,N.J,,,,28,93,0,0,53,30,,16,19,0,0,6,35
4,2:02,4v3,N.J,14,o,2,14,21,oc,opr,or,,y,,y,,,,0,30,825,2/13/2016,PHI,N.J,,,,78,0,0,3,55,30,,14,21,20,0,2,35
1,19:48,5v5,PHI,10,w,32,,,nc,,,,y,,,,,,0,35,847,2/16/2016,N.J,PHI,35,30,,10,17,28,32,55,30,,19,21,51,5,6,35
1,18:49,5v5,PHI,3,w,93,52,,opr,oelr,,,,,,,,,0,35,847,2/16/2016,N.J,PHI,1,35,,20,52,93,3,82,30,,14,64,20,2,8,35
1,18:36,5v5,PHI,93,w,52,,,opr,,,y,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,20,52,93,3,82,30,,14,64,20,2,8,35
1,17:37,5v4,N.J,8,w,19,,,ofp,,,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:21,5v4,N.J,48,s,2,,,oc,,,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,78,32,82,30,0,,12,14,48,64,2,35
1,14:15,5v4,PHI,10,o,28,53,28,ol,ol,ofp,y,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,10,17,28,93,53,30,,14,19,5,6,35,0
1,13:28,5v4,PHI,93,w,28,17,,orrl,oelr,,y,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:55,5v4,PHI,82,s,32,82,89,opr,opl,opl,,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:27,5v4,PHI,82,w,32,89,,opr,opr,,,y,,,89,,,0,35,847,2/16/2016,N.J,PHI,,,,20,25,12,32,82,30,,14,21,5,6,35,0
1,11:35,5v4,N.J,16,w,8,16,8,oc,opr,oc,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,78,47,55,30,0,,16,19,21,64,8,35
1,11:26,5v4,N.J,19,t,21,8,21,ol,oc,opl,y,y,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,78,47,55,30,0,,16,19,21,64,8,35
1,11:18,5v4,N.J,8,w,64,19,,opr,of,,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,78,47,55,30,0,,16,19,21,64,8,35
1,11:10,5v4,N.J,21,w,19,64,,orrr,or,,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,10:37,5v4,N.J,21,s,20,,,opl,,,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,78,47,55,30,0,,14,48,64,20,8,35
1,10:28,5v4,N.J,21,o,8,21,48,opr,oc,opl,,y,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,78,47,55,30,0,,14,21,48,20,8,35
1,9:53,5v4,N.J,2,o,48,12,,opl,oelr,,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,24,28,47,55,30,0,,12,14,48,20,2,35
1,9:24,5v4,N.J,8,o,64,19,,opc,ol,,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,78,32,82,30,0,,16,19,21,64,8,35
1,8:53,5v4,N.J,48,o,8,12,8,oc,opr,oc,,y,,,14,,,0,30,847,2/16/2016,N.J,PHI,,,,24,28,47,55,30,0,,12,14,48,64,8,35
1,8:41,5v4,N.J,12,w,8,12,14,oc,opr,oelc,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,24,28,47,55,30,0,,12,14,48,64,8,35
1,8:11,5v4,N.J,20,w,12,48,,or,orrl,,y,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,8:07,5v4,N.J,48,o,12,,,orrr,,,y,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,78,32,82,30,0,,12,19,48,20,2,35
1,7:59,5v4,N.J,2,w,12,20,,opr,or,,,,,,48,y,y,0,30,847,2/16/2016,N.J,PHI,,,,76,78,32,82,30,0,,12,19,48,20,2,35
1,7:42,5v4,N.J,21,o,8,19,16,or,opr,nc,,y,,,,,,1,30,847,2/16/2016,N.J,PHI,,,,25,28,47,55,30,0,,16,19,21,64,8,35
1,7:27,5v4,N.J,21,o,19,8,,oc,or,,,,,,,,,1,30,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,7:08,5v4,N.J,16,w,8,16,8,oc,opr,or,,y,,,,,,1,30,847,2/16/2016,N.J,PHI,,,,76,78,32,55,30,0,,16,19,21,51,8,35
1,6:37,5v5,PHI,82,w,52,,,opl,,,,y,,,,,,1,35,847,2/16/2016,N.J,PHI,,,,52,24,28,53,82,30,,14,48,20,2,8,35
1,5:47,5v5,N.J,6,o,19,,,ofp,,,,,,,,,,1,30,847,2/16/2016,N.J,PHI,,,,10,17,28,53,55,30,,19,21,51,5,6,35
1,4:49,5v5,N.J,12,w,48,,,nr,,,,,,,,,,1,30,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,2:37,5v5,PHI,53,w,10,28,,opr,of,,,,,y,,,,1,35,847,2/16/2016,N.J,PHI,,,,10,17,28,32,53,30,,12,19,21,2,8,35
1,2:06,5v4,N.J,8,w,21,19,,opl,ofp,,,y,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,28,32,55,30,0,,14,16,19,21,8,35
1,0:58,5v4,N.J,2,o,48,2,48,opl,oc,opl,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,24,32,82,30,0,,12,14,48,20,2,35
1,0:26,5v4,N.J,64,w,16,28,21,ol,nc,nr,y,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,25,78,47,55,30,0,,21,64,20,2,28,35
2,19:51,5v5,PHI,17,s,10,32,,nc,dr,,,y,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,10,17,28,32,55,30,,19,21,51,5,6,35
2,19:30,5v5,PHI,10,w,17,28,,ol,nc,,,y,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,10,17,28,32,47,30,,19,21,51,5,6,35
2,19:24,4v4,PHI,47,s,89,,,ofp,,,,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,10,17,28,32,47,30,,19,21,51,5,6,35
2,18:30,4v4,PHI,82,s,17,,,opc,,,,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,17,28,32,82,30,0,,19,21,2,6,35,0
2,18:17,4v4,PHI,55,s,53,12,,opc,ofp,,,y,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,93,12,53,55,30,0,,14,64,2,6,35,0
2,17:57,4v4,PHI,55,w,93,53,,or,dr,,,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,93,12,53,55,30,0,,14,20,2,6,35,0
2,17:27,4v4,PHI,52,w,82,,,or,,,,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,52,12,47,53,82,30,,14,20,2,5,6,35
2,17:13,5v5,PHI,47,o,24,,,opl,,,,y,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,52,12,47,53,82,30,,14,16,19,20,6,35
2,17:00,5v5,PHI,32,s,17,28,,opr,of,,,y,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,10,17,28,32,55,30,,16,21,51,5,8,35
2,16:13,5v5,N.J,16,o,21,,,oc,,,y,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,25,76,78,32,47,30,,16,21,51,28,39,35
2,15:49,5v5,PHI,47,w,25,76,,opl,ol,,y,,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,25,76,78,47,53,30,,48,22,23,28,39,35
2,15:23,5v4,N.J,2,o,48,2,48,opl,oc,opl,,y,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,76,28,47,55,30,0,,12,14,48,20,2,35
2,13:49,5v3,N.J,21,w,14,21,2,opr,oc,opl,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,24,47,55,30,0,0,,14,19,21,20,2,35
2,12:54,4v4,N.J,48,w,16,,,nc,,,,y,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,20,89,24,32,82,30,,16,48,8,28,35,0
2,12:05,5v4,PHI,10,o,17,28,53,oelc,ol,ol,y,y,,y,,,,0,35,847,2/16/2016,N.J,PHI,,,,10,17,28,93,53,30,,14,20,5,6,35,0
2,11:43,5v5,PHI,32,w,53,32,52,oc,opl,opl,,,,,,,,-1,35,847,2/16/2016,N.J,PHI,,,,20,52,93,47,53,30,,64,22,23,2,8,35
2,11:32,5v5,PHI,47,s,53,52,,opr,opr,,,,,,,,,-1,35,847,2/16/2016,N.J,PHI,,,,20,52,93,47,53,30,,64,22,23,2,8,35
2,11:04,5v5,PHI,12,s,24,32,82,nl,nl,dr,,y,,,,,,-1,35,847,2/16/2016,N.J,PHI,,,,89,24,12,32,82,30,,12,16,48,28,39,35
2,10:59,5v5,PHI,12,o,24,89,,oelc,ol,,y,,,,,,,-1,35,847,2/16/2016,N.J,PHI,,,,89,24,12,32,82,30,,12,16,48,28,39,35
2,10:49,5v5,PHI,82,w,32,,,opr,,,,,,,,,,-1,35,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,10:42,5v5,PHI,82,w,32,,,opr,,,,,,,,,,-1,35,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,10:32,5v5,PHI,32,o,82,32,82,opl,opr,opc,,,,,24,y,,-1,35,847,2/16/2016,N.J,PHI,,,,89,24,12,32,82,30,,12,16,48,28,39,35
2,9:49,5v5,N.J,5,w,51,21,,opc,ol,,,,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,10,17,28,53,55,30,,19,21,51,5,6,35
2,9:33,5v5,N.J,5,w,6,51,,opl,opl,,,,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,10,17,28,53,55,30,,19,21,51,5,6,35
2,8:56,5v5,N.J,20,o,14,8,,orrr,dr,,y,y,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,89,24,12,47,82,30,,14,64,20,2,8,35
2,8:16,5v5,N.J,39,o,48,,,opl,,,,,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,89,24,12,47,82,30,,16,48,64,28,39,35
2,3:12,5v5,N.J,23,w,5,,,dr,,,,y,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,25,76,78,47,53,30,,12,16,23,5,39,35
2,1:08,5v5,N.J,14,w,48,39,,oc,dr,,,y,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,20,52,93,47,55,30,,14,48,20,5,39,35
2,0:26,5v5,N.J,16,o,20,16,,ol,ol,,y,,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,25,76,78,53,55,30,,16,64,20,2,28,35
3,19:38,5v5,N.J,21,w,6,,,ol,,,y,y,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,10,17,28,47,53,30,,19,21,51,5,6,35
3,15:32,5v5,PHI,12,w,89,55,,nl,dc,,,,,,,,,-1,35,847,2/16/2016,N.J,PHI,,,,89,24,12,32,55,30,,16,64,20,28,39,35
3,13:38,5v5,PHI,17,w,53,,,dc,,,,,,,,,,-1,35,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:20,5v5,N.J,51,w,5,,,dl,,,,,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,10,52,17,53,55,30,,19,51,20,5,6,35
3,12:12,5v4,N.J,12,w,2,48,2,oc,opl,dc,,y,,,20,y,,-1,30,847,2/16/2016,N.J,PHI,,,,76,24,47,55,30,0,,12,14,48,20,2,35
3,11:34,5v4,N.J,21,o,8,16,64,or,opr,or,,y,,,19,y,,-1,30,847,2/16/2016,N.J,PHI,,,,24,28,32,82,30,0,,16,19,21,64,8,35
3,11:24,5v4,N.J,8,w,19,,,opr,,,,,,,,,,-1,30,847,2/16/2016,N.J,PHI,,,,24,28,32,82,30,0,,16,19,21,64,8,35
3,10:36,5v5,N.J,22,w,39,,,or,,,,y,,y,,,,-1,30,847,2/16/2016,N.J,PHI,,,,20,52,93,53,82,30,,51,22,23,28,39,35
3,9:36,5v5,N.J,39,w,21,,,oelpl,,,,y,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,8:42,5v5,N.J,51,w,19,,,dr,,,,,,,,,,0,30,847,2/16/2016,N.J,PHI,,,,10,17,28,47,53,30,,19,51,20,5,6,35
3,8:01,5v4,PHI,53,o,28,93,53,opl,orrr,ol,,y,,,,,,0,35,847,2/16/2016,N.J,PHI,,,,10,17,28,93,53,30,,14,20,5,6,35,0
3,7:38,5v4,PHI,17,o,10,28,,orrc,ol,,y,y,,y,,,,0,35,847,2/16/2016,N.J,PHI,,,,10,17,28,93,53,30,,16,21,5,6,35,0
3,6:48,5v5,PHI,52,o,20,,,orrc,,,y,y,,y,,,,-1,35,847,2/16/2016,N.J,PHI,,,,20,25,52,47,82,30,,51,64,22,28,39,35
3,6:15,5v5,N.J,5,s,64,,,opr,,,,,,,,,,-2,30,847,2/16/2016,N.J,PHI,,,,10,17,28,53,55,30,,16,48,64,5,6,35
3,5:29,5v5,N.J,14,w,21,2,,nr,dc,,,y,,,,,,-2,30,847,2/16/2016,N.J,PHI,,,,89,24,12,32,82,30,,14,21,20,8,28,35
3,5:23,5v5,N.J,21,w,19,,,of,,,,,,,,,,-2,30,847,2/16/2016,N.J,PHI,,,,20,25,93,32,55,30,,19,21,64,2,8,35
3,3:55,5v5,N.J,48,w,12,,,dl,,,,y,,,,,,-2,30,847,2/16/2016,N.J,PHI,,,,10,17,28,32,82,30,,12,16,48,6,28,35
3,2:48,5v5,PHI,93,w,20,,,dl,,,y,y,2 on 1,y,,,,-2,35,847,2/16/2016,N.J,PHI,,,,20,28,93,32,47,30,,16,19,21,64,8,35
3,2:16,5v5,N.J,21,w,8,,,nl,,,y,y,,y,,,,-3,30,847,2/16/2016,N.J,PHI,,,,89,24,78,53,82,30,,19,21,64,8,28,35
3,1:16,5v5,PHI,82,s,32,82,12,opr,opl,opl,,,,,,,,-2,35,847,2/16/2016,N.J,PHI,,,,89,24,12,32,82,30,,51,22,23,28,39,35
