Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Blue Jackets,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,9:36,5v5,CBJ,9,w,38,,,orrr,,,y,y,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,9,38,23,47,58,72,,14,22,13,6,7,35
2,6:21,5v5,CBJ,13,s,18,51,47,or,nc,dr,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,9,13,18,29,51,72,,19,20,13,7,28,35
2,6:14,5v5,CBJ,13,t,29,18,13,or,opr,or,y,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,9,13,18,29,51,72,,19,20,13,7,28,35
2,4:44,5v5,CBJ,7,w,58,71,41,or,opr,or,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,25,20,71,7,58,72,,16,18,22,2,28,35
2,4:39,5v5,CBJ,7,s,20,,,opl,,,,y,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,25,20,71,7,58,72,,16,18,22,2,28,35
2,4:31,5v5,CBJ,20,s,25,,,opr,,,,y,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,25,20,71,7,58,72,,16,18,22,2,28,35
2,3:40,5v5,N.J,8,w,7,51,11,ol,opl,oelc,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,38,11,27,29,72,,21,51,11,7,8,35
2,3:03,5v4,N.J,28,s,20,13,14,ol,opc,of,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,38,7,58,72,0,,14,20,22,13,28,35
2,2:44,5v4,N.J,20,o,28,22,13,or,opc,or,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,38,7,58,72,0,,14,20,22,13,28,35
2,2:31,5v4,N.J,14,w,13,28,22,or,oc,opc,y,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,38,7,58,72,0,,14,20,22,13,28,35
2,2:20,5v4,N.J,13,s,28,20,28,oc,ol,oc,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,38,7,58,72,0,,14,20,22,13,28,35
2,1:59,5v4,N.J,13,o,28,20,28,oc,opl,or,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,38,7,58,72,0,,14,20,22,13,28,35
2,1:09,5v4,N.J,44,s,21,,,or,,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,9,17,41,47,51,72,,9,16,19,21,44,35
2,0:09,5v5,N.J,6,w,5,51,,or,opr,,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,20,71,7,58,72,,18,51,11,5,6,35
3,19:36,4v4,CBJ,13,s,41,,,or,,,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,41,13,27,29,72,0,,14,13,5,6,35,0
3,18:53,4v4,CBJ,25,t,51,20,25,ol,oc,oelr,y,y,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,25,20,51,58,72,0,,19,13,2,28,35,0
3,18:41,4v4,N.J,19,w,20,19,2,nc,dr,dc,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,20,51,58,72,0,,19,20,2,28,35,0
3,17:43,5v4,CBJ,58,s,43,71,7,ol,nl,dc,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,17,43,71,7,58,72,,14,16,5,6,35,0
3,17:07,5v4,CBJ,17,w,7,27,7,oc,ol,oc,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,16:46,5v4,CBJ,29,s,27,20,27,ol,opl,dc,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,41,13,20,27,29,72,,16,51,5,6,35,0
3,16:38,5v4,CBJ,29,s,27,,,ol,,,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,41,13,20,27,29,72,,16,51,5,6,35,0
3,15:38,5v5,CBJ,51,w,47,38,,or,opr,,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,25,38,11,47,51,72,,11,20,13,8,44,35
3,14:59,5v5,N.J,9,w,11,,,oelc,,,y,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,9,18,23,7,58,72,,9,21,11,2,7,35
3,14:27,5v5,N.J,16,b,2,7,,dl,dc,,,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,17,13,43,27,29,72,,16,18,22,5,6,35
3,13:53,5v5,N.J,16,t,6,22,5,ol,oelpl,or,y,y,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,17,13,43,27,29,72,,16,18,22,5,6,35
3,12:33,5v5,CBJ,71,t,7,20,,ol,opr,,y,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,41,20,71,7,58,72,,14,20,13,7,8,35
3,12:07,5v5,CBJ,7,w,58,11,,or,oelpr,,,,,,,,,0,35,20125,10/27/2015,N.J,CBJ,,,,25,11,20,7,58,72,,9,19,21,2,44,35
3,11:40,5v5,N.J,44,s,2,44,9,ol,or,opr,,,,,,,,0,72,20125,10/27/2015,N.J,CBJ,,,,25,11,20,7,58,72,,9,19,21,2,44,35
3,10:22,5v5,CBJ,13,o,17,43,17,orrc,oell,ol,y,y,,y,,,,-1,35,20125,10/27/2015,N.J,CBJ,,,,17,13,43,7,58,72,,16,18,22,5,6,35
3,9:47,5v5,N.J,28,o,14,20,13,opr,oc,nl,,y,,,,,,-2,72,20125,10/27/2015,N.J,CBJ,,,,41,20,71,7,58,72,,14,20,13,8,28,35
3,8:27,5v5,N.J,22,w,18,,,nc,,,,,,,,,,-2,72,20125,10/27/2015,N.J,CBJ,,,,9,18,23,27,29,72,,16,18,22,6,7,35
3,7:27,5v5,CBJ,7,w,43,,,opr,,,,,,,,,,-2,35,20125,10/27/2015,N.J,CBJ,,,,17,43,71,7,58,72,,9,51,11,2,28,35
3,7:20,5v5,CBJ,58,o,43,17,,opr,ol,,,,,,,,,-2,35,20125,10/27/2015,N.J,CBJ,,,,17,43,71,7,58,72,,9,51,11,2,28,35
3,6:27,5v4,CBJ,58,w,7,,,ol,,,,y,,,,,,-2,35,20125,10/27/2015,N.J,CBJ,,,,41,20,71,7,58,72,,14,19,5,6,35,0
3,4:14,5v5,CBJ,58,w,7,,,oc,,,,,,,,,,-3,35,20125,10/27/2015,N.J,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,4:01,5v5,N.J,19,w,13,,,nc,,,,y,,,,,,-3,72,20125,10/27/2015,N.J,CBJ,,,,9,18,23,7,58,72,,9,19,21,7,44,35
3,2:51,5v4,N.J,20,w,13,14,22,orrr,or,or,y,y,,,,,,-3,72,20125,10/27/2015,N.J,CBJ,,,,41,71,27,51,72,0,,14,51,20,22,13,28
3,2:29,6v4,N.J,9,w,19,28,13,oc,nr,dc,,y,,,21,y,y,-3,72,20125,10/27/2015,N.J,CBJ,,,,9,13,27,51,72,0,,9,19,21,51,13,28
3,1:56,5v5,CBJ,13,w,17,,,of,,,y,,,,,,,-2,35,20125,10/27/2015,N.J,CBJ,,,,17,13,43,27,29,72,,9,16,21,2,6,35
3,1:00,6v5,N.J,28,s,21,19,,opc,of,,,y,,,,,,-2,72,20125,10/27/2015,N.J,CBJ,,,,17,13,43,27,29,72,,14,19,21,13,28,44
1,19:41,5v5,NYR,36,o,8,36,,oc,opr,,,,,,,,,0,72,20021,10/10/2015,NYR,CBJ,30,72,,17,38,18,27,58,72,,16,36,61,8,18,30
1,18:24,5v5,CBJ,19,w,20,4,,nl,dl,,y,y,,,,,,1,30,20021,10/10/2015,NYR,CBJ,32,30,,19,20,71,4,47,72,,10,24,25,5,27,30
1,17:40,5v5,CBJ,40,w,11,58,,oc,dsc,,,y,,,,,,1,30,20021,10/10/2015,NYR,CBJ,,,,9,40,11,27,58,72,,26,28,15,22,27,30
1,17:16,5v5,NYR,61,o,36,,,oell,,,y,y,,,,,,1,72,20021,10/10/2015,NYR,CBJ,,,,9,40,11,27,58,72,,16,36,61,22,93,30
1,16:35,5v5,CBJ,7,w,17,,,opr,,,,y,,,,,,1,30,20021,10/10/2015,NYR,CBJ,,,,17,38,18,7,51,72,,16,13,61,8,93,30
1,16:28,5v5,CBJ,51,s,18,,,oelpc,,,,,,,,,,1,30,20021,10/10/2015,NYR,CBJ,,,,17,38,18,7,51,72,,16,13,61,8,93,30
1,16:14,5v5,NYR,61,w,13,,,nsc,,,,y,,,,,,1,72,20021,10/10/2015,NYR,CBJ,,,,17,38,71,7,51,72,,16,13,61,8,93,30
1,15:49,5v5,NYR,13,t,27,21,,ol,opl,,y,y,,,,,,1,72,20021,10/10/2015,NYR,CBJ,,,,19,20,71,27,58,72,,20,21,13,5,27,30
1,15:28,5v5,NYR,13,w,5,,,dsl,,,y,y,1 on 0,,13,,,1,72,20021,10/10/2015,NYR,CBJ,,,,19,20,71,27,58,72,,20,21,13,5,27,30
1,14:48,5v5,NYR,24,t,10,,,oc,,,y,y,,y,,,,1,72,20021,10/10/2015,NYR,CBJ,,,,25,13,43,4,47,72,,10,24,25,18,22,30
1,14:12,5v5,NYR,28,t,26,93,26,orrl,ol,nr,y,y,,y,,,,2,72,20021,10/10/2015,NYR,CBJ,,,,25,13,43,7,51,72,,26,28,15,8,93,30
1,13:22,5v4,CBJ,19,o,71,20,19,orrc,oc,orrl,y,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,43,71,27,72,,24,26,5,27,30,0
1,11:23,5v5,CBJ,51,s,47,20,,or,opr,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,71,47,51,72,,24,26,36,5,27,30
1,11:03,5v5,CBJ,20,t,51,47,19,ol,or,oc,y,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,71,47,51,72,,24,26,36,5,27,30
1,10:58,5v5,CBJ,51,o,71,,,opl,,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,71,47,51,72,,24,26,36,5,27,30
1,10:20,5v5,NYR,16,w,8,,,nr,,,,y,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,9,40,11,27,58,72,,16,36,61,8,93,30
1,10:03,5v5,CBJ,38,t,43,,,or,,,y,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,25,38,43,7,51,72,,20,21,13,18,22,30
1,9:51,5v5,CBJ,51,o,25,,,orrr,,,y,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,25,38,43,7,51,72,,20,21,13,18,22,30
1,7:47,5v5,NYR,36,w,28,,,of,,,,y,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,25,38,13,7,51,72,,16,36,61,8,93,30
1,7:31,5v5,CBJ,4,w,17,38,,oc,or,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,38,13,4,47,72,,16,36,61,8,93,30
1,3:27,5v4,CBJ,13,t,27,20,,ol,or,,y,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,13,18,20,27,72,,21,26,8,18,30,0
1,2:14,5v5,NYR,36,w,16,,,oc,,,y,,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,19,20,71,4,7,72,,16,36,25,8,18,30
1,1:19,5v5,CBJ,47,s,11,9,,opr,of,,,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,9,38,11,47,51,72,,21,36,61,8,18,30
1,1:04,5v5,CBJ,9,t,47,11,,oc,opr,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,9,38,11,47,51,72,,20,21,13,22,93,30
1,0:53,5v5,NYR,13,w,20,,,orrc,,,y,,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,9,38,11,47,51,72,,20,21,13,22,93,30
1,0:02,5v5,NYR,18,w,28,,,opl,,,,y,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,25,38,43,27,58,72,,28,13,15,8,18,30
2,19:39,5v5,CBJ,38,w,7,,,or,,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,38,18,7,51,72,,16,36,61,8,18,30
2,18:35,5v5,NYR,22,s,10,,,of,,,,,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,16:45,5v4,CBJ,17,w,58,,,oc,,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:51,5v4,CBJ,19,s,43,27,58,ol,oc,dc,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,43,71,27,72,,28,25,5,27,30,0
2,15:37,5v4,CBJ,19,w,27,71,,or,opr,,,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,43,71,27,72,,28,25,5,27,30,0
2,15:19,5v4,CBJ,71,o,19,71,19,ol,oc,ol,y,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,43,71,27,72,,21,25,5,27,30,0
2,15:08,5v4,CBJ,27,o,20,71,19,oc,opl,oell,,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,43,71,27,72,,21,25,5,27,30,0
2,14:58,5v4,CBJ,71,w,19,71,20,ol,oc,oc,y,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,43,71,27,72,,21,25,5,27,30,0
2,14:38,5v5,CBJ,71,w,20,,,oc,,,y,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,43,71,27,72,,21,15,25,5,27,30
2,14:13,5v5,CBJ,51,w,27,71,27,oc,opr,or,,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,20,43,71,27,51,72,,21,15,25,5,27,30
2,12:54,5v5,NYR,61,w,16,,,dc,,,,y,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,9,40,11,4,47,72,,16,36,61,22,93,30
2,12:40,5v5,NYR,8,b,16,61,36,oelc,ol,oell,y,y,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,9,40,11,4,47,72,,16,20,36,8,18,30
2,11:20,5v5,CBJ,13,o,7,13,43,or,oc,ol,y,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,11:00,5v5,CBJ,38,s,25,,,nl,,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,38,18,27,58,72,,10,24,25,5,27,30
2,10:50,5v5,CBJ,58,s,27,,,oc,,,,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,38,18,27,58,72,,10,24,25,5,27,30
2,10:34,5v5,CBJ,17,w,38,27,,oc,nc,,y,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,38,18,27,58,72,,10,24,25,5,27,30
2,10:00,5v5,NYR,26,w,15,8,,nc,dc,,,y,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,19,20,71,4,27,72,,26,28,15,8,18,30
2,9:52,5v5,NYR,15,t,28,,,ol,,,y,y,,,15,y,,3,72,20021,10/10/2015,NYR,CBJ,,,,19,20,71,4,47,72,,26,28,15,8,18,30
2,9:43,5v5,CBJ,20,w,19,,,nr,,,y,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,71,4,47,72,,26,28,15,8,18,30
2,9:26,5v5,NYR,16,t,36,5,,orrc,dc,,y,,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,19,20,71,4,47,72,,16,36,61,8,18,30
2,8:54,5v5,CBJ,7,w,71,,,opr,,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,19,20,71,7,51,72,,20,21,36,8,18,30
2,8:13,5v5,CBJ,58,s,18,,,opr,,,,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,38,18,27,58,72,,10,24,25,8,18,30
2,7:48,5v5,NYR,8,w,26,,,opr,,,,,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,17,38,18,27,58,72,,26,28,15,8,18,30
2,2:47,5v5,CBJ,71,w,58,11,,nc,dl,,y,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,9,11,71,27,58,72,,16,36,61,5,27,30
2,1:58,5v5,NYR,25,a,27,,,ol,,,y,y,,,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:47,5v4,NYR,16,t,22,93,36,or,oc,opl,y,y,,y,,,,3,72,20021,10/10/2015,NYR,CBJ,,,,9,11,7,51,72,0,,16,36,61,22,93,30
3,18:34,5v5,NYR,21,w,20,21,25,ol,oc,nr,y,y,,y,,,,4,72,20021,10/10/2015,NYR,CBJ,,,,25,13,20,27,47,30,,20,21,25,5,27,30
3,17:35,5v5,NYR,15,s,18,,,dc,,,,,,,,,,5,30,20021,10/10/2015,NYR,CBJ,,,,19,20,71,7,51,30,,26,28,15,18,22,30
3,15:25,5v5,CBJ,19,t,51,,,oell,,,y,y,,y,,,,5,30,20021,10/10/2015,NYR,CBJ,,,,19,43,71,7,51,30,,20,21,13,5,27,30
3,14:04,5v5,CBJ,11,w,38,,,orrr,,,y,y,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,17,38,11,27,58,30,,16,36,61,18,22,30
3,13:40,5v5,CBJ,20,w,25,,,orrr,,,y,y,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,25,13,20,4,47,30,,20,21,13,8,93,30
3,13:24,5v5,NYR,20,w,13,,,or,,,y,y,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,13:05,5v5,NYR,8,o,13,20,,oc,or,,,y,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,25,13,20,4,47,30,,20,21,13,8,93,30
3,12:31,5v5,NYR,5,s,27,24,25,ol,opl,oell,,,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,12:06,5v5,NYR,25,t,27,5,24,oc,or,opr,y,y,,,25,y,,4,30,20021,10/10/2015,NYR,CBJ,,,,19,43,71,7,51,30,,24,15,25,5,27,30
3,11:39,5v4,NYR,36,o,22,36,16,oc,opr,of,,y,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,9,11,27,58,30,0,,16,36,61,22,93,30
3,10:29,5v4,NYR,22,w,93,61,16,oc,opr,or,,,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,17,11,27,58,30,0,,16,36,61,22,93,30
3,10:19,5v4,NYR,93,w,16,,,opr,,,,,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,17,11,27,58,30,0,,16,36,61,22,93,30
3,8:45,5v5,CBJ,7,s,47,,,or,,,,y,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,19,20,71,7,47,30,,10,24,25,5,27,30
3,7:09,5v5,CBJ,4,o,18,,,opr,,,,,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,9,18,40,4,47,30,,26,28,61,22,93,30
3,7:01,5v5,CBJ,40,t,18,,,or,,,y,y,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,9,18,40,4,47,30,,26,28,61,22,93,30
3,6:51,5v5,CBJ,18,b,4,40,,oc,opl,,,y,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,9,18,40,4,47,30,,26,28,61,22,93,30
3,6:42,5v4,CBJ,58,s,17,,,of,,,,,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,9,18,40,4,47,30,,26,28,61,22,93,30
3,5:57,5v4,CBJ,7,w,17,,,oelpr,,,,,,,,,,4,30,20021,10/10/2015,NYR,CBJ,,,,17,38,13,7,58,30,,21,61,5,27,30,0
3,5:19,5v4,CBJ,19,s,27,19,,oc,opl,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,4:06,5v4,CBJ,7,o,38,17,58,oelrrc,ol,ol,y,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,38,13,7,58,30,,26,28,8,22,30,0
3,3:18,5v5,CBJ,47,w,11,25,,opc,of,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,25,18,11,4,47,30,,16,36,61,8,93,30
3,3:04,5v5,CBJ,11,w,47,,,opr,,,,,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,25,18,11,4,47,30,,16,36,61,8,93,30
3,0:32,5v5,NYR,24,w,20,93,,dl,dc,,y,y,,,,,,3,30,20021,10/10/2015,NYR,CBJ,,,,17,13,20,4,47,30,,20,24,25,8,93,30
1,19:05,5v5,CBJ,43,w,71,4,29,dr,dc,dc,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,70,72,,41,43,71,27,29,72,,92,77,8,2,27,70
1,18:28,5v5,CBJ,11,w,38,,,ol,,,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:18,5v5,CBJ,11,w,17,7,,nc,nc,,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,25,38,11,7,58,72,,21,46,65,9,88,70
1,17:57,5v5,CBJ,23,t,47,4,,dc,dc,,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,9,18,23,4,47,72,,21,46,65,9,88,70
1,16:23,5v5,CBJ,7,w,58,41,,dc,dc,,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,41,43,71,7,58,72,,92,77,8,44,74,70
1,16:06,5v5,CBJ,58,w,17,19,,oc,of,,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,17,19,13,7,58,72,,92,77,8,44,74,70
1,15:46,5v5,CBJ,7,w,17,13,58,or,nr,dc,,y,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,17,19,13,7,58,72,,19,14,90,44,74,70
1,15:44,5v5,CBJ,38,w,25,,,of,,,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,25,38,11,4,47,72,,92,77,8,2,27,70
1,13:27,5v5,WSH,74,w,83,25,44,or,oelc,opl,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,17,19,13,27,29,72,,83,43,25,44,74,70
1,12:58,5v5,CBJ,38,b,25,,,ol,,,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,25,38,11,7,58,72,,19,14,90,2,27,70
1,12:09,5v5,CBJ,19,w,13,17,27,oc,nl,dc,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,17,19,13,27,29,72,,92,77,8,44,74,70
1,11:27,5v5,CBJ,47,w,41,,,or,,,,,,,,,,0,70,20147,10/30/2015,WSH,CBJ,,,,41,43,71,4,47,72,,83,43,8,9,88,70
1,10:21,5v5,WSH,65,w,9,,,nl,,,,y,,,46,y,,0,72,20147,10/30/2015,WSH,CBJ,,,,9,18,23,7,58,72,,21,46,65,2,27,70
1,8:51,5v4,WSH,65,w,8,74,,ol,nc,,y,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,8:39,5v4,WSH,74,w,65,74,8,or,oc,ol,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,9,41,27,29,72,0,,92,14,8,65,74,70
1,8:17,5v4,WSH,74,s,8,74,92,ol,oc,or,,,,,,,,0,72,20147,10/30/2015,WSH,CBJ,,,,9,41,27,29,72,0,,92,14,8,65,74,70
