Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Jets,F,F,F,D,D,G/Extra Attacker,Opps,F,F,F,D,D,G/Extra Attacker
2,18:43,5v4,WPG,16,t,33,85,33,or,opr,oc,y,,,,,,,1,50,20430,12/11/2015,CHI,WPG,,,,18,85,26,16,33,30,,11,16,2,4,50,0
2,18:07,5v4,WPG,85,w,33,18,,oc,opl,,y,,,,,,,1,50,20430,12/11/2015,CHI,WPG,,,,18,85,26,16,33,30,,11,16,2,4,50,0
2,17:08,5v5,WPG,6,w,72,,,ol,,,,,,,,,,1,50,20430,12/11/2015,CHI,WPG,,,,55,12,27,39,57,30,,15,72,81,5,6,50
2,16:58,5v5,WPG,55,w,27,57,,oc,dc,,,,,,,,,1,50,20430,12/11/2015,CHI,WPG,,,,55,12,27,39,57,30,,15,72,88,5,6,50
2,16:53,5v5,WPG,17,t,5,22,6,ol,opl,of,y,y,,,,,,1,50,20430,12/11/2015,CHI,WPG,,,,55,12,27,39,57,30,,15,72,88,5,6,50
2,15:19,5v5,WPG,39,w,57,55,,nr,nf,,,y,,,,,,1,50,20430,12/11/2015,CHI,WPG,,,,55,85,12,39,57,30,,15,72,88,2,57,50
2,12:18,5v5,WPG,57,w,85,12,,opr,or,,,,,,,,,1,50,20430,12/11/2015,CHI,WPG,,,,55,85,12,5,57,30,,11,16,2,4,57,50
2,11:56,5v5,CHI,88,s,6,16,,oc,opr,,y,,,,,,,1,30,20430,12/11/2015,CHI,WPG,,,,55,85,12,5,57,30,,19,72,88,5,6,50
2,11:34,5v5,CHI,19,w,5,,,dsr,,,y,,,,,,,1,30,20430,12/11/2015,CHI,WPG,,,,6,22,27,8,33,30,,11,19,72,5,6,50
2,9:38,5v4,CHI,81,t,19,5,19,oc,oc,opl,y,y,,,,,,1,30,20430,12/11/2015,CHI,WPG,,,,6,17,39,57,30,0,,19,65,81,86,5,50
2,9:24,5v4,CHI,88,w,86,88,5,orrr,orrc,oc,y,y,,y,,,,1,30,20430,12/11/2015,CHI,WPG,,,,18,16,5,8,30,0,,19,72,88,86,5,50
2,8:52,5v5,CHI,70,w,5,29,,dc,dl,,,,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,6,14,17,5,7,30,,65,70,29,5,6,50
2,7:40,5v5,WPG,16,w,18,,,nl,,,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,26,16,5,8,30,,19,81,86,4,7,50
2,7:07,5v5,CHI,81,o,19,4,,nc,nsc,,,y,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,6,18,26,5,8,30,,19,81,86,4,7,50
2,3:45,5v5,CHI,86,w,6,,,dsl,,,,y,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,18,26,16,39,57,30,,19,81,86,4,7,50
2,1:23,5v4,WPG,39,w,8,26,,oc,opr,,,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,26,16,8,39,30,,11,81,7,57,50,0
2,0:14,5v5,CHI,72,o,88,70,,orrc,dl,,y,y,2 on 1,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,6,17,27,5,57,30,,70,72,88,7,57,50
3,19:21,5v4,CHI,7,s,88,7,15,opr,oc,opc,,y,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,12,26,39,57,30,0,,15,72,88,2,7,50
3,18:59,5v4,CHI,81,s,19,81,6,ol,oc,dc,y,y,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,6,17,8,33,30,0,,19,65,81,5,6,50
3,16:56,5v5,WPG,8,w,17,,,ol,,,y,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,6,17,27,8,33,30,,11,16,53,5,6,50
3,16:46,5v5,CHI,53,o,16,,,ol,,,,y,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,6,17,27,8,33,30,,11,16,53,5,6,50
3,16:36,5v5,CHI,5,s,16,,,opr,,,,y,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,6,17,27,8,33,30,,16,53,86,5,6,50
3,16:03,5v5,WPG,26,w,57,16,18,or,oell,ol,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,14:47,5v5,CHI,72,w,88,15,,oelc,ol,,y,,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,55,85,12,8,33,30,,15,72,88,2,57,50
3,13:59,5v5,CHI,65,b,70,7,,dr,dc,,y,y,1 on 0,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,6,17,27,5,7,30,,65,70,29,4,7,50
3,13:53,5v5,CHI,70,w,29,65,,ol,ol,,,,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,6,17,27,5,7,30,,65,70,29,4,7,50
3,13:28,5v5,WPG,16,t,26,7,5,ol,nl,dl,y,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,26,16,8,33,30,,19,81,86,4,7,50
3,13:23,5v5,WPG,18,t,26,,,ol,,,y,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,26,16,8,33,30,,19,81,86,4,7,50
3,13:08,5v5,WPG,16,o,33,18,33,oc,ol,nl,y,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,26,16,8,33,30,,19,81,86,4,7,50
3,12:41,5v5,CHI,11,w,16,,,or,,,,y,,,11,y,,2,30,20430,12/11/2015,CHI,WPG,,,,55,85,12,39,57,30,,11,16,53,2,57,50
3,12:28,5v5,CHI,11,w,57,,,orrc,,,y,y,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,55,85,12,39,57,30,,11,16,53,2,57,50
3,11:39,5v5,WPG,16,o,26,16,,oelc,oell,,y,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,26,16,8,33,30,,19,81,86,4,7,50
3,11:00,5v5,WPG,14,w,9,57,,nc,nr,,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,9,14,22,39,57,30,,15,72,88,2,57,50
3,11:11,5v5,WPG,7,w,5,6,,opl,of,,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:47,5v5,WPG,7,o,5,6,,oc,opc,,,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,6,17,27,5,7,30,,65,70,29,2,5,50
3,8:50,5v5,WPG,16,t,8,,,ol,,,y,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,26,16,8,33,30,,19,81,86,7,57,50
3,6:28,6v5,WPG,26,w,57,,,dsc,,,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,55,26,16,8,57,,16,81,53,4,7,50
3,5:59,5v4,WPG,57,s,39,57,21,opl,or,opr,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,55,12,27,39,57,30,,11,16,2,4,50,0
3,5:41,5v4,WPG,27,o,57,39,57,oc,oc,opl,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,55,12,27,39,57,30,,11,16,2,4,50,0
3,4:26,5v4,WPG,16,w,33,26,,or,opr,,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,85,26,16,33,30,,11,16,81,2,4,50
3,3:33,5v5,WPG,57,o,27,33,27,or,or,opr,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,55,12,27,33,57,30,,15,72,88,7,57,50
3,3:26,5v5,CHI,88,w,72,88,,oc,oc,,y,y,,,,,,2,30,20430,12/11/2015,CHI,WPG,,,,55,12,27,33,57,30,,15,72,88,7,57,50
3,1:42,6v5,WPG,33,w,26,57,,opl,dr,,y,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,18,85,26,16,8,33,,19,72,81,4,7,50
3,0:44,6v5,WPG,39,w,12,8,,nc,dr,,,y,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,55,12,17,27,39,57,,15,72,88,2,57,50
3,0:12,6v5,WPG,33,w,26,,,opl,,,,,,,,,,2,50,20430,12/11/2015,CHI,WPG,,,,55,12,26,27,33,57,,11,15,53,2,7,50
1,19:21,5v5,BOS,21,w,37,,,nl,,,,y,,,,,,0,31,20005,10/8/2015,BOS,WPG,40,31,,18,26,16,7,33,31,,37,63,21,45,86,40
1,18:18,5v5,WPG,8,w,9,,,or,,,,,,,,,,0,40,20005,10/8/2015,BOS,WPG,50,34,,9,19,22,5,8,31,,23,36,41,45,86,40
1,18:13,5v5,WPG,5,w,22,,,oell,,,,,,,,,,0,40,20005,10/8/2015,BOS,WPG,,,,9,19,22,5,8,31,,23,36,41,45,86,40
1,17:53,5v4,BOS,51,S,46,47,46,oc,opl,opr,,,,,,,,0,31,20005,10/8/2015,BOS,WPG,,,,18,16,5,8,31,0,,37,46,51,21,47,40
1,17:41,5v4,BOS,51,w,46,51,37,oc,oc,of,,y,,,47,Y,,0,31,20005,10/8/2015,BOS,WPG,,,,18,16,5,8,31,0,,37,46,51,21,47,40
1,17:11,5v4,BOS,46,s,51,46,51,orrr,oc,opr,,,,,,,,0,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,17:04,5v4,BOS,46,s,47,51,,oc,opr,,,,,,,,,0,31,20005,10/8/2015,BOS,WPG,,,,12,26,8,39,31,0,,37,46,51,21,47,40
1,16:53,5v4,BOS,46,s,37,47,51,orrc,oc,opr,y,y,,,37,y,,0,31,20005,10/8/2015,BOS,WPG,,,,12,26,8,39,31,0,,37,46,51,21,47,40
1,16:47,5v4,BOS,52,w,46,,,of,,,,,,,,,,0,31,20005,10/8/2015,BOS,WPG,,,,12,26,8,39,31,0,,37,46,51,21,47,40
1,16:27,5v4,BOS,52,s,11,46,52,ol,opl,dc,,,,,,,,0,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,15:40,5v5,WPG,55,t,85,55,85,ol,nc,dl,,y,,,,,,0,40,20005,10/8/2015,BOS,WPG,,,,85,17,27,39,57,31,,23,36,41,45,62,40
1,15:20,5v5,WPG,27,w,55,85,,oc,nl,,,y,,,,,,0,40,20005,10/8/2015,BOS,WPG,,,,85,17,27,39,57,31,,37,88,39,45,86,40
1,14:59,5v5,WPG,26,w,16,,,of,,,,,,,,,,0,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,7,33,31,,46,88,39,45,86,40
1,14:50,5v5,WPG,26,s,7,16,,ol,oelpl,,,y,,,,,,0,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,7,33,31,,46,88,39,45,86,40
1,12:59,5v5,WPG,22,w,33,,,nr,,,,,,,,,,1,40,20005,10/8/2015,BOS,WPG,,,,9,19,22,7,33,31,,36,37,63,45,86,40
1,12:22,5v5,BOS,54,s,54,21,,opr,oelpr,,,y,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,46,63,21,45,86,40
1,12:20,5v5,BOS,39,o,46,,,or,,,,,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,46,63,21,45,86,40
1,11:40,5v5,WPG,12,w,6,12,,oelc,oelr,,,,,,,,,1,40,20005,10/8/2015,BOS,WPG,,,,6,12,17,39,57,31,,46,88,39,52,62,40
1,10:25,5v5,WPG,7,o,55,85,5,oell,nl,dsl,,y,,,,,,1,40,20005,10/8/2015,BOS,WPG,,,,19,55,85,7,33,31,,23,36,41,45,86,40
1,10:06,5v5,BOS,63,w,54,,,dsc,,,,y,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,9,18,16,7,39,31,,37,63,21,45,86,40
1,10:01,5v5,BOS,63,o,21,,,ol,,,,,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:39,5v5,BOS,39,o,46,,,oelr,,,y,,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,6,12,17,5,8,31,,46,88,39,47,54,40
1,7:16,5v5,BOS,11,o,62,14,11,orrc,ol,dl,y,,4 on 2,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,19,55,85,7,33,31,,51,11,14,52,62,40
1,6:31,5v5,BOS,63,w,47,41,,oc,of,,,y,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,41,63,21,45,86,40
1,5:23,5v5,WPG,85,b,33,7,,dsr,dc,,y,,,,,,,1,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,7,33,31,,51,11,14,52,62,40
1,5:17,5v5,WPG,33,o,16,33,,opr,or,,,y,,,,,,1,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,7,33,31,,41,51,14,45,86,40
1,5:04,5v5,WPG,55,o,85,,,oelc,,,y,,,,,,,1,40,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,3:20,5v5,BOS,62,w,41,,,opr,,,,y,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,0:08,5v4,BOS,47,s,43,21,,oc,opr,,,y,,,14,y,,1,31,20005,10/8/2015,BOS,WPG,,,,18,26,5,8,31,0,,46,51,14,21,47,40
2,19:07,4v5,WPG,16,w,18,,,dsc,,,y,y,,,,,,1,40,20005,10/8/2015,BOS,WPG,,,,18,16,5,8,31,0,,46,51,14,21,47,40
2,18:44,5v4,BOS,14,o,51,47,46,or,oc,opl,y,,,,21,y,,1,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:21,5v5,WPG,55,o,85,,,oell,,,y,,,,,,,1,40,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:19,5v5,BOS,46,t,39,,,or,,,,,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,19,12,17,7,33,31,,46,88,39,45,86,40
2,17:17,5v5,BOS,46,w,39,,,oc,,,y,,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,19,12,17,7,33,31,,46,88,39,45,86,40
2,17:10,5v5,BOS,86,w,88,,,opl,,,,,,,39,y,,1,31,20005,10/8/2015,BOS,WPG,,,,19,12,17,7,33,31,,46,88,39,45,86,40
2,16:00,5v5,BOS,11,o,51,,,oelc,,,,,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,9,19,22,5,8,31,,51,11,14,52,62,40
2,15:09,5v5,BOS,39,w,45,46,,or,opr,,,y,,,,,,1,31,20005,10/8/2015,BOS,WPG,,,,6,12,17,5,8,31,,46,88,39,45,86,40
2,14:34,5v5,WPG,55,w,33,,,or,,,,y,4 on 3,y,,,,1,40,20005,10/8/2015,BOS,WPG,,,,6,55,27,7,33,31,,46,88,39,45,86,40
2,14:21,5v5,WPG,55,w,85,,,oelc,,,y,,,,,,,0,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,39,57,31,,23,36,41,47,54,40
2,13:28,5v5,BOS,45,s,63,37,,opl,ol,,,,,,,,,0,31,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,37,63,21,45,86,40
2,13:21,5v5,BOS,86,w,21,,,opl,,,,,,,37,,,0,31,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,37,63,21,45,86,40
2,12:37,5v5,BOS,39,w,82,46,,or,of,,,,,,,,,0,31,20005,10/8/2015,BOS,WPG,,,,6,22,17,5,8,31,,46,88,39,52,62,40
2,11:23,5v5,BOS,52,w,62,36,,opr,opr,,,,,,,,,0,31,20005,10/8/2015,BOS,WPG,,,,9,19,22,39,57,31,,23,36,41,45,86,40
2,10:43,5v5,WPG,26,o,16,,,oelc,,,y,y,,y,,,,0,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,5,8,31,,37,63,21,52,62,40
2,10:30,5v5,WPG,5,o,18,,,opl,,,,,,,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,5,8,31,,37,63,21,45,86,40
2,9:22,5v5,BOS,14,w,51,54,,or,dsc,,y,y,,,,,,-1,31,20005,10/8/2015,BOS,WPG,,,,6,55,12,7,33,31,,51,11,14,47,54,40
2,7:36,5v5,BOS,23,s,52,37,,ol,opl,,,y,,,,,,-1,31,20005,10/8/2015,BOS,WPG,,,,9,19,22,5,8,31,,23,36,41,52,62,40
2,6:03,5v5,WPG,12,a,6,17,7,ol,nr,dsl,y,y,,,12,y,,-1,40,20005,10/8/2015,BOS,WPG,,,,6,12,17,39,57,31,,51,11,14,47,86,40
2,5:56,5v5,WPG,39,w,6,,,oc,,,,,,,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,6,12,17,39,57,31,,51,11,14,47,86,40
2,5:48,5v5,WPG,57,s,6,17,,opc,ol,,,,,,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,6,12,17,39,57,31,,51,11,14,47,86,40
2,5:30,5v5,WPG,55,w,57,35,,orrr,dsr,,y,,,,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,55,85,12,39,57,31,,51,88,39,47,86,40
2,5:23,5v5,BOS,88,w,86,,,dsr,,,,,,,,,,-1,31,20005,10/8/2015,BOS,WPG,,,,55,85,27,39,57,31,,46,88,39,45,62,40
2,5:20,5v5,BOS,21,w,37,,,of,,,,y,,,,,,-1,31,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,37,63,21,45,86,40
2,5:12,5v5,WPG,57,w,18,16,,orrl,dl,,y,y,,,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,37,63,21,45,86,40
2,3:55,5v5,BOS,37,s,88,,,ol,,,y,y,,,,,,-1,31,20005,10/8/2015,BOS,WPG,,,,55,85,27,5,8,31,,46,88,39,52,62,40
2,3:43,5v5,WPG,27,w,8,,,dr,,,y,y,,,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,5,8,31,,46,88,39,52,62,40
2,3:29,5v5,BOS,36,w,46,,,orrl,,,y,y,,,,,,-1,31,20005,10/8/2015,BOS,WPG,,,,55,85,27,5,8,31,,23,36,46,52,62,40
2,2:49,5v5,WPG,12,w,6,,,orrl,,,,,,,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,6,12,17,7,33,31,,51,11,14,52,62,40
2,2:21,5v5,WPG,12,w,17,7,,orrc,oelrrl,,y,y,,y,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,6,12,17,7,33,31,,51,11,14,52,62,40
2,1:52,5v5,BOS,86,s,63,37,,opr,oelr,,,,,,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,1:33,5v5,BOS,86,o,21,,,oelc,,,y,y,,,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,37,63,21,45,86,40
2,1:18,5v5,WPG,37,w,55,85,7,nl,dl,dc,,y,,,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,7,33,31,,46,88,39,47,54,40
2,1:05,5v5,BOS,88,w,39,,,nc,,,y,y,,,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:07,5v5,BOS,63,w,86,,,opr,,,,,,,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,19:39,5v5,WPG,26,o,18,,,oelc,,,y,,,,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,39,57,31,,37,63,21,47,54,40
3,19:04,5v5,WPG,55,w,27,,,oelc,,,y,,,,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,7,33,31,,23,36,41,45,86,40
3,19:01,5v5,WPG,33,s,85,,,opr,,,,,,,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,7,33,31,,23,36,41,45,86,40
3,18:35,5v5,BOS,88,w,39,86,,dl,dl,,,y,2 on 1,y,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,85,12,17,7,33,31,,46,88,39,47,62,40
3,17:58,5v5,BOS,52,s,46,,,opl,,,,,,,,,,-1,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:39,5v5,BOS,23,w,63,,,ol,,,,,2 on 1,,,,,-1,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,14:43,5v5,WPG,22,w,12,,,orrr,,,y,y,2 on 1,y,,,,-1,40,20005,10/8/2015,BOS,WPG,,,,6,12,22,5,8,31,,46,88,39,52,54,40
3,13:24,5v5,WPG,85,w,33,,,dsc,,,,,,,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,55,85,27,7,33,31,,51,11,14,45,62,40
3,12:46,5v5,BOS,88,w,46,,,ol,,,,,,,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,55,85,27,5,8,31,,46,14,88,47,54,40
3,12:43,5v5,BOS,86,s,46,,,opr,,,,,,,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,12:02,5v5,WPG,12,w,57,39,,or,dc,,,,,,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,11:33,5v5,WPG,26,w,16,,,nc,,,,,,,,,,-2,40,20005,10/8/2015,BOS,WPG,,,,18,26,16,7,33,31,,37,63,21,45,54,40
3,11:22,5v5,BOS,21,s,63,37,,oc,dc,,,y,3 on 2,,,,,-2,31,20005,10/8/2015,BOS,WPG,,,,18,85,26,7,33,31,,37,63,21,45,54,40
