Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,NYR,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
2,7:46,5v4,NYR,36,w,27,16,21,oc,oc,ol,y,y,,,,,,1,20,20197,11/6/2015,COL,NYR,,,,16,20,21,36,27,30,,45,14,6,32,20,0
2,7:18,5v4,NYR,21,o,36,,,orrr,,,y,y,,y,,,,1,20,20197,11/6/2015,COL,NYR,,,,16,20,21,36,27,30,,34,92,6,32,20,0
2,7:05,5v5,NYR,28,t,19,,,orrr,,,y,y,,,,,,0,20,20197,11/6/2015,COL,NYR,,,,26,28,19,8,18,30,,9,29,40,17,46,20
2,6:57,5v5,NYR,24,w,27,13,,ol,ofp,,,y,,y,,,,0,20,20197,11/6/2015,COL,NYR,,,,24,13,25,5,27,30,,25,45,14,17,46,20
2,5:38,5v5,COL,12,o,29,4,,oc,or,,,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,28,19,5,27,30,0,,25,29,12,92,4,20
2,4:44,5v4,COL,12,w,29,6,40,or,oc,opc,y,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,26,25,8,18,30,0,,29,34,12,40,6,20
2,4:16,5v4,COL,6,o,32,6,92,opr,oc,opl,,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,28,19,5,27,30,0,,9,25,92,6,32,20
2,4:09,5v4,COL,32,o,6,9,,ol,ofp,,,,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,20,21,26,8,18,30,,9,25,92,6,32,20
2,2:48,5v5,NYR,16,w,6,,,opr,,,,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,16,36,96,6,93,30,,25,14,55,6,32,20
2,0:27,5v4,COL,4,o,9,,,orrl,,,y,,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,28,19,5,27,30,0,,9,25,92,4,32,20
3,19:46,5v4,COL,29,w,6,,,nc,,,,,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,28,19,5,27,30,0,,9,29,92,6,32,20
3,19:21,5v5,COL,9,w,29,6,,oc,nr,,,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,16,36,96,5,27,30,,9,29,92,6,32,20
3,18:12,5v5,NYR,21,o,10,18,,orrl,nc,,y,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,10,20,21,6,18,30,,34,12,55,2,4,20
3,16:12,5v4,NYR,36,o,16,27,36,ol,oc,or,,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,16,20,21,36,27,30,,8,45,6,32,20,0
3,15:11,5v4,NYR,13,b,93,,,nc,,,,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,10,24,13,8,93,30,,8,45,2,17,20,0
3,15:00,5v4,NYR,8,w,13,10,93,oc,or,or,,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,10,24,13,8,93,30,,8,45,2,17,20,0
3,14:52,5v4,NYR,93,w,10,8,,oc,opl,,,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,10,24,13,8,93,30,,8,45,2,17,20,0
3,14:34,5v4,NYR,93,s,8,93,,oc,opr,,,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,10,24,13,8,93,30,,8,45,2,17,20,0
3,13:44,5v5,COL,14,b,34,,,oc,,,y,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,26,28,19,5,18,30,,34,12,14,4,46,20
3,12:49,4v4,NYR,16,o,36,16,,orrr,nc,,y,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,16,36,8,18,30,0,,9,29,6,32,20,0
3,12:22,4v4,COL,12,w,92,,,ol,,,y,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,20,21,5,27,30,0,,12,92,2,4,20,0
3,11:05,5v5,COL,92,w,9,29,,oc,nr,,y,y,3-2,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,16,36,96,5,27,30,,9,29,92,2,6,20
3,10:49,5v5,COL,29,w,92,9,29,ol,oc,oc,,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,16,36,96,5,27,30,,9,29,92,2,6,20
3,10:39,5v5,COL,6,o,92,,,or,,,,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,16,36,96,5,27,30,,9,29,92,2,6,20
3,10:27,5v5,COL,29,o,9,92,6,or,or,or,y,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,16,36,96,5,27,30,,9,29,92,2,6,20
3,10:24,5v5,COL,6,w,2,,,oc,,,,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,16,36,96,5,27,30,,9,29,92,2,6,20
3,10:03,5v5,NYR,28,b,19,,,nsr,,,y,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,26,28,19,8,18,30,,25,8,55,4,46,20
3,9:28,5v5,NYR,20,w,6,,,dsr,,,y,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,10,20,21,6,93,30,,25,12,14,4,46,20
3,9:20,5v5,NYR,20,o,21,10,93,oc,ol,ol,y,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,10,20,21,6,93,30,,25,12,14,4,46,20
3,8:37,5v5,COL,14,w,12,17,,nr,dr,,y,,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,24,13,25,5,27,30,,34,12,14,2,17,20
3,8:23,5v5,COL,17,o,12,14,,oc,or,,,,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,24,13,25,5,27,30,,34,12,14,2,17,20
3,7:30,5v5,COL,9,s,29,92,,oc,nc,,,,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,26,28,19,8,18,30,,9,29,92,6,32,20
3,7:16,5v5,NYR,26,t,18,,,dsl,,,,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,26,28,19,8,18,30,,10,8,45,6,32,20
3,3:09,5v5,NYR,8,w,19,,,nr,,,,y,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,16,36,6,8,93,30,,34,55,92,4,6,20
3,2:22,5v5,NYR,18,w,36,,,opr,,,,,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,16,36,96,8,18,30,,9,29,92,6,46,20
3,1:26,6v5,COL,4,b,14,4,,oc,orrr,,,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,10,20,21,8,18,30,,9,29,34,14,4,32
3,1:20,6v5,COL,29,w,9,,,of,,,,y,,,,,,-1,30,20197,11/6/2015,COL,NYR,,,,26,28,19,5,27,30,,9,29,55,92,4,32
3,0:07,5v6,NYR,25,o,36,16,,orrr,orrl,,y,,,,,,,-1,20,20197,11/6/2015,COL,NYR,,,,16,36,25,8,18,30,,9,29,55,92,4,6
1,18:46,5v5,T.B,86,W,6,,,ol,,,,,,,,,,0,30,20554,12/30/2015,T.B,NYR,30,30,,10,16,36,5,27,30,,9,17,86,5,62,30
1,18:07,5v5,NYR,22,O,93,28,,orrc,ofp,,Y,Y,,Y,,,,0,30,20554,12/30/2015,T.B,NYR,50,32,,28,15,25,22,93,30,,90,91,24,25,62,30
1,16:04,5v5,NYR,27,W,24,96,,opr,or,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,24,96,5,27,30,,13,51,23,25,55,30
1,13:42,5v5,T.B,42,W,55,,,nc,,,Y,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,24,96,8,18,30,,11,42,27,25,55,30
1,11:57,5v4,T.B,86,O,77,86,90,oc,opr,oelr,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,24,25,5,27,30,0,,90,91,24,86,77,30
1,11:06,5v4,NYR,22,S,27,16,27,oc,opl,ol,,Y,,,36,Y,,-1,30,20554,12/30/2015,T.B,NYR,,,,16,36,61,22,27,30,,13,23,5,62,30,0
1,10:13,5v4,NYR,27,O,22,36,,ol,oelpl,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,16,36,61,22,27,30,,51,24,55,77,30,0
1,9:58,5v4,NYR,8,W,10,8,93,opr,ol,or,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,20,21,8,93,30,,13,23,5,62,30,0
1,9:51,5v4,NYR,8,S,21,,,opl,,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,20,21,8,93,30,,13,23,5,62,30,0
1,9:45,5v4,NYR,93,S,10,,,opr,,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,20,21,8,93,30,,13,23,5,62,30,0
1,9:02,4v5,NYR,61,W,21,,,nl,,,Y,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,61,8,18,30,0,,42,51,91,86,6,30
1,7:54,5v4,T.B,77,O,27,77,,opl,oc,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,24,25,5,27,30,0,,9,17,27,62,77,30
1,7:17,5v5,NYR,27,W,24,,,ol,,,Y,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,24,36,5,27,30,,9,17,27,5,62,30
1,6:05,5v5,T.B,55,O,91,,,oell,,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,16,20,96,22,93,30,,90,91,24,25,55,30
1,5:52,5v5,NYR,20,W,96,,,dsl,,,Y,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,24,96,5,18,30,,90,91,24,25,55,30
1,5:43,5v5,T.B,86,W,17,25,,ol,dr,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,24,96,5,18,30,,9,17,86,6,25,30
1,5:11,5v5,T.B,9,W,77,17,6,dl,dc,dr,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,28,15,25,5,18,30,,9,17,86,6,77,30
1,5:01,5v5,T.B,6,w,77,9,17,ol,oelpl,oelr,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,28,15,25,5,18,30,,9,17,86,6,77,30
1,3:26,5v4,T.B,42,T,6,86,42,oc,opr,or,Y,Y,,Y,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,36,5,27,30,0,,42,51,91,86,6,30
1,2:52,5v5,T.B,77,O,17,,,opl,,,,,,,,,,0,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,8,93,30,,9,17,86,6,77,30
1,1:53,5v5,NYR,18,S,10,16,,oc,ol,,,,,,,,,0,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,18,22,30,,11,42,27,5,62,30
2,19:04,5v5,NYR,36,O,10,,,ol,,,,Y,,Y,,,,0,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,22,27,30,,11,42,27,25,55,30
2,16:06,5v5,NYR,22,O,21,,,opl,,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:50,5v5,NYR,93,O,21,,,ol,,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,22,93,30,,13,42,51,6,77,30
2,14:57,5v4,NYR,36,O,22,27,22,oc,ol,oc,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,36,61,18,22,27,30,,17,91,5,62,30,0
2,14:03,4v5,T.B,24,S,51,,,nl,,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,20,24,22,93,30,,51,24,55,77,30,0
2,13:28,5v5,NYR,93,O,21,,,oelr,,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,20,21,8,93,30,,13,23,5,6,25,30
2,13:19,5v5,NYR,19,W,21,,,ol,,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,21,19,8,93,30,,13,23,5,6,25,30
2,11:50,5v5,T.B,5,W,62,,,or,,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,8,18,30,,90,91,24,5,62,30
2,11:47,5v5,T.B,77,O,51,,,ofp,,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,5,27,30,,13,51,23,6,77,30
2,11:04,5v5,NYR,21,W,20,27,,ol,ol,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,21,19,8,18,30,,17,51,23,6,77,30
2,6:19,5v5,T.B,9,O,55,77,55,nc,nl,dr,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,22,93,30,,9,17,86,5,62,30
2,6:02,5v5,NYR,61,S,19,21,,dsl,dl,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,22,93,30,,9,17,86,5,62,30
2,4:47,5v5,T.B,77,W,6,91,,or,ofp,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,24,96,5,27,30,,90,91,24,6,77,30
2,4:14,5v5,T.B,91,B,77,,,ol,,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,8,93,30,,90,91,24,55,77,30
2,1:49,5v5,T.B,6,W,77,27,,oc,opr,,Y,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,28,15,25,5,27,30,,11,42,27,6,77,30
2,0:15,5v4,T.B,91,O,86,91,6,opr,oc,oc,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,5,27,30,0,,42,51,91,86,6,30
3,19:10,5v5,NYR,16,W,10,,,ol,,,,,,,,,,0,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,5,27,30,,0,9,17,86,5,62
3,18:11,5v5,NYR,24,W,8,,,nc,,,,Y,,,,,,0,30,20554,12/30/2015,T.B,NYR,,,,20,24,96,8,27,30,,0,90,91,24,25,55
3,15:48,5v5,T.B,9,W,86,,,oc,,,Y,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,5,27,30,,0,9,17,86,25,55
3,15:11,5v5,T.B,17,W,86,9,86,or,or,or,Y,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,8,18,30,,0,9,17,86,6,25
3,15:01,5v5,NYR,20,W,8,20,,orrr,nc,,Y,Y,2 on 1,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,24,96,8,18,30,,0,9,17,86,6,25
3,14:10,5v5,T.B,62,O,77,51,,ol,opl,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,28,15,25,18,22,30,,0,90,91,24,62,77
3,12:58,5v5,NYR,93,O,27,,,or,,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,22,93,30,,0,9,17,86,6,25
3,10:22,5v5,NYR,61,O,19,21,,oc,dc,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,18,22,30,,0,11,42,27,25,62
3,9:37,5v5,T.B,77,S,51,77,51,ol,ol,oelpl,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,18,22,30,,0,13,51,23,6,77
3,9:00,5v5,T.B,5,W,55,9,86,or,or,or,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,16,15,25,5,27,30,,0,9,17,86,5,55
3,8:30,5v5,T.B,86,W,27,6,55,oc,nl,nc,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,20,28,25,18,22,30,,0,9,86,27,5,55
3,7:27,5v5,T.B,13,W,62,25,,nr,dl,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,18,27,30,,0,13,91,24,25,62
3,7:14,5v5,NYR,27,S,16,,,ofp,,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,16,36,5,27,30,,0,11,51,23,5,62
3,6:34,5v5,T.B,90,w,42,77,,ol,dl,,Y,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,18,22,30,,0,11,42,90,55,77
3,6:29,5v5,T.B,77,S,11,,,ofp,,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,18,22,30,,0,11,42,90,55,77
3,5:20,5v5,T.B,17,W,9,86,,oell,ol,,Y,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,24,96,5,27,30,,0,9,17,86,25,55
3,4:56,5v5,T.B,17,O,55,17,9,or,opr,oelr,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,10,24,96,5,27,30,,0,9,17,86,25,55
3,3:51,5v5,NYR,61,W,21,,,nc,,,,,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,5,27,30,,0,91,24,86,5,62
3,3:03,5v5,NYR,19,O,21,,,ofp,,,,Y,,,,,,-1,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,5,27,30,,0,17,51,91,6,77
3,0:38,6v5,T.B,77,O,6,,,ol,,,,,,,,,,-2,30,20554,12/30/2015,T.B,NYR,,,,21,19,61,5,27,30,,0,9,51,91,86,6
3,0:33,5v6,NYR,61,W,19,,,dsc,,,Y,Y,1 on 0,Y,,,,-2,,20554,12/30/2015,T.B,NYR,,,,21,19,61,5,27,30,,0,9,51,91,86,6
1,18:37,5v5,NYR,24,w,36,,,nc,,,,,,,,,,0,35,790,2/8/2016,NYR,N.J,30,35,,24,36,13,8,18,30,,14,64,20,2,8,35
1,18:10,5v5,NYR,8,w,13,24,,or,dl,,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,32,1,,24,13,25,6,22,30,,16,64,20,39,44,35
1,17:11,5v4,NYR,93,w,13,93,16,opr,ol,ofp,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,16,13,19,93,30,,14,19,5,6,35,0
1,16:30,5v4,NYR,36,w,24,20,,oelr,or,,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,24,36,22,30,,11,20,5,6,35,0
1,16:28,5v4,NYR,21,s,36,,,ol,,,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,24,36,22,30,,11,20,5,6,35,0
1,16:16,5v4,NYR,22,o,21,22,21,opr,oc,opr,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,15:31,4v5,N.J,14,w,19,,,or,,,,y,,,,,,0,30,790,2/8/2016,NYR,N.J,,,,10,16,19,8,93,30,,14,19,5,6,35,0
1,15:16,5v5,NYR,16,w,93,10,,or,opl,,y,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,16,15,8,93,30,,14,19,5,6,44,35
1,13:37,5v5,NYR,36,w,20,6,,nl,dr,,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,6,93,30,,14,64,20,2,39,35
1,13:32,5v5,NYR,6,w,36,,,oelr,,,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,6,93,30,,14,64,20,2,39,35
1,13:10,5v5,NYR,21,b,20,5,,nc,dc,,y,y,1 on 0,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,5,93,30,,14,64,20,2,39,35
1,12:15,5v5,NYR,93,o,22,16,,opl,ofp,,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,16,19,22,93,30,,19,64,20,2,5,35
1,11:06,5v5,NYR,6,o,28,,,opr,,,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,28,12,15,6,22,30,,12,16,48,39,44,35
1,10:32,5v5,NYR,93,w,10,,,oell,,,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,28,25,5,93,30,,11,22,23,39,44,35
1,10:03,6v5,NYR,93,w,24,93,,ol,ol,,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,24,25,5,93,30,,11,22,23,2,8,35
1,9:52,6v5,NYR,93,s,10,,,opl,,,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,21,25,8,93,30,,11,22,23,2,8,35
1,9:26,5v4,NYR,16,s,19,20,,ol,nr,,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,16,24,19,93,30,,14,19,5,6,35,0
1,8:49,5v4,NYR,93,o,8,93,21,opl,opl,opc,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,8:20,5v4,NYR,93,o,8,21,36,ol,opl,ol,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,93,30,,16,20,5,6,35,0
1,8:07,5v4,NYR,8,s,21,8,21,opl,ol,opl,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,93,30,,16,20,5,6,35,0
1,7:38,5v5,NYR,19,w,10,16,10,orrl,ol,dl,y,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,16,19,5,22,30,,14,19,11,2,8,35
1,6:05,5v5,N.J,20,w,64,20,64,orrl,nl,dl,y,,,,,,,0,30,790,2/8/2016,NYR,N.J,,,,20,21,36,5,93,30,,14,64,20,5,6,35
1,4:40,5v5,NYR,13,a,18,5,18,ol,opc,opl,y,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,24,13,25,8,18,30,,19,21,51,2,5,35
1,3:56,5v5,NYR,22,w,28,,,orrr,,,y,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,28,12,15,6,22,30,,12,16,48,8,44,35
1,3:13,5v5,NYR,93,w,5,16,,or,or,,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,16,19,5,93,30,,11,22,23,2,6,35
1,2:56,5v5,NYR,5,o,16,19,93,opr,or,ol,,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,16,19,5,93,30,,11,22,23,2,6,35
1,2:30,5v5,NYR,20,o,22,,,opl,,,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,22,30,,11,20,23,5,39,35
1,1:47,5v5,NYR,8,o,22,8,20,opr,opc,opc,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,22,30,,14,64,20,5,39,35
1,1:40,5v5,NYR,20,o,21,36,,oelc,oell,,y,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,22,30,,14,64,20,5,39,35
1,1:36,5v5,NYR,93,s,16,,,ofp,,,,,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,10,16,19,5,93,30,,19,21,51,5,6,35
1,0:07,5v5,N.J,12,w,48,,,nr,,,,,,,,,,0,30,790,2/8/2016,NYR,N.J,,,,24,13,25,6,22,30,,12,16,48,2,8,35
2,18:53,5v5,N.J,20,w,64,8,,dc,dr,,,,,,,,,0,30,790,2/8/2016,NYR,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:56,5v5,N.J,48,w,16,44,,or,or,,,y,,,,,,0,30,790,2/8/2016,NYR,N.J,,,,24,13,25,6,18,30,,12,16,48,39,44,35
2,17:44,5v5,NYR,24,b,13,,,or,,,y,y,,,,,,0,35,790,2/8/2016,NYR,N.J,,,,24,13,25,6,22,30,,12,16,48,39,44,35
2,15:36,5v5,N.J,39,w,44,20,64,oc,opr,or,,y,,,,,,0,30,790,2/8/2016,NYR,N.J,,,,20,21,36,8,18,30,,14,64,20,39,44,35
2,15:13,5v5,NYR,8,o,36,,,orrr,,,y,y,,y,,,,0,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,18,30,,14,64,20,39,44,35
2,14:45,5v5,NYR,6,w,25,24,25,opr,or,or,,,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,24,13,25,6,22,30,,12,16,48,5,6,35
2,14:32,5v5,N.J,8,w,23,11,,opr,of,,,y,,,11,,,1,30,790,2/8/2016,NYR,N.J,,,,28,12,15,8,18,30,,11,22,23,8,44,35
2,13:35,5v5,NYR,10,w,36,,,nc,,,,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,20,21,36,5,93,30,,19,21,51,2,39,35
2,12:43,5v4,NYR,36,o,20,16,21,oelc,or,or,y,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,16,20,21,36,93,30,,14,19,5,6,35,0
2,12:01,5v4,NYR,93,o,16,36,93,opl,orrr,oc,,,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,16,20,21,36,93,30,,16,11,5,6,35,0
2,11:42,5v4,NYR,16,s,36,20,16,or,oelr,ol,,y,,,20,y,,1,35,790,2/8/2016,NYR,N.J,,,,16,20,21,36,93,30,,16,11,5,6,35,0
2,11:29,5v4,NYR,24,o,10,13,22,oelc,or,oc,y,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,10,24,13,5,22,30,,14,19,2,8,35,0
2,11:17,5v4,NYR,22,s,10,5,24,opl,ol,opc,,,,,13,,,1,35,790,2/8/2016,NYR,N.J,,,,10,24,13,5,22,30,,14,19,2,8,35,0
2,10:33,5v5,N.J,22,w,11,14,,oc,nr,,,y,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,10,13,15,6,93,30,,11,22,23,5,6,35
2,7:38,5v5,NYR,12,w,18,,,dl,,,,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,28,12,15,5,22,30,,12,14,20,5,6,35
2,7:30,5v5,N.J,12,w,20,,,dr,,,,y,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,28,12,15,5,22,30,,12,16,48,8,44,35
2,6:15,5v5,NYR,8,o,10,16,,opr,opr,,,,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,10,16,19,8,93,30,,11,22,23,2,39,35
2,5:22,5v5,NYR,36,t,21,5,,or,opr,,y,y,,,,,,1,35,790,2/8/2016,NYR,N.J,,,,20,21,36,5,18,30,,19,21,51,5,39,35
2,3:40,5v5,N.J,12,w,19,20,,orrl,nl,,y,y,,,,,,1,30,790,2/8/2016,NYR,N.J,,,,24,13,25,5,93,30,,12,19,20,5,6,35
2,3:37,5v5,N.J,39,w,48,19,,opr,of,,,,,,23,y,,1,30,790,2/8/2016,NYR,N.J,,,,28,12,15,6,22,30,,19,48,23,2,39,35
2,2:31,5v5,NYR,36,w,8,,,nr,,,,y,,,21,,,1,35,790,2/8/2016,NYR,N.J,,,,20,21,36,8,18,30,,14,48,23,2,39,35
