Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,NYR,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
1,19:05,5v5,NYR,20,s,16,19,,dc,dr,,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,30,35,,16,20,19,5,93,30,,19,21,13,8,28,35
1,18:26,5v5,NYR,5,s,19,20,,opr,or,,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,32,1,,16,20,19,5,93,30,,9,19,21,8,28,35
1,16:49,5v5,NYR,21,b,24,,,orrl,,,y,y,2 on 1,y,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,24,36,8,27,30,,14,20,13,5,6,35
1,16:29,5v5,NYR,20,w,16,,,oelc,,,y,,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,16,20,19,8,27,30,,9,19,21,5,6,35
1,14:40,5v5,NYR,21,w,36,21,,ol,ol,,y,y,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,8,27,30,,14,20,13,8,28,35
1,13:03,5v5,NYR,20,w,5,,,dr,,,,,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,10,16,20,5,93,30,,12,16,22,5,6,35
1,12:02,5v5,N.J,44,s,51,11,,opr,or,,,y,,,,,,1,30,20075,10/18/2015,NYR,N.J,,,,10,24,26,8,27,30,,25,51,11,2,44,35
1,11:24,5v5,N.J,20,w,28,,,nc,,,,y,,,,,,1,30,20075,10/18/2015,NYR,N.J,,,,10,24,26,8,27,30,,14,20,13,8,28,35
1,9:49,5v5,NYR,93,w,20,,,opr,,,,y,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,16,20,19,5,93,30,,9,19,21,5,6,35
1,8:42,5v5,NYR,10,o,24,18,10,orrl,ol,dr,y,,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,10,24,13,18,22,30,,14,20,13,2,44,35
1,8:34,5v5,N.J,20,w,13,,,dc,,,,y,,,,,,1,30,20075,10/18/2015,NYR,N.J,,,,10,24,13,18,22,30,,14,20,13,2,44,35
1,7:46,5v5,NYR,25,t,28,8,,ol,dr,,,,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,26,28,25,8,27,30,,25,51,11,8,28,35
1,6:07,5v5,N.J,2,s,21,19,,ol,nl,,,,,,,,,1,30,20075,10/18/2015,NYR,N.J,,,,16,20,19,8,27,30,,9,19,21,2,44,35
1,4:28,5v5,NYR,18,s,25,26,,or,of,,,,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,26,28,25,18,22,30,,25,51,11,5,6,35
1,3:40,5v5,NYR,25,w,27,,,oc,,,,,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,26,25,61,8,27,30,,25,51,11,8,28,35
1,2:04,5v5,NYR,19,w,16,20,,or,dc,,,,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,16,20,19,5,93,30,,14,20,13,2,44,35
1,1:52,5v5,N.J,13,s,20,,,nr,,,,y,,,,,,1,30,20075,10/18/2015,NYR,N.J,,,,16,20,19,5,93,30,,16,20,13,2,44,35
1,1:47,5v5,N.J,2,w,16,,,of,,,,y,,,,,,1,30,20075,10/18/2015,NYR,N.J,,,,26,28,25,18,22,30,,12,16,22,2,44,35
1,0:47,5v5,NYR,8,w,10,,,opr,,,,,,,,,,1,35,20075,10/18/2015,NYR,N.J,,,,10,24,13,8,27,30,,9,19,21,8,28,35
2,18:57,5v5,N.J,9,w,19,6,,nl,dl,,,y,,,,,,1,30,20075,10/18/2015,NYR,N.J,,,,16,20,19,22,93,30,,9,19,22,2,44,35
2,18:10,5v5,N.J,14,w,13,,,ol,,,,y,,,14,y,y,1,30,20075,10/18/2015,NYR,N.J,,,,10,24,13,5,18,30,,14,20,13,8,28,35
2,16:45,5v5,N.J,5,w,12,,,opc,,,,y,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,21,36,61,5,27,30,,12,16,25,5,6,35
2,14:34,5v5,N.J,28,w,51,11,28,opc,or,or,,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,24,13,19,22,93,30,,9,51,11,8,28,35
2,14:09,5v5,N.J,28,o,9,12,,orrl,dsl,,y,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,10,24,13,5,93,30,,9,12,51,8,28,35
2,13:49,5v5,NYR,10,t,5,,,or,,,y,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,10,24,13,5,18,30,,9,12,51,8,28,35
2,13:16,5v5,N.J,19,b,13,,,nl,,,,y,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,26,28,25,5,18,30,,19,20,13,5,6,35
2,12:28,5v5,NYR,36,b,5,,,nc,,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,26,28,36,5,27,30,,19,20,13,5,6,35
2,11:32,5v5,NYR,8,o,36,21,,or,dc,,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,8,93,30,,12,19,21,5,6,35
2,10:41,5v5,NYR,10,o,20,,,oelc,,,y,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,10,16,20,5,93,30,,12,51,22,8,28,35
2,10:17,5v5,NYR,5,o,24,93,,opr,ol,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,10,16,24,5,93,30,,12,51,22,8,28,35
2,9:10,5v5,NYR,61,w,5,,,or,,,y,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,5,93,30,,25,51,11,2,44,35
2,8:43,5v5,NYR,5,w,36,,,oc,,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,5,93,30,,11,20,13,2,44,35
2,7:43,5v5,NYR,25,w,8,28,,nc,nr,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,26,28,25,8,27,30,,9,19,21,8,28,35
2,7:14,5v5,NYR,25,o,16,25,16,oc,oc,nc,y,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,16,20,25,8,18,30,,9,19,21,8,28,35
2,6:57,5v5,NYR,22,s,16,20,,opl,or,,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:30,5v5,NYR,13,w,19,,,or,,,y,y,,,19,y,,0,35,20075,10/18/2015,NYR,N.J,,,,24,13,19,22,93,30,,12,16,22,2,44,35
2,5:18,5v5,N.J,13,o,14,5,,oc,dsl,,y,y,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,21,36,61,5,93,30,,14,20,13,5,6,35
2,4:43,5v5,N.J,28,w,8,,,oc,,,,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,21,36,61,5,27,30,,9,19,21,8,28,35
2,4:39,5v5,N.J,28,o,8,9,,or,opc,,,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,21,36,61,5,27,30,,9,19,21,8,28,35
2,4:24,5v5,N.J,21,w,19,8,,ol,ol,,,y,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,16,20,19,8,27,30,,9,19,21,8,44,35
2,1:43,5v4,N.J,16,o,14,20,,or,or,,y,y,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,21,28,8,27,30,0,,14,16,20,5,44,35
2,1:10,5v5,NYR,16,w,36,20,27,oc,nc,dl,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,16,20,36,8,27,30,,12,16,22,5,44,35
2,0:30,5v5,N.J,13,w,2,13,11,ol,opc,ol,,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,16,20,36,22,93,30,,21,11,13,2,6,35
2,0:24,5v5,N.J,2,o,6,14,,ol,of,,,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,26,28,25,8,27,30,,14,21,13,2,6,35
3,18:46,5v3,N.J,44,o,28,21,28,oc,opl,oc,,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,28,19,27,30,0,0,,14,21,13,28,44,35
3,14:15,5v5,NYR,61,w,93,5,,nc,dr,,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,5,93,30,,9,19,21,5,6,35
3,13:41,5v5,N.J,5,w,6,,,oc,,,y,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,26,28,36,18,22,30,,9,19,21,5,6,35
3,11:45,5v5,N.J,19,s,20,8,,nc,dsl,,,y,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,24,13,19,5,93,30,,19,20,13,2,44,35
3,11:37,5v5,NYR,20,w,19,5,,nc,dc,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,16,20,19,5,93,30,,9,19,20,2,44,35
3,11:30,5v5,NYR,19,o,16,20,5,oelc,or,or,y,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,16,20,19,5,93,30,,9,19,20,2,44,35
3,11:17,5v5,NYR,16,w,19,5,,oc,nc,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,16,20,19,5,93,30,,9,19,20,2,44,35
3,10:45,5v5,NYR,36,w,61,,,or,,,y,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,16,36,61,18,22,30,,12,16,22,2,5,35
3,10:21,5v5,NYR,27,o,21,61,,oelc,ol,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,8,27,30,,14,21,13,5,6,35
3,8:26,5v4,NYR,93,o,36,93,22,opl,oc,oc,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,22,93,30,,14,19,5,6,35,0
3,6:37,5v5,N.J,22,s,20,,,orrl,,,y,y,,,44,,,0,30,20075,10/18/2015,NYR,N.J,,,,21,36,61,5,18,30,,16,20,22,2,44,35
3,6:07,5v4,NYR,10,o,27,13,,oc,opl,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,10,16,20,13,27,30,,14,19,5,6,35,0
3,5:28,5v4,NYR,10,s,27,13,20,oc,opr,ol,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,10,16,20,13,27,30,,16,11,5,6,35,0
3,4:37,5v4,NYR,21,w,61,,,ol,,,y,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,22,93,30,,14,19,2,8,35,0
3,4:26,5v4,NYR,22,s,36,21,93,opc,ol,ol,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,22,93,30,,14,19,2,8,35,0
3,2:31,5v5,NYR,20,w,27,,,dc,,,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,16,20,19,5,27,30,,12,14,21,8,28,35
3,2:12,5v5,NYR,21,w,36,8,27,ol,dsr,dr,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,8,27,30,,19,21,13,5,6,35
3,2:03,5v5,NYR,36,b,21,36,8,ol,oc,or,y,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,36,61,8,27,30,,19,21,13,5,6,35
3,1:49,5v5,N.J,2,w,19,,,opl,,,,,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,21,24,36,8,27,30,,19,21,13,2,8,35
3,1:38,5v5,NYR,93,s,24,36,,opc,nr,,y,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,21,24,36,5,93,30,,19,20,13,2,8,35
4,4:40,3v3,NYR,61,b,21,61,27,oc,oc,dc,y,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,27,30,0,0,0,0,,14,5,6,35,0,0
4,3:27,3v3,NYR,20,w,22,,,dc,,,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,22,30,0,0,0,0,,16,13,2,35,0,0
4,3:07,3v3,NYR,20,s,13,,,oc,,,,y,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,8,30,0,0,0,0,,16,13,2,35,0,0
4,2:37,3v3,N.J,21,o,6,,,orrl,,,y,y,,,,,,0,30,20075,10/18/2015,NYR,N.J,,,,8,30,0,0,0,0,,14,21,6,35,0,0
4,2:04,3v3,NYR,21,w,61,27,61,oc,or,or,,,,,,,,0,35,20075,10/18/2015,NYR,N.J,,,,27,30,0,0,0,0,,14,20,6,35,0,0
4,1:54,3v3,N.J,20,o,14,6,14,orrc,dsc,dc,y,y,,y,,,,0,30,20075,10/18/2015,NYR,N.J,,,,93,30,0,0,0,0,,14,20,2,35,0,0
1,19:41,5v5,NYR,20,W,18,20,21,oc,nc,dr,,,,,,,,0,50,20002,10/7/2015,CHI,NYR,50,30,Starter,20,21,13,18,22,30,,19,81,86,5,7,50
1,18:56,5v5,CHI,4,S,2,16,,ol,ol,,,,,,,,,0,30,20002,10/7/2015,CHI,NYR,33,32,Backup,16,36,61,5,27,30,,11,16,28,2,4,50
1,18:48,5v5,CHI,28,W,4,28,,ol,ol,,,Y,,,,,,0,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,5,27,30,,11,16,28,2,4,50
1,18:17,5v5,NYR,24,o,10,,,orrc,,,Y,Y,3 on 2,Y,,,,0,50,20002,10/7/2015,CHI,NYR,,,,10,24,25,8,18,30,,15,72,88,6,57,50
1,17:55,5v5,NYR,26,o,28,19,,oelc,oelc,,y,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,26,28,19,8,93,30,,65,39,29,5,7,50
1,17:12,5v5,CHI,19,w,81,19,,oc,of,,y,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,20,21,13,5,93,30,,19,81,86,6,57,50
1,16:25,5v5,NYR,20,b,21,,,dc,,,y,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,5,93,30,,15,72,88,2,4,50
1,15:27,5v5,CHI,7,w,28,,,or,,,,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,10,24,25,18,22,30,,11,16,28,5,7,50
1,14:28,5v5,NYR,24,w,19,93,8,or,dl,dr,,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:24,5v5,NYR,8,w,19,,,or,,,,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:14,5v5,NYR,27,w,5,16,36,or,opr,or,,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,16,36,61,5,27,30,,19,81,86,2,4,50
1,13:53,5v5,CHI,86,w,19,81,,or,dr,,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,16,20,36,5,27,30,,19,81,88,86,2,57
1,13:02,5v4,CHI,19,w,2,7,2,oc,or,ol,y,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,28,19,5,27,30,0,,19,65,88,2,7,50
1,12:49,5v4,CHI,7,o,19,88,7,opr,or,or,,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,28,19,5,27,30,0,,19,65,88,2,7,50
1,12:34,5v4,CHI,88,s,2,7,65,oc,oc,opl,y,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,28,19,5,27,30,0,,19,65,88,2,7,50
1,11:46,5v4,CHI,81,t,72,86,6,orrl,or,ol,y,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,24,26,8,18,30,0,,15,72,81,86,6,50
1,11:40,5v4,CHI,15,o,81,72,81,oelc,ol,oelc,y,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,24,26,8,18,30,0,,15,72,81,86,6,50
1,10:54,5v5,NYR,61,w,16,22,93,nc,dr,dl,,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,16,36,61,22,93,30,,11,16,28,4,57,50
1,10:24,5v5,CHI,57,w,16,,,or,,,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,20,21,13,27,93,30,,11,16,28,4,57,50
1,9:32,5v5,CHI,65,w,7,,,dr,,,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,10,24,25,18,22,30,,65,39,29,5,7,50
1,9:16,5v5,CHI,28,w,39,5,65,oelc,ol,oelprrr,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,10,24,25,18,22,30,,65,39,29,5,7,50
1,9:11,5v5,CHI,5,w,65,,,opl,,,,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,10,24,25,18,22,30,,65,39,29,5,7,50
1,8:59,5v5,NYR,24,b,25,,,orrr,,,y,y,2 on 1,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,10,24,25,8,93,30,,65,39,29,5,7,50
1,8:47,5v5,NYR,25,w,93,,,oc,,,y,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,10,24,25,8,93,30,,65,39,29,5,7,50
1,7:21,5v5,CHI,19,w,86,6,57,nc,dc,dr,y,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,20,21,13,18,22,30,,19,28,86,6,57,50
1,7:10,5v5,NYR,20,w,13,20,,oc,dl,,y,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,18,22,30,,11,19,28,6,57,50
1,6:56,5v5,NYR,22,o,20,21,20,oc,oelc,ol,,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,18,22,30,,11,19,28,6,57,50
1,6:22,5v5,CHI,5,s,29,,,opr,,,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,10,24,25,8,93,30,,65,39,29,5,7,50
1,5:36,5v5,CHI,72,w,88,,,ol,,,y,y,2 on 1,y,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,18,22,30,,65,72,88,2,4,50
1,4:14,5v5,CHI,11,w,28,16,28,oelr,or,or,,y,,,,,,0,30,20002,10/7/2015,CHI,NYR,,,,20,21,25,5,27,30,,11,16,28,5,7,50
1,3:38,6v5,NYR,16,w,25,16,8,ol,nc,dr,y,y,,,,,,0,50,20002,10/7/2015,CHI,NYR,,,,10,16,24,25,8,93,,11,28,65,2,7,50
1,3:23,6v5,NYR,8,o,93,10,36,oc,or,oelr,y,y,,y,,,,0,50,20002,10/7/2015,CHI,NYR,,,,10,16,24,25,8,93,,11,28,65,2,7,50
1,2:11,5v5,CHI,81,o,65,,,oc,,,,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,18,22,30,,65,81,29,2,4,50
1,2:01,5v5,CHI ,4,s,2,4,,ol,oc,,,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,16,36,61,18,22,30,,19,81,86,2,4,50
1,1:54,5v5,NYR,61,w,18,16,,dl,df,,,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,16,36,61,18,22,30,,19,81,86,2,4,50
1,1:22,5v5,NYR,61,w,36,16,8,nl,dl,dc,,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,16,36,61,8,93,30,,15,88,86,2,4,50
1,1:06,5v5,CHI,6,s,15,88,57,opl,dr,dc,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,20,21,13,22,93,30,,15,72,88,6,57,50
1,1:02,5v5,NYR,13,b,20,,,orrl,,,y,,2 on 0,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,22,93,30,,15,72,88,6,57,50
1,0:59,5v5,NYR,21,t,13,,,oelc,,,y,y,,y,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,22,93,30,,15,72,88,6,57,50
1,0:27,5v5,CHI,2,s,88,,,opr,,,,,,,,,,-2,30,20002,10/7/2015,CHI,NYR,,,,10,24,25,5,27,30,,15,72,88,2,4,50
1,0:05,5v5,CHI,15,o,72,2,4,ol,or,ol,y,,,,,,,-2,30,20002,10/7/2015,CHI,NYR,,,,10,24,25,5,27,30,,15,72,88,2,4,50
2,17:17,5v5,CHI,39,w,57,65,,dc,dl,,,y,,,,,,-2,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,5,18,30,,65,39,29,6,57,50
2,16:59,5v5,CHI,72,w,88,72,88,orrr,oelc,oell,y,,,,,,,-2,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,5,18,30,,15,72,88,2,4,50
2,15:40,5v5,NYR,18,o,10,,,ol,,,,y,,,,,,-2,50,20002,10/7/2015,CHI,NYR,,,,10,24,25,18,22,30,,19,81,86,5,7,50
2,15:33,5v5,NYR,22,s,10,,,ol,,,,,,,,,,-2,50,20002,10/7/2015,CHI,NYR,,,,10,24,25,22,93,30,,11,16,28,6,57,50
2,14:33,5v5,NYR,19,w,26,,,oelc,,,y,,,,,,,-2,50,20002,10/7/2015,CHI,NYR,,,,26,28,19,5,18,30,,65,39,29,5,7,50
2,13:52,5v5,CHI,72,w,2,,,nc,,,,y,,,,,,-2,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,5,18,30,,15,72,88,2,4,50
2,13:44,5v5,CHI,4,s,88,,,opl,,,,,,,,,,-2,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,5,18,30,,15,72,88,2,4,50
2,13:31,5v5,CHI,2,o,72,88,,opc,or,,,y,,,,,,-2,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,5,18,30,,15,72,88,2,4,50
2,13:05,5v5,CHI,86,o,81,,,ol,,,y,y,,y,,,,-2,30,20002,10/7/2015,CHI,NYR,,,,20,21,13,5,27,30,,19,81,86,6,57,50
2,12:17,5v5,NYR,25,w,10,27,,ol,dl,,,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,10,24,25,8,93,30,,15,72,88,6,57,50
2,11:53,5v5,NYR,19,w,26,27,28,ol,dl,df,,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,26,28,19,8,27,30,,65,39,29,2,4,50
2,10:18,5v5,CHI,88,t,15,88,,or,or,,y,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,20,21,13,18,22,30,,15,72,88,2,4,50
2,9:28,5v5,NYR,36,w,93,36,,ol,opl,,,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,9:06,5v5,CHI,5,s,7,5,16,dc,dl,dr,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,22,93,30,,11,16,28,5,7,50
2,9:04,5v5,CHI,16,w,,,,,,,y,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,22,93,30,,11,16,28,5,7,50
2,8:49,5v5,CHI,86,o,81,11,,oc,ol,,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,22,93,30,,16,81,86,4,7,50
2,7:05,5v5,CHI,7,s,88,15,,opc,oelc,,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,26,28,19,5,27,30,,15,72,88,5,7,50
2,6:32,5v5,NYR,20,o,36,,,ol,,,y,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,8,18,30,,65,39,29,5,7,50
2,6:01,5v5,CHI,65,w,39,,,dr,,,,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,10,24,13,22,93,30,,65,39,29,2,4,50
2,5:55,5v5,CHI,65,w,29,39,,ol,ol,,y,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,10,24,13,22,93,30,,65,39,29,2,4,50
2,4:25,5v5,CHI,15,o,88,72,15,oelc,oelc,ol,y,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,26,28,19,5,27,30,,15,72,88,6,57,50
2,4:21,5v5,CHI,88,s,6,,,ol,,,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,26,28,19,5,27,30,,15,72,88,6,57,50
2,3:36,5v5,CHI,4,w,2,86,19,opr,oc,nc,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,1:57,5v5,NYR,93,w,8,,,or,,,,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,10,24,25,8,93,30,,65,39,29,5,7,50
2,1:43,5v5,CHI,28,w,16,,,nr,,,y,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,26,28,19,8,18,30,,11,16,28,6,57,50
2,1:31,5v5,NYR,28,t,26,19,,oc,ol,,y,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,26,28,19,8,18,30,,11,16,28,6,57,50
2,0:30,5v5,NYR,20,t,8,13,,oell,of,,y,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,8,18,30,,15,16,88,6,57,50
3,19:37,5v5,NYR,21,s,13,,,dc,,,,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,5,27,30,,19,81,86,5,7,50
3,19:24,5v5,CHI,2,o,88,4,2,ol,dc,dl,,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,8,93,30,,15,72,88,2,4,50
3,18:57,5v5,NYR,25,w,22,,,nr,,,y,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,10,24,25,18,22,30,,15,72,88,2,4,50
3,18:00,5v5,NYR,19,w,28,93,8,dsl,dc,dl,y,y,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,26,28,19,8,93,30,,65,39,29,6,57,50
3,17:57,5v5,NYR,93,o,21,13,,opl,of,,,,,,,,,-1,50,20002,10/7/2015,CHI,NYR,,,,20,21,13,8,93,30,,11,16,28,5,7,50
3,17:07,5v5,CHI,4,o,86,2,,oc,opl,,,y,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,16,36,61,5,27,30,,19,81,86,2,4,50
3,14:45,5v5,CHI,7,s,81,65,,ol,opc,,,,,,,,,-1,30,20002,10/7/2015,CHI,NYR,,,,26,28,19,5,27,30,,65,81,29,5,7,50
