Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Ducks,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,18:00,5v5,ANA,7,w,67,,,oc,,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,7,25,67,4,45,31,,11,16,88,7,43,50
3,17:52,5v5,CHI,11,w,65,,,dr,,,,y,,,65,,,0,31,20123,10/26/2015,CHI,ANA,,,,7,25,67,4,45,31,,11,16,65,7,43,50
3,17:34,5v5,ANA,4,s,45,25,,oc,oelpc,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,7,25,67,4,45,31,,11,48,65,7,43,50
3,16:56,5v5,CHI,48,w,5,72,,or,or,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,62,19,45,47,31,,48,72,81,5,6,50
3,16:49,5v5,ANA,62,w,67,,,dc,,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,62,19,45,47,31,,48,72,81,5,6,50
3,16:30,5v5 ,ANA,5,w,17,,,opr,,,,y ,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,4,5,31,,28,48,86,7,43,50
3,15:36,5v5,ANA,15,w,26,2,,oelc,oelr,,y,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,2,47,31,,16,19,88,4,57,50
3,15:21,5v5,ANA,15,w,2,,,oc,,,y,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,2,47,31,,16,19,88,4,57,50
3,14:52,5v5,ANA,7,w,67,,,of,,,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,7,25,67,4,45,31,,19,72,88,4,57,50
3,14:07,5v5,CHI,5,w,72,6,,ol,dl,,y,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,7,25,67,4,45,31,,15,72,81,5,6,50
3,11:38,5v5,CHI,81,w,14,4,57,nr,dr,dc,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,7,25,67,4,5,31,,15,14,81,7,43,50
3,10:27,5v4,ANA,4,s,15,4,67,opr,oc,ol,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,67,19,4,31,,19,81,4,57,50,0
3,10:24,5v4,ANA,4,o,67,15,,oc,orrr,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,67,19,4,31,,19,81,4,57,50,0
3,10:01,5v4,ANA,4,w,15,19,4,opl,oc,nc,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,67,19,4,31,,15,28,7,43,50,0
3,9:57,5v4,ANA,4,w,67,,,opr,,,,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,67,19,4,31,,15,28,7,43,50,0
3,9:43,5v4,ANA,47,w,45,33,45,oc,oc,oc,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,45,47,31,,11,28,4,57,50,0
3,7:27,5v5,ANA,17,w,4,,,dc,,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,5,47,31,,15,14,81,4,7,50
3,5:35,5v5,CHI,72,o,88,19,,or,oelc,,y,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,17,10,2,47,31,,19,72,88,4,57,50
3,5:34,5v5,CHI,57,s,19,,,ofp,,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,17,10,2,47,31,,19,72,88,4,57,50
3,3:53,5v5,ANA,5,w,17,,,opc,,,,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,4,5,31,,15,72,88,7,43,50
3,3:10,5v5,ANA,67,w,7,47,,ol,ol,,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,7,25,67,2,47,31,,19,14,81,4,57,50
3,2:44,5v5,CHI,43,o,14,19,,oelc,oc,,y,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,17,10,3,45,31,,19,14,81,7,43,50
3,1:46,5v5,ANA,46,s,17,47,,nc ,dl,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,4,47,31,,15,72,88,7,43,50
3,0:42,5v5,CHI,14,t,4,19,,ol,opl,,y,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,3,45,31,,19,14,81,4,7,50
3,0:19,5v5,ANA,47,w,33,,,or,,,y,y,,,17,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,4,47,31,,19,65,14,4,7,50
4,4:36,3v3,ANA,4,w,15,4,33,ol,oc,oelpr,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,33,0,0,4,31,,19,88,0,0,7,50
4,4:33,3v3,ANA,15,w,33,,,oc,,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,33,0,0,4,31,,19,88,0,0,7,50
4,4:10,3v3,CHI,19,w,88,7,19,or,dsc,dl,y,y,,y,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,33,0,0,4,31,,19,88,0,0,7,50
1,19:43,5v5,ANA,7,w,22,,,or,,,y,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,31,1,,7,22,33,3,45,31,,11,27,68,33,44,1
1,19:00,5v5,ANA,47,w,26,,,of,,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,30,35,,29,67,26,2,47,31,,21,18,36,33,44,1
1,18:55,5v5,ANA,7,w,47,2,22,orrl,oc,of,y,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,7,22,33,2,47,31,,11,27,68,6,7,1
1,18:08,5v5,ANA,26,s,67,,,oc,,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,29,67,26,3,45,31,,23,27,68,6,7,1
1,17:44,5v5,FLA,51,w,23,51,,oelpl,ol,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,29,67,26,3,45,31,,23,63,73,5,51,1
1,17:13,5v5,FLA,6,s,17,,,of,,,,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,62,19,43,4,5,31,,17,42,28,6,7,1
1,17:09,5v5,FLA,7,w,6,28,,opr,of,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,22,62,19,4,5,31,,17,42,28,6,7,1
1,15:29,5v5,ANA,17,t,45,3,10,or,opl,opl,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,17,25,10,3,45,31,,11,21,18,33,44,1
1,15:27,5v5,ANA,45,s,22,,,of,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,7,22,33,3,45,31,,11,27,68,5,51,1
1,14:46,5v5,FLA,5,w,11,27,51,nc,nc,dl,y,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,7,22,33,5,45,31,,11,27,68,5,51,1
1,14:38,5v5,FLA,51,s,11,,,oelpc,,,,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,7,22,33,5,45,31,,11,27,68,5,51,1
1,12:42,5v5,FLA,5,w,18,5,,or,or,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,17,25,10,2,47,31,,21,18,36,5,51,1
1,11:04,5v5,ANA,47,w,2,67,,opr,of,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,29,67,26,2,47,31,,23,63,73,6,7,1
1,9:44,5v4,ANA,47,w,45,25,45,oc,opl,ol,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,25,29,67,45,47,31,,17,36,33,44,1,0
1,9:12,5v4,ANA,67,w,47,,,ol,,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,29,67,19,2,47,31,,17,18,6,7,1,0
1,8:56,4v5,FLA,5,w,27,,,of,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,7:23,5v5,ANA,17,w,10,,,nl,,,y,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,17,25,10,4,5,31,,21,18,36,33,44,1
1,5:24,5v5,ANA,5,w,62,43,,opl,ol,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,62,19,43,4,5,31,,23,63,73,5,51,1
1,4:16,5v4,FLA,18,w,51,18,21,oc,opl,ol,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,3:56,5v4,FLA,73,o,51,18,,oc,opl,,,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,17,33,2,47,31,0,,21,73,18,36,51,1
1,3:47,5v4,FLA,11,a,68,5,63,or,or,of,y,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,7,22,4,45,31,0,,11,27,63,68,5,1
1,2:24,5v5,ANA,43,w,3,,,nc,,,y,y,2 on 1,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,33,43,3,4,5,31,,21,18,36,44,51,1
1,1:29,5v5,FLA,33,o,27,,,oc,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,19:28,5v5,ANA,45,w,7,,,opr,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,7,22,33,3,45,31,,11,27,68,5,51,1
2,18:47,5v5,ANA,10,w,19,4,19,oelpl,oelc,oelc,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,17,10,19,4,5,31,,21,68,36,5,51,1
2,18:13,5v5,ANA,26,b,17,47,,oc,nl,,,,3 on 2,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,10,19,26,5,47,31,,21,18,36,33,44,1
2,16:32,4v5,ANA,26,w,22,,,nr,,,y,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,22,26,4,5,31,0,,21,73,18,36,5,1
2,16:05,5v4,FLA,18,s,21,51,18,ol,oc,opr,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,62,26,3,45,31,0,,21,73,18,36,51,1
2,14:59,5v5,FLA,23,s,17,,,oc,,,y,y,,y,,,,0,31,20184,11/4/2015,ANA,FLA,,,,17,10,19,4,47,31,,17,23,42,6,7,1
2,14:34,5v5,ANA,4,s,26,25,,opl,oell,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,25,29,26,2,4,31,,23,63,73,33,44,1
2,12:31,5v4,ANA,47,s,45,19,45,opr,opr,or,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,22,29,19,45,47,31,,17,18,6,7,1,0
2,12:23,5v4,ANA,47,s,45,19,,opc,opr,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,22,29,19,45,47,31,,17,18,6,7,1,0
2,12:15,5v4,ANA,29,w,3,29,,oc,of,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,22,29,19,2,47,31,,63,36,33,44,1,0
2,11:46,5v5,ANA,47,w,43,,,orrc,,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,62,26,43,2,47,31,,23,63,73,5,51,1
2,11:34,5v5,ANA,2,w,26,,,opr,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,62,26,43,2,47,31,,23,63,73,5,51,1
2,11:00,5v5,FLA,21,t,36,21,36,ol,oc,nc,y,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,17,10,26,4,5,31,,21,18,36,6,7,1
2,10:30,5v5,ANA,45,w,7,22,,opr,oell,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,7,22,33,3,45,31,,11,27,68,33,44,1
2,9:27,5v5,ANA,2,s,26,,,opc,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,25,29,26,2,47,31,,17,42,28,5,51,1
2,8:26,5v5,FLA,6,o,23,7,,or,dsl,,,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,62,19,43,2,47,31,,23,63,73,6,7,1
2,6:58,5v5,ANA,45,w,10,45,,or,nr,,y,,4 on 3,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,7,17,10,3,45,31,,21,18,36,33,44,1
2,5:50,5v4,FLA,27,s,36,68,,oc,nr,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,22,33,2,47,31,0,,11,27,63,68,5,1
2,5:41,5v4,FLA,51,s,36,,,opr,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,7,17,4,47,31,0,,21,18,68,36,51,1
2,2:43,5v5,ANA,7,w,4,5,,oc,dr,,,y,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,7,22,33,4,5,31,,11,27,68,33,44,1
2,2:07,5v5,FLA,27,w,11,33,,ol,ol,,y,y,,,44,y,y,0,31,20184,11/4/2015,ANA,FLA,,,,7,22,33,3,45,31,,11,27,68,33,44,1
2,1:13,5v5,FLA,7,w,18,,,opl,,,,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,25,29,26,2,47,31,,21,18,36,6,7,1
3,19:46,5v5,ANA,33,w,45,,,dc,,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,7,22,33,2,47,31,,11,27,68,5,51,1
3,18:58,5v5,FLA,33,w,21,36,,opl,or,,,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,17,25,10,4,5,31,,21,18,36,33,44,1
3,18:27,5v5,FLA,73,w,63,,,oelrrc,,,y,y,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,29,62,26,2,47,31,,23,63,73,6,7,1
3,18:14,5v5,FLA,73,o,23,7,,orrl,ol,,y,y,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,29,62,26,2,47,31,,23,63,73,6,7,1
3,17:33,5v4,ANA,17,o,45,4,,oc,opr,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,10,26,4,45,31,,63,36,33,44,1,0
3,17:24,5v4,ANA,4,w,45,,,oc,,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,10,26,4,45,31,,63,36,33,44,1,0
3,17:08,5v4,ANA,4,o,45,,,oc,,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,10,26,4,45,31,,63,36,33,44,1,0
3,16:17,5v4,ANA,45,s,17,,,opr,,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,25,10,45,47,31,,17,18,6,7,1,0
3,15:44,5v5,ANA,22,s,29,,,oc,,,y,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,22,29,19,2,4,31,,11,27,33,44,51,1
3,14:45,5v5,ANA,33,w,45,3,,dc,dl,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,7,17,33,3,45,31,,21,18,36,5,51,1
3,12:26,5v5,ANA,45,w,62,19,29,or,or,or,y,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,29,62,19,2,45,31,,11,27,68,5,51,1
3,12:05,5v5,ANA,62,w,29,,,oell,,,y,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,29,62,19,3,45,31,,11,17,27,33,44,1
3,10:31,5v5,FLA,21,b,6,7,,dc,dl,,,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,7,17,43,4,47,31,,21,23,18,6,7,1
3,8:16,5v5,ANA,5,s,62,,,oelpc,,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,29,62,19,4,5,31,,17,42,28,33,44,1
3,7:21,5v5,FLA,21,s,11,68,,or,opr,,,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,17,10,43,2,47,31,,11,21,68,5,51,1
3,5:36,5v5,FLA,63,w,73,,,or,,,y,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,29,62,19,4,5,31,,23,63,73,33,44,1
3,3:45,5v4,ANA,4,s,45,29,,or,oelpr,,,y,,,29,y,,-1,1,20184,11/4/2015,ANA,FLA,,,,22,29,19,4,45,31,,63,36,33,44,1,0
3,3:07,5v4,ANA,45,o,17,45,,opr,nr,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,10,33,4,45,31,,17,18,33,44,1,0
3,1:58,5v5,FLA,27,w,68,11,27,oc,oc,nr,y,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:30,5v5,FLA,11,w,51,11,68,oc,opr,ol,y,y,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,7,22,29,2,47,31,,11,27,68,5,51,1
3,0:57,6v5,ANA,33,w,17,4,,ol,ol,,y,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,7,17,10,33,4,45,,11,27,68,5,51,1
3,0:49,6v5,ANA,7,t,45,4,,ol,or,,y,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,7,17,10,33,4,45,,11,27,68,5,51,1
3,0:08,6v4,ANA,17,o,47,,,opr,,,,y,,,10,y,y,-1,1,20184,11/4/2015,ANA,FLA,,,,17,22,10,33,4,47,,63,36,33,44,1,0
4,3:11,3v3,ANA,10,w,45,,,opr,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,22,10,0,0,45,31,,18,36,0,0,51,1
4,2:58,3v3,FLA,18,o,36,,,orrc,,,y,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,22,10,0,0,47,31,,18,36,0,0,51,1
4,2:34,3v3,FLA,44,o,68,,,oc,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,7,17,0,0,4,31,,21,68,0,0,44,1
4,2:18,3v3,FLA,21,a,68,,,oc,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,17,33,0,0,4,31,,21,68,0,0,5,1
4,0:04,3v3,ANA,17,w,4,7,,opl,or,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,7,17,0,0,4,31,,68,36,0,0,5,1
1,18:58,5v5,ANA,7,b,26,4,,nl,dsl,,y,y,1 on 0,y,,,,0,36,20333,11/27/2015,ANA,CHI,50,36,,7,22,26,2,4,36,,15,72,88,2,32,50
1,17:18,5v5,ANA,10,w,15,,,or,,,,y,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,2,4,36,,15,28,72,6,32,50
1,16:56,5v5,ANA,2,w,15,4,,nl,dl,,,,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,2,4,36,,19,28,65,2,4,50
1,16:29,5v5,ANA,29,o,17,,,oelr,,,,,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,17,29,19,3,45,36,,16,56,81,7,57,50
1,12:16,5v5,ANA,26,w,22,17,,or,nsl,,,,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,7,22,26,42,47,36,,15,72,88,2,4,50
1,11:18,5v5,ANA,22,w,26,,,oelc,,,y,y,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,7,22,26,2,4,36,,15,72,88,6,32,50
1,11:13,5v5,ANA,7,w,4,7,,ol,opc,,,,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,7,22,26,2,4,36,,15,72,88,6,32,50
1,10:11,5v5,ANA,33,w,42,,,nc,,,y,,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,17,33,37,42,47,36,,19,28,65,7,57,50
1,9:35,5v4,CHI,7,o,88,7,72,opr,oc,opl,,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,17,33,3,45,36,0,,15,72,88,2,7,50
1,8:35,5v4,CHI,6,s,81,65,,opr,oell,,,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,15,26,42,47,36,0,,19,65,81,86,6,50
1,8:01,5v4,CHI,86,s,6,81,86,oc,opr,opl,,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,15,26,42,47,36,0,,19,65,81,86,6,50
1,6:46,5v4,CHI,15,b,7,2,,oc,opl,,y,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,2,4,36,0,,15,72,88,2,7,50
1,6:28,5v4,CHI,7,o,88,7,72,opc,oc,opl,,y,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,2,4,36,0,,15,72,88,2,7,50
1,5:45,5v4,CHI,81,s,86,6,86,ol,opl,opr,,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,15,26,42,47,36,0,,19,65,81,86,6,50
1,5:34,5v4,CHI,81,s,19,,,opc,,,,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,15,26,42,45,47,36,,19,65,81,86,6,50
1,4:56,5v5,CHI,15,w,4,2,,dr,dl,,,y,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,2,4,36,,15,72,88,2,4,50
1,3:55,5v5,CHI,6,w,16,,,or,,,y,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,25,10,19,42,47,36,,16,56,81,6,32,50
1,3:42,5v5,CHI,16,a,56,16,,oelc,or,,y,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,25,10,19,42,47,36,,16,56,81,6,32,50
1,3:24,5v5,CHI,16,t,81,32,81,oc,opc,opc,y,y,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,25,10,19,42,47,36,,16,56,81,6,32,50
1,1:35,5v5,CHI,2,s,65,,,ol,,,,y,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,17,29,37,3,45,36,,19,28,65,2,4,50
1,0:43,4v4,ANA,47,t,45,15,10,orrc,opc,ol,y,,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,15,10,45,47,36,0,,81,88,2,4,50,0
1,0:26,4v4,ANA,22,s,45,,,nsc,,,,y,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,7,22,2,4,36,0,,15,72,7,57,50,0
2,19:00,5v5,ANA,4,w,2,17,,opc,ofp,,,,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,17,33,37,2,4,36,,19,28,65,7,57,50
2,18:22,5v5,CHI,16,b,81,,,or,,,y,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,15,10,67,42,47,36,,16,56,81,2,4,50
2,17:05,5v5,CHI,15,w,72,88,6,oc,nc,dl,,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,22,29,19,3,45,36,,15,72,88,6,32,50
2,15:45,5v4,CHI,15,b,88,,,or,,,y,y,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,42,47,36,0,,15,72,88,2,7,50
2,15:31,5v4,CHI,2,w,72,88,,orrl,opc,,y,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,42,47,36,0,,15,72,88,2,7,50
2,15:16,5v4,CHI,2,w,88,72,,oc,orrl,or,y,,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,42,47,36,0,,15,72,88,2,7,50
2,15:01,5v4,CHI,7,s,72,,,opl,,,,,,,88,y,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,42,47,36,0,,15,72,88,2,7,50
2,14:50,5v4,CHI,88,w,7,,,oc,,,,y,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,42,47,36,0,,15,72,88,2,7,50
2,14:40,5v5,CHI,15,w,88,,,oc,,,y,y,,,,,,1,50,20333,11/27/2015,ANA,CHI,,,,7,22,3,42,47,36,,15,72,88,2,7,50
2,14:24,5v4,ANA,15,o,47,4,,oc,opc,,,,,,,,,1,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,4,45,36,,11,16,2,4,50,0
2,13:08,5v4,ANA,47,o,2,47,,opr,opl,,,,,33,y,,,1,36,20333,11/27/2015,ANA,CHI,,,,17,33,37,2,47,36,,15,81,2,4,50,0
2,12:26,5v4,ANA,29,w,47,,,orrc,,,y,y,,y,,,,1,36,20333,11/27/2015,ANA,CHI,,,,17,29,19,4,47,36,,19,65,88,7,57,50
2,12:16,5v5,CHI,72,w,32,,,nr,,,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,4,45,36,,19,72,88,6,32,50
2,12:03,5v5,ANA,15,w,45,,,nr,,,y,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,15,10,67,3,45,36,,11,53,86,2,32,50
2,11:35,5v5,CHI,81,w,56,2,,ol,nc,,,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,25,29,19,3,45,36,,16,56,81,6,32,50
2,11:24,5v5,CHI,88,o,72,6,,ol,ol,,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,25,29,19,3,45,36,,16,56,81,6,32,50
2,10:50,5v5,CHI,88,w,15,6,,oc,ol,,y,y,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,2,4,36,,15,72,88,6,32,50
2,10:36,5v5,CHI,6,w,72,15,72,orrr,oelc,oelc,y,y,,,15,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,2,4,36,,15,72,88,6,32,50
2,10:23,5v5,CHI,32,s,88,,,oc,,,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,7,22,26,2,4,36,,15,72,88,6,32,50
2,9:56,5v5,CHI,2,s,65,32,,nr,dr,,,,,,,,,2,50,20333,11/27/2015,ANA,CHI,,,,22,33,26,42,47,36,,19,28,65,2,32,50
2,9:36,5v5,ANA,37,w,17,,,of,,,y,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,17,33,37,42,47,36,,19,28,65,7,57,50
2,8:26,5v5,ANA,45,w,10,3,45,opl,ol,opr,,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,7:52,5v5,ANA,19,w,4,,,nc,,,,,,,,,,2,36,20333,11/27/2015,ANA,CHI,,,,25,29,19,2,4,36,,16,56,81,6,32,50
