Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Ducks,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,19:30,5v5,ANA,15,W,26,,,or,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,31,31,,15,29,26,2,47,31,,8,19,27,7,88,31
1,19:20,5v5,ANA,15,S,47,29,26,ol,oelpc,oell,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,32,30,,15,29,26,2,47,31,,8,19,27,7,88,31
1,18:12,5v5,S.J,83,S,48,7,88,ol,dsl,dr,Y,,3 on 2,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,3,45,31,,48,57,83,4,88,31
1,18:08,5v5,S.J,4,S,80,50,,ol,of,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,2,47,31,,50,89,18,4,80,31
1,16:07,5v5,ANA,3,W,15,29,,orrl,dsc,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,15,29,26,3,45,31,,12,39,42,7,88,31
1,15:25,5v5,ANA,33,W,2,33,7,orrl,ol,dsl,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,2,47,31,,48,57,83,4,80,31
1,15:06,5v5,ANA,10,W,67,,,of,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,3,45,31,,48,57,83,4,80,31
1,14:20,5v4,ANA,17,W,33,2,17,orrl,ol,oelrrl,Y,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,17,33,19,2,47,31,,50,89,7,88,31,0
1,14:03,5v4,ANA,47,W,17,47,17,orrr,oprrr,or,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,17,33,19,2,47,31,,50,89,7,88,31,0
1,13:13,4v5,S.J,39,W,12,,,nsc,,,,,,,39,Y,,0,31,20030,10/10/2015,S.J,ANA,,,,15,10,29,4,45,31,,12,39,44,61,31,0
1,12:47,5v4,ANA,4,W,15,29,4,ol,ol,orrl,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,15,10,29,4,45,31,,57,83,4,7,31,0
1,12:07,5v5,S.J,80,S,27,,,ol,,,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,2,47,31,,8,19,27,4,80,31
1,11:57,5v5,S.J,80,S,19,,,orrl,,,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,2,47,31,,8,19,27,4,80,31
1,10:18,5v5,ANA,15,W,2,31,,dc,dc,,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,15,29,26,2,47,31,,48,57,83,7,88,31
1,8:32,5v5,S.J,12,W,39,,,or,,,,Y,,,80,Y,,0,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,4,24,31,,12,39,42,4,80,31
1,7:45,5v5,ANA,15,W,29,,,ol,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,15,29,26,3,45,31,,50,89,18,4,61,31
1,7:37,5v5,S.J,61,W,50,89,,ol,dl,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,15,29,26,3,45,31,,50,89,18,4,61,31
1,7:27,5v5,ANA,26,W,3,,,dsr,,,,Y,3 on 2,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,15,29,26,2,47,31,,48,18,83,44,61,31
1,7:12,5v5,S.J,57,W,48,44,61,nr,dl,dr,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,2,47,31,,48,57,83,44,88,31
1,6:37,5v5,S.J,83,W,48,88,,or,dsr,,,Y,4 on 2,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,33,67,4,24,31,,8,48,83,7,88,31
1,6:32,5v5,S.J,44,S,83,,,ol,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,33,67,4,24,31,,8,19,83,44,61,31
1,5:56,5v5,ANA,46,W,67,,,oelrrl,,,Y,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,3,45,31,,8,19,27,44,88,31
1,4:23,5v5,S.J,80,S,50,,,ofp,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,3,45,31,,50,89,18,4,80,31
1,3:19,5v5,S.J,61,W,44,57,,ol,oelpl,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,4,24,31,,48,57,83,44,61,31
1,2:55,5v5,ANA,67,W,46,10,4,nl,dsr,dr,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,2,47,31,,8,19,27,7,88,31
1,2:45,5v5,S.J,19,S,8,,,nsc,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,2,47,31,,8,19,27,7,88,31
1,1:22,5v5,S.J,19,W,8,,,ol,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,3,45,31,,8,19,27,4,80,31
2,19:49,5v5,S.J,12,W,42,,,nr,,,,,,,12,Y,,0,31,20030,10/10/2015,S.J,ANA,,,,15,29,26,4,24,31,,12,39,42,7,88,31
2,19:09,5v5,S.J,4,W,8,,,opl,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,17,29,26,2,24,31,,8,19,27,4,80,31
2,18:36,5v5,S.J,80,S,27,,,opl,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,17,29,26,2,24,31,,48,57,27,4,80,31
2,18:25,5v5,S.J,57,W,48,,,ol,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,17,29,26,2,24,31,,48,57,27,4,80,31
2,16:23,5v5,ANA,33,W,7,47,7,ol,ol,opl,y,Y,,,17,Y,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,2,47,31,,50,89,18,4,80,31
2,16:10,5v5,ANA,7,W,2,,,dsc,,,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,22,25,2,47,31,,8,19,27,4,7,31
2,15:36,5v5,ANA,26,W,29,26,4,oell,ol,ofp,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:07,5v5,ANA,4,S,15,10,15,ol,opl,ol,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,26,4,24,31,,8,48,27,4,7,31
2,14:50,5v5,ANA,67,W,10,46,,oelr,ol,,Y,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,24,45,31,,48,57,83,7,88,31
2,14:43,5v5,ANA,3,S,46,67,46,opl,oell,ol,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,3,45,31,,48,57,83,7,88,31
2,14:34,5v5,S.J,83,W,57,7,,nr,dr,,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,3,45,31,,48,57,83,44,88,31
2,13:45,5v5,S.J,12,W,39,12,,oelc,oell,,Y,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,2,47,31,,12,39,42,7,88,31
2,13:36,5v5,S.J,39,W,12,,,oelc,,,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,2,47,31,,12,39,42,7,88,31
2,12:38,5v5,ANA,25,S,22,,,oell,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,3,45,31,,50,89,18,4,80,31
2,12:22,5v5,S.J,18,W,50,18,89,ol,dsc,dl,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,3,45,31,,50,89,18,7,88,31
2,11:14,5v5,ANA,4,S,10,,,or,,,,Y,,,10,Y,,0,31,20030,10/10/2015,S.J,ANA,,,,15,10,26,4,24,31,,8,19,27,7,88,31
2,9:05,5v5,S.J,42,W,39,7,,ol,ol,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,22,33,19,2,47,31,,12,39,42,7,88,31
2,8:49,5v5,S.J,7,W,19,42,,orrl,oelc,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,22,33,19,2,47,31,,12,39,42,7,88,31
2,8:26,5v5,S.J,19,W,7,19,,ol,opl,,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,15,25,26,4,24,31,,8,19,27,7,88,31
2,8:17,5v5,S.J,50,B,44,50,89,ol,ol,ofp,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,3,45,31,,50,89,18,44,61,31
2,4:11,5v5,ANA,33,W,47,2,33,nsl,nr,nr,,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,2,47,31,,12,39,42,7,88,31
2,3:50,5v5,ANA,7,T,17,7,,oelrrc,orrl,,Y,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,2,47,31,,12,39,42,7,88,31
2,3:09,5v5,ANA,67,w,10,,,oelr,,,Y,Y,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,4,47,31,,8,12,39,7,88,31
2,2:42,5v5,ANA,4,W,46,10,46,oelrrr,or,oelc,,Y,,,46,Y,,0,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,4,47,31,,8,12,39,7,88,31
2,2:10,5v5,S.J,8,W,19,,,opr,,,,,,,,,,0,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,3,45,31,,8,19,27,44,61,31
2,0:42,5v5,S.J,12,W,39,42,,oelc,oelr,,Y,Y,,,12,Y,Y,0,31,20030,10/10/2015,S.J,ANA,,,,7,15,33,4,24,31,,12,39,42,4,61,31
3,19:40,5v5,S.J,48,W,83,,,ol,,,,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,2,47,31,,48,57,83,7,88,31
3,18:55,5v5,ANA,29,S,24,4,15,oc,dsl,dc,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,15,29,26,4,24,31,,12,39,42,44,61,31
3,17:38,5v5,S.J,8,T,44,19,,ol,ofp,,Y,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,10,67,46,4,24,31,,8,19,27,44,61,31
3,16:40,5v5,S.J,48,W,83,,,dl,,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,3,45,31,,48,57,83,7,88,31
3,16:12,5v5,S.J,88,S,48,,,oelpr,,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,3,45,31,,48,57,83,7,88,31
3,15:04,5v5,S.J,42,T,61,44,12,or,ol,oelpl,Y,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,7,15,33,2,47,31,,12,39,42,44,61,31
3,14:05,5v5,ANA,10,W,7,,,orrr,,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,7,10,67,4,24,31,,50,89,18,4,80,31
3,12:55,5v5,S.J,8,A,27,8,,oell,ol,,,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,17,25,19,3,45,31,,8,19,27,7,88,31
3,11:52,5v5,S.J,48,W,42,48,83,nl,dsl,dl,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:29,5v5,ANA,26,W,10,15,,or,oc,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,15,10,26,24,47,31,,12,39,42,7,88,31
3,9:22,5v5,ANA,15,W,47,,,opl,,,,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,15,10,26,24,47,31,,12,39,42,7,88,31
3,8:52,5v5,ANA,19,W,47,22,25,dsc,dr,dr,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,2,47,31,,8,19,27,4,88,31
3,8:46,5v5,ANA,2,S,19,,,opr,,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,2,47,31,,8,19,27,4,88,31
3,8:29,5v5,S.J,19,W,8,,,dsr,,,,Y,1 on 0,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,2,47,31,,8,19,27,4,88,31
3,8:20,5v5,S.J,27,S,19,8,,oelr,ol,,Y,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,22,25,19,2,47,31,,8,19,27,4,61,31
3,7:38,5v5,S.J,61,W,48,,,opr,,,,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,29,67,46,2,47,31,,48,57,89,44,61,31
3,7:33,5v5,S.J,89,W,61,89,,or,oprrl,,,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,29,67,46,2,47,31,,48,57,89,44,61,31
3,7:26,5v5,S.J,61,S,44,57,,ol,oelpc,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,29,67,46,2,47,31,,48,57,89,44,61,31
3,7:19,5v5,S.J,61,S,44,57,,ol,opl,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,29,67,46,2,47,31,,48,57,89,44,61,31
3,7:02,5v5,S.J,48,W,61,89,,or,opr,,,Y,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,29,67,46,2,47,31,,48,89,18,44,61,31
3,6:54,5v5,S.J,61,S,44,18,,ol,opl,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,29,67,46,2,47,31,,48,89,18,44,61,31
3,6:24,5v5,S.J,50,W,89,44,,ol,opl,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,29,67,46,2,47,31,,50,89,18,44,61,31
3,5:07,5v5,ANA,4,S,33,,,opl,,,,,,,,,,1,31,20030,10/10/2015,S.J,ANA,,,,7,17,33,4,24,31,,12,39,42,7,88,31
3,4:51,5v5,S.J,12,A,42,,,nsr,,,,Y,,Y,,,,1,31,20030,10/10/2015,S.J,ANA,,,,15,10,26,4,24,31,,8,12,19,44,61,31
3,4:39,5v5,S.J,44,S,8,,,ofp,,,,,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,15,10,26,2,47,31,,8,19,27,44,61,31
3,4:18,5v5,ANA,26,W,47,26,47,nl,nl,nl,,,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,15,10,26,2,47,31,,8,19,27,44,61,31
3,3:09,5v5,S.J,50,W,90,,,nc,,,,Y,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,25,67,46,4,45,31,,50,89,18,44,61,31
3,2:57,5v4,S.J,39,W,19,39,12,or,or,or,Y,Y,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,17,33,4,24,31,0,,8,12,19,39,88,31
3,2:48,5v4,S.J,8,W,19,39,88,or,oell,ol,Y,,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,17,33,4,24,31,0,,8,12,19,39,88,31
3,2:22,5v4,S.J,99,S,12,19,12,orrr,or,or,,,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,2:12,5v4,S.J,88,S,8,19,,or,opr,,,,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,17,33,4,24,31,0,,8,12,19,39,88,31
3,1:58,5v4,S.J,88,S,19,,,oelprrr,,,,,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:46,5v4,S.J,39,W,88,39,19,ol,oelpl,oelrrr,,Y,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,17,33,4,24,31,0,,8,12,19,39,88,31
3,1:38,5v4,S.J,12,T,19,8,,oelc,oell,,Y,,,,,,,2,31,20030,10/10/2015,S.J,ANA,,,,17,33,4,24,31,0,,8,12,19,39,88,31
1,19:37,5v5,CHI,15,w,72,43,7,nc ,dc,dr,,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,50,31,,17,33,46,3,45,31,,15,72,88,7,43,50
1,19:22,5v5,ANA,45,s,17,3,46,dl,dc,dc,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,33,30,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,19:10,5v5,ANA,2,s,26,,,oelc,,,,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,2,47,31,,19,14,81,4,57,50
1,17:39,5v5,CHI,6,s,65,5,6,dr,dc,dl,,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,7,25,67,4,5,31,,11,16,65,6,57,50
1,17:17,5v5,CHI,4,w,28,,,oell,,,,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,22,62,19,3,45,31,,28,48,86,4,57,50
1,17:08,5v5,ANA,62,w,19,,,dl,,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,22,62,19,3,45,31,,28,48,86,4,57,50
1,16:42,5v4,ANA,45,o,47,45,33,or,oc,opl,,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,45,47,31,,11,16,4,57,50,0
1,16:35,5v4,ANA,33,o,45,33,,oc,opl,,,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,45,47,31,,11,16,4,57,50,0
1,16:25,5v4,ANA,33,w,47,45,33,orrr,oc,opl,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,45,47,31,,11,16,4,57,50,0
1,16:17,5v4,ANA,47,w,17,,,ol,,,y,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,45,47,31,,11,16,4,57,50,0
1,15:48,4v5,CHI,7,w,81,19,,orrl,dl,,y,,3 on 2,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,10,67,19,4,31,,19,81,4,7,50,0
1,15:06,5v4,ANA,67,w,4,15,19,ol,opl,oell,y,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,67,19,4,31,,11,16,4,57,50,0
1,12:59,5v4,CHI,7,o,19,7,,opr,nr,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,62,26,4,45,31,0,,19,65,72,88,7,50
1,12:24,5v5,ANA,19,w,15,,,nl,,,,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,19,2,47,31,,11,16,28,4,57,50
1,11:51,5v5,ANA,26,w,15,4,,dsc,dl,,y,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,4,5,31,,19,14,81,4,57,50
1,11:09,5v5,ANA,25,w,67,,,oelc,,,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,17,10,26,47,31,,15,72,88,7,43,50
1,9:56,5v5,CHI,28,w,48,57,,dr,dc,dc,,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,22,62,19,3,45,31,,28,48,86,6,7,50
1,8:21,5v5,ANA,5,w,67,,,opc,,,,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,33,67,46,5,47,31,,15,72,88,7,43,50
1,6:37,5v5,CHI,7,s,43,48,,ol,opl,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,4,5,31,,28,48,86,7,43,50
1,6:20,5v5,CHI,81,o,14,4,81,ol,ol,opl,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,4,5,31,,19,14,81,4,57,50
1,5:33,5v5,ANA,10,w,26,15,26,oelc,ol,ol,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,2,47,31,,19,65,14,7,43,50
1,4:54,5v5,CHI,72,o,5,15,,oc,ol,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:30,5v5,CHI,11,o,16,11,,ol,nl,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,3,5,31,,11,16,65,7,43,50
1,1:06,5v5,ANA,33,o,46,33,46,or,or,ol,,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,17,33,46,2,5,31,,11,16,65,7,43,50
1,0:08,5v5,CHI,19,w,86,19,28,oc,oc,oc,y,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,10,26,45,47,31,,19,28,86,43,57,50
2,19:31,5v5,CHI,11,w,65,,,nc ,,,,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,10,26,2,47,31,,11,16,65,4,7,50
2,19:09,5v5,ANA,15,t,26,,,ol,,,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,2,47,31,,11,19,81,4,7,50
2,19:01,5v5,ANA,10,w,26,,,nl,,,y,,1 on 0,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,2,47,31,,19,14,81,4,7,50
2,17:54,5v5,ANA,7,w,5,7,4,nc ,nl,dc,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,7,25,67,4,5,31,,15,72,88,5,6,50
2,14:47,5v5,CHI,81,w,19,14,4,opl,dl,dl,y,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,7,15,25,4,45,31,,19,14,81,5,6,50
2,14:03,5v5,CHI,28,w,6,,,dl,,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,22,62,19,3,5,31,,28,48,86,5,6,50
2,13:17,5v5,CHI,43,o,72,43,88,ol,ol,or,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,3,5,31,,15,72,88,7,43,50
2,12:57,5v5,CHI,7,w,88,72,,opc,or,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,3,5,31,,15,72,88,7,43,50
2,12:35,5v4,CHI,72,w,19,,,of,,,y,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,62,2,47,31,0,,19,65,72,88,7,50
2,12:12,5v4,CHI,7,s,72,88,19,opl,or,or,,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,15,62,2,47,31,0,,19,65,72,88,7,50
2,12:04,4v4,ANA,47,s,2,67,,opc,of,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,33,67,2,47,31,0,,15,16,4,57,50,0
2,10:13,5v4,ANA,15,t,2,17,10,or,opr,or,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,17,10,4,47,31,,11,16,4,57,50,0
2,9:15,5v5,CHI,7,s,72,88,,ol,or,,,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,22,10,19,2,3,31,,15,72,88,6,7,50
2,8:30,5v5,ANA,67,w,5,,,dr,,,y,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,7,25,67,2,47,31,,28,48,86,5,6,50
2,4:01,5v4,CHI,88,w,7,19,7,oc,opl,oc,y,y,,,65,y,,0,31,20123,10/26/2015,CHI,ANA,,,,7,22,2,47,31,0,,19,65,72,88,7,50
2,2:45,5v5,ANA,10,w,46,,,oell,,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,2:40,5v5,ANA,10,o,46,,,oelc,,,y,,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,5,47,31,,15,65,86,5,6,50
2,1:07,5v5,CHI,43,o,88,,,opl,,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,45,47,31,,15,72,88,7,43,50
2,0:29,5v5,ANA,46,w,47,,,dsl,,,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,25,67,46,4,47,31,,19,14,81,4,57,50
2,0:17,5v5,CHI,19,w,81,4,,oc,dr,,y,y,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,7,25,67,2,4,31,,19,14,81,4,57,50
2,0:12,5v5,CHI,14,t,19,14,,oelc,oelc,,y,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,7,25,67,2,4,31,,19,14,81,4,57,50
2,0:10,5v5,CHI,14,t,19,,,oelr,,,y,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,7,25,67,2,4,31,,19,14,81,4,57,50
3,19:32,5v5,CHI,7,o,88,72,15,or,oell,of,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,19:15,5v5,CHI,43,o,72,7,88,oelpl,or,opr,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,4,45,31,,15,72,88,7,43,50
3,19:08,5v5,CHI,43,w,15,,,oc,,,,,,,,,,0,31,20123,10/26/2015,CHI,ANA,,,,17,33,46,4,45,31,,15,72,88,7,43,50
3,18:53,5v5,ANA,10,w,15,47,15,ol,dr,df,,y,,,,,,0,50,20123,10/26/2015,CHI,ANA,,,,15,10,26,2,47,31,,19,14,81,4,57,50
