Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Sens,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,4:20,5v4,CBJ,19,w,71,20,,orrc,oc,,y,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,27,44,5,46,41,0,,19,20,43,71,27,72
2,4:15,5v5,CBJ,7,w,58,17,,oc,of,,,y,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,27,44,5,46,41,0,,19,20,43,71,27,72
2,3:50,5v5,CBJ,7,w,17,58,,oc,dc,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,7,61,2,3,74,41,,17,13,11,7,58,72
2,3:37,5v5,CBJ,11,w,7,,,ol,,,,,,,,,,0,41,20046,14-Oct-15,CBJ,OTT,,,,7,61,2,3,74,41,,17,13,11,7,58,72
2,2:40,5v5,OTT,6,w,65,,,oell,,,y,y,,,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,68,93,6,46,65,41,,9,38,18,47,51,72
2,2:39,5v5,OTT,93,w,6,,,orrc,,,y,y,,y,,,,0,72,20046,14-Oct-15,CBJ,OTT,,,,68,93,6,46,65,41,,9,38,18,47,51,72
2,1:50,5v5,CBJ,58,b,19,20,,orrl,oc,,y,,,,,,,-1,41,20046,14-Oct-15,CBJ,OTT,,,,93,6,90,3,65,41,,19,13,20,27,58,72
2,1:24,5v5,CBJ,25,S,27,,,nsl,,,,,,,,,,-1,41,20046,14-Oct-15,CBJ,OTT,,,,15,25,9,2,65,41,,25,13,43,27,51,72
2,0:53,5v5,CBJ,43,w,13,,,oc,,,,y,,,,,,-1,41,20046,14-Oct-15,CBJ,OTT,,,,15,25,9,2,65,41,,25,13,43,7,51,72
2,0:27,5v5,OTT,68,W,7,,,or,,,,,,,,,,-1,72,20046,14-Oct-15,CBJ,OTT,,,,7,68,61,5,46,41,,17,18,11,7,51,72
2,0:15,5v5,OTT,7,w,61,,,oc,,,,,,,,,,-1,72,20046,14-Oct-15,CBJ,OTT,,,,7,68,61,5,46,41,,17,18,11,7,51,72
3,17:41,5v5,OTT,25,w,25,15,,oc,nr,,,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,15,27,25,5,46,41,,19,38,20,4,47,72
3,15:55,5v5,OTT,3,S,93,90,6,oc,nl,dl,,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,93,6,90,3,65,41,,17,13,11,7,51,72
3,15:32,5v5,OTT,68,W,61,7,,orrc,ol,,y,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,7,68,61,5,46,41,,17,13,11,4,47,72
3,14:29,5v5,CBJ,7,S,43,,,orrc,,,,y,,,,,,-2,41,20046,14-Oct-15,CBJ,OTT,,,,27,44,9,2,65,41,,25,43,71,7,58,72
3,14:23,5v5,CBJ,7,w,58,,,or,,,,,,,,,,-2,41,20046,14-Oct-15,CBJ,OTT,,,,27,44,9,2,65,41,,25,43,71,7,58,72
3,13:28,5v4,OTT,65,S,7,65,,oc,opl,,,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,7,27,6,61,65,41,,9,38,7,51,72,0
3,12:30,5v4,OTT,46,W,68,,,opr,,,,y,,,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,68,93,9,5,46,41,,17,13,47,58,72,0
3,10:48,5v5,OTT,68,w,7,61,,orrr,oc,,,y,,y,,,,-2,72,20046,14-Oct-15,CBJ,OTT,,,,7,68,61,3,65,41,,19,43,71,7,58,72
3,10:25,5v5,OTT,90,w,65,90,,or,nsl,,y,y,,,,,,-3,72,20046,14-Oct-15,CBJ,OTT,,,,15,25,90,3,65,41,,25,43,71,27,58,72
3,10:12,5v5,CBJ,27,w,58,71,,or,opr,,,,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:02,5v5,CBJ,25,w,58,27,58,or,oc,or,,y,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,15,25,90,3,65,41,,25,43,71,27,58,72
3,6:49,5v5,CBJ,58,S,20,58,27,or,nr,nl,,,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,68,93,61,3,65,41,,19,38,20,27,58,72
3,5:27,5v4,CBJ,58,w,38,58,,opl,nc,,,y,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,93,9,2,74,41,0,,17,38,13,7,58,72
3,5:10,5v4,CBJ,38,W,13,7,,orrc,oc,,y,y,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,93,9,2,74,41,0,,17,38,13,7,58,72
3,4:58,5v4,CBJ,58,W,7,38,,or,opr,,y,y,,,,,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,27,44,2,74,41,0,,17,38,13,7,58,72
3,4:49,5v4,CBJ,13,W,38,17,58,oelc,ol,oc,y,y,,,13,y,,-3,41,20046,14-Oct-15,CBJ,OTT,,,,27,44,2,74,41,0,,17,38,13,7,58,72
3,4:05,4v5,OTT,6,W,93,65,,nc,dc,,,y,,y,,,,-3,72,20046,14-Oct-15,CBJ,OTT,,,,93,6,3,65,41,0,,19,20,43,71,27,0
3,3:48,4v4,CBJ,11,b,7,,,nc,,,,,,,,,,-4,41,20046,14-Oct-15,CBJ,OTT,,,,15,25,5,46,41,0,,13,11,7,51,72,0
3,3:11,4v4,OTT,7,w,46,25,,or,oelc,,,y,,,,,,-4,72,20046,14-Oct-15,CBJ,OTT,,,,7,25,2,46,41,0,,13,11,7,51,72,0
3,2:28,5v5,CBJ,9,b,47,38,,or,or,,,y,,,,,,-4,41,20046,14-Oct-15,CBJ,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,2:07,5v5,OTT,46,S,5,90,15,nc,nc,nf,,y,,,,,,-4,72,20046,14-Oct-15,CBJ,OTT,,,,15,25,90,5,46,41,,19,40,20,4,47,72
3,1:49,5v5,CBJ,4,w,19,47,,nr,dc,,,y,,,,,,-4,41,20046,14-Oct-15,CBJ,OTT,,,,15,25,9,5,46,41,,19,40,20,4,47,72
3,1:21,5v5,OTT,2,S,3,9,44,or,opc,of,,y,,,,,,-4,72,20046,14-Oct-15,CBJ,OTT,,,,27,44,9,2,3,41,,17,13,11,27,58,72
3,0:42,5v5,CBJ,25,w,58,27,,dsr,dc,,,y,,,,,,-4,41,20046,14-Oct-15,CBJ,OTT,,,,68,93,6,5,46,41,,25,18,71,7,51,72
1,19:37,5v5,NSH,6,W,18,,,ol,,,,y,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,7,68,61,65,74,41,,12,9,18,6,59,30
1,19:19,5v5,OTT,5,W,27,90,,nc,dl,,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,15,33,63,4,14,30
1,18:44,5v5,NSH,5,W,51,,,opl,,,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,10,15,25,2,45,41,,28,24,51,3,5,30
1,17:13,5v5,NSH,12,W,57,,,nr,,,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,7,68,61,5,46,41,,12,9,18,6,59,30
1,14:05,5v5,NSH,9,W,12,,,or,,,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,45,41,,12,9,18,6,59,30
1,13:47,5v5,OTT,2,W,45,68,,nr,or,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,45,41,,12,9,18,6,59,30
1,13:40,5v5,OTT,25,W,65,74,10,orrc,ol,opc,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,10,15,25,65,74,41,,28,24,51,6,59,30
1,13:17,5v5,OTT,25,W,74,15,,dsc,nl,,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,10,15,25,65,74,41,,28,24,51,3,5,30
1,13:04,5v5,OTT,2,W,7,61,,opr,or,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,65,41,,12,9,18,3,5,30
1,11:53,5v5,OTT,27,W,44,,,ol,,,,,,,90,y,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,15,33,63,3,14,30
1,10:30,5v4,NSH,59,S,6,12,9,oc,opl,ol,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,27,44,5,46,41,0,,12,9,18,6,59,30
1,10:11,5v4,NSH,18,a,59,,,oc,,,,y,,y,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,27,44,5,46,41,0,,12,9,18,6,59,30
1,8:56,5v5,NSH,5,W,15,,,opl,,,,,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,7,68,61,45,46,41,,15,33,63,3,5,30
1,7:59,5v5,NSH,12,a,19,,,or,,,,y,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,10,27,44,5,65,41,,12,9,18,6,59,30
1,6:41,5v5,OTT,61,W,7,,,nc,,,,y,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,45,41,,15,33,63,3,5,30
1,6:21,5v5,OTT,68,W,7,2,,nl,dc,,,y,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,45,46,41,,33,63,18,5,59,30
1,6:10,5v5,NSH,59,W,63,,,dr,,,,,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,44,61,90,45,46,41,,12,9,18,6,59,30
1,6:00,5v5,OTT,90,b,61,44,,nl,dl,,,y,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,12,9,18,6,59,30
1,5:36,5v5,NSH,12,w,12,9,,nc,dl,,,,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,12,19,9,6,14,30
1,4:20,5v5,OTT,68,w,61,7,,nl,dl,,,,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,65,41,,15,33,63,6,59,30
1,1:38,5v5,NSH,4,W,57,,,oelpc,,,,,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,7,68,61,5,46,41,,11,19,57,4,14,30
1,1:31,5v5,OTT,68,W,7,5,,oc,dr,,,y,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,5,46,41,,11,19,57,4,14,30
1,1:11,5v5,NSH,15,W,43,,,or,,,,y,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,44,68,61,5,74,41,,15,33,63,4,14,30
1,0:08,5v5,OTT,2,S,93,,,or,,,,,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,27,93,90,2,65,41,,12,9,18,3,14,30
2,19:49,5v5,OTT,7,W,68,65,7,nc,dr,nf,,,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,65,74,41,,12,9,18,6,59,30
2,19:45,5v5,OTT,61,b,7,68,,orrl,ol,,y,y,,y,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,65,74,41,,12,9,18,6,59,30
2,19:07,5v5,OTT,27,b,90,,,orrc,,,y,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,11,19,57,4,14,30
2,18:22,5v5,OTT,45,W,68,61,7,or,or,of,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,45,41,,28,24,51,3,59,30
2,17:40,5v5,OTT,2,S,68,61,,opl,ol,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,65,41,,12,9,18,4,59,30
2,17:18,5v4,OTT,90,t,65,93,,ol,of,,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,68,93,90,65,41,,28,57,6,14,30,0
2,17:12,5v4,OTT,68,o,65,93,,ol,opl,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,68,93,90,65,41,,28,57,6,14,30,0
2,16:36,5v4,OTT,68,S,93,27,,opc,or,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,68,93,90,65,41,,19,24,3,5,30,0
2,15:51,5v4,OTT,7,S,61,6,65,oc,orrr,or,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,6,61,9,65,41,,9,51,6,59,30,0
2,15:25,5v4,OTT,9,W,7,46,,nsr,dc,,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,6,61,9,46,41,,28,57,4,14,30,0
2,14:40,5v4,NSH,59,W,18,,,opr,,,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,27,44,2,74,41,0,,12,9,18,6,59,30
2,14:08,5v4,NSH,18,W,59,18,,or,opr,,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,27,44,2,74,41,0,,12,9,18,6,59,30
2,13:20,5v4,NSH,33,W,54,,,or,,,y,y,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,90,9,2,74,41,0,,15,33,63,3,59,30
2,11:53,5v5,OTT,65,W,7,,,nc,,,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,46,65,41,,11,19,57,6,14,30
2,10:23,5v5,NSH,6,S,33,15,63,opr,nc,dsc,,y,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,10,15,25,2,45,41,,15,33,63,3,6,30
2,9:36,5v5,NSH,19,t,3,57,,or,opr,,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,11,19,57,3,5,30
2,8:29,5v5,NSH,4,W,52,,,oelpc,,,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,10,15,25,5,46,41,,28,51,57,4,14,30
2,6:59,5v5,OTT,45,S,27,,,oelpc,,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,2,45,41,,15,33,63,6,59,30
2,6:27,5v5,NSH,3,W,5,57,,ol,opl,,,y,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,11,19,57,3,5,30
2,5:27,5v5,OTT,6,w,41,,,dsc,,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,10,15,6,2,45,41,,12,9,18,4,14,30
2,4:54,5v5,NSH,4,S,12,,,opr,,,,y,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,10,15,25,2,45,41,,12,9,18,4,14,30
2,3:00,5v5,OTT,65,S,44,,,oelpc,,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,65,74,41,,11,19,57,3,59,30
2,2:56,5v5,OTT,44,S,74,,,ol,,,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,65,74,41,,11,19,57,3,59,30
2,2:03,5v5,NSH,15,w,63,,,orrc,,,y,y,,y,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,93,6,9,5,46,41,,15,33,63,4,14,30
2,1:41,5v5,OTT,74,W,68,7,,oc,or,,,,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,65,74,41,,12,9,18,6,59,30
3,19:15,5v3,NSH,18,w,63,9,,orrc,or,,y,y,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,44,2,5,41,0,0,,63,9,18,6,59,30
3,19:09,5v4,NSH,6,O,59,,,orrc,,,,y,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,44,2,5,65,41,0,,63,9,18,6,59,30
3,18:25,5v4,NSH,33,W,63,,,or,,,,y,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,93,9,2,46,41,0,,15,33,63,3,4,30
3,18:12,4v5,OTT,93,w,9,,,dl,,,,y,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,14:06,5v4,OTT,6,w,65,,,nc,,,,,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,7,6,61,9,65,41,,12,24,4,14,30,0
3,13:43,5v4,OTT,46,b,6,,,opr,,,,y,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,15,6,61,5,46,41,,12,24,4,14,30,0
3,12:45,5v5,NSH,5,W,59,,,opr,,,,y,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,10,44,25,65,74,41,,15,33,63,5,59,30
3,11:43,5v5,OTT,45,W,9,2,,dl,dl,,,y,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,93,6,9,45,46,41,,12,9,18,4,14,30
3,10:31,5v5,NSH,19,S,3,,,nc,,,,y,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,27,44,90,2,45,41,,11,19,57,3,5,30
3,10:24,5v5,NSH,19,S,57,,,oelc,,,,,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,27,44,90,2,45,41,,11,19,57,3,5,30
3,10:08,5v5,OTT,44,w,27,44,,or,nc,,,,,,,,,-1,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,45,74,41,,11,19,57,3,5,30
3,9:11,6v5,NSH,33,W,6,59,,oc,oc,,,,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,7,68,61,65,74,41,,15,33,63,18,6,59
3,8:24,5v4,NSH,59,S,9,,,orrl,,,,,,,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,27,44,2,74,41,0,,12,9,18,6,59,30
3,8:24,5v4,NSH,18,W,59,,,oc,,,y,y,,y,,,,-1,72,20066,17-Oct-15,OTT,NSH,,,,27,44,2,74,41,0,,12,9,18,6,59,30
3,7:20,5v5,OTT,65,S,9,,,opc,,,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,93,6,9,2,65,41,,12,9,18,6,59,30
3,4:16,5v5,NSH,59,W,51,,,opl,,,,,,,,,,0,72,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,45,41,,28,24,51,6,59,30
3,4:04,5v5,OTT,7,w,68,45,,oc,nc,,,y,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,2,45,41,,11,24,51,6,59,30
3,3:37,5v5,OTT,68,W,65,7,,or,of,,,,,,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,46,65,41,,11,51,57,6,59,30
3,3:33,5v5,OTT,68,S,65,,,or,,,,y,,y,,,,0,41,20066,17-Oct-15,OTT,NSH,,,,7,68,61,46,65,41,,11,51,57,6,59,30
3,2:51,5v5,OTT,46,S,27,,,oelc,,,,,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,12,9,18,3,14,30
3,2:37,5v5,OTT,5,W,44,,,opr,,,,,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,27,44,90,5,46,41,,12,9,18,3,14,30
3,2:00,5v5,OTT,9,t,6,,,or,,,,y,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,7,6,9,65,74,41,,15,33,63,6,59,30
3,1:51,5v5,OTT,9,t,65,7,,orrr,opl,,,,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,7,6,9,65,74,41,,15,33,63,6,59,30
3,1:42,5v5,OTT,65,w,7,65,,oc,oc,,y,,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,7,6,9,65,74,41,,15,33,63,6,59,30
3,0:53,5v5,OTT,44,S,65,,,dr,,,,y,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,44,61,90,5,46,41,,12,9,18,3,14,30
3,0:25,5v5,NSH,59,W,6,,,dc,,,,y,,,,,,1,72,20066,17-Oct-15,OTT,NSH,,,,27,93,9,5,46,41,,12,9,18,6,59,30
3,0:01,5v5,OTT,74,w,93,,,opl,,,,y,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,27,93,9,5,74,41,,33,63,18,6,59,30
4,3:13,3v3,OTT,6,w,65,,,oelc,,,,y,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,0,6,9,0,65,41,,63,18,0,0,14,30
4,2:46,3v3,OTT,7,S,68,,,ol,,,,,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,0,7,68,0,5,41,,12,15,0,0,3,30
4,2:18,3v3,OTT,61,W,65,,,orrr,,,,,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,0,7,61,0,65,41,,15,9,0,0,3,30
4,1:31,3v3,OTT,6,w,65,,,nc,,,,y,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,0,6,90,0,65,41,,9,0,0,3,59,30
4,1:08,3v3,OTT,45,W,6,,,oc,,,,,,,,,,1,41,20066,17-Oct-15,OTT,NSH,,,,0,93,6,0,45,41,,12,0,0,6,59,30
4,0:52,3v3,NSH,18,w,59,,,nc,,,,y,,,,,,1,72,20066,17-Oct-15,OTT,NSH,,,,0,93,6,0,45,41,,18,0,0,6,59,30
4,0:15,4v3,NSH,6,S,63,,,opc,,,,,,,,,,1,72,20066,17-Oct-15,OTT,NSH,,,,0,44,0,2,74,41,,63,9,0,6,59,30
1,19:43,5v5,ARI,8,W,24,,,dl,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,41,29,,7,27,61,5,46,41,,8,24,89,23,26,29
1,19:33,5v5,ARI,26,W,89,,,opl,,,,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,27,61,5,46,41,,8,24,89,23,26,29
1,19:06,5v5,OTT,9,b,61,,,oell,,,y,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,61,9,65,74,41,,8,24,89,23,26,29
1,18:59,5v5,OTT,9,t,65,93,,or,opr,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,6,9,65,74,41,,8,24,89,23,26,29
1,18:46,5v5,OTT,6,w,65,74,,dsr,dr,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,6,9,65,74,41,,11,16,10,2,5,29
1,17:54,5v4,OTT,6,W,65,6,,oc,opr,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,9,65,41,,12,48,4,34,29,0
1,17:42,5v4,OTT,6,S,61,65,,ol,ol,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,9,65,41,,12,48,4,34,29,0
1,16:37,5v5,OTT,7,W,61,65,,orrc,nc,,y,y,1 on 0,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,2,65,41,,11,16,5,23,26,29
1,14:37,5v5,ARI,8,w,4,34,,nc,nc,,,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,10,15,25,2,5,41,,8,24,89,23,26,29
1,14:29,5v5,ARI,23,W,8,,,opr,,,,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,10,15,25,2,5,41,,8,24,89,23,26,29
1,14:09,5v5,ARI,23,W,89,,,oc,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,10,15,25,2,5,41,,8,24,89,23,26,29
1,13:47,5v5,ARI,48,W,19,,,oelc,,,y,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,93,6,9,65,74,41,,12,19,48,2,5,29
1,13:06,5v5,ARI,12,W,19,,,oelc,,,y,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,93,6,9,65,74,41,,16,12,19,23,26,29
1,12:13,5v5,OTT,27,W,7,45,,or,or,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,7,27,61,2,45,41,,11,16,10,2,5,29
1,11:28,5v5,OTT,89,W,46,,,oc,,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,5,46,41,,15,28,89,4,34,29
1,9:48,5v5,OTT,9,W,2,65,,dsl,dr,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,6,9,2,45,41,,12,19,48,23,26,29
1,9:38,5v5,OTT,6,W,9,6,45,opr,or,or,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,93,6,9,2,45,41,,12,19,48,23,26,29
1,7:21,5v5,ARI,19,w,23,48,,ol,opc,,,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,44,90,89,65,74,41,,12,19,48,23,26,29
1,5:52,5v5,ARI,34,W,10,16,11,oc,oc,of,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,10,61,5,46,41,,11,16,10,4,34,29
1,4:18,5v5,ARI,12,W,48,,,oc,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,93,6,9,2,45,41,,12,19,48,2,5,29
1,3:57,5v5,ARI,5,W,12,,,or,,,,y,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,10,93,6,5,46,41,,12,19,48,2,5,29
1,3:34,5v5,OTT,5,W,93,10,,nc,dl,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,10,15,25,5,46,41,,15,17,28,2,5,29
1,3:09,5v5,OTT,15,W,10,,,nc,,,,y,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,10,15,25,46,65,41,,15,17,28,4,34,29
1,1:57,5v5,ARI,8,t,24,23,,orrl,ol,,y,,,,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,61,89,65,74,41,,8,24,89,23,26,29
1,1:51,5v5,OTT,7,W,65,89,,nr,dr,,,,,,,,,0,29,20109,24-Oct-15,OTT,ARI,,,,7,27,61,2,65,41,,8,24,89,23,26,29
1,1:38,5v5,ARI,89,b,23,89,,nl,dc,,y,y,,y,,,,0,41,20109,24-Oct-15,OTT,ARI,,,,7,27,61,2,65,41,,8,24,89,23,26,29
2,19:32,5v5,OTT,90,W,65,,,nl,,,,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,65,74,41,,12,19,48,2,5,29
2,19:16,5v5,OTT,44,w,89,65,,nl,dc,,,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,44,90,89,2,65,41,,12,19,48,2,5,29
2,19:00,5v5,OTT,6,W,45,,,dsc,,,,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,2,45,41,,11,16,10,23,26,29
2,18:52,5v5,OTT,45,W,61,,,opr,,,,,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,7,6,61,2,45,41,,11,16,10,23,26,29
2,17:47,5v5,OTT,93,W,65,,,dsc,,,,y,,,,,,-1,29,20109,24-Oct-15,OTT,ARI,,,,15,93,25,65,74,41,,8,24,89,4,5,29
