Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Sens,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,13:27,5v3,T.B,42,o,86,90,42,opr,or,ol,,y,,,,,,0,30,20495,12/20/2015,T.B,OTT,,,,44,3,5,30,0,0,,42,90,91,86,6,30
1,12:55,5v4,T.B,91,o,6,86,90,oc,or,oc,,y,,,,,,0,30,20495,12/20/2015,T.B,OTT,,,,10,44,3,5,30,0,,42,90,91,86,6,30
1,12:44,5v4,T.B,91,o,86,90,86,orrr,or,or,y,y,,y,,,,0,30,20495,12/20/2015,T.B,OTT,,,,10,44,3,5,30,0,,42,90,91,86,6,30
1,11:24,5v5,T.B,89,w,51,,,opr,,,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,27,25,59,5,46,30,,17,51,24,5,89,30
1,8:29,5v5,OTT,10,w,25,,,dl,,,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,27,25,3,45,30,,17,51,24,6,89,30
1,7:15,5v5,T.B,86,w,90,,,oc,,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,44,90,59,3,45,30,,90,91,86,5,89,30
1,7:01,5v5,T.B,5,s,91,,,opr,,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,6:31,5v5,OTT,10,o,27,,,ol,,,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,27,25,46,65,30,,22,46,10,6,77,30
1,4:11,5v5,T.B,24,t,25,51,42,ol,oelpl,nc,y,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,27,25,3,45,30,,17,51,24,25,62,30
1,3:55,5v4,OTT,7,s,65,7,65,oc,opr,or,y,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,15,6,61,65,30,,17,51,62,77,30,0
1,2:17,5v4,OTT,65,w,68,93,65,ol,or,oc,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,44,68,93,90,65,30,,91,10,5,6,30,0
1,2:08,5v4,OTT,65,s,68,93,44,ol,or,or,,y,,,90,y,,1,30,20495,12/20/2015,T.B,OTT,,,,44,68,93,90,65,30,,91,24,10,5,6,30
1,0:32,5v5,OTT,46,w,44,65,,nl,dc,,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,44,90,59,46,65,30,,22,46,10,6,25,30
2,19:23,5v4,OTT,15,t,61,7,65,orrl,ol,oc,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,15,6,61,65,30,,51,24,62,77,30,0
2,19:07,4v5,T.B,51,w,17,,,nr,,,y,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,15,6,61,65,30,,17,51,5,6,30,0
2,17:54,5v5,OTT,68,w,30,,,dc,,,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,44,68,93,90,46,30,,90,22,86,25,62,30
2,17:25,5v5,T.B,42,w,46,55,,oell,nr,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,27,25,3,45,30,,42,46,10,55,77,30
2,17:17,5v5,T.B,46,b,42,,,or,,,,y,,,10,y,y,1,30,20495,12/20/2015,T.B,OTT,,,,10,27,25,3,45,30,,42,46,10,55,77,30
2,16:59,5v5,T.B,86,t,6,90,,or,opr,,y,,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,44,90,59,46,65,30,,90,91,86,6,89,30
2,13:22,5v5,T.B,22,o,55,,,opr,,,,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,44,25,59,3,46,30,,42,22,10,55,89,30
2,12:14,5v5,OTT,65,w,15,7,,opl,of,,,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,7,15,61,46,65,30,,17,51,24,6,77,30
2,11:25,5v5,OTT,45,w,10,,,opl,,,,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,10,68,93,3,45,30,,17,51,24,6,77,30
2,10:27,5v5,T.B,91,t,89,5,90,ol,oc,or,y,,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,10,44,68,3,45,30,,90,91,86,5,89,30
2,10:21,5v5,T.B,86,o,91,,,ol,,,y,,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,10,44,68,3,45,30,,90,91,86,5,89,30
2,10:00,5v5,T.B,89,o,91,,,ol,,,,,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,44,90,59,3,45,30,,90,91,86,5,89,30
2,9:36,5v5,T.B,51,w,17,6,,ol,dsc,,,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,7,10,61,46,65,30,,17,51,24,6,77,30
2,9:06,5v5,T.B,24,b,51,,,or,,,,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,7,10,61,46,65,30,,17,51,24,6,77,30
2,8:04,5v5,T.B,22,t,46,,,or,,,y,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,27,25,59,3,45,30,,22,46,10,55,89,30
2,7:39,5v5,OTT,90,t,46,,,ol,,,y,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,68,93,90,46,65,30,,90,91,86,55,89,30
2,7:16,5v4,OTT,65,o,91,65,93,or,oc,ol,,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,7,15,93,61,65,30,,51,24,5,62,30,0
2,6:14,5v4,OTT,7,o,65,7,61,oc,or,ol,,y,,,,,,2,30,20495,12/20/2015,T.B,OTT,,,,7,15,93,61,65,30,,17,51,5,62,30,0
2,5:32,5v5,OTT,65,o,68,65,68,or,oc,opr,,y,,y,,,,2,30,20495,12/20/2015,T.B,OTT,,,,44,68,90,45,65,30,,91,22,86,6,77,30
2,4:27,5v5,OTT,27,w,27,65,27,oc,or,ol,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,27,44,46,65,30,,42,46,10,25,55,30
2,3:44,5v5,OTT,65,w,46,90,,ol,opl,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,15,44,90,46,65,30,,90,91,86,5,62,30
2,3:33,5v5,T.B,86,b,90,,,dc,,,y,,1 on 0,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,15,44,90,46,65,30,,90,91,86,5,62,30
2,3:30,5v5,T.B,91,w,86,,,orrr,,,y,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,15,44,90,46,65,30,,90,91,86,6,89,30
2,3:11,5v5,T.B,17,w,6,,,nc,,,y,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,68,61,3,45,30,,17,51,24,6,77,30
2,2:26,5v5,OTT,46,s,65,46,15,or,ol,opl,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,15,93,46,65,30,,22,46,10,55,89,30
2,1:08,5v5,T.B,6,o,86,,,opr,,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,68,61,46,65,30,,90,91,86,6,77,30
2,0:54,5v5,OTT,61,w,65,61,68,ol,nc,nc,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,68,61,46,65,30,,17,51,86,6,77,30
2,0:35,5v5,T.B,24,s,77,17,,ol,opl,,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,68,61,46,65,30,,17,51,24,6,77,30
3,16:46,5v5,OTT,61,w,3,,,ol,,,y,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,15,61,3,65,30,,90,91,24,6,25,30
3,16:30,5v5,OTT,46,w,7,5,65,dr,dl,dr,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,15,61,46,65,30,,90,91,86,62,77,30
3,15:44,5v5,OTT,68,w,65,,,or,,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,27,68,93,3,45,30,,42,91,86,62,77,30
3,13:44,5v5,OTT,7,w,15,61,7,ol,oc,nr,y,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,15,61,3,45,30,,90,91,86,25,62,30
3,11:44,5v5,OTT,10,w,44,,,dsr,,,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,10,61,46,65,30,,17,51,24,55,89,30
3,11:05,5v5,T.B,51,b,5,55,5,dsl,dr,dl,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,15,61,46,65,30,,17,51,24,5,55,30
3,10:04,5v5,T.B,22,w,42,55,,or,nc,,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,27,68,93,3,45,30,,91,22,46,6,77,30
3,9:39,5v5,T.B,77,w,6,,,opr,,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,27,68,93,3,45,30,,90,91,86,6,77,30
3,9:18,5v5,T.B,91,o,86,,,oelc,,,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,27,68,93,3,45,30,,90,91,86,55,77,30
3,8:46,5v5,T.B,90,w,77,,,dl,,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,27,68,93,3,45,30,,90,91,86,55,77,30
3,8:26,5v5,OTT,65,w,15,,,opr,,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,15,61,46,65,30,,17,51,24,25,55,30
3,7:34,5v5,OTT,45,w,61,7,61,ol,ol,ol,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,10,61,3,45,30,,51,22,46,25,62,30
3,6:06,5v5,T.B,6,w,77,17,24,ol,opl,oelc,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,44,90,46,65,30,,17,51,24,6,77,30
3,5:59,5v5,T.B,24,r,17,,,ol,,,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,44,90,46,65,30,,17,51,24,6,77,30
3,5:44,5v5,T.B,6,o,77,24,51,or,or,or,y,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,44,90,46,65,30,,17,51,24,6,77,30
3,3:48,4v5,T.B,51,w,62,,,dl,,,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,7,68,61,90,65,30,,51,24,55,77,30,0
3,3:18,5v4,OTT,46,w,68,65,68,ol,or,ol,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,44,68,90,46,65,30,,17,24,55,77,30,0
3,3:07,5v4,OTT,68,w,65,90,68,or,opl,ol,,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,44,68,90,46,65,30,,17,24,55,77,30,0
3,2:54,5v5,T.B,90,o,17,,,orrl,,,y,,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,27,44,68,46,65,30,,17,90,86,5,6,30
3,2:13,5v5,OTT,25,w,10,3,,nl,dl,,,y,,,,,,1,30,20495,12/20/2015,T.B,OTT,,,,10,27,25,3,45,30,,90,91,86,5,6,30
3,1:20,5v6,T.B,91,w,86,62,,dc,dc,,,y,,y,,,,2,,20495,12/20/2015,T.B,OTT,,,,7,93,61,90,45,46,,90,91,86,5,62,30
3,0:02,5v5,OTT,10,w,25,,,oc,,,,y,,,,,,3,30,20495,12/20/2015,T.B,OTT,,,,10,25,59,45,46,30,,91,22,86,62,89,30
1,19:44,5v5,CHI,4,w,19,86,,or,or,,y,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,41,50,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:42,5v5,OTT,6,w,7,68,,nc,nc,,,,,,,,,0,50,20376,12/4/2015,OTT,CHI,30,33,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:36,5v5,OTT,6,w,65,,,ol,,,,y,,,,,,0,50,20376,12/3/2015,OTT,CHI,,,,7,68,6,46,65,41,,15,72,88,7,57,50
1,18:28,5v5,OTT,68,o,7,,,oelc,,,y,y,,y,,,,0,50,20376,12/3/2015,OTT,CHI,,,,7,68,6,46,65,41,,15,72,88,7,57,50
1,18:04,5v5,CHI,16,w,6,32,6,dl,dr,dc,,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,14,15,25,45,46,41,,16,65,53,6,32,50
1,17:56,5v5,CHI,28,t,6,67,,ol,ofp,,y,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,10,15,90,5,74,41,,28,56,67,6,32,50
1,17:28,5v5,OTT,90,w,10,,,nc,,,y,y,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,10,15,90,5,74,41,,28,56,67,6,32,50
1,17:20,5v5,OTT,90,w,74,,,oc,,,,,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,10,15,90,5,74,41,,28,56,67,6,32,50
1,14:46,5v5,OTT,5,w,46,16,,oc,opl,,,,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,10,15,90,5,46,41,,28,56,67,2,4,50
1,14:39,5v5,OTT,46,w,90,10,,opl,oelc,,,,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,10,15,90,5,46,41,,28,56,67,2,4,50
1,13:59,5v5,CHI,57,s,72,88,72,or,nc,dr,,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,15,72,88,7,57,50
1,13:54,5v5,CHI,2,s,15,,,ofp,,,,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,15,72,88,2,4,50
1,12:18,5v4,OTT,6,w,65,68,65,oc,opl,oc,y,y,,y,,,,1,50,20376,12/3/2015,OTT,CHI,,,,7,68,6,61,65,41,,16,67,2,4,50,0
1,11:47,5v5,OTT,44,w,61,,,or,,,,y,,,,,,2,50,20376,12/3/2015,OTT,CHI,,,,27,44,61,2,5,41,,19,81,86,7,57,50
1,11:35,5v5,CHI,81,w,86,,,dsc,,,y,,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,2,5,41,,19,81,86,2,4,50
1,11:03,5v5,CHI,72,w,88,4,,oc,nr,,,y,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,15,72,88,2,4,50
1,9:30,5v5,OTT,14,w,25,,,dc,,,,y,,,,,,2,50,20376,12/3/2015,OTT,CHI,,,,7,14,25,2,45,41,,28,56,67,7,57,50
1,8:45,5v5,OTT,44,o,61,,,orrr,,,y,,,,,,,2,50,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,19,81,86,2,4,50
1,8:04,5v5,CHI,57,b,88,7,,dc,dc,,,,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,5,74,41,,15,72,88,4,57,50
1,8:01,5v5,CHI,4,o,88,,,oc,,,,y,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,5,74,41,,15,72,88,4,57,50
1,7:40,5v5,CHI,4,w,72,2,4,oelc,or,or,y,,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,5,74,41,,15,72,88,2,4,50
1,6:51,5v5,CHI,32,s,72,15,,opr,oelc,,,,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,5,74,41,,15,72,88,2,32,50
1,5:33,5v5,OTT,25,w,15,,,nr,,,y,y,,,,,,2,50,20376,12/3/2015,OTT,CHI,,,,10,15,25,3,65,41,,28,56,67,7,57,50
1,4:37,5v5,CHI,7,w,57,19,,opr,or,,,,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,19,81,86,7,57,50
1,4:17,5v5,CHI,72,w,88,,,nr,,,y,,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,2,65,41,,15,72,88,2,4,50
1,1:31,5v5,CHI,4,w,81,2,19,oc,oc,opl,,y,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,7,10,61,2,65,41,,19,81,86,2,4,50
1,1:04,5v5,CHI,4,s,72,15,88,oc,nc,dc,,y,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,44,68,6,2,5,41,,15,72,88,2,4,50
2,18:34,5v4,OTT,15,w,68,65,68,ol,oc,ol,y,,,,,,,2,50,20376,12/3/2015,OTT,CHI,,,,15,27,68,90,65,41,,16,67,7,57,50,0
2,18:21,5v4,OTT,68,s,65,15,65,oc,opr,oc,,y,,,,,,2,50,20376,12/3/2015,OTT,CHI,,,,15,27,68,90,65,41,,16,67,7,57,50,0
2,18:16,5v4,OTT,68,s,65,,,oc,,,,,,,,,,2,50,20376,12/3/2015,OTT,CHI,,,,15,27,68,90,65,41,,16,67,7,57,50,0
2,18:06,5v4,OTT,68,s,65,,,oc,,,,y,,,,,,2,50,20376,12/3/2015,OTT,CHI,,,,15,27,68,90,65,41,,16,65,67,7,57,50
2,17:54,5v5,CHI,65,s,7,57,,dsr,dc,,,y,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,15,27,90,3,45,41,,16,65,88,6,32,50
2,17:24,5v3,CHI,72,o,88,7,2,orrc,oc,oc,y,y,,,,,,2,41,20376,12/3/2015,OTT,CHI,,,,44,5,74,41,0,0,,19,72,88,2,7,50
2,16:33,5v3,CHI,88,w,2,72,,oc,opl,,y,y,,y,,,,2,41,20376,12/3/2015,OTT,CHI,,,,27,5,74,41,0,0,,19,72,88,2,7,50
2,15:48,5v4,CHI,7,w,72,88,2,oc,ol,dc,y,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,15,90,3,65,41,0,,15,72,88,2,7,50
2,15:35,5v4,CHI,7,s,2,,,ol,,,,,,,15,,,1,41,20376,12/3/2015,OTT,CHI,,,,15,90,2,3,65,41,,15,72,88,2,7,50
2,15:29,5v4,CHI,7,o,88,72,,opr,oc,,,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,15,90,2,3,65,41,,15,72,88,2,7,50
2,14:38,5v5,CHI,28,w,65,,,or,,,,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,5,46,41,,16,28,65,4,57,50
2,13:24,4v4,CHI,2,w,4,19,2,opr,opc,dc,,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,44,61,3,65,41,0,,19,88,2,4,50,0
2,12:46,4v4,OTT,7,t,68,,,oc,,,y,y,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,7,68,46,65,41,0,,19,88,7,57,50,0
2,12:12,4v4,CHI,15,w,57,72,,nl,nc,,y,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,7,68,5,46,41,0,,15,72,7,57,50,0
2,10:26,5v5,CHI,57,o,28,,,or,,,,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,10,15,90,2,65,41,,16,28,65,32,57,50
2,10:06,5v5,CHI,72,w,15,32,,nc,dc,,y,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,15,72,88,6,32,50
2,9:55,5v5,CHI,6,s,15,,,ol,,,,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,15,72,88,6,32,50
2,9:39,5v5,OTT,44,w,61,3,65,or,nl,dc,,y,,,61,y,,1,50,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,15,72,88,6,32,50
2,9:38,5v5,OTT,27,r,,,,,,,y,y,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,15,72,88,6,32,50
2,9:28,5v5,OTT,44,s,65,44,,opr,opr,,,y,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,15,72,88,6,32,50
2,9:10,5v5,OTT,61,w,27,,,nc,,,y,,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,15,88,86,2,32,50
2,8:03,5v5,CHI,7,s,2,81,2,oc,ol,oell,,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,7,10,15,5,74,41,,19,81,86,2,7,50
2,7:54,5v5,CHI,57,w,7,81,19,oc,opl,ol,,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,7,10,15,5,74,41,,19,81,53,7,57,50
2,7:16,5v5,CHI,67,w,32,,,dc,,,y,y,,,67,y,,1,41,20376,12/3/2015,OTT,CHI,,,,10,44,61,5,74,41,,56,67,53,6,32,50
2,6:01,5v5,CHI,86,w,19,7,57,ol,nc,dc,y,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,2,5,41,,19,81,86,7,57,50
2,5:38,5v5,OTT,5,s,61,,,orrr,,,y,,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,27,44,61,5,46,41,,19,81,86,7,57,50
2,4:33,5v5,OTT,90,t,15,90,,oc,oc,,y,,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,15,25,90,5,74,41,,56,67,53,6,32,50
2,4:10,5v5,CHI,32,s,53,56,,opr,oell,,,,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,15,25,90,5,74,41,,56,67,53,6,32,50
2,3:40,5v5,OTT,68,w,3,,,dl,,,,y,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,19,81,86,2,4,50
2,3:08,5v5,CHI,72,w,88,75,15,opc,opl,oell,y,y,,y,,,,1,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,15,72,88,7,57,50
2,2:48,5v5,CHI,28,w,57,,,ol,,,,,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,10,15,90,2,45,41,,16,28,65,7,57,50
2,1:25,5v5,CHI,81,b,7,,,dsc,,,y,y,1 on 0,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,19,81,86,7,57,50
2,0:47,5v5,CHI,81,w,19,81,86,or,nr,dr,,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,46,65,41,,19,81,86,7,57,50
2,0:06,5v5,CHI,72,w,19,7,2,oelc,or,ol,,,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,5,74,41,,19,72,88,2,7,50
3,19:11,5v5,CHI,72,w,88,,,nr,,,y,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,15,72,88,2,4,50
3,18:41,5v5,CHI,32,s,6,16,,nc,nf,,,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,10,15,90,45,46,41,,16,28,65,6,32,50
3,18:16,5v5,CHI,65,t,6,11,28,ol,opc,or,y,,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,10,15,90,45,46,41,,16,28,65,6,32,50
3,16:48,5v5,OTT,61,o,44,14,74,or,oelc,ol,y,,,,,,,0,50,20376,12/3/2015,OTT,CHI,,,,14,44,61,65,74,41,,56,67,53,2,4,50
3,16:08,5v4,OTT,65,o,6,65,68,opc,oc,ol,,y,,,61,y,y,0,50,20376,12/3/2015,OTT,CHI,,,,7,68,6,61,65,41,,19,81,7,57,50,0
3,14:26,5v5,OTT,90,t,15,10,,oc,or,,y,y,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,10,15,90,5,46,41,,16,28,53,6,32,50
3,14:02,5v5,OTT,3,w,68,65,,oc,or,,,y,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,16,28,53,6,32,50
3,13:35,5v5,OTT,7,w,6,,,oc,,,,y,,,,,,1,50,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,15,72,88,6,32,50
3,11:42,5v4,CHI,88,w,2,7,72,oc,ol,oell,,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,15,61,2,5,41,0,,15,72,88,2,7,50
3,10:59,5v5,CHI,81,b,57,19,32,oc,dc,dc,,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,19,65,81,4,57,50
3,9:03,5v5,CHI,2,s,28,,,opr,,,,y,,,,,,1,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,45,46,41,,28,65,67,2,4,50
3,7:26,5v5,CHI,15,w,88,72,88,oelc,ol,dc,y,y,,y,,,,1,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,2,65,41,,15,72,88,2,4,50
3,7:09,5v5,CHI,16,w,28,,,ol,,,,,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,5,74,41,,16,28,65,2,4,50
3,6:54,5v5,OTT,68,w,24,,,dsc,,,y,y,,,,,,0,50,20376,12/3/2015,OTT,CHI,,,,44,68,61,5,74,41,,16,28,65,4,57,50
3,6:23,5v5,CHI,19,w,86,57,7,nl,dc,dr,y,,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,3,65,41,,19,81,86,7,57,50
3,5:23,5v5,CHI,7,w,88,2,,nc,nc,,,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,2,5,41,,15,72,88,2,7,50
3,5:09,5v5,OTT,68,o,65,68,7,oc,oc,of,,y,,,6,y,,0,50,20376,12/3/2015,OTT,CHI,,,,7,68,6,3,65,41,,16,28,65,2,4,50
3,4:43,5v5,CHI,16,w,28,2,,nr,dr,,,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,27,61,3,65,41,,16,28,65,2,4,50
3,4:06,5v5,CHI,57,o,81,,,opc,,,,,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,27,44,61,45,74,41,,19,81,86,7,57,50
3,3:51,5v5,OTT,2,w,44,,,oelc,,,y,y,,,,,,0,50,20376,12/3/2015,OTT,CHI,,,,27,44,6,2,5,41,,19,88,86,7,57,50
3,3:24,5v5,CHI,4,w,15,,,oelc,,,,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,2,5,41,,15,72,88,2,4,50
3,3:18,5v5,CHI,88,o,72,15,,orrc,oc,,y,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,2,5,41,,15,72,88,2,4,50
3,2:54,5v5,CHI,4,w,72,88,15,opl,oell,ol,,,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,2,5,41,,15,72,88,2,4,50
3,2:47,5v5,CHI,2,s,15,,,opr,,,,,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,6,2,5,41,,15,72,88,2,4,50
3,0:11,5v5,CHI,81,w,19,,,ol,,,y,y,,,,,,0,41,20376,12/3/2015,OTT,CHI,,,,7,68,61,2,65,41,,19,81,86,2,4,50
3,0:01,5v5,OTT,68,w,65,,,oc,,,y,,,,,,,0,50,20376,12/3/2015,OTT,CHI,,,,7,68,61,2,65,41,,19,81,86,2,4,50
