Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Panthers,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,18:27,5v5,FLA,73,w,63,,,oelrrc,,,y,y,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,23,63,73,6,7,1,,29,62,26,2,47,31
3,18:14,5v5,FLA,73,o,23,7,,orrl,ol,,y,y,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,23,63,73,6,7,1,,29,62,26,2,47,31
3,17:33,5v4,ANA,17,o,45,4,,oc,opr,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,63,36,33,44,1,0,,17,10,26,4,45,31
3,17:24,5v4,ANA,4,w,45,,,oc,,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,63,36,33,44,1,0,,17,10,26,4,45,31
3,17:08,5v4,ANA,4,o,45,,,oc,,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,63,36,33,44,1,0,,17,10,26,4,45,31
3,16:17,5v4,ANA,45,s,17,,,opr,,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,18,6,7,1,0,,17,25,10,45,47,31
3,15:44,5v5,ANA,22,s,29,,,oc,,,y,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,11,27,33,44,51,1,,22,29,19,2,4,31
3,14:45,5v5,ANA,33,w,45,3,,dc,dl,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,21,18,36,5,51,1,,7,17,33,3,45,31
3,12:26,5v5,ANA,45,w,62,19,29,or,or,or,y,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,29,62,19,2,45,31
3,12:05,5v5,ANA,62,w,29,,,oell,,,y,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,11,17,27,33,44,1,,29,62,19,3,45,31
3,10:31,5v5,FLA,21,b,6,7,,dc,dl,,,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,21,23,18,6,7,1,,7,17,43,4,47,31
3,8:16,5v5,ANA,5,s,62,,,oelpc,,,,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,42,28,33,44,1,,29,62,19,4,5,31
3,7:21,5v5,FLA,21,s,11,68,,or,opr,,,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,11,21,68,5,51,1,,17,10,43,2,47,31
3,5:36,5v5,FLA,63,w,73,,,or,,,y,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,23,63,73,33,44,1,,29,62,19,4,5,31
3,3:45,5v4,ANA,4,s,45,29,,or,oelpr,,,y,,,29,y,,-1,1,20184,11/4/2015,ANA,FLA,,,,63,36,33,44,1,0,,22,29,19,4,45,31
3,3:07,5v4,ANA,45,o,17,45,,opr,nr,,,y,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,17,18,33,44,1,0,,17,10,33,4,45,31
3,1:58,5v5,FLA,27,w,68,11,27,oc,oc,nr,y,,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:30,5v5,FLA,11,w,51,11,68,oc,opr,ol,y,y,,,,,,-1,31,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,7,22,29,2,47,31
3,0:57,6v5,ANA,33,w,17,4,,ol,ol,,y,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,7,17,10,33,4,45
3,0:49,6v5,ANA,7,t,45,4,,ol,or,,y,,,,,,,-1,1,20184,11/4/2015,ANA,FLA,,,,11,27,68,5,51,1,,7,17,10,33,4,45
3,0:08,6v4,ANA,17,o,47,,,opr,,,,y,,,10,y,y,-1,1,20184,11/4/2015,ANA,FLA,,,,63,36,33,44,1,0,,17,22,10,33,4,47
4,3:11,3v3,ANA,10,w,45,,,opr,,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,18,36,0,0,51,1,,22,10,0,0,45,31
4,2:58,3v3,FLA,18,o,36,,,orrc,,,y,y,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,18,36,0,0,51,1,,22,10,0,0,47,31
4,2:34,3v3,FLA,44,o,68,,,oc,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,21,68,0,0,44,1,,7,17,0,0,4,31
4,2:18,3v3,FLA,21,a,68,,,oc,,,,,,,,,,0,31,20184,11/4/2015,ANA,FLA,,,,21,68,0,0,5,1,,17,33,0,0,4,31
4,0:04,3v3,ANA,17,w,4,7,,opl,or,,,,,,,,,0,1,20184,11/4/2015,ANA,FLA,,,,68,36,0,0,5,1,,7,17,0,0,4,31
1,19:18,5v5,S.J,8,w,19,,,,,,y,y,,,27,y,,0,35,20193,11/5/2015,S.J,FLA,32,35,,21,18,36,33,44,35,,8,19,27,7,88,32
1,18:45,5v5,FLA,6,o,21,36,,opr,or,,,y,,,,,,0,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,6,7,35,,8,19,27,7,88,32
1,17:44,5v5,FLA,44,w,17,,,of,,,,,,,,,,0,32,20193,11/5/2015,S.J,FLA,,,,17,22,28,33,44,35,,50,57,82,4,80,32
1,15:20,5v5,S.J,88,w,57,50,,opr,ol,,,,,,,,,0,35,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,51,35,,50,57,82,7,88,32
1,13:07,5v5,FLA,5,o,51,17,,or,of,,,,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:39,5v5,FLA,28,w,51,5,,dsc,dr,,,y,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,17,23,28,5,51,35,,12,48,42,4,80,32
1,12:16,5v5,FLA,21,b,18,,,or,,,y,y,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,51,35,,12,48,42,4,80,32
1,11:27,5v5,S.J,61,w,57,,,opr,,,,y,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,21,42,73,33,44,35,,50,57,82,44,61,32
1,11:22,5v5,S.J,57,o,82,,,or,,,y,y,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,23,42,73,33,44,35,,50,57,82,44,61,32
1,10:41,5v5,S.J,8,o,19,27,,or,or,,y,y,,,27,y,y,1,35,20193,11/5/2015,S.J,FLA,,,,23,42,68,6,7,35,,8,19,27,7,88,32
1,10:15,5v5,FLA,44,w,27,68,11,opl,oc,nl,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,27,68,6,7,35,,12,48,42,44,61,32
1,9:21,5v5,FLA,18,w,21,36,,nl,dl,,y,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,51,35,,38,11,83,7,88,32
1,9:10,5v5,FLA,51,s,5,21,,or,opr,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,51,35,,38,11,83,7,88,32
1,8:33,5v5,FLA,42,w,23,5,35,ol,dr,,,y,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,23,42,73,5,51,35,,50,57,82,4,80,32
1,8:28,5v5,FLA,7,o,23,42,,opl,ol,,,y,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,23,42,73,7,51,35,,50,57,82,4,80,32
1,6:36,5v5,FLA,27,s,11,27,,nc,nr,,,,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,11,27,68,33,44,35,,12,48,42,7,88,32
1,6:14,5v5,FLA,51,w,5,21,,nr,nf,,,y,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,51,35,,50,57,82,4,61,32
1,5:53,5v5,S.J,57,b,82,4,61,or,dc,dl,y,y,3 on 2,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,51,35,,50,57,82,4,61,32
1,5:39,5v5,S.J,4,s,57,,,opl,,,,y,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,51,35,,50,57,82,4,61,32
1,5:21,5v5,S.J,4,w,38,,,opr,,,,y,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,23,42,73,33,44,35,,38,11,83,4,80,32
1,5:03,5v5,FLA,42,w,23,,,oc,,,,y,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,23,42,73,33,44,35,,38,11,83,4,80,32
1,4:30,5v5,S.J,88,w,19,8,19,oelpc,oelc,ol,,,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,27,22,28,5,51,35,,8,19,27,7,88,32
1,3:53,5v5,FLA,6,o,11,,,opr,,,,y,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,11,27,68,6,7,35,,12,48,42,44,88,32
1,3:25,5v5,S.J,44,w,12,,,opr,,,,,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,21,18,36,6,7,35,,12,48,42,44,61,32
2,18:36,5v5,S.J,48,w,7,48,,opl,ol,,,,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:12,5v5,S.J,57,t,80,4,57,oc,opr,of,y,,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,23,42,73,6,7,35,,50,57,82,4,80,32
2,16:05,5v5,FLA,36,w,51,,,dc,,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,6,51,35,,50,57,82,44,61,32
2,15:34,5v5,FLA,36,w,51,36,7,nc,dl,dc,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,6,51,35,,50,57,82,44,61,32
2,13:47,5v5,S.J,12,o,42,,,oc,,,y,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,12:52,5v5,FLA,28,b,22,,,or,,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,17,22,28,6,7,35,,38,11,83,4,80,32
2,12:29,5v5,FLA,6,w,22,,,opl,,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,17,22,28,6,7,35,,38,11,83,4,80,32
2,11:26,5v5,S.J,8,o,19,8,,opr,or,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,44,35,,8,19,27,44,61,32
2,10:30,5v5,S.J,48,w,12,,,nl,,,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,23,42,73,33,51,35,,12,48,57,7,88,32
2,10:19,5v5,S.J,12,o,50,,,oelc,,,y,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,23,42,73,33,51,35,,12,50,57,7,88,32
2,10:09,5v5,S.J,57,w,12,50,,oelc,or,,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,23,42,73,33,51,35,,12,50,57,7,88,32
2,9:09,5v4,S.J,88,o,19,,,of,,,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,17,18,33,44,35,0,,8,12,19,44,88,32
2,9:01,5v4,S.J,88,o,19,8,19,opr,oc,or,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,17,18,33,44,35,0,,8,12,19,44,88,32
2,8:14,5v4,S.J,12,s,88,,,oelpc,,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,21,18,33,44,35,0,,8,12,19,44,88,32
2,8:10,5v4,S.J,88,w,57,,,of,,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,21,36,6,51,35,0,,48,57,42,80,88,32
2,7:38,5v4,S.J,80,o,88,42,,oc,opr,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,21,36,6,51,35,0,,48,57,42,80,88,32
2,7:21,5v4,S.J,88,w,48,,,opr,,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,21,36,6,51,35,0,,48,57,42,80,88,32
2,7:08,5v5,FLA,7,b,21,36,21,oc,nc,dc,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:55,5v5,FLA,44,w,33,,,nl,,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,27,68,33,44,35,,50,82,83,80,88,32
2,6:38,5v5,S.J,50,w,82,,,ol,,,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,11,27,68,33,44,35,,50,82,83,44,61,32
2,6:30,5v4,FLA,5,o,23,27,,or,of,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,23,27,68,5,35,,8,50,44,61,32,0
2,6:08,5v4,FLA,11,a,68,11,27,or,oelc,ol,y,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,23,27,68,5,35,,8,50,44,61,32,0
2,5:54,5v4,FLA,73,o,51,36,,orrc,of,,y,y,,y,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,73,18,36,51,35,,57,83,7,88,32,0
2,5:07,5v5,S.J,88,w,12,,,opr,oelr,,,,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,3:51,5v5,S.J,50,o,82,57,4,ol,nc,dc,,,3 on 2,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,11,27,68,6,7,35,,50,57,82,44,88,32
2,3:34,5v5,FLA,68,w,11,7,6,nr,dl,dc,y,,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,11,27,68,6,7,35,,48,42,82,44,88,32
2,2:44,5v5,S.J,19,w,8,19,,oc,nl,,y,,,,,,,1,35,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,1:42,5v5,FLA,27,w,6,,,dc,,,,y,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,11,27,68,6,44,35,,50,57,82,44,61,32
2,1:27,5v5,FLA,7,w,27,11,,opl,ol,,,,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,11,27,68,6,7,35,,50,57,82,44,61,32
2,1:19,5v5,FLA,7,w,11,,,opr,,,,,,,,,,1,32,20193,11/5/2015,S.J,FLA,,,,11,27,68,6,7,35,,50,57,82,44,61,32
2,1:00,5v5,S.J,44,o,82,44,82,orrr,nc,nr,y,y,3 on 1,y,,,,1,35,20193,11/5/2015,S.J,FLA,,,,11,27,68,6,7,35,,8,50,82,44,61,32
3,18:06,5v4,FLA,73,o,21,51,,oc,dc,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,73,18,36,51,35,,8,50,44,61,32,0
3,17:41,5v4,FLA,51,o,36,,,opc,,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,73,18,36,51,35,,12,42,44,61,32,0
3,16:48,5v4,FLA,5,w,68,,,nc,,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,23,27,68,5,35,,12,42,7,88,32,0
3,16:42,5v4,FLA,5,s,23,27,23,opc,ol,opl,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,23,27,68,5,35,,12,42,7,88,32,0
3,16:07,6v5,S.J,8,o,61,4,,ol,or,,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,15:18,5v4,S.J,88,o,19,12,44,opr,oc,nl,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,17,18,33,44,35,0,,8,12,19,44,88,32
3,15:14,5v4,S.J,88,o,19,12,,opr,oelc,,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,17,18,33,44,35,0,,8,12,19,44,88,32
3,14:28,5v4,S.J,57,w,42,48,57,oelc,ol,ol,y,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,21,36,6,7,35,0,,48,57,42,61,80,32
3,13:48,5v5,S.J,27,o,19,88,,or,nr,,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,23,73,5,33,44,35,,19,27,42,7,88,32
3,13:28,5v5,S.J,88,w,19,,,oelpc,,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,12:34,5v5,S.J,82,w,57,,,nc,,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,11,27,68,7,51,35,,50,57,82,44,61,32
3,12:25,5v5,S.J,44,w,57,,,oelpr,,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,11,27,68,7,51,35,,50,57,82,44,61,32
3,12:04,5v5,S.J,61,o,82,,,opr,,,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,11,17,22,5,6,35,,19,57,82,44,61,32
3,10:44,5v5,FLA,33,o,21,36,,opl,nc,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,33,44,35,,38,11,83,7,61,32
3,10:33,5v5,FLA,33,w,36,18,,oelr,opr,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,18,36,33,44,35,,38,11,83,7,61,32
3,10:11,5v5,FLA,73,w,21,51,,oc,nc,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,73,36,5,51,35,,48,42,11,7,61,32
3,10:04,5v5,FLA,51,w,73,,,of,,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,23,42,73,5,51,35,,50,57,82,7,88,32
3,9:34,5v5,FLA,5,w,23,51,,opr,dc,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,23,42,73,5,51,35,,50,57,82,7,88,32
3,9:00,5v5,S.J,44,w,61,48,,or ,opr,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,11,27,73,33,44,35,,12,48,42,44,61,32
3,8:43,5v5,S.J,48,w,42,44,,,,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,11,27,68,33,44,35,,8,12,48,44,61,32
3,8:02,5v5,S.J,44,w,61,8,27,or,opr,oelr,,y,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,11,27,68,33,44,35,,8,19,27,44,61,32
3,7:42,5v5,FLA,7,w,17,,,opr,,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,7:20,5v4,FLA,73,o,51,18,51,orrc,opl,oc,y,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,73,18,36,51,35,,8,50,44,61,32,0
3,7:11,5v4,FLA,18,w,73,51,36,orrc,ol,opc,y,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,21,73,18,36,51,35,,8,50,44,61,32,0
3,5:54,5v4,FLA,5,w,68,,,oc,,,y,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,23,27,68,5,35,,57,83,44,61,32,0
3,5:19,5v5,S.J,88,w,8,27,,opl,oc,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,17,27,28,5,7,35,,8,19,27,7,88,32
3,3:56,5v5,FLA,18,s,21,,,opl,,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,3:29,5v5,S.J,8,t,19,8,,oc,ol,,y,y,3 on 2,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,23,42,73,5,51,35,,8,19,27,4,88,32
3,3:13,5v5,FLA,51,w,73,23,,or,opr,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,23,42,73,5,51,35,,8,19,27,4,88,32
3,2:43,6v5,FLA,5,o,11,,,oelc,,,,y,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,17,23,27,5,51,,50,57,83,44,61,32
3,2:34,6v5,FLA,5,o,11,,,oelc,,,y,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,17,23,27,5,51,,50,57,83,44,61,32
3,2:26,6v5,FLA,27,s,5,51,,or,ol,,,,,,,,,2,32,20193,11/5/2015,S.J,FLA,,,,11,17,23,27,5,51,,50,57,83,44,61,32
3,2:07,5v5,S.J,88,w,48,,,oelpc,,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:53,5v5,S.J,88,w,7,42,,ol,opl,,,,,,,,,2,35,20193,11/5/2015,S.J,FLA,,,,21,18,36,5,7,35,,12,48,42,7,88,32
3,0:39,5v5,S.J,4,o,38,83,,oelpc,or,,,y,,,,,,3,35,20193,11/5/2015,S.J,FLA,,,,17,22,28,6,7,35,,38,11,83,4,80,32
3,0:29,5v5,FLA,28,w,22,6,,nr,dr,,,y,,,,,,3,32,20193,11/5/2015,S.J,FLA,,,,27,22,28,5,51,35,,38,57,11,4,80,32
3,0:18,5v5,FLA,27,w,51,,,oc,,,,,,,,,,3,32,20193,11/5/2015,S.J,FLA,,,,11,27,22,5,51,35,,38,57,11,4,80,32
3,0:13,5v5,FLA,5,w,22,,,ol,,,,y,,,,,,3,32,20193,11/5/2015,S.J,FLA,,,,11,27,22,5,51,35,,38,57,11,4,80,32
3,0:02,5v5,FLA,51,o,27,11,,opl,ol,,,,,,,,,3,32,20193,11/5/2015,S.J,FLA,,,,11,27,22,5,51,35,,38,57,11,4,80,32
1,19:00,5v5,CGY,24,w,27,,,dsc,,,,,,,,,,0,1,20222,11/10/2015,FLA,CGY,1,31,,21,18,36,33,44,1,,23,24,13,4,27,31
1,16:52,4v5,CGY,11,o,67,,,oc,,,y,,,,,,,0,1,20222,11/10/2015,FLA,CGY,35,37,,11,27,63,68,5,1,,11,67,4,6,31,0
1,16:32,5v4,FLA,11,w,68,63,11,oelc,oc,or,,y,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,11,27,63,68,5,1,,11,67,4,6,31,0
1,14:45,5v4,FLA,36,w,51,,,nc,,,,y,,,21,y,y,0,31,20222,11/10/2015,FLA,CGY,,,,21,73,18,36,51,1,,18,79,5,7,31,0
1,12:06,5v5,CGY,29,w,57,12,,opl,ol,,,y,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,42,63,28,6,7,1,,57,13,79,4,27,31
1,8:43,5v5,CGY,11,w,67,,,or,,,,,,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,11,27,68,33,44,1,,11,93,67,5,7,31
1,8:34,5v5,CGY,67,o,11,,,oc,,,y,,,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,11,27,68,33,44,1,,11,93,67,5,7,31
1,8:12,5v5,FLA,44,s,68,11,68,opr,or,or,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,11,27,68,33,44,1,,11,93,67,5,7,31
1,7:38,5v5,FLA,5,o,36,,,oc,,,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,21,18,36,5,51,1,,8,18,19,4,27,31
1,6:57,5v5,CGY,6,w,23,,,oc,,,,y,4 on 3,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,23,63,73,5,7,1,,23,24,13,6,29,31
1,6:48,5v5,FLA,23,w,73,,,nc,,,y,y,2 on 1,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,23,63,73,6,7,1,,23,24,13,6,29,31
