Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Penguins,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
4,2:28,3v3,CHI,88,b,7,,,dsc,,,y,y,,,,,,0,29,20592,1/5/2016,PIT,CHI,,,,71,81,0,0,6,29,,65,88,0,0,7,50
4,2:07,3v3,PIT,58,w,81,71,,orrc,oc,,y,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,71,81,0,0,58,29,,65,88,0,0,2,50
4,1:55,3v3,PIT,81,w,58,81,71,oc,opc,oc,y,y,,,,,,0,50,20592,1/5/2016,PIT,CHI,,,,71,81,0,0,58,29,,65,88,0,0,2,50
4,1:13,3v3,CHI,72,w,88,7,72,oc,oc,oc,y,y,,y,,,,0,29,20592,1/5/2016,PIT,CHI,,,,71,81,0,0,58,29,,72,88,0,0,7,50
1,19:02,5v5,CHI,88,w,72,88,,oell,ol,,,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,33,29,,7,71,81,8,12,29,,15,72,88,7,52,33
1,18:45,5v5,PIT,81,w,7,12,,nc,ol,,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,7,71,81,6,28,29,,72,88,24,32,57,33
1,18:40,5v5,CHI,72,w,88,,,dr,,,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,13,23,72,6,28,29,,72,88,24,32,57,33
1,18:34,5v5,CHI,32,o,88,72,88,or,opr,or,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,13,23,72,6,28,29,,11,88,24,32,57,33
1,17:52,5v5,PIT,6,w,13,23,,oelr,oelc,,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,17:23,5v5,CHI,86,w,11,,,or,,,y,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,11,16,61,6,58,29,,11,70,86,7,52,33
1,17:13,5v5,CHI,28,w,70,,,of,,,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,11,16,61,3,58,29,,28,70,29,7,52,33
1,16:59,5v5,CHI,52,s,7,,,nc,,,,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,7,71,81,3,58,29,,28,70,29,32,52,33
1,16:09,5v5,CHI,81,w,65,,,oc,,,,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,8,12,29,,19,65,81,2,4,33
1,16:05,5v5,CHI,65,b,19,81,,oc,oc,,y,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,8,12,29,,19,65,81,2,4,33
1,14:46,5v5,CHI,2,s,88,2,,oc,ol,,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,11,16,61,6,8,29,,15,72,88,2,4,33
1,14:04,5v5,PIT,28,w,71,,,of,,,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,7,71,81,12,28,29,,28,70,29,7,52,33
1,13:25,5v5,PIT,81,w,71,,,nl,,,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,7,71,81,3,58,29,,11,24,86,32,57,33
1,11:05,5v5,PIT,72,b,3,,,dl,,,,y,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,13,23,72,3,58,29,,11,24,86,32,57,33
1,9:51,5v5,CHI,65,w,19,2,81,dsl,dr,dl,y,y,1 on 0,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,8,12,29,,19,65,81,2,4,33
1,9:34,5v5,CHI,19,w,81,65,,oelr,or,,,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,8,12,29,,19,65,81,2,4,33
1,9:14,5v5,CHI,11,w,24,2,,nc,dc,,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,13,23,72,6,28,29,,11,24,86,7,52,33
1,7:54,5v5,CHI,2,w,81,4,2,oc,or,ol,,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,3,58,29,,19,65,81,2,4,33
1,5:45,5v5,CHI,7,o,81,,,oc,,,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,13,23,81,6,58,29,,19,65,81,7,52,33
1,4:54,5v5,CHI,72,w,88,15,,oelc,ol,,,,,,15,,,0,29,20597,1/6/2016,CHI,PIT,,,,23,87,57,3,58,29,,15,72,88,2,4,33
1,4:16,5v5,CHI,2,w,88,2,72,opr,oc,ol,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,23,87,57,3,58,29,,15,72,88,2,4,33
1,4:02,5v5,CHI,72,w,88,,,or,,,y,y,,y,,,,0,29,20597,1/6/2016,CHI,PIT,,,,23,87,57,3,58,29,,15,72,88,2,32,33
1,3:08,5v5,CHI,70,w,32,57,11,nr,dc,dl,,y,,,28,y,,1,29,20597,1/6/2016,CHI,PIT,,,,11,16,61,6,28,29,,28,70,29,7,52,33
1,2:56,5v5,CHI,19,w,81,2,4,ol,ol,oc,y,y,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,6,8,29,,19,65,81,2,4,33
1,2:48,5v5,CHI,7,s,52,28,29,oc,opl,oc,,,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,7,11,16,6,8,29,,28,70,29,7,52,33
1,0:11,5v5,CHI,65,t,4,2,81,or,ol,opc,y,y,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,8,12,29,,19,65,81,2,4,33
2,19:18,5v5,CHI,72,w,15,7,,oc,dr,,y,y,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,7,11,16,8,12,29,,15,72,88,7,52,33
2,17:06,5v5,PIT,57,w,87,,,or,,,y,,,,87,,,1,33,20597,1/6/2016,CHI,PIT,,,,87,14,57,3,58,29,,19,65,81,32,57,33
2,16:53,5v5,PIT,16,s,87,3,,oelc,ol,,,y,,,,,,1,33,20597,1/6/2016,CHI,PIT,,,,16,87,14,57,3,29,,19,65,81,32,57,33
2,16:26,5v5,CHI,15,b,88,2,4,orrr,nl,dc,y,,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,16:11,5v5,CHI,2,s,72,2,,ol,oc,,,y,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,71,81,72,6,8,29,,15,72,88,2,4,33
2,15:22,5v5,CHI,70,w,28,29,52,oc,nl,dl,y,y,2 on 1,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,7,11,16,28,58,29,,28,70,29,7,52,33
2,15:13,5v4,CHI,88,w,2,15,,oc,ofp,,y,,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,13,87,3,58,29,0,,15,72,88,2,7,33
2,14:33,5v4,CHI,88,w,7,72,15,oc,opl,oelc,y,y,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,11,13,3,58,29,0,,15,72,88,2,7,33
2,12:59,5v4,PIT,87,b,71,,,dc,,,y,y,,,,,,1,33,20597,1/6/2016,CHI,PIT,,,,71,81,87,72,58,29,,11,15,2,4,33,0
2,12:27,5v4,PIT,71,o,81,71,58,opl,ol,oc,,y,,y,,,,1,33,20597,1/6/2016,CHI,PIT,,,,71,81,87,72,58,29,,81,86,2,4,33,0
2,12:02,5v5,PIT,7,w,16,8,12,ol,dc,dr,,y,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,7,11,16,8,12,29,,28,70,29,7,52,33
2,11:54,5v5,PIT,12,o,16,7,,or,oelc,,,y,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,7,11,16,8,12,29,,28,70,29,7,52,33
2,11:47,5v5,PIT,12,w,7,,,oelpc,,,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,7,11,16,8,12,29,,28,70,29,7,52,33
2,11:15,5v5,PIT,57,w,87,,,nl,,,,y,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,87,14,57,3,58,29,,19,65,81,2,4,33
2,9:03,5v4,CHI,7,o,88,7,72,opr,ol,opl,,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,7,16,3,58,29,0,,15,72,88,2,7,33
2,8:43,5v4,CHI,88,w,7,,,dsc,,,y,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,7:56,5v4,CHI,88,w,52,19,,ol,ofp,,y,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,7,16,3,58,29,0,,19,81,88,86,52,33
2,5:50,5v5,CHI,88,o,72,88,15,opl,or,or,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,71,81,72,3,58,29,,15,72,88,32,57,33
2,5:34,5v5,CHI,88,w,72,88,,or,or,,y,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,71,81,72,3,58,29,,19,72,88,32,57,33
2,5:28,5v5,CHI,57,o,15,,,oc,,,y,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,71,81,72,3,58,29,,19,72,88,32,57,33
2,5:23,5v5,CHI,7,s,52,19,,ol,ofp,,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,7,11,16,8,12,29,,19,65,81,7,52,33
2,4:13,5v5,PIT,57,t,58,87,58,oc,opr,dc,,y,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,87,14,57,3,58,29,,19,65,81,2,4,33
2,1:26,5v4,CHI,88,b,72,52,,nc,dc,,,,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,7,16,3,58,29,0,,15,72,88,2,4,33
2,0:48,5v5,PIT,72,w,71,,,nr,,,,y,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,71,81,72,6,8,29,,11,24,86,2,4,33
2,0:01,5v5,CHI,7,s,19,81,,oell,ol,,,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,6,8,29,,19,65,81,7,32,33
3,19:22,5v5,CHI,81,w,15,,,nc,,,,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,8,12,29,,15,65,81,2,7,33
3,19:09,5v5,PIT,7,w,11,8,,oc,dc,,y,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,7,11,16,6,8,29,,15,72,88,7,52,33
3,18:00,5v5,PIT,71,w,81,,,or,,,y,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,71,81,72,3,58,29,,15,72,88,32,57,33
3,17:29,5v5,CHI,19,t,65,4,19,orrr,oc,dl,y,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,87,14,57,8,12,29,,19,65,81,2,4,33
3,17:19,5v5,PIT,87,w,8,,,nl,,,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,87,14,57,8,12,29,,19,65,81,2,4,33
3,17:02,5v5,CHI,28,t,52,19,,ol,opl,,y,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,13,14,57,8,12,29,,19,28,65,7,52,33
3,15:41,5v5,PIT,58,w,3,81,72,ol,opc,or,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,71,81,72,3,58,29,,11,24,86,32,57,33
3,13:42,5v4,PIT,6,w,13,,,opr,,,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,13,14,57,3,6,29,,11,15,7,57,33,0
3,12:27,5v5,PIT,7,w,8,16,,opl,nr,,,,,,,,,0,33,20597,1/6/2016,CHI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,11:14,5v5,CHI,81,o,65,52,,oelrrc,dsc,,y,y,,,,,,0,29,20597,1/6/2016,CHI,PIT,,,,71,81,72,3,6,29,,19,65,81,7,52,33
3,10:38,5v5,CHI,11,w,86,,,oelc,,,,y,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,71,81,72,6,8,29,,11,24,86,32,57,33
3,10:25,5v5,CHI,11,w,57,32,,dsl,dr,,,,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,71,81,14,6,8,29,,11,24,86,32,57,33
3,10:05,5v5,PIT,58,b,57,,,nc,,,,y,,,,,,1,33,20597,1/6/2016,CHI,PIT,,,,87,14,57,3,58,29,,19,65,81,2,4,33
3,8:59,5v4,PIT,87,w,58,87,81,oc,ol,oelc,y,,,,,,,1,33,20597,1/6/2016,CHI,PIT,,,,71,81,87,72,58,29,,19,81,4,32,33,0
3,8:31,5v4,PIT,58,o,71,58,81,opr,oc,opc,,y,,,,,,1,33,20597,1/6/2016,CHI,PIT,,,,71,81,87,72,58,29,,11,15,7,57,33,0
3,7:23,5v5,PIT,11,o,13,12,13,oelc,or,oelc,y,,,,,,,1,33,20597,1/6/2016,CHI,PIT,,,,11,13,16,8,12,29,,11,15,72,7,57,33
3,6:14,5v5,PIT,81,b,71,72,71,oelc,oc,or,y,y,,,81,,,1,33,20597,1/6/2016,CHI,PIT,,,,71,81,72,3,58,29,,19,65,81,7,52,33
3,5:29,5v5,PIT,87,t,14,87,6,ol,oc,dl,y,,,,,,,1,33,20597,1/6/2016,CHI,PIT,,,,87,14,57,6,28,29,,11,24,86,2,4,33
3,3:08,5v5,CHI,11,t,32,57,32,or,oc,or,y,,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,7,13,16,3,58,29,,11,19,81,32,57,33
3,2:16,5v5,CHI,72,o,15,88,72,oc,or,nc,,y,,,,,,1,29,20597,1/6/2016,CHI,PIT,,,,71,72,57,6,58,29,,15,72,88,7,57,33
3,0:19,5v4,PIT,87,w,71,81,6,oc,nc,nl,,y,,,,,,2,33,20597,1/6/2016,CHI,PIT,,,,71,81,87,72,6,0,,15,72,2,4,33,0
3,0:14,4v4,CHI,72,w,4,,,dc,,,,,,,,,,2,29,20597,1/6/2016,CHI,PIT,,,,71,81,87,72,6,0,,15,72,2,4,33,0
