Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Habs,F,F,F,D,D,G/Extra Attacker,Leafs,F,F,F,D,D,G/Extra Attacker
3,4:08,5v5,BOS,48,s,36,47,39,opc,oc,opl,,,,,,,,-2,31,20018,10/10/2015,BOS,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,3:26,5v5,BOS,21,s,46,,,nc,,,,y,,,,,,-2,31,20018,10/10/2015,BOS,MTL,,,,27,81,13,26,74,31,,46,88,21,52,54,40
3,2:11,5v5,MTL,51,t,22,51,15,orrr,or,or,y,,,,,,,-2,40,20018,10/10/2015,BOS,MTL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:43,6v5,BOS,39,o,46,,,ofp,,,,,,,,,,-2,31,20018,10/10/2015,BOS,MTL,,,,14,11,67,76,79,31,,46,14,88,21,39,47
3,0:57,5v6,MTL,67,w,14,11,,nc,dr,,,,,,,,,-2,,20018,10/10/2015,BOS,MTL,,,,14,11,67,26,74,31,,46,11,14,88,39,52
3,0:31,6v4,BOS,37,o,88,47,46,orrc,orrl,opr,y,y,,y,,,,-3,31,20018,10/10/2015,BOS,MTL,,,,81,22,26,74,31,0,,37,46,88,21,47,40
3,0:13,6v4,BOS,47,w,46,,,dc,,,,,,,,,,-2,31,20018,10/10/2015,BOS,MTL,,,,32,21,76,79,31,0,,37,46,88,21,47,40
1,17:38,5v5,MTL,77,s,28,22,,opc,opl,,,,,,,,,0,34,20065,10/17/2015,MTL,DET,31,34,,51,22,15,28,77,31,,17,21,41,52,55,34
1,17:27,5v5,MTL,15,s,28,,,ol,,,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,21,15,76,79,31,,17,21,41,52,55,34
1,16:16,5v4,MTL,13,w,76,79,13,ol,oc,opr,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,27,51,13,76,79,31,,41,8,52,55,34,0
1,16:04,5v4,MTL,27,w,13,51,76,oc,oelc,ol,y,y,,,27,y,,0,34,20065,10/17/2015,MTL,DET,,,,27,51,13,76,79,31,,41,8,52,55,34,0
1,14:51,5v4,MTL,26,w,14,28,,ol,ol,,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,26,28,31,,18,41,43,52,55,34
1,14:15,5v5,DET,40,w,25,,,oc,,,y,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,17,32,21,26,28,31,,71,8,40,4,25,34
1,13:12,5v4,DET,17,w,25,15,,oc,opl,,,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,17,15,26,74,31,0,,15,17,21,56,25,34
1,13:05,4v5,MTL,17,t,15,17,15,oc,oc,nl,y,,2 on 1,,,,,0,34,20065,10/17/2015,MTL,DET,,,,17,15,26,74,31,0,,15,17,21,56,25,34
1,11:37,5v4,DET,25,w,21,15,,opc,or,,,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,32,81,26,74,31,0,,15,17,21,56,25,34
1,11:24,5v4,DET,15,t,17,,,or,,,y,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,17,21,26,74,31,0,,15,17,21,56,25,34
1,11:11,5v5,DET,21,w,15,,,oc,,,y,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,17,13,21,26,74,31,,15,17,21,56,25,34
1,10:36,5v5,MTL,81,w,27,,,nr,,,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,27,81,13,28,77,31,,18,43,20,27,65,34
1,10:24,5v4,MTL,79,o,76,17,,ol,of,,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,41,20,52,55,34,0
1,9:54,5v4,MTL,76,o,79,76,67,opr,oc,opl,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,41,20,52,55,34,0
1,9:13,5v4,MTL,14,o,76,14,67,oc,or,opl,,y,,,79,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,41,20,52,55,34,0
1,9:03,5v4,MTL,14,o,76,,,oc,,,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,41,20,52,55,34,0
1,8:15,5v5,DET,14,o,40,,,or,,,y,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,8:01,5v5,DET,14,w,71,40,,oelc,oelc,,y,y,,,71,y,,0,31,20065,10/17/2015,MTL,DET,,,,27,13,15,26,28,31,,14,71,40,4,25,34
1,7:24,5v5,DET,71,t,14,40,4,oc,dsc,dc,y,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,81,22,15,74,77,31,,14,71,40,25,55,34
1,4:30,5v5,MTL,28,w,32,,,opc,,,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,17,32,13,28,77,31,,15,43,56,25,55,34
1,4:04,5v5,DET,20,w,19,,,oelr,,,y,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,14,11,67,28,77,31,,18,43,20,4,27,34
1,2:24,5v5,MTL,13,t,81,27,,ol,oc,,y,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,27,81,13,76,79,31,,21,41,40,25,65,34
1,2:02,5v5,MTL,67,o,14,11,,orrr,nr,,y,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,1:40,5v5,MTL,74,w,67,,,oelc,,,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,26,74,31,,71,8,40,52,55,34
1,0:58,5v5,MTL,79,w,15,22,76,orrr,nsr,dr,y,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,76,79,31,,14,15,56,4,27,34
2,19:35,5v5,DET,14,w,15,25,,nc,dr,,,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,27,81,13,76,79,31,,14,15,56,25,65,34
2,19:15,5v5,DET,40,o,71,,,ol,,,y,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,14,11,67,26,74,31,,71,8,40,52,55,34
2,19:12,5v5,DET,52,w,71,,,orrl,,,,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,14,11,67,26,74,31,,71,8,40,52,55,34
2,18:51,5v5,MTL,74,w,14,67,,opc,opc,,y,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:36,5v5,MTL,22,o,51,22,,oelc,oelr,,y,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,28,77,31,,17,21,41,4,27,34
2,16:43,5v5,DET,56,w,14,,,ol,,,,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,27,81,13,26,74,31,,14,15,56,52,55,34
2,15:33,5v5,MTL,67,w,79,67,,orrc,dr,,y,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,71,8,40,27,65,34
2,14:14,5v5,MTL,22,t,74,15,,orrc,opc,,y,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,13:42,5v5,DET,20,w,52,55,,dc,dl,,,,,,,,,-1,31,20065,10/17/2015,MTL,DET,,,,27,13,15,26,74,31,,18,43,20,52,55,34
2,13:21,5v5,MTL,13,w,27,12,26,nr,dr,dc,,,,,,,,-1,34,20065,10/17/2015,MTL,DET,,,,27,81,13,28,77,31,,14,15,56,25,65,34
2,13:11,5v5,DET,65,w,14,,,nsc,,,,y,,,,,,-1,31,20065,10/17/2015,MTL,DET,,,,27,81,13,28,77,31,,14,15,56,25,65,34
2,12:39,5v4,MTL,76,o,79,67,14,or,oc,of,,,,,,,,-1,34,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,41,20,27,65,34,0
2,12:16,5v4,MTL,11,t,14,11,79,orrl,nr,dc,y,y,,y,,,,-1,34,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,41,20,27,65,34,0
2,12:04,5v5,MTL,13,w,27,79,76,nr,dl,dc,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,27,81,13,76,79,31,,17,21,41,52,55,34
2,11:52,5v5,MTL,27,o,81,13,81,oell,oell,oell,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,27,81,13,76,79,31,,17,21,41,52,55,34
2,11:20,5v5,MTL,13,w,27,79,81,ol,dc,nl,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,27,81,13,76,79,31,,21,41,40,52,55,34
2,10:54,5v5,MTL,22,w,74,,,nc,,,y,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,26,74,31,,71,8,40,25,65,34
2,10:45,5v5,MTL,14,o,11,,,orrc,,,y,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,26,74,31,,71,8,40,25,65,34
2,9:59,5v5,MTL,22,w,51,,,ol,,,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,28,77,31,,18,43,20,4,25,34
2,9:52,5v5,MTL,76,o,79,,,opr,,,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,17,32,21,76,79,31,,71,8,40,52,55,34
2,9:46,5v5,DET,71,w,8,,,nr,,,,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,17,32,21,76,79,31,,71,8,40,52,55,34
2,7:38,5v5,MTL,22,w,15,,,or,,,y,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,26,74,31,,14,15,56,52,55,34
2,7:30,5v5,MTL,26,w,74,,,opc,,,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,26,74,31,,14,15,56,52,55,34
2,6:10,5v4,DET,71,o,8,40,,oelc,oelr,,y,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,17,81,76,77,31,0,,21,71,8,40,55,34
2,5:26,5v4,DET,17,s,56,25,,ol,ol,,,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,14,67,26,74,31,0,,14,15,17,56,25,34
2,5:07,5v4,DET,14,t,17,56,,oc,opl,,y,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,14,67,76,79,31,0,,14,15,17,56,25,34
2,4:50,5v5,DET,8,t,27,40,71,oc,opl,ol,y,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,81,22,15,76,79,31,,71,8,40,27,65,34
2,1:44,5v4,DET,25,w,15,14,40,oell,or,nc,y,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,81,15,26,74,31,0,,14,15,71,40,25,34
2,0:18,5v5,DET,27,o,43,21,,opl,ol,,,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,27,51,13,76,79,31,,17,21,41,27,65,34
2,0:07,5v5,DET,20,s,18,,,oelc,,,y,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,17,32,21,74,77,31,,18,43,20,4,25,34
3,19:29,5v5,DET,56,o,25,,,or,,,,y,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,14,15,56,25,65,34
3,19:19,5v5,MTL,67,w,11,14,,nc,dsr,,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,17,11,67,76,79,31,,14,15,56,25,65,34
3,19:03,5v5,MTL,17,t,32,76,79,ol,dsc,dl,y,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,17,32,21,26,74,31,,71,40,56,25,65,34
3,18:51,5v5,MTL,74,s,26,74,17,opr,opl,opl,,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,17,32,21,26,74,31,,71,8,40,25,65,34
3,17:51,5v5,MTL,15,w,28,77,,dsl,dr,,y,y,2 on 1,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,28,77,31,,17,21,43,4,27,34
3,17:33,5v5,MTL,76,o,79,27,,opr,ofp,,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,27,81,13,76,79,31,,18,41,20,25,65,34
3,16:32,5v5,MTL,11,w,67,74,,ol,nc,,y,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,26,74,31,,14,15,56,52,65,34
3,15:17,5v5,DET,4,o,27,40,,opc,opl,,,,,,,,,0,31,20065,10/17/2015,MTL,DET,,,,17,32,21,28,77,31,,71,8,40,4,27,34
3,14:41,5v5,MTL,51,b,79,,,dsr,,,y,y,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,51,22,15,76,79,31,,17,21,43,52,55,34
3,14:37,5v4,MTL,76,o,79,76,14,opr,opc,ofp,,,,,,,,0,34,20065,10/17/2015,MTL,DET,,,,14,11,67,76,79,31,,41,20,27,65,34,0
3,13:28,5v4,MTL,26,s,27,,,opr,,,,y,,y,,,,0,34,20065,10/17/2015,MTL,DET,,,,27,51,13,26,76,31,,41,20,27,55,34,0
3,12:55,5v5,DET,14,w,25,,,dl,,,,,,,,,,1,31,20065,10/17/2015,MTL,DET,,,,17,32,21,74,77,31,,14,15,56,4,25,34
3,11:00,5v5,DET,71,o,56,15,,oelc,oell,,y,,,,,,,1,31,20065,10/17/2015,MTL,DET,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:22,5v5,DET,52,w,55,,,opr,,,,y,,,,,,1,31,20065,10/17/2015,MTL,DET,,,,51,22,15,28,77,31,,18,20,56,52,55,34
3,10:03,5v5,MTL,22,t,77,51,22,or,oc,ol,y,,,,,,,1,34,20065,10/17/2015,MTL,DET,,,,51,22,15,28,77,31,,18,41,20,52,55,34
3,7:36,5v5,MTL,81,w,13,27,,nc,dl,,y,y,,,27,y,,1,34,20065,10/17/2015,MTL,DET,,,,27,81,13,28,77,31,,17,71,56,25,55,34
3,7:19,5v5,MTL,28,w,27,,,opl,,,,y,,,,,,1,34,20065,10/17/2015,MTL,DET,,,,27,81,13,28,77,31,,17,71,56,25,55,34
3,5:45,5v4,MTL,28,o,26,27,,oc,opl,,,y,,,,,,1,34,20065,10/17/2015,MTL,DET,,,,27,51,13,26,28,31,,41,20,27,65,34,0
3,5:07,5v5,MTL,81,w,15,26,,nc,dsc,,,y,,,,,,1,34,20065,10/17/2015,MTL,DET,,,,81,22,15,74,77,31,,8,40,56,52,55,34
3,4:19,5v5,MTL,11,t,14,67,,oc,orrl,,y,y,,,,,,1,34,20065,10/17/2015,MTL,DET,,,,14,11,67,26,74,31,,18,21,43,52,55,34
3,4:15,5v5,MTL,11,a,67,,,oell,,,y,y,,,,,,1,34,20065,10/17/2015,MTL,DET,,,,14,11,67,26,74,31,,18,21,43,52,55,34
3,2:36,5v5,DET,21,w,17,,,nr,,,,y,,,,,,1,31,20065,10/17/2015,MTL,DET,,,,17,32,21,28,77,31,,17,21,43,27,65,34
3,2:04,5v5,MTL,14,t,11,,,orrr,,,y,y,,y,,,,1,34,20065,10/17/2015,MTL,DET,,,,14,11,67,26,74,31,,14,8,40,25,55,34
3,1:45,5v5,MTL,76,o,15,,,opr,,,,y,,,,,,2,34,20065,10/17/2015,MTL,DET,,,,81,22,15,76,79,31,,15,71,56,4,65,34
3,1:05,5v5,MTL,81,w,76,79,,or,opl,,y,y,,,,,,2,34,20065,10/17/2015,MTL,DET,,,,81,22,15,76,79,31,,15,71,56,4,65,34
3,0:46,5v5,DET,56,w,4,,,dr,,,,y,,,,,,2,31,20065,10/17/2015,MTL,DET,,,,17,32,21,76,79,31,,15,71,56,4,65,34
3,0:36,6v5,DET,56,t,25,55,43,or,opl,opl,y,,,,,,,2,31,20065,10/17/2015,MTL,DET,,,,17,32,21,76,79,31,,17,21,40,56,25,55
1,19:48,5v5,NYR,61,o,5,16,,oc,ofp,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,31,30,,14,11,67,76,79,31,,16,36,61,5,27,30
1,19:34,5v5,MTL,14,o,67,14,67,opl,dsl,dl,,,,,,,,0,30,20053,10/15/2015,MTL,NYR,39,32,,14,11,67,76,79,31,,16,36,61,5,27,30
1,18:09,5v5,NYR,10,s,24,,,opr,,,,y,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,27,81,13,28,77,31,,10,24,25,22,93,30
1,17:22,5v5,MTL,51,w,77,28,77,or,ol,or,y,y,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,51,11,13,67,28,77,,16,36,96,5,27,30
1,15:46,4v4,NYR,18,w,8,21,,or,of,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,81,22,26,74,31,0,,20,21,8,18,30,0
1,14:30,5v4,NYR,36,o,93,,,opl,,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,17,15,76,79,31,0,,16,36,61,22,93,30
1,13:56,5v4,NYR,13,t,93,22,,ol,or,,y,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,14,67,26,74,31,0,,10,20,13,22,93,30
1,13:52,5v4,NYR,13,w,10,,,or,,,y,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,14,67,26,74,31,0,,10,20,13,22,93,30
1,13:10,5v5,NYR,96,w,19,28,,dc,df,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,27,81,13,28,77,31,,28,19,96,8,18,30
1,12:37,5v5,NYR,28,w,96,,,oell,,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,17,32,21,28,77,31,,28,19,96,22,93,30
1,12:09,5v5,MTL,22,w,51,32,,nc,dl,,,y,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,51,22,15,76,79,31,,10,24,25,8,18,30
1,11:54,5v5,NYR,18,s,25,,,opr,,,,y,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,51,22,15,76,79,31,,10,24,25,8,18,30
1,11:47,5v5,MTL,67,b,11,14,,dr,df,,y,y,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,26,74,31,,16,36,61,5,27,30
1,11:00,4v4,MTL,79,o,17,76,81,opl,ol,ol,,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,17,81,76,79,31,0,,20,21,8,93,30,0
1,9:51,4v3,MTL,76,o,67,76,67,or,or,oelr,y,y,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,14,67,76,79,31,0,,28,19,27,30,0,0
1,9:44,4v3,MTL,76,o,79,14,67,oc,opr,or,,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,14,67,76,79,31,0,,28,19,27,30,0,0
1,9:21,4v4,MTL,81,w,26,,,dr,,,,y,3 on 2,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,81,15,26,74,31,0,,21,61,27,93,30,0
1,8:33,4v4,MTL,77,w,21,77,,ol,dc,,y,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,32,21,77,79,31,0,,16,61,8,93,30,0
1,7:55,5v4,NYR,93,o,22,20,,ol,opl,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,17,22,77,79,31,0,,16,20,36,22,93,30
1,7:45,5v4,NYR,16,w,93,22,93,or,oc,or,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,17,32,76,77,79,31,,16,20,36,22,93,30
1,7:37,5v5,NYR,93,o,16,,,oc,,,y,,,,20,y,,0,31,20053,10/15/2015,MTL,NYR,,,,17,32,76,77,79,31,,16,20,36,22,93,30
1,7:26,5v5,MTL,27,w,81,,,nc,,,y,y,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,27,81,13,26,28,31,,10,24,25,5,27,30
1,7:06,5v5,MTL,13,s,27,26,28,oc,nc,nc,,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,27,81,13,26,28,31,,10,21,25,8,27,30
1,5:29,5v5,NYR,93,w,22,,,nc,,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,17,21,15,28,77,31,,16,36,61,22,93,30
1,5:22,5v5,NYR,22,o,16,,,oc,,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,17,21,15,28,77,31,,16,36,61,22,93,30
1,4:46,5v5,NYR,13,w,21,,,of,,,,y,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,27,81,13,26,74,31,,20,21,13,5,93,30
1,4:34,5v5,MTL,13,w,81,,,dl,,,,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,27,81,13,26,74,31,,20,21,13,5,93,30
1,2:40,5v5,MTL,11,w,67,,,nl,,,y,y,2 on 1,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,28,19,96,5,18,30
1,2:34,5v5,MTL,11,t,79,,,oc,,,y,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,28,19,96,5,18,30
1,2:21,5v5,NYR,28,b,96,19,,nc,dr,,,y,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,28,19,96,5,18,30
1,1:35,5v5,NYR,16,w,22,36,93,ol,oc,or,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:19,5v5,NYR,24,t,20,93,,oc,dc,,y,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,27,81,13,28,77,31,,20,24,25,8,93,30
2,17:10,5v5,NYR,16,w,18,16,,dr,nf,,,y,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,16,36,61,5,18,30
2,15:23,4v4,NYR,8,w,10,,,of,,,,,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,32,81,26,74,31,0,,10,13,8,27,30,0
2,14:11,5v4,NYR,61,w,93,,,dc,,,,y,,,,,,0,31,20053,10/15/2015,MTL,NYR,,,,15,67,76,79,31,0,,16,36,61,22,93,30
2,13:00,5v5,MTL,81,w,77,28,81,nr,nl,nl,,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,27,81,13,28,77,31,,10,24,25,8,93,30
2,12:18,5v5,MTL,13,o,27,77,,oc,dr,,,y,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,27,81,13,28,77,31,,10,24,25,8,27,30
2,12:14,5v5,MTL,26,w,14,,,of,,,,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,26,74,31,,28,19,96,5,18,30
2,11:30,5v5,MTL,15,w,11,,,ol,,,,,,,,,,0,30,20053,10/15/2015,MTL,NYR,,,,14,11,15,76,79,31,,28,19,96,22,27,30
2,11:16,5v5,MTL,51,w,15,,,oc,,,,,,,15,y,y,0,30,20053,10/15/2015,MTL,NYR,,,,51,22,15,76,79,31,,28,19,96,22,27,30
2,9:45,5v4,MTL,11,w,67,79,,orrr,oc,,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,21,25,5,18,30,0
2,9:17,5v4,MTL,28,t,51,27,26,orrc,or,oc,y,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,51,13,26,28,31,,28,19,8,27,30,0
2,8:44,5v4,MTL,67,o,79,,,ol,,,y,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,14,11,67,76,79,31,,21,25,5,18,30,0
2,8:07,5v5,MTL,74,w,21,,,oelpc,,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,7:24,5v5,MTL,15,w,51,,,ol,,,y,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,51,21,15,76,79,31,,16,20,36,8,18,30
2,5:22,5v5,MTL,81,w,26,,,nr,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,81,21,26,28,31,,28,19,96,8,18,30
2,5:20,5v5,MTL,26,o,27,,,of,,,,y,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,81,21,26,74,31,,28,19,96,8,27,30
2,5:16,5v5,MTL,74,o,26,27,,oc,of,,,,,,,,,1,30,20053,10/15/2015,MTL,NYR,,,,27,81,21,26,74,31,,28,19,96,8,27,30
2,4:04,5v5,NYR,22,w,36,,,orrc,,,y,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,51,22,15,76,79,31,,16,36,61,22,93,30
2,3:48,5v5,NYR,93,w,16,,,opr,,,,,,,,,,1,31,20053,10/15/2015,MTL,NYR,,,,51,22,15,76,79,31,,16,36,61,22,93,30
