Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Habs,F,F,F,D,D,G/Extra Attacker,Leafs,F,F,F,D,D,G/Extra Attacker
3,11:29,5v5,T.B,91,w,86,,,oelr,,,,,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,17,32,15,28,76,39,,90,91,86,5,6,30
3,11:27,5v5,T.B,86,t,5,,,ol,,,y,y,,,91,y,,-1,39,20536,12/28/2015,T.B,MTL,,,,17,32,15,28,76,39,,90,91,86,5,6,30
3,10:39,5v5,MTL,14,s,42,,,dr,,,y,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,14,42,15,28,76,39,,9,17,23,6,77,30
3,9:57,5v5,MTL,67,s,22,51,,dr,dr,,y,y,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,5,55,30
3,7:42,5v5,MTL,67,o,51,22,79,or,oc,nr,y,,,,,,,-1,30,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,6,89,30
3,7:14,5v5,T.B,91,w,86,,,oelc,,,y,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,5,55,30
3,6:41,5v5,T.B,5,w,17,,,ol,,,,y,,,,,,-1,39,20536,12/28/2015,T.B,MTL,,,,14,42,15,6,45,39,,9,17,23,5,77,30
3,6:18,5v5,T.B,24,w,51,,,orrl,,,y,y,,y,,,,0,39,20536,12/28/2015,T.B,MTL,,,,27,81,43,28,76,39,,13,51,24,55,62,30
3,5:58,5v5,MTL,79,w,67,51,,ol,dl,,y,y,,,,,,1,30,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,6,77,30
3,5:46,5v5,MTL,22,o,51,,,oelc,,,y,y,,y,,,,1,30,20536,12/28/2015,T.B,MTL,,,,51,22,67,26,79,39,,90,91,86,6,77,30
3,4:56,5v5,T.B,55,w,24,,,opl,,,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,14,42,15,28,76,39,,13,51,24,55,77,30
3,3:58,5v4,T.B,86,o,6,51,6,oc,ol,oc,,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,32,41,76,79,39,0,,42,51,91,86,6,30
3,3:50,5v4,T.B,42,o,51,86,91,or,or,ol,y,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,32,41,76,79,39,0,,42,51,91,86,6,30
3,3:47,5v4,T.B,6,s,42,,,opr,,,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,32,41,76,79,39,0,,42,51,91,86,6,30
3,2:58,5v4,T.B,24,s,90,89,77,nc,nl,nc,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,81,67,76,79,39,0,,17,90,24,77,89,30
3,2:10,5v5,MTL,76,o,17,,,or,,,,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,14,17,15,76,79,39,,9,23,86,77,89,30
3,1:24,5v5,MTL,67,w,26,,,dc,,,,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,51,22,67,28,79,39,,13,51,24,6,55,30
3,0:16,5v5,T.B,6,w,91,,,ol,,,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,14,32,15,76,79,39,,91,23,86,6,77,30
4,4:41,5v5,T.B,23,w,6,,,dc,,,,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,67,0,0,76,39,,51,23,0,0,6,30
4,4:17,5v5,T.B,6,w,51,6,,ol,oc,,y,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,51,67,0,0,76,39,,51,23,0,0,6,30
4,3:35,5v5,T.B,77,w,90,,,oc,,,,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,27,22,0,0,79,39,,90,91,0,0,77,30
4,2:31,5v5,T.B,9,w,5,9,,dl,dc,,,y,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,14,15,0,0,76,39,,9,86,0,0,5,30
4,1:41,5v5,T.B,51,w,17,51,,or,oc,,y,,,,,,,0,39,20536,12/28/2015,T.B,MTL,,,,81,67,0,0,76,39,,17,51,0,0,6,30
4,0:22,5v5,MTL,27,w,79,,,orrl,,,y,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,27,22,0,0,79,39,,91,86,0,0,6,30
4,0:06,5v5,MTL,14,w,79,22,,or,dc,,y,y,,,,,,0,30,20536,12/28/2015,T.B,MTL,,,,14,22,0,0,79,39,,91,86,0,0,6,30
1,19:48,5v5,MTL,26,W,21,,,nc,,,,,,,,,,0,34,20085,10/20/2015,MTL,STL,31,34,,17,32,21,26,74,31,,17,36,42,4,55,34
1,19:30,5v5,STL,12,W,20,,,oelc,,,y,y,,,12,Y,,0,31,20085,10/20/2015,MTL,STL,39,1,,14,11,67,26,74,31,,12,91,20,19,27,34
1,19:29,5v5,STL,12,R,,,,,,,y,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,14,11,67,26,74,31,,12,91,20,19,27,34
1,19:11,5v5,MTL,79,O,76,13,27,ol,opc,of,,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,12,91,20,19,27,34
1,18:58,5v5,STL,19,W,91,,,dr,,,,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,12,91,20,19,27,34
1,18:26,5v5,STL,36,W,17,55,42,oc,dc,dl,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,51,22,15,28,77,31,,17,36,42,4,55,34
1,18:14,5v5,MTL,22,B,51,15,77,orrl,nc,dsc,Y,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,51,22,15,28,77,31,,17,36,42,4,55,34
1,17:27,5v5,MTL,21,W,17,21,,ol,ol,,,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,17,32,21,26,74,31,,9,28,75,6,41,34
1,17:23,5v5,MTL,74,W,14,,,ofp,,,,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,14,11,67,26,74,31,,9,28,75,6,41,34
1,16:49,5v5,STL,20,W,91,12,,nr,dl,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,14,11,67,26,74,31,,12,91,20,19,27,34
1,13:59,5v5,STL,55,S,91,20,12,opr,ol,nc,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,17,32,21,76,79,31,,12,91,20,4,55,34
1,13:27,5v5,MTL,26,S,13,27,,opc,ol,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,27,81,13,26,74,31,,93,10,23,6,41,34
1,12:33,5v5,STL,55,W,27,17,,opl,oelc,,,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,17,32,21,26,74,31,,17,36,42,27,55,34
1,12:04,5v5,STL,91,W,12,91,20,nr,nr,dc,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,91,20,19,41,34
1,12:01,5v5,STL,41,W,93,,,ofp,,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,17,22,15,28,77,31,,93,10,23,6,41,34
1,11:08,5v5,MTL,81,W,13,,,or,,,Y,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,27,81,13,26,74,31,,9,28,75,6,41,34
1,10:29,5v5,MTL,11,W,77,,,opr,,,,y,,,67,Y,,0,34,20085,10/20/2015,MTL,STL,,,,14,11,67,28,77,31,,17,36,42,19,27,34
1,10:28,5v5,MTL,67,R,,,,,,,y,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,14,11,67,28,77,31,,17,36,42,19,27,34
1,10:24,5v5,MTL,76,O,79,17,,or,ofp,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,17,32,21,76,79,31,,12,91,20,4,55,34
1,10:13,5v5,STL,91,W,20,55,,nr,dr,,Y,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,17,32,21,76,79,31,,12,91,20,4,55,34
1,9:48,5v5,STL,55,W,10,,,oelpr,,,,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,17,32,21,76,79,31,,12,10,20,4,55,34
1,9:20,5v5,STL,10,W,93,,,ol,,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,51,22,15,28,77,31,,93,10,23,6,41,34
1,9:10,5v5,STL,6,W,41,23,,or,opr,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,51,22,15,28,77,31,,93,10,23,6,41,34
1,8:40,5v5,MTL,81,W,13,,,nc,,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,27,81,13,26,74,31,,17,36,42,19,27,34
1,7:47,5v5,STL,20,W,4,91,55,ol,nr,dr,Y,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,91,20,4,55,34
1,7:21,5v5,STL,23,B,10,27,19,nr,dsc,dl,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,14,22,67,28,77,31,,93,10,23,6,41,34
1,7:19,5v5,STL,10,W,23,,,oelr,,,Y,y,,,6,Y,,0,31,20085,10/20/2015,MTL,STL,,,,51,22,15,28,77,31,,93,10,23,6,41,34
1,7:17,5v5,STL,6,R,,,,,,,y,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,51,22,15,28,77,31,,93,10,23,6,41,34
1,5:23,5v5,STL,91,W,20,,,or,,,Y,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,27,13,15,77,79,31,,12,91,20,19,27,34
1,4:04,5v5,MTL,67,W,79,,,or,,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,91,20,19,27,34
1,3:46,5v5,STL,17,W,41,,,dc,,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,27,81,13,26,74,31,,17,36,42,6,41,34
1,3:07,5v5,MTL,21,W,17,,,oc,,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,17,32,21,28,77,31,,17,42,75,4,55,34
1,1:40,5v5,MTL,11,W,67,,,oc,,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,91,20,19,27,34
1,1:33,5v5,MTL,67,T,14,11,67,or,opl,ol,Y,y,,y,,,,0,34,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,91,20,19,27,34
1,1:19,5v5,STL,41,W,93,6,,dl,dl,,,y,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,93,10,23,6,41,34
2,19:38,4v5,STL,91,W,27,91,20,or,ol,oelpl,,y,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,17,15,26,74,31,0,,12,36,91,20,27,34
2,19:07,4v5,STL,55,W,42,,,ofp,,,,,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,32,81,76,77,31,0,,17,23,42,19,55,34
2,18:53,4v5,STL,17,W,55,,,or,,,,y,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,32,81,76,77,79,31,,17,23,42,19,55,34
2,18:20,5v5,MTL,13,S,81,76,79,nc,dr,dl,,y,,,79,Y,,1,34,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,9,28,75,4,27,34
2,18:18,5v5,MTL,79,R,,,,,,,y,,,,,,,1,34,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,9,28,75,4,27,34
2,17:15,5v5,STL,6,W,20,,,opl,,,,,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,51,22,15,26,76,31,,12,91,20,6,41,34
2,16:56,5v5,STL,91,W,93,41,,oc,dsr,,Y,y,y,,,,,1,31,20085,10/20/2015,MTL,STL,,,,14,11,67,26,74,31,,93,91,20,19,27,34
2,15:47,5v5,STL,17,W,42,36,17,oc,dl,dl,,,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,17,36,42,4,55,34
2,15:29,5v5,STL,17,W,42,36,17,oc,dl,dl,Y,y,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,17,36,42,6,55,34
2,15:18,5v5,MTL,26,W,81,74,,nl,dc,,,,,,,,,1,34,20085,10/20/2015,MTL,STL,,,,27,81,13,26,74,31,,12,91,20,19,27,34
2,15:08,5v5,MTL,13,W,27,81,,oc,ol,,,y,,y,,,,1,34,20085,10/20/2015,MTL,STL,,,,27,81,13,26,74,31,,12,91,20,19,27,34
2,14:33,5v5,MTL,51,O,15,,,orrc,,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,51,22,15,74,77,31,,17,36,42,4,55,34
2,14:23,5v5,MTL,15,O,74,77,51,ol,or,opr,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,51,22,15,74,77,31,,17,36,42,4,55,34
2,13:44,5v5,MTL,67,W,14,76,,nr,nr,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,93,10,23,6,41,34
2,13:20,5v5,MTL,14,W,67,11,,ol,dsc,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,93,23,91,6,19,34
2,12:55,5v5,MTL,67,A,11,74,67,or,or,nr,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,14,11,67,26,74,31,,12,91,20,19,27,34
2,12:52,5v5,MTL,67,R,,,,,,,y,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,14,11,67,26,74,31,,12,91,20,19,27,34
2,9:19,5v5,MTL,17,W,32,21,77,nc,nr,nc,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,32,21,28,77,31,,93,10,23,19,27,34
2,9:10,5v5,MTL,17,W,32,21,,oelc,or,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,32,21,28,77,31,,93,10,23,19,27,34
2,9:06,5v5,MTL,28,W,13,27,,opr,of,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,27,81,13,28,77,31,,9,28,75,4,55,34
2,8:39,5v5,STL,9,W,75,,,ol,,,Y,y,,,28,Y,,2,31,20085,10/20/2015,MTL,STL,,,,27,81,13,28,77,31,,9,28,75,4,55,34
2,8:38,5v5,STL,28,R,,,,,,,Y,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,27,81,13,28,77,31,,9,28,75,4,55,34
2,7:41,5v5,MTL,22,W,76,79,31,dsr,dl,dc,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,51,22,15,26,74,31,,12,36,42,6,41,34
2,7:02,5v5,MTL,17,W,22,,,oc,,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,32,22,26,74,31,,93,10,23,4,55,34
2,5:50,4v5,MTL,76,W,14,,,nl,,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,81,15,76,79,31,0,,17,93,42,19,55,34
2,5:35,4v5,MTL,15,W,81,15,,nc,nc,,Y,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,81,15,76,79,31,0,,17,93,42,19,55,34
2,5:27,4v5,MTL,81,O,79,15,,ol,oelpl,,Y,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,81,15,76,79,31,0,,17,93,42,19,55,34
2,3:13,5v5,MTL,28,W,81,77,,opr,nr,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,27,81,13,28,77,31,,17,36,42,4,55,34
2,2:00,5v4,MTL,79,B,67,76,67,orrl,oc,opl,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,17,19,27,34,0
3,19:39,5v5,MTL,32,T,21,,,or,,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,32,21,26,74,31,,17,36,42,19,27,34
3,19:15,5v5,STL,91,W,12,,,of,,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,17,32,21,26,74,31,,12,91,20,4,55,34
3,18:22,5v5,STL,91,W,12,4,,dl,dc,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,9,28,91,27,55,34
3,18:10,5v5,STL,28,W,9,,,opl,,,,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,9,28,23,19,27,34
3,18:06,5v5,STL,23,W,28,,,of,,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,81,22,15,28,77,31,,9,28,23,19,27,34
3,16:50,5v5,MTL,74,W,32,,,oelpl,,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,32,21,26,74,31,,17,36,42,4,55,34
3,16:11,5v5,STL,12,W,27,36,17,oc,opr,or,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,27,32,13,26,74,31,,12,17,36,27,55,34
3,15:54,5v5,STL,27,W,19,27,,dl,dr,,,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,12,91,20,19,27,34
3,15:49,5v5,STL,20,W,19,,,oc,,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,12,91,20,19,27,34
3,15:40,5v5,STL,91,W,12,,,of,,,,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,12,91,20,19,27,34
3,15:32,5v5,MTL,67,W,76,,,dsr,,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,91,20,19,27,34
3,15:00,5v5,STL,55,W,17,42,,opr,of,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,27,81,13,26,74,31,,17,36,42,4,55,34
3,13:33,5v5,MTL,21,B,79,,,dl,,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,32,21,76,79,31,,12,10,75,4,55,34
3,13:12,5v5,STL,6,S,17,,,ofp,,,,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,17,32,21,76,79,31,,17,36,42,6,41,34
3,12:32,5v5,STL,17,W,42,36,17,oc,ol,nc,Y,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,14,11,67,26,74,31,,17,36,42,27,55,34
3,11:23,5v5,STL,6,W,28,,,opl,,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,17,21,15,76,79,31,,9,28,23,6,41,34
3,11:16,5v5,STL,28,W,41,23,,or,opl,,,y,,,23,,,2,31,20085,10/20/2015,MTL,STL,,,,17,21,15,76,79,31,,9,28,23,6,41,34
3,11:14,5v5,STL,9,R,,,,,,,y,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,17,21,15,76,79,31,,9,28,23,6,41,34
3,8:09,5v5,MTL,76,W,21,17,,opl,of,,,y,,,17,Y,,2,34,20085,10/20/2015,MTL,STL,,,,17,32,21,76,79,31,,93,91,20,4,55,34
3,8:07,5v5,MTL,17,R,,,,,,,Y,y,,y,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,32,21,76,79,31,,93,91,20,4,55,34
3,6:06,5v5,MTL,67,W,11,,,ol,,,Y,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,91,20,27,55,34
3,5:31,5v5,MTL,77,W,81,13,,oelc,ol,,,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,27,81,13,28,77,31,,9,28,23,19,27,34
3,4:41,5v5,STL,12,W,55,4,55,oc,ol,oc,,y,,,,,,3,31,20085,10/20/2015,MTL,STL,,,,17,32,21,26,74,31,,12,17,36,4,55,34
3,4:30,5v5,STL,27,W,20,42,,opr,of,,,,,,,,,3,31,20085,10/20/2015,MTL,STL,,,,14,11,67,76,79,31,,12,91,20,19,27,34
3,3:45,5v5,MTL,15,T,51,15,22,orrr,nl,dl,Y,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,51,22,15,28,77,31,,93,10,23,19,27,34
3,2:36,5v4,MTL,81,O,76,79,76,oc,opl,or,,,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,27,81,13,76,79,31,,9,42,4,41,34,0
3,2:20,5v4,MTL,11,B,67,76,,oc,nsc,,,y,,,11,Y,,3,34,20085,10/20/2015,MTL,STL,,,,14,11,67,26,76,31,,17,36,6,55,34,0
3,2:18,5v4,MTL,11,R,,,,,,,y,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,14,11,67,26,76,31,,17,36,6,55,34,0
3,0:34,5v5,MTL,51,W,15,,,nr,,,,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,51,22,15,26,74,31,,17,36,42,4,55,34
1,17:35,5v5,MTL,32,w,74,,,nl,,,,,,,,,,0,50,20648,1/14/2016,MTL,CHI,39,50,,17,32,43,45,74,39,,28,70,14,4,57,50
1,16:44,5v5,MTL,74,w,11,14,,ol,oelc,,,,,,,,,0,50,20648,1/14/2016,MTL,CHI,40,33,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,16:28,5v5,CHI,2,o,65,,,oelc,,,y,,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,14,11,67,76,79,39,,19,65,81,2,4,50
1,15:45,5v5,CHI,88,b,72,,,oc,,,,,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,51,15,41,26,28,39,,15,72,88,7,57,50
1,14:47,5v4,CHI,72,t,15,,,ol,,,y,,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,17,41,26,74,39,0,,15,72,88,2,7,50
1,14:42,5v4,CHI,7,o,2,88,,oc,oelpr,,,y,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,17,41,26,74,39,0,,15,72,88,2,7,50
1,13:53,5v4,CHI,65,t,57,86,19,ol,oc,opr,y,,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,32,81,76,79,39,0,,19,65,81,86,57,50
1,13:29,5v5,MTL,67,w,26,,,nl,,,y,y,,,67,,,0,50,20648,1/14/2016,MTL,CHI,,,,51,11,67,26,28,39,,19,65,81,86,4,50
1,12:43,5v5,CHI,2,s,4,,,dc,,,,y,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,27,81,42,45,74,39,,11,24,86,2,32,50
1,11:34,5v5,CHI,65,w,2,81,19,ol,opl,of,y,,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,14,11,67,76,79,39,,19,65,81,2,4,50
1,11:34,5v5,CHI,19,o,65,,,orrc,,,y,y,,y,,,,0,39,20648,1/14/2016,MTL,CHI,,,,14,11,67,76,79,39,,19,65,81,2,4,50
1,11:15,5v5,MTL,26,o,43,17,32,oelc,oell,or,y,y,,,32,y,,-1,50,20648,1/14/2016,MTL,CHI,,,,17,32,43,26,28,39,,15,72,88,7,57,50
1,11:11,5v5,MTL,43,r,,,,,,,y,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,17,32,43,26,28,39,,15,72,88,7,57,50
1,11:07,5v5,MTL,28,s,17,,,,,,,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,17,32,43,26,28,39,,15,72,88,7,57,50
1,10:29,5v5,CHI,32,s,70,,,ofp,,,,y,,,14,y,,-1,39,20648,1/14/2016,MTL,CHI,,,,27,81,42,45,74,39,,28,70,14,32,47,50
1,10:03,5v5,CHI,4,w,81,,,opr,,,,y,,,19,y,,-1,39,20648,1/14/2016,MTL,CHI,,,,27,81,42,45,74,39,,19,65,81,2,4,50
1,9:49,5v5,CHI,19,o,4,2,4,oc,opl,oc,,y,,,,,,-1,39,20648,1/14/2016,MTL,CHI,,,,27,81,42,45,74,39,,19,65,81,2,4,50
1,9:35,5v5,CHI,65,w,19,50,,or,dsc,,y,y,,,81,,,-1,39,20648,1/14/2016,MTL,CHI,,,,51,15,41,76,79,39,,19,65,81,7,57,50
1,9:25,5v5,MTL,51,b,76,,,nr,,,,y,,,41,y,y,-1,50,20648,1/14/2016,MTL,CHI,,,,51,15,41,76,79,39,,19,65,81,7,57,50
1,7:09,5v5,CHI,70,o,28,,,oelc,,,y,y,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,17,32,43,26,28,39,,28,70,14,32,57,50
1,7:05,5v5,CHI,32,s,14,,,oc,,,,,,,,,,0,39,20648,1/14/2016,MTL,CHI,,,,17,32,43,26,28,39,,28,70,14,32,57,50
1,6:55,5v5,CHI,19,w,81,2,19,nc,dc,nf,,,,,,,,-1,39,20648,1/14/2016,MTL,CHI,,,,51,15,41,76,79,39,,19,65,81,2,4,50
1,6:35,5v5,CHI,65,w,2,,,nc,,,,,,,,,,-1,39,20648,1/14/2016,MTL,CHI,,,,51,15,41,76,79,39,,19,65,81,2,4,50
1,6:26,5v5,CHI,4,s,65,,,oc,,,,y,,,,,,-1,39,20648,1/14/2016,MTL,CHI,,,,51,15,41,76,79,39,,19,65,81,2,4,50
1,5:32,5v5,MTL,67,t,14,,,or,,,y,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,14,11,67,26,74,39,,15,72,88,32,57,50
1,3:40,5v5,MTL,76,o,11,67,79,opc,nr,dl,,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,14,11,67,76,79,39,,19,65,81,2,4,50
1,3:22,5v5,MTL,81,w,42,,,or,,,y,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,27,81,42,76,79,39,,19,65,81,2,4,50
1,1:01,5v5,MTL,76,w,32,,,opr,,,,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,17,32,43,74,76,39,,28,70,14,32,57,50
2,17:28,5v5,MTL,81,w,76,,,nc,,,,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,27,81,42,45,76,39,,28,70,14,7,47,50
2,16:57,5v5,MTL,81,o,76,27,42,ol,or,nr,y,,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,27,81,42,76,79,39,,19,65,81,2,4,50
2,16:49,5v5,MTL,27,w,79,,,ol,,,y,,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,27,32,81,76,79,39,,19,65,88,2,4,50
2,16:38,5v5,MTL,26,s,76,,,or,,,,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,17,32,43,26,76,39,,19,65,88,2,4,50
2,16:29,5v5,MTL,26,w,14,,,of,,,,,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,14,11,67,26,74,39,,19,65,88,2,4,50
2,15:51,5v5,MTL,79,o,32,76,43,oelc,or,oelr,,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,17,32,43,76,79,39,,15,70,88,7,57,50
2,13:44,5v5,CHI,81,s,7,19,,nc,dl,,,y,,,,,,-1,39,20648,1/14/2016,MTL,CHI,,,,17,32,43,26,74,39,,19,65,81,7,57,50
2,13:12,5v5,CHI,88,w,15,,,ol,,,,y,,,,,,-1,39,20648,1/14/2016,MTL,CHI,,,,14,11,67,26,74,39,,15,72,88,2,4,50
2,13:03,5v5,MTL,67,w,11,14,11,or,nc,dr,y,,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,14,11,67,26,76,39,,15,72,88,2,4,50
2,11:36,5v5,MTL,15,r,45,41,45,oc,or,nr,y,y,,,15,y,,-1,50,20648,1/14/2016,MTL,CHI,,,,51,15,41,45,74,39,,28,70,14,32,47,50
2,11:34,5v5,MTL,15,r,,,,,,,y,y,,,,,,-1,50,20648,1/14/2016,MTL,CHI,,,,51,15,41,45,74,39,,28,70,14,32,47,50
