Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,STL,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
3,6:56,5v4,STL,20,s,27,,,or,,,,,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,93,10,42,20,27,34,,53,36,2,5,30,0
3,5:41,5v5,STL,28,w,55,6,,dl,dr,,,y,,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,9,28,36,6,41,34,,21,91,14,23,44,30
3,5:29,5v5,VAN,27,w,24,,,oc,,,,y,,,24,y,,-2,34,20062,10/16/2015,VAN,STL,,,,10,42,20,6,41,34,,18,24,9,5,27,30
3,4:35,5v5,VAN,33,w,44,,,oc,,,y,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,12,17,91,19,27,34,,33,36,22,2,44,30
3,4:21,5v5,STL,12,o,91,,,oc,,,,,3 on 2,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,12,17,91,19,27,34,,33,36,22,2,44,30
3,3:46,5v5,STL,28,w,36,4,,oelc,ol,,y,y,,y,,,,-2,30,20062,10/16/2015,VAN,STL,,,,9,28,36,4,55,34,,53,15,17,8,23,30
3,3:16,5v5,VAN,91,w,14,91,21,orrr,oc,or,y,y,,y,,,,-3,34,20062,10/16/2015,VAN,STL,,,,10,42,20,6,41,34,,21,91,14,5,27,30
3,3:09,5v5,VAN,18,w,44,24,,nr,nf,,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,12,17,91,19,27,34,,18,24,9,2,44,30
3,3:05,5v5,VAN,44,o,2,,,opl,,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,12,17,91,19,27,34,,18,24,9,2,44,30
3,2:57,5v5,VAN,18,s,24,,,opl,,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,12,17,91,19,27,34,,18,24,9,2,44,30
3,2:49,5v5,STL,17,w,91,27,,orrc,nr,,y,,3 on 1,,,,,-2,30,20062,10/16/2015,VAN,STL,,,,12,17,91,19,27,34,,18,24,9,2,44,30
3,2:25,5v5,VAN,22,w,33,,,oelc,,,,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,9,28,36,4,55,34,,33,17,36,22,8,23
3,2:05,6v5,VAN,23,w,22,,,or,,,,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,9,28,36,4,55,34,,33,17,36,22,8,23
3,1:02,6v5,VAN,22,o,33,,,oelc,,,,,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,10,42,20,19,27,34,,33,17,36,22,23,27
3,0:39,6v5,VAN,21,w,33,21,,oelc,or,,y,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,10,42,20,27,55,34,,21,33,18,14,23,27
3,0:35,6v5,VAN,23,w,17,33,21,opr,or,of,,y,,,,,,-2,34,20062,10/16/2015,VAN,STL,,,,12,36,20,19,27,34,,21,33,17,22,23,27
3,0:30,6v5,VAN,27,w,21,,,opc,,,y,y,,,22,y,y,-2,34,20062,10/16/2015,VAN,STL,,,,12,36,20,19,27,34,,21,33,17,22,23,27
3,0:24,6v5,VAN,17,w,23,27,21,nc,nc,nf,,y,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,17,42,91,19,27,34,,21,33,17,22,23,27
3,0:05,6v5,VAN,22,w,33,22,33,oelc,oelc,ol,y,,,,,,,-1,34,20062,10/16/2015,VAN,STL,,,,17,42,91,19,27,34,,21,33,17,22,23,27
1,19:46,5v5,STL,55,s,36,42,,opr,oelc,,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,35,34,,10,36,42,4,55,34,,14,20,13,2,28,35
1,18:55,5v5,STL,91,w,20,,,nl,,,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,1,1,,12,91,20,4,55,34,,14,20,13,5,6,35
1,18:12,5v5,N.J,8,w,16,22,5,or,or,dsc,,,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,28,23,56,6,55,34,,9,16,22,7,8,35
1,16:46,5v5,N.J,20,w,14,,,oelc,,,y,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,15,10,42,19,27,34,,14,20,13,2,28,35
1,14:23,5v5,STL,15,s,27,,,opr,,,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,15,10,42,19,27,34,,14,20,13,5,6,35
1,13:03,5v4,N.J,8,w,16,19,,opr,of,,,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,42,20,19,27,34,0,,16,19,21,51,8,35
1,12:54,5v4,N.J,16,w,8,19,,oc,of,,,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,42,20,19,27,34,0,,16,19,21,51,8,35
1,11:28,5v4,N.J,28,s,20,14,13,opl,ol,ol,,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,12,91,4,6,34,0,,14,20,22,13,28,35
1,11:17,5v4,N.J,13,w,28,22,,ol,opl,,y,,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,12,91,4,6,34,0,,14,20,22,13,28,35
1,10:09,5v5,N.J,11,w,18,,,oc,,,y,,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:44,5v5,N.J,2,w,21,23,5,opl,or,dsr,,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,93,29,42,22,55,34,,19,21,51,2,7,35
1,9:03,5v5,STL,56,s,6,,,dsc,,,,,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,28,36,56,4,6,34,,9,16,22,8,28,35
1,8:39,5v5,N.J,16,w,22,9,,ol,ol,,,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,28,23,56,4,6,34,,9,16,22,8,28,35
1,7:21,5v5,N.J,8,w,13,,,opr,,,,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,93,29,36,19,27,34,,14,20,13,7,8,35
1,7:05,5v5,N.J,7,w,13,,,opl,,,,,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,6:42,5v5,STL,6,s,28,,,opc,,,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,28,23,56,6,22,34,,18,11,23,2,28,35
1,5:30,5v5,N.J,2,o,9,16,9,oelpc,or,or,,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,93,29,36,19,55,34,,16,22,23,2,28,35
1,5:22,5v5,N.J,28,w,2,,,ol,,,,,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,93,29,36,19,55,34,,16,22,23,2,28,35
1,3:54,5v5,N.J,28,s,14,20,2,opr,nc,dc,,,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,28,23,20,19,55,34,,14,20,13,2,28,35
1,3:29,5v5,STL,27,w,91,,,opr,,,,,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,12,29,91,19,27,34,,9,19,21,2,28,35
1,2:32,5v5,N.J,2,w,13,,,of,,,,,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,10,36,42,6,22,34,,14,20,13,2,28,35
1,0:17,5v5,N.J,8,w,7,22,,oc,opl,,,,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,28,23,56,6,22,34,,9,16,22,7,8,35
1,0:01,5v5,STL,22,s,55,,,nr,,,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,28,23,56,22,55,34,,9,16,20,7,8,35
2,18:20,5v5,STL,19,w,91,19,,or,dsl,,y,y,,,27,y,,0,35,20216,11/10/2015,N.J,STL,,,,93,29,91,19,27,34,,9,16,22,7,8,35
2,16:17,5v5,N.J,51,b,5,6,19,nc,nl,nf,,y,,,,,,0,34,20216,11/10/2015,N.J,STL,,,,12,91,20,19,27,34,,19,21,51,5,6,35
2,15:55,5v5,STL,20,w,91,20,27,orrc,oc,nc,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,12,91,20,19,27,34,,19,21,51,5,6,35
2,15:49,5v5,STL,91,s,27,20,,ol,opr,,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,12,91,20,19,27,34,,19,21,51,5,6,35
2,15:40,5v5,STL,15,s,22,,,ol,,,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,15,10,42,6,22,34,,9,16,22,7,8,35
2,15:21,5v5,STL,4,s,36,93,,opc,of,,,y,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,93,29,36,4,55,34,,14,20,13,2,28,35
2,15:11,5v5,STL,36,w,93,36,4,ol,ol,ol,y,,,,,,,0,35,20216,11/10/2015,N.J,STL,,,,93,29,36,4,55,34,,14,20,13,2,28,35
2,15:04,5v5,STL,29,w,93,36,,ol,oelc,,y,y,,y,,,,0,35,20216,11/10/2015,N.J,STL,,,,93,29,36,4,55,34,,14,20,13,2,28,35
2,14:21,5v5,STL,56,w,23,27,,or,nc,,,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,28,23,56,19,27,34,,19,21,51,5,6,35
2,12:44,5v5,N.J,5,s,22,,,opc,,,,,,,,,,-1,34,20216,11/10/2015,N.J,STL,,,,12,36,20,6,22,34,,9,16,22,5,6,35
2,9:45,5v5,STL,91,w,4,12,20,ol,opr,oc,y,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,12,91,20,4,55,34,,19,21,51,5,6,35
2,9:37,5v5,STL,55,w,20,12,,oc,ol,,,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,12,91,20,4,55,34,,19,21,51,5,6,35
2,9:02,5v5,STL,93,o,27,29,93,ol,opl,nr,,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,93,29,91,27,55,34,,9,19,21,2,28,35
2,8:50,5v5,STL,29,o,91,,,oelc,,,y,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,93,29,91,19,27,34,,9,19,21,2,28,35
2,7:15,5v5,N.J,9,w,6,5,16,dsl,dc,dr,,y,,,,,,-1,34,20216,11/10/2015,N.J,STL,,,,42,91,20,19,27,34,,9,16,22,6,7,35
2,5:34,5v5,N.J,23,w,20,,,dr,,,,y,,,,,,-1,34,20216,11/10/2015,N.J,STL,,,,28,23,29,19,27,34,,14,20,23,2,28,35
2,5:17,5v5,STL,27,o,36,29,34,or,nc,dsc,,y,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,93,29,36,19,27,34,,18,11,23,2,28,35
2,3:43,5v5,STL,55,w,15,55,,oc,nr,,,y,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,15,10,42,4,55,34,,19,21,13,7,8,35
2,3:28,5v5,STL,55,o,10,15,42,opr,or,or,,y,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,15,10,42,4,55,34,,19,21,13,7,8,35
2,2:42,5v5,STL,22,w,6,22,91,ol,or,opc,,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,12,91,20,6,22,34,,9,16,22,2,28,35
2,1:20,5v5,N.J,21,w,8,,,dc,,,,,,,,,,-1,34,20216,11/10/2015,N.J,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,0:42,5v5,STL,20,s,93,,,or,,,,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,93,91,20,4,55,34,,9,16,22,5,6,35
3,18:40,4v4,N.J,5,w,6,20,5,opr,oc,nc,,,,,,,,-1,34,20216,11/10/2015,N.J,STL,,,,12,91,4,55,34,0,,19,20,5,6,35,0
3,17:59,5v5,STL,6,w,29,93,22,oc,ol,nc,,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,93,29,20,6,22,34,,16,21,23,8,28,35
3,16:58,5v5,STL,27,w,23,28,,or,dl,,,y,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,28,23,56,4,27,34,,9,14,22,2,7,35
3,16:48,5v5,STL,27,w,28,23,,oc,or,,,,,,,,,-1,35,20216,11/10/2015,N.J,STL,,,,28,23,56,4,27,34,,9,14,22,2,7,35
3,16:32,5v5,STL,56,w,23,,,orrc,,,y,y,,y,,,,-1,35,20216,11/10/2015,N.J,STL,,,,28,23,56,4,27,34,,9,14,22,2,7,35
3,15:32,5v4,STL,91,w,12,91,22,or,or,ol,,y,,,,,,-2,35,20216,11/10/2015,N.J,STL,,,,12,42,91,20,22,34,,16,19,5,6,35,0
3,14:59,5v4,STL,36,o,93,27,36,or,or,opc,y,,,,,,,-2,35,20216,11/10/2015,N.J,STL,,,,15,93,36,20,27,34,,14,20,2,7,35,0
3,14:12,5v4,STL,55,o,93,27,55,opc,oc,or,,,,,,,,-2,35,20216,11/10/2015,N.J,STL,,,,15,93,36,27,55,34,,11,20,2,7,35,0
3,14:09,5v4,STL,15,o,27,,,or,,,y,y,,,36,y,,-2,35,20216,11/10/2015,N.J,STL,,,,15,93,36,27,55,34,,11,20,2,7,35,0
3,12:45,5v4,STL,22,s,20,91,22,opr,ol,oc,,,,,,,,-2,35,20216,11/10/2015,N.J,STL,,,,12,42,91,20,22,34,,14,19,5,6,35,0
3,11:48,4v5,N.J,20,w,16,,,dc,,,,y,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,93,29,36,27,55,34,,16,20,6,7,35,0
3,10:16,5v5,N.J,51,b,9,51,,oc,ol,,y,y,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,12,91,20,4,19,34,,9,19,51,2,7,35
3,9:35,5v5,N.J,14,w,8,,,oc,,,,y,,,13,y,,-2,34,20216,11/10/2015,N.J,STL,,,,10,42,91,6,22,34,,14,20,13,8,28,35
3,8:53,5v5,N.J,21,w,19,21,,nc,dr,,,,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,12,91,20,19,27,34,,19,21,51,2,6,35
3,7:03,5v5,STL,27,o,42,27,19,or,or,ol,y,,,,,,,-2,35,20216,11/10/2015,N.J,STL,,,,10,36,42,19,27,34,,19,51,20,2,7,35
3,4:55,5v5,STL,29,b,93,,,or,,,y,y,,,,,,-2,35,20216,11/10/2015,N.J,STL,,,,15,93,29,4,55,34,,19,21,51,2,28,35
3,4:35,5v5,N.J,8,w,19,,,opc,,,,y,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,15,10,42,4,55,34,,19,21,51,8,28,35
3,4:30,5v5,N.J,28,o,8,14,,or,of,,,,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,15,10,42,4,55,34,,19,21,51,8,28,35
3,3:37,5v5,N.J,21,w,51,,,nc,,,,,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,28,23,56,19,27,34,,19,21,51,2,7,35
3,3:21,5v5,N.J,2,o,19,,,opl,,,,y,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,28,23,56,19,27,34,,19,21,51,2,7,35
3,3:13,5v5,N.J,19,w,2,19,,oc,opl,,,,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,28,23,56,19,27,34,,19,21,51,2,7,35
3,2:39,5v5,N.J,6,w,16,22,,opc,oelr,,,,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,12,91,20,6,19,34,,9,16,22,5,6,35
3,1:19,6v5,N.J,13,w,28,,,oc,,,,y,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,12,91,20,19,27,34,,16,19,21,13,8,28
3,1:09,6v5,N.J,13,b,19,13,,oelc,ol,,y,y,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,12,91,20,19,27,34,,16,19,21,13,8,28
3,0:24,6v5,N.J,6,w,2,13,2,oc,opr,oc,,y,,,,,,-2,34,20216,11/10/2015,N.J,STL,,,,29,36,42,4,22,34,,16,19,21,13,2,6
1,19:49,5v5,EDM,4,w,77,,,nl,,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,33,1,,26,91,20,19,27,1,,23,93,4,19,77,33
1,18:46,5v5,EDM,97,w,2,,,nl,,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,39,34,,12,17,36,4,55,1,,97,10,67,2,62,33
1,18:02,5v5,EDM,4,w,93,,,of,,,,Y,,,,,,1,1,20056,10/15/2015,EDM,STL,,,,26,91,20,19,27,1,,23,93,4,19,77,33
1,17:47,5v5,EDM,77,w,23,4,93,oelpl,ol,ol,,,,,,,,1,1,20056,10/15/2015,EDM,STL,,,,26,91,20,19,27,1,,23,93,4,19,77,33
1,17:11,5v5,STL,91,w,12,91,20,oelc,oc,or,Y,,,,,,,1,33,20056,10/15/2015,EDM,STL,,,,12,91,20,4,55,1,,97,10,67,2,5,33
1,16:48,5v5,STL,36,o,17,12,27,orrc,ol,dr,Y,Y,4 on 3,,12,Y,Y,1,33,20056,10/15/2015,EDM,STL,,,,12,17,36,19,27,1,,97,10,67,2,5,33
1,15:46,5v5,EDM,19,w,93,23,,oc,ol,,Y,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,26,91,20,4,55,1,,23,93,4,19,77,33
1,15:06,5v5,STL,10,w,23,,,oelc,,,Y,,,,10,Y,,0,33,20056,10/15/2015,EDM,STL,,,,10,23,42,19,27,1,,23,51,4,2,19,33
1,14:53,5v5,STL,23,o,27,10,,or,opc,,Y,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,10,23,42,19,27,1,,23,51,4,2,19,33
1,14:37,5v5,STL,10,o,27,,,ol,,,Y,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,10,23,42,19,27,1,,23,51,4,2,19,33
1,12:38,5v5,STL,26,w,27,19,36,dsc,dl,dl,Y,Y,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,26,91,20,19,27,1,,23,93,28,2,5,33
1,11:16,5v5,STL,6,s,42,,,opl,,,,Y,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,23,42,75,6,41,1,,55,97,42,8,62,33
1,10:31,5v5,EDM,19,o,77,19,,opl,nc,,,Y,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,9,28,75,19,27,1,,23,93,4,19,77,33
1,9:51,5v5,STL,55,w,12,,,opr,,,,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:04,5v5,STL,26,o,20,26,20,ol,nl,dsl,,,,,20,Y,,0,33,20056,10/15/2015,EDM,STL,,,,26,91,20,6,41,1,,51,16,28,8,62,33
1,8:51,5v5,STL,6,w,20,,,opr,,,,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,8:31,5v5,EDM,4,t,19,23,,or,oelpr,,Y,Y,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,26,91,20,6,41,1,,23,93,4,19,77,33
1,8:23,5v5,EDM,23,t,19,93,,ol,opl,,Y,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,26,91,20,6,41,1,,23,93,4,19,77,33
1,8:13,5v5,EDM,77,w,23,93,,opl,of,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,12,17,36,19,27,1,,97,10,67,2,5,33
1,5:08,5v4,EDM,10,o,2,16,,opl,ol,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,26,20,19,27,1,0,,51,10,16,28,2,33
1,4:37,5v4,EDM,2,s,10,16,,opr,opr,,,Y,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,9,28,6,41,1,0,,51,10,16,28,2,33
1,4:10,5v5,STL,91,w,12,17,19,or,nr,dsr,,Y,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,12,17,91,19,27,1,,23,93,4,2,77,33
1,0:02,5v5,EDM,51,w,16,,,oc,,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,9,28,75,6,41,1,,51,16,28,8,62,33
2,18:49,5v5,EDM,67,o,97,67,10,oelc,nc,dr,Y,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,12,17,36,19,27,1,,97,10,67,8,62,33
2,17:41,5v5,STL,10,w,41,42,,oc,dl,,,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,28,10,23,41,55,1,,55,20,42,19,77,33
2,17:12,5v5,EDM,93,w,19,23,4,or,nc,dl,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,9,28,75,4,55,1,,23,93,4,19,77,33
2,16:14,4v5,EDM,28,w,55,,,or,,,Y,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,26,91,20,19,27,1,,55,28,2,5,33,0
2,15:57,5v4,STL,42,w,20,42,20,oc,ol,oc,Y,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,42,91,20,19,27,1,,55,28,2,5,33,0
2,15:51,5v4,STL,26,o,27,,,orrc,,,Y,Y,,,42,Y,,0,33,20056,10/15/2015,EDM,STL,,,,42,91,20,19,27,1,,55,28,2,5,33,0
2,15:24,5v5,EDM,67,w,62,,,dc,,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,13:59,5v5,STL,12,w,55,,,oc,,,Y,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,12,10,23,4,55,1,,23,93,4,2,5,33
2,13:08,5v5,EDM,93,o,4,,,,,,Y,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,12,10,23,4,55,1,,23,93,4,19,77,33
2,12:33,5v5,EDM,55,w,42,,,or,,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,26,91,20,4,27,1,,55,20,42,19,77,33
2,12:16,5v5,EDM,8,w,42,55,20,opl,ol,ol,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,12:05,5v5,STL,26,o,91,,,ol,,,,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,17,26,91,27,41,1,,97,20,42,8,62,33
2,12:00,5v5,STL,17,w,27,,,oc,,,Y,Y,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,17,26,91,27,41,1,,97,20,42,8,62,33
2,11:30,5v5,EDM,2,w,97,67,,opl,or,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,12,17,36,19,27,1,,97,10,67,2,5,33
2,9:38,5v4,EDM,2,w,16,,,opl,,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,9,28,19,27,1,0,,51,10,16,28,2,33
2,8:38,5v5,STL,26,o,91,,,oelc,,,Y,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,17,26,91,19,27,1,,23,93,4,19,77,33
2,8:32,5v5,STL,91,w,19,17,,oc,opl,,,Y,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,17,26,91,19,27,1,,23,93,4,19,77,33
2,8:23,5v5,EDM,19,w,4,93,,or,nr,,Y,Y,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,17,26,91,19,27,1,,23,93,4,19,77,33
2,7:41,5v5,STL,10,t,42,,,orrr,,,Y,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,10,23,42,6,41,1,,51,16,28,8,62,33
2,6:45,5v5,STL,91,w,55,91,,ol,dr,,Y,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,12,36,91,4,55,1,,97,10,67,2,5,33
2,6:32,5v5,EDM,97,w,2,,,dl,,,,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,12,36,91,4,55,1,,97,10,67,2,5,33
2,6:17,5v4,EDM,97,w,19,97,19,or,opr,or,Y,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,9,28,19,27,1,0,,93,97,4,67,19,33
2,5:40,5v4,EDM,4,w,97,19,4,orrl,or,opr,Y,,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,26,42,4,41,1,0,,93,97,4,67,19,33
2,5:17,5v4,EDM,19,w,4,97,4,opl,oc,oc,,Y,,,,,,0,1,20056,10/15/2015,EDM,STL,,,,26,42,4,41,1,0,,93,97,4,67,19,33
2,4:14,5v5,STL,17,w,28,,,oelc,,,Y,,,,,,,0,33,20056,10/15/2015,EDM,STL,,,,17,28,91,6,55,1,,23,51,4,2,77,33
2,3:59,5v5,STL,91,o,19,12,,ol,of,,,Y,,Y,,,,0,33,20056,10/15/2015,EDM,STL,,,,12,17,91,19,27,1,,55,97,67,2,5,33
2,3:34,5v5,STL,36,t,27,26,36,or,opr,nr,,,,,,,,-1,33,20056,10/15/2015,EDM,STL,,,,26,36,20,19,27,1,,23,93,4,19,77,33
2,2:57,5v5,STL,55,s,42,,,opl,,,,,,,10,Y,,-1,33,20056,10/15/2015,EDM,STL,,,,10,23,42,4,55,1,,51,16,28,19,77,33
2,0:43,5v5,STL,19,w,27,9,,opr,opr,,,,,,,,,-1,33,20056,10/15/2015,EDM,STL,,,,9,28,75,19,27,1,,23,93,4,8,62,33
2,0:12,5v5,STL,55,w,91,20,4,oc,opl,ol,,Y,,,,,,-1,33,20056,10/15/2015,EDM,STL,,,,26,91,20,4,55,1,,51,16,28,2,5,33
2,0:07,5v5,STL,55,w,20,,,oelc,,,,,,,,,,-1,33,20056,10/15/2015,EDM,STL,,,,26,91,20,4,55,1,,51,16,28,2,5,33
