Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,STL,F,F,F,D,D,G/Extra Attacker,OPP,F,F,F,D,D,G/Extra Attacker
1,19:30,5v5,STL,12,W,20,,,oelc,,,y,y,,,12,Y,,0,31,20085,10/20/2015,MTL,STL,39,1,,12,91,20,19,27,34,,14,11,67,26,74,31
1,19:29,5v5,STL,12,R,,,,,,,y,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,26,74,31
1,19:11,5v5,MTL,79,O,76,13,27,ol,opc,of,,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,27,81,13,76,79,31
1,18:58,5v5,STL,19,W,91,,,dr,,,,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,27,81,13,76,79,31
1,18:26,5v5,STL,36,W,17,55,42,oc,dc,dl,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,51,22,15,28,77,31
1,18:14,5v5,MTL,22,B,51,15,77,orrl,nc,dsc,Y,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,51,22,15,28,77,31
1,17:27,5v5,MTL,21,W,17,21,,ol,ol,,,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,9,28,75,6,41,34,,17,32,21,26,74,31
1,17:23,5v5,MTL,74,W,14,,,ofp,,,,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,9,28,75,6,41,34,,14,11,67,26,74,31
1,16:49,5v5,STL,20,W,91,12,,nr,dl,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,26,74,31
1,13:59,5v5,STL,55,S,91,20,12,opr,ol,nc,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,91,20,4,55,34,,17,32,21,76,79,31
1,13:27,5v5,MTL,26,S,13,27,,opc,ol,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,27,81,13,26,74,31
1,12:33,5v5,STL,55,W,27,17,,opl,oelc,,,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,17,36,42,27,55,34,,17,32,21,26,74,31
1,12:04,5v5,STL,91,W,12,91,20,nr,nr,dc,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,41,34,,14,11,67,76,79,31
1,12:01,5v5,STL,41,W,93,,,ofp,,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,17,22,15,28,77,31
1,11:08,5v5,MTL,81,W,13,,,or,,,Y,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,9,28,75,6,41,34,,27,81,13,26,74,31
1,10:29,5v5,MTL,11,W,77,,,opr,,,,y,,,67,Y,,0,34,20085,10/20/2015,MTL,STL,,,,17,36,42,19,27,34,,14,11,67,28,77,31
1,10:28,5v5,MTL,67,R,,,,,,,y,,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,17,36,42,19,27,34,,14,11,67,28,77,31
1,10:24,5v5,MTL,76,O,79,17,,or,ofp,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,12,91,20,4,55,34,,17,32,21,76,79,31
1,10:13,5v5,STL,91,W,20,55,,nr,dr,,Y,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,91,20,4,55,34,,17,32,21,76,79,31
1,9:48,5v5,STL,55,W,10,,,oelpr,,,,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,10,20,4,55,34,,17,32,21,76,79,31
1,9:20,5v5,STL,10,W,93,,,ol,,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,51,22,15,28,77,31
1,9:10,5v5,STL,6,W,41,23,,or,opr,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,51,22,15,28,77,31
1,8:40,5v5,MTL,81,W,13,,,nc,,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,17,36,42,19,27,34,,27,81,13,26,74,31
1,7:47,5v5,STL,20,W,4,91,55,ol,nr,dr,Y,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,91,20,4,55,34,,14,11,67,76,79,31
1,7:21,5v5,STL,23,B,10,27,19,nr,dsc,dl,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,14,22,67,28,77,31
1,7:19,5v5,STL,10,W,23,,,oelr,,,Y,y,,,6,Y,,0,31,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,51,22,15,28,77,31
1,7:17,5v5,STL,6,R,,,,,,,y,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,51,22,15,28,77,31
1,5:23,5v5,STL,91,W,20,,,or,,,Y,,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,27,13,15,77,79,31
1,4:04,5v5,MTL,67,W,79,,,or,,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,76,79,31
1,3:46,5v5,STL,17,W,41,,,dc,,,,y,,,,,,0,31,20085,10/20/2015,MTL,STL,,,,17,36,42,6,41,34,,27,81,13,26,74,31
1,3:07,5v5,MTL,21,W,17,,,oc,,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,17,42,75,4,55,34,,17,32,21,28,77,31
1,1:40,5v5,MTL,11,W,67,,,oc,,,,y,,,,,,0,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,76,79,31
1,1:33,5v5,MTL,67,T,14,11,67,or,opl,ol,Y,y,,y,,,,0,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,76,79,31
1,1:19,5v5,STL,41,W,93,6,,dl,dl,,,y,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,27,81,13,76,79,31
2,19:38,4v5,STL,91,W,27,91,20,or,ol,oelpl,,y,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,12,36,91,20,27,34,,17,15,26,74,31,0
2,19:07,4v5,STL,55,W,42,,,ofp,,,,,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,17,23,42,19,55,34,,32,81,76,77,31,0
2,18:53,4v5,STL,17,W,55,,,or,,,,y,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,17,23,42,19,55,34,,32,81,76,77,79,31
2,18:20,5v5,MTL,13,S,81,76,79,nc,dr,dl,,y,,,79,Y,,1,34,20085,10/20/2015,MTL,STL,,,,9,28,75,4,27,34,,27,81,13,76,79,31
2,18:18,5v5,MTL,79,R,,,,,,,y,,,,,,,1,34,20085,10/20/2015,MTL,STL,,,,9,28,75,4,27,34,,27,81,13,76,79,31
2,17:15,5v5,STL,6,W,20,,,opl,,,,,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,12,91,20,6,41,34,,51,22,15,26,76,31
2,16:56,5v5,STL,91,W,93,41,,oc,dsr,,Y,y,y,,,,,1,31,20085,10/20/2015,MTL,STL,,,,93,91,20,19,27,34,,14,11,67,26,74,31
2,15:47,5v5,STL,17,W,42,36,17,oc,dl,dl,,,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,14,11,67,76,79,31
2,15:29,5v5,STL,17,W,42,36,17,oc,dl,dl,Y,y,,,,,,1,31,20085,10/20/2015,MTL,STL,,,,17,36,42,6,55,34,,14,11,67,76,79,31
2,15:18,5v5,MTL,26,W,81,74,,nl,dc,,,,,,,,,1,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,27,81,13,26,74,31
2,15:08,5v5,MTL,13,W,27,81,,oc,ol,,,y,,y,,,,1,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,27,81,13,26,74,31
2,14:33,5v5,MTL,51,O,15,,,orrc,,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,51,22,15,74,77,31
2,14:23,5v5,MTL,15,O,74,77,51,ol,or,opr,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,51,22,15,74,77,31
2,13:44,5v5,MTL,67,W,14,76,,nr,nr,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,93,10,23,6,41,34,,14,11,67,76,79,31
2,13:20,5v5,MTL,14,W,67,11,,ol,dsc,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,93,23,91,6,19,34,,14,11,67,76,79,31
2,12:55,5v5,MTL,67,A,11,74,67,or,or,nr,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,26,74,31
2,12:52,5v5,MTL,67,R,,,,,,,y,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,26,74,31
2,9:19,5v5,MTL,17,W,32,21,77,nc,nr,nc,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,93,10,23,19,27,34,,17,32,21,28,77,31
2,9:10,5v5,MTL,17,W,32,21,,oelc,or,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,93,10,23,19,27,34,,17,32,21,28,77,31
2,9:06,5v5,MTL,28,W,13,27,,opr,of,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,9,28,75,4,55,34,,27,81,13,28,77,31
2,8:39,5v5,STL,9,W,75,,,ol,,,Y,y,,,28,Y,,2,31,20085,10/20/2015,MTL,STL,,,,9,28,75,4,55,34,,27,81,13,28,77,31
2,8:38,5v5,STL,28,R,,,,,,,Y,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,9,28,75,4,55,34,,27,81,13,28,77,31
2,7:41,5v5,MTL,22,W,76,79,31,dsr,dl,dc,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,12,36,42,6,41,34,,51,22,15,26,74,31
2,7:02,5v5,MTL,17,W,22,,,oc,,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,93,10,23,4,55,34,,17,32,22,26,74,31
2,5:50,4v5,MTL,76,W,14,,,nl,,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,93,42,19,55,34,,81,15,76,79,31,0
2,5:35,4v5,MTL,15,W,81,15,,nc,nc,,Y,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,93,42,19,55,34,,81,15,76,79,31,0
2,5:27,4v5,MTL,81,O,79,15,,ol,oelpl,,Y,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,93,42,19,55,34,,81,15,76,79,31,0
2,3:13,5v5,MTL,28,W,81,77,,opr,nr,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,27,81,13,28,77,31
2,2:00,5v4,MTL,79,B,67,76,67,orrl,oc,opl,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,12,17,19,27,34,0,,14,11,67,76,79,31
3,19:39,5v5,MTL,32,T,21,,,or,,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,36,42,19,27,34,,17,32,21,26,74,31
3,19:15,5v5,STL,91,W,12,,,of,,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,12,91,20,4,55,34,,17,32,21,26,74,31
3,18:22,5v5,STL,91,W,12,4,,dl,dc,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,9,28,91,27,55,34,,14,11,67,76,79,31
3,18:10,5v5,STL,28,W,9,,,opl,,,,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,9,28,23,19,27,34,,14,11,67,76,79,31
3,18:06,5v5,STL,23,W,28,,,of,,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,9,28,23,19,27,34,,81,22,15,28,77,31
3,16:50,5v5,MTL,74,W,32,,,oelpl,,,,,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,17,32,21,26,74,31
3,16:11,5v5,STL,12,W,27,36,17,oc,opr,or,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,12,17,36,27,55,34,,27,32,13,26,74,31
3,15:54,5v5,STL,27,W,19,27,,dl,dr,,,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,27,81,13,76,79,31
3,15:49,5v5,STL,20,W,19,,,oc,,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,27,81,13,76,79,31
3,15:40,5v5,STL,91,W,12,,,of,,,,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,27,81,13,76,79,31
3,15:32,5v5,MTL,67,W,76,,,dsr,,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,76,79,31
3,15:00,5v5,STL,55,W,17,42,,opr,of,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,27,81,13,26,74,31
3,13:33,5v5,MTL,21,B,79,,,dl,,,,y,,,,,,2,34,20085,10/20/2015,MTL,STL,,,,12,10,75,4,55,34,,17,32,21,76,79,31
3,13:12,5v5,STL,6,S,17,,,ofp,,,,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,17,36,42,6,41,34,,17,32,21,76,79,31
3,12:32,5v5,STL,17,W,42,36,17,oc,ol,nc,Y,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,17,36,42,27,55,34,,14,11,67,26,74,31
3,11:23,5v5,STL,6,W,28,,,opl,,,,,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,9,28,23,6,41,34,,17,21,15,76,79,31
3,11:16,5v5,STL,28,W,41,23,,or,opl,,,y,,,23,,,2,31,20085,10/20/2015,MTL,STL,,,,9,28,23,6,41,34,,17,21,15,76,79,31
3,11:14,5v5,STL,9,R,,,,,,,y,y,,,,,,2,31,20085,10/20/2015,MTL,STL,,,,9,28,23,6,41,34,,17,21,15,76,79,31
3,8:09,5v5,MTL,76,W,21,17,,opl,of,,,y,,,17,Y,,2,34,20085,10/20/2015,MTL,STL,,,,93,91,20,4,55,34,,17,32,21,76,79,31
3,8:07,5v5,MTL,17,R,,,,,,,Y,y,,y,,,,2,34,20085,10/20/2015,MTL,STL,,,,93,91,20,4,55,34,,17,32,21,76,79,31
3,6:06,5v5,MTL,67,W,11,,,ol,,,Y,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,12,91,20,27,55,34,,14,11,67,76,79,31
3,5:31,5v5,MTL,77,W,81,13,,oelc,ol,,,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,9,28,23,19,27,34,,27,81,13,28,77,31
3,4:41,5v5,STL,12,W,55,4,55,oc,ol,oc,,y,,,,,,3,31,20085,10/20/2015,MTL,STL,,,,12,17,36,4,55,34,,17,32,21,26,74,31
3,4:30,5v5,STL,27,W,20,42,,opr,of,,,,,,,,,3,31,20085,10/20/2015,MTL,STL,,,,12,91,20,19,27,34,,14,11,67,76,79,31
3,3:45,5v5,MTL,15,T,51,15,22,orrr,nl,dl,Y,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,93,10,23,19,27,34,,51,22,15,28,77,31
3,2:36,5v4,MTL,81,O,76,79,76,oc,opl,or,,,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,9,42,4,41,34,0,,27,81,13,76,79,31
3,2:20,5v4,MTL,11,B,67,76,,oc,nsc,,,y,,,11,Y,,3,34,20085,10/20/2015,MTL,STL,,,,17,36,6,55,34,0,,14,11,67,26,76,31
3,2:18,5v4,MTL,11,R,,,,,,,y,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,17,36,6,55,34,0,,14,11,67,26,76,31
3,0:34,5v5,MTL,51,W,15,,,nr,,,,y,,,,,,3,34,20085,10/20/2015,MTL,STL,,,,17,36,42,4,55,34,,51,22,15,26,74,31
1,18:07,5v5,CHI,24,w,11,24,14,oelc,oelr,or,,y,,,,,,0,1,20723,1/24/2016,CHI,STL,50,1,,21,18,42,6,55,1,,11,14,24,7,52,50
1,17:11,5v5,CHI,81,w,19,,,oc,,,,y,,,,,,0,1,20723,1/24/2016,CHI,STL,33,50,,26,36,20,4,22,1,,19,65,81,4,57,50
1,16:33,5v5,STL,20,w,4,26,22,nc,dr,dr,,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,26,91,20,19,27,1,,15,65,88,2,4,50
1,16:13,5v5,STL,27,w,91,19,15,ol,ol,opl,,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,12,15,91,19,27,1,,15,65,88,2,4,50
1,15:59,5v5,STL,91,a,15,91,,or,oelr,,y,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,12,15,91,19,27,1,,15,65,88,2,4,50
1,13:58,5v5,CHI,70,w,53,70,,ol,nc,,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,26,36,20,4,22,1,,70,14,53,2,4,50
1,13:26,5v5,STL,6,w,91,12,15,or,or,or,,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,12,15,91,6,55,1,,19,65,81,2,7,50
1,13:07,5v5,STL,55,s,12,,,oc,,,,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,12,15,91,6,55,1,,65,81,24,7,52,50
1,12:31,5v5,STL,4,o,26,4,20,opl,ol,opr,,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,26,36,20,4,22,1,,11,24,86,2,4,50
1,12:12,5v5,STL,91,o,15,,,oc,,,y,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,12,15,91,19,27,1,,15,72,88,2,4,50
1,11:42,5v5,CHI,57,w,72,88,,opl,nc,,,y,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,21,18,42,19,27,1,,15,72,88,32,57,50
1,9:36,5v5,STL,91,b,20,,,dsl,,,y,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,12,15,91,6,55,1,,19,65,81,7,52,50
1,9:04,5v5,CHI,72,w,52,88,15,oc,or,nl,,y,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,15,18,42,19,27,1,,15,72,88,32,52,50
1,7:53,5v5,CHI,7,w,14,,,opr,,,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,28,10,23,6,55,1,,70,14,53,7,52,50
1,7:30,5v5,STL,19,w,26,,,of,,,,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,26,36,20,19,27,1,,70,14,53,7,52,50
1,6:57,5v5,STL,19,s,36,19,20,opl,ol,opr,,y,,,20,y,,0,50,20723,1/24/2016,CHI,STL,,,,26,36,20,19,27,1,,19,81,53,4,52,50
1,5:45,5v5,STL,42,w,,,,,,,,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,21,18,42,19,27,1,,15,72,88,7,57,50
1,5:39,5v5,STL,18,t,27,21,27,or,opr,or,,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,21,18,42,19,27,1,,15,72,88,7,57,50
1,4:53,5v5,STL,36,w,20,26,,oelc,ol,,y,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,26,36,20,6,55,1,,11,24,86,2,4,50
1,3:09,5v5,STL,23,s,28,10,,oc,nc,,,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,28,10,23,22,55,1,,70,14,53,7,52,50
1,2:39,5v5,CHI,32,o,81,,,opr,,,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,21,18,42,6,55,1,,19,65,81,32,57,50
1,1:27,5v5,CHI,72,w,88,2,,dc,dl,,y,y,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,12,36,20,19,27,1,,15,72,88,2,4,50
1,1:19,5v5,CHI,88,w,2,,,oc,,,y,y,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,12,36,20,19,27,1,,15,72,88,2,4,50
2,19:35,5v5,CHI,65,w,2,,,nsl,,,,y,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,26,36,20,4,22,1,,19,65,81,2,4,50
2,19:22,5v5,CHI,88,w,72,57,15,ol,ol,of,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,12,42,91,19,27,1,,15,72,88,32,57,50
2,18:57,5v5,CHI,32,w,72,88,57,opr,nc,dc,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,12,42,91,19,27,1,,15,72,88,32,57,50
2,18:21,5v5,STL,23,b,10,,,dr,,,y,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,28,10,23,6,55,1,,11,14,86,7,52,50
2,17:30,5v5,STL,36,w,26,22,,oc,dc,,,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,26,36,20,4,22,1,,14,24,53,32,57,50
2,17:26,5v5,STL,22,s,4,,,opl,,,,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,26,36,20,4,22,1,,14,24,53,32,57,50
2,16:33,5v5,CHI,4,w,19,,,oc,,,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,21,18,42,6,55,1,,19,65,81,2,4,50
2,15:44,5v5,CHI,2,s,72,,,dc,,,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,26,36,20,19,27,1,,15,72,88,2,7,50
2,14:45,5v5,CHI,81,w,32,,,nr,,,,y,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,28,10,23,4,22,1,,19,65,81,32,52,50
2,14:20,5v5,CHI,52,w,32,81,,oc,opr,,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,28,10,23,6,55,1,,24,53,86,32,52,50
2,12:50,5v5,CHI,4,o,81,65,,oc,or,,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,26,36,20,19,27,1,,19,65,81,2,4,50
2,12:11,5v5,STL,42,t,6,20,,ol,opr,,y,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,21,18,42,6,55,1,,11,19,86,2,4,50
2,10:52,5v5,STL,12,w,15,,,nsl,,,,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,12,15,23,19,27,1,,15,72,88,32,57,50
2,8:41,5v5,CHI,2,s,19,81,,opr,ol,,,y,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,26,36,20,19,27,1,,19,65,81,2,4,50
2,8:02,5v5,CHI,57,t,88,72,,or,oc,,y,y,,,15,y,,0,1,20723,1/24/2016,CHI,STL,,,,12,15,91,4,19,1,,15,72,88,32,57,50
2,7:43,5v5,CHI,15,w,72,32,,nr,dc,,,,,,,,,0,1,20723,1/24/2016,CHI,STL,,,,12,15,91,4,22,1,,15,72,88,7,52,50
2,7:29,5v5,STL,22,w,91,15,12,oc,or,nc,y,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,12,15,91,6,22,1,,11,15,86,7,52,50
2,6:54,5v5,STL,10,b,23,26,,dsr,df,,,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,28,10,23,6,55,1,,70,14,53,2,4,50
2,6:02,5v5,STL,6,w,55,42,,or,opr,,,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,21,18,42,6,55,1,,11,24,86,7,52,50
2,5:10,5v5,STL,20,w,26,19,,opr,dc,,,y,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,26,36,20,4,27,1,,19,65,81,2,4,50
2,5:06,5v5,STL,20,w,26,,,or,,,,,,,,,,0,50,20723,1/24/2016,CHI,STL,,,,26,36,20,4,27,1,,19,65,81,2,4,50
2,4:34,5v5,CHI,72,o,88,32,,orrr,dr,,y,y,,y,,,,0,1,20723,1/24/2016,CHI,STL,,,,12,15,91,4,22,1,,15,72,88,32,57,50
2,4:17,5v5,CHI,2,s,81,4,,or,dc,,y,y,,,,,,1,1,20723,1/24/2016,CHI,STL,,,,26,36,20,19,27,1,,19,65,81,2,4,50
2,1:39,5v5,STL,26,w,36,,,oc,,,,y,,,,,,1,50,20723,1/24/2016,CHI,STL,,,,15,26,36,19,27,1,,15,72,88,32,57,50
2,1:01,5v5,CHI,19,w,81,,,oc,,,,y,,,,,,1,1,20723,1/24/2016,CHI,STL,,,,26,36,20,19,27,1,,19,65,81,2,4,50
2,0:02,5v5,CHI,15,t,88,4,15,oc,or,oelpc,y,,,,,,,1,1,20723,1/24/2016,CHI,STL,,,,12,23,91,19,27,1,,15,72,88,2,4,50
3,19:30,5v5,STL,21,o,91,21,4,ol,oc,nc,,y,,,,,,1,50,20723,1/24/2016,CHI,STL,,,,21,26,91,4,27,1,,19,65,81,2,32,50
3,17:50,5v5,CHI,53,w,32,,,oc,,,,,,,,,,1,1,20723,1/24/2016,CHI,STL,,,,15,28,18,4,22,1,,70,14,53,32,57,50
3,16:10,5v5,STL,12,w,27,,,dr,,,,,,,,,,1,50,20723,1/24/2016,CHI,STL,,,,12,91,20,22,27,1,,15,72,88,2,4,50
3,16:05,5v5,STL,4,o,22,42,,ol,of,,,,,,,,,1,50,20723,1/24/2016,CHI,STL,,,,12,91,20,22,27,1,,15,72,88,2,4,50
3,15:37,5v4,CHI,88,w,7,88,,oc,opr,,,y,,,,,,1,1,20723,1/24/2016,CHI,STL,,,,36,20,19,27,1,0,,15,72,88,2,7,50
3,15:13,5v4,CHI,15,t,88,7,72,or,oc,opl,y,y,,,,,,1,1,20723,1/24/2016,CHI,STL,,,,36,20,19,27,1,0,,15,72,88,2,7,50
3,15:04,5v4,CHI,65,t,65,57,52,or,oc,opl,y,y,,y,,,,1,1,20723,1/24/2016,CHI,STL,,,,26,42,4,22,1,0,,19,65,81,52,57,50
3,14:06,5v5,STL,21,w,36,,,or,,,,y,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,36,6,55,1,,19,65,81,32,57,50
3,12:28,5v5,CHI,72,w,88,4,,nsr,dr,,y,y,,,,,,2,1,20723,1/24/2016,CHI,STL,,,,12,91,20,19,27,1,,15,72,88,2,4,50
3,11:54,5v5,CHI,2,,88,72,2,oc,oc,oc,,,,,,,,2,1,20723,1/24/2016,CHI,STL,,,,12,36,20,19,27,1,,15,72,88,2,4,50
3,11:06,5v5,STL,6,w,21,55,,opr,or,,,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,18,6,55,1,,19,65,81,32,57,50
3,10:25,5v5,CHI,14,w,53,70,,ol,of,,,,,,,,,2,1,20723,1/24/2016,CHI,STL,,,,12,91,20,22,27,1,,11,24,86,2,4,50
3,9:36,5v5,STL,6,o,26,,,oelpc,,,,y,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,36,6,22,1,,19,65,81,7,52,50
3,9:07,5v5,STL,22,o,26,36,,oelpc,oelr,,,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,21,26,36,6,22,1,,19,65,81,7,52,50
3,8:19,5v5,CHI,4,s,24,,,or,,,,y,,,,,,2,1,20723,1/24/2016,CHI,STL,,,,12,91,20,22,27,1,,11,24,86,2,4,50
3,7:48,5v4,STL,20,o,22,26,,oc,oell,,,y,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,26,36,91,20,22,1,,11,15,2,4,50,0
3,7:34,5v4,STL,22,o,20,91,22,opr,ol,oc,,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,26,36,91,20,22,1,,11,15,2,4,50,0
3,7:24,5v4,STL,20,w,26,91,,ol,ol,,y,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,26,36,91,20,22,1,,15,19,2,4,50,0
3,6:55,5v4,STL,22,w,91,22,20,opl,oc,opr,,,,,,,,2,50,20723,1/24/2016,CHI,STL,,,,26,36,91,20,22,1,,19,81,2,4,50,0
