NameCode,Name,Pos,home,G,A1,A2,P,iHSC,iSC,iCF,C+/-,F+/-,G+/-,CF,FF,ZSO,ZSD,AB,FO_W,FO_L,HIT,HIT-,PN,PN-,TOI,CF60,CA60,CP60,FF60,FA60,FP60,SF60,SA60,BK,AB,MS,SH,SF,SA,GF,GA,FF,FA,CF,CA,SCF,SCA,GameID
rinnepe82,Pekka.Rinne,G,1,0,0,0,0,0,0,0,25,12,-1,56,34,14,9,0,0,0,0,0,0,0,49.2,68.2,37.8,106,41.4,26.8,68.2,24.4,18.3,0,0,0,0,20,15,0,1,34,22,56,31,28,19,20237
jackmba81,Barret.Jackman,D,1,0,0,0,0,0,0,1,18,13,0,20,15,4,2,0,0,0,1,1,0,0,13.6,88.2,8.8,97.1,66.2,8.8,75,44.1,8.8,0,0,1,0,10,2,0,0,15,2,20,2,11,1,20237
jonesse94,Seth.Jones,D,1,0,0,0,0,0,2,6,17,12,0,20,15,4,2,0,0,0,0,1,0,0,13.7,87.8,13.2,100.9,65.8,13.2,79,43.9,8.8,2,0,3,1,10,2,0,0,15,3,20,3,11,1,20237
salommi93,Miikka.Salomaki,LR,1,0,0,0,0,1,3,3,13,7,0,18,12,2,2,0,0,0,4,0,0,0,13,83.3,23.1,106.4,55.5,23.1,78.7,32.4,13.9,1,0,1,1,7,3,0,0,12,5,18,5,9,3,20237
wilsoco89,Colin.Wilson,C,1,0,0,0,0,1,3,6,12,10,0,15,12,4,1,0,0,0,1,1,0,0,10.9,82.2,16.4,98.6,65.8,11,76.7,38.4,5.5,1,0,2,3,7,1,0,0,12,2,15,3,7,1,20237
ribeimi80,Mike.Ribeiro,C,1,0,0,0,0,0,0,0,12,11,0,18,15,4,1,0,8,3,1,0,0,0,16.4,66.1,22,88.1,55,14.7,69.7,25.7,11,0,0,0,0,7,3,0,0,15,4,18,6,8,3,20237
smithcr89,Craig.Smith,R,1,0,0,0,0,0,3,3,11,11,0,15,13,3,1,0,0,0,1,0,0,1,13.1,68.5,18.3,86.8,59.4,9.1,68.5,32,4.6,0,0,0,3,7,1,0,0,13,2,15,4,9,1,20237
jarnkca91,Calle.Jarnkrok,C,1,0,0,0,0,1,2,3,10,6,0,14,10,2,2,0,4,1,0,1,0,0,10.7,78.8,22.5,101.2,56.2,22.5,78.8,39.4,16.9,0,0,1,2,7,3,0,0,10,4,14,4,7,2,20237
watsoau92,Austin.Watson,CR,1,0,0,0,0,0,0,1,8,5,0,12,6,1,0,0,1,0,1,0,0,0,8.8,81.7,27.2,108.9,40.8,6.8,47.6,27.2,6.8,1,0,0,0,4,1,0,0,6,1,12,4,6,1,20237
hodgsco90,Cody.Hodgson,C,1,0,0,0,0,1,2,5,8,3,0,14,9,2,2,0,0,0,1,0,0,1,10.6,79.1,33.9,113,50.9,33.9,84.8,33.9,22.6,2,0,1,2,6,4,0,0,9,6,14,6,7,4,20237
bourqga90,Gabriel.Bourque,L,1,0,0,0,0,0,1,2,7,4,0,12,6,1,0,0,0,0,2,2,0,0,9.6,74.9,31.2,106.2,37.5,12.5,50,25,6.2,1,0,0,1,4,1,0,0,6,2,12,5,6,2,20237
webersh85,Shea.Weber,D,1,0,0,0,0,0,2,6,6,0,-1,25,13,6,6,0,0,0,3,1,0,0,17.1,87.7,66.7,154.4,45.6,45.6,91.2,24.6,31.6,3,0,1,2,7,9,0,1,13,13,25,19,13,12,20237
sissoco93,Colton.Sissons,CR,1,0,0,0,0,2,3,3,6,3,0,10,4,1,0,3,1,2,1,1,0,0,8,74.8,29.9,104.8,29.9,7.5,37.4,22.5,0,0,3,0,3,3,0,0,0,4,1,10,4,5,1,20237
josixro90,Roman.Josi,D,1,0,0,0,0,0,2,4,4,-2,-1,25,13,6,6,1,0,0,0,3,0,0,18.3,82.2,69,151.2,42.7,49.3,92,26.3,32.9,3,1,1,0,8,10,0,1,13,15,25,21,13,14,20237
ellisry91,Ryan.Ellis,D,1,0,0,0,0,0,0,1,4,2,0,12,7,4,1,1,0,0,2,1,1,0,18.9,38.1,25.4,63.5,22.2,15.9,38.1,9.5,9.5,0,1,1,0,3,3,0,0,7,5,12,8,4,4,20237
ekholma90,Mattias.Ekholm,D,1,0,0,0,0,0,1,3,0,-1,0,10,5,4,1,1,0,0,1,0,0,0,17.9,33.6,33.6,67.2,16.8,20.2,37,6.7,13.4,2,1,0,1,2,4,0,0,5,6,10,10,4,6,20237
nealxja87,James.Neal,RL,1,0,0,0,0,1,1,6,-2,-7,-1,15,6,8,6,1,0,0,1,1,0,0,16.1,55.8,63.2,119,22.3,48.3,70.7,11.2,33.5,5,1,1,0,3,9,0,1,6,13,15,17,6,13,20237
fishemi80,Mike.Fisher,C,1,0,0,0,0,0,1,1,-3,-8,-1,14,5,7,6,0,7,9,1,1,2,0,14.8,56.9,69.2,126.1,20.3,52.9,73.2,12.2,36.6,1,0,0,0,3,9,0,1,5,13,14,17,8,13,20237
forsbfi94,Filip.Forsberg,LR,1,0,0,0,0,1,2,2,-6,-9,-1,11,4,7,6,2,0,0,2,1,0,1,14.8,44.5,68.8,113.4,16.2,52.6,68.8,8.1,40.5,0,2,1,1,2,10,0,1,4,13,11,17,6,13,20237
vanrija89,James.van.Riemsdyk,L,0,0,0,0,0,0,1,1,6,5,0,17,11,6,3,0,0,0,1,2,0,0,13.9,73.6,47.6,121.2,47.6,26,73.6,34.6,17.3,0,0,1,0,8,4,0,0,11,6,17,11,11,7,20237
komarle87,Leo.Komarov,LR,0,0,0,0,0,1,3,3,2,3,0,15,10,6,4,0,1,0,3,1,0,1,13,69.5,60.2,129.6,46.3,32.4,78.7,37,23.2,0,0,1,2,8,5,0,0,10,7,15,13,10,8,20237
hunwima85,Matt.Hunwick,D,0,0,0,0,0,1,1,2,1,4,1,18,12,6,8,1,0,0,2,3,0,0,20,54,51,105,36,24,60,24,12,1,1,1,0,8,4,1,0,12,8,18,17,12,5,20237
kadrina90,Nazem.Kadri,C,0,0,0,0,0,0,5,5,0,2,0,16,11,6,4,1,6,3,0,0,0,0,15.6,61.6,61.6,123.2,42.4,34.7,77,30.8,23.1,0,1,0,5,8,6,0,0,11,9,16,16,11,11,20237
riellmo94,Morgan.Rielly,D,0,0,0,0,0,0,1,6,-2,3,1,20,15,6,10,5,0,0,1,1,0,0,20.4,58.7,64.6,123.3,44,35.2,79.2,32.3,23.5,5,5,0,1,11,8,1,0,15,12,20,22,15,8,20237
harrisc93,Scott.Harrington,D,0,0,0,0,0,0,0,2,-2,-4,0,5,2,0,0,1,0,0,2,2,0,0,10.4,28.8,40.3,69.1,11.5,34.5,46,5.8,17.3,2,1,0,0,1,3,0,0,2,6,5,7,0,4,20237
parenpa83,P.A..Parenteau,R,0,0,0,1,1,0,0,0,-6,-4,1,8,6,3,2,2,0,0,0,2,0,0,14.1,33.9,59.4,93.3,25.5,42.4,67.9,8.5,17,0,2,0,0,2,4,1,0,6,10,8,14,5,5,20237
hollape91,Peter.Holland,C,0,0,0,0,0,0,0,0,-7,-3,0,1,1,0,2,1,0,0,2,0,0,0,6.8,8.8,70.2,79,8.8,35.1,43.9,0,26.3,0,1,0,0,0,3,0,0,1,4,1,8,0,4,20237
grabnmi87,Michael.Grabner,L,0,0,0,0,0,0,0,0,-7,-4,0,2,1,0,3,1,0,0,0,0,1,0,8,15,67.3,82.2,7.5,37.4,44.9,0,29.9,0,1,0,0,0,4,0,0,1,5,2,9,0,5,20237
winnida85,Daniel.Winnik,C,0,0,0,0,0,0,1,2,-9,-5,0,5,4,0,3,2,0,0,0,1,0,1,10.5,28.6,80.1,108.7,22.9,51.5,74.3,22.9,28.6,0,2,0,2,4,5,0,0,4,9,5,14,3,5,20237
spalini88,Nick.Spaling,LC,0,0,0,0,0,0,0,1,-9,-7,0,7,4,0,7,1,1,9,0,0,0,0,14.5,28.9,66,94.9,16.5,45.4,61.9,16.5,24.8,1,1,0,0,4,6,0,0,4,11,7,16,3,7,20237
froesby91,Byron.Froese,C,0,0,0,0,0,0,0,1,-9,-4,0,2,1,0,5,0,5,2,0,1,0,0,10,12,65.7,77.7,6,29.9,35.9,0,23.9,0,0,1,0,0,4,0,0,1,5,2,11,0,5,20237
polakro86,Roman.Polak,D,0,0,0,0,0,0,0,0,-10,-5,0,9,6,0,2,2,0,0,2,3,1,0,16.7,32.3,68.2,100.5,21.5,39.5,61,10.8,28.7,0,2,0,0,3,8,0,0,6,11,9,19,4,14,20237
lupuljo83,Joffrey.Lupul,LR,0,0,0,0,0,1,3,3,-10,-5,0,6,5,0,6,1,0,0,0,1,1,0,11.8,30.6,81.6,112.3,25.5,51,76.5,25.5,30.6,0,1,0,3,5,6,0,0,5,10,6,16,4,8,20237
matthsh88,Shawn.Matthias,LC,0,0,1,0,1,0,1,1,-11,-5,1,7,6,3,1,0,0,0,0,3,0,0,15,28.1,72.2,100.2,24.1,44.1,68.2,12,20,0,0,1,0,3,5,1,0,6,11,7,18,5,7,20237
bozakty86,Tyler.Bozak,C,0,1,0,0,1,2,3,3,-15,-9,1,7,6,3,2,1,2,7,1,1,0,0,14.5,28.9,90.9,119.9,24.8,62,86.8,12.4,33.1,0,1,1,1,3,8,1,0,6,15,7,22,5,12,20237
phanedi85,Dion.Phaneuf,D,0,0,0,0,0,0,0,0,-17,-11,0,6,5,3,5,1,0,0,0,1,0,0,15.1,23.8,91.4,115.2,19.9,63.6,83.4,15.9,35.8,0,1,0,0,4,9,0,0,5,16,6,23,4,10,20237
gardija90,Jake.Gardiner,D,0,0,0,0,0,0,0,1,-20,-11,0,4,4,3,3,2,0,0,1,1,0,0,15.8,15.2,91.1,106.3,15.2,57,72.2,11.4,30.4,0,2,1,0,3,8,0,0,4,15,4,24,3,15,20237
reimeja88,James.Reimer,G,0,0,0,0,0,0,0,0,-25,-12,1,31,22,9,14,0,0,0,0,0,0,0,49.2,37.8,68.2,106,26.8,41.4,68.2,18.3,24.4,0,0,0,0,15,20,1,0,22,34,31,56,19,28,20237
vanrija89,James.van.Riemsdyk,L,1,0,1,0,1,0,3,4,13,12,1,22,19,11,1,0,0,0,2,3,0,0,14.5,91.2,37.3,128.5,78.8,29,107.8,45.6,29,1,0,1,2,11,7,1,0,19,7,22,9,17,5,20312
komarle87,Leo.Komarov,LR,1,1,0,0,1,2,5,6,13,11,1,21,17,11,1,1,1,2,2,0,0,0,12.3,102.5,39.1,141.6,83,29.3,112.3,48.8,29.3,0,1,3,2,10,6,1,0,17,6,21,8,16,5,20312
gardija90,Jake.Gardiner,D,1,0,0,0,0,0,3,4,12,10,1,26,21,11,4,1,0,0,2,2,0,0,18,86.6,46.6,133.2,69.9,36.6,106.6,46.6,33.3,2,1,0,2,14,10,2,1,21,11,26,14,19,6,20312
phanedi85,Dion.Phaneuf,D,1,0,0,1,1,0,0,4,11,10,1,22,17,10,3,1,0,0,1,1,0,0,15,87.9,43.9,131.8,67.9,28,95.8,55.9,24,1,1,3,0,14,6,2,1,17,7,22,11,15,4,20312
bozakty86,Tyler.Bozak,C,1,1,0,0,1,2,3,3,10,10,1,15,12,9,3,0,10,5,4,0,0,0,10.7,84,28,112,67.2,11.2,78.4,50.4,11.2,1,0,1,0,9,2,1,0,12,2,15,5,11,2,20312
reimeja88,James.Reimer,G,1,0,0,0,0,0,0,0,9,10,0,46,37,25,14,0,0,0,0,0,0,1,43.1,64.1,51.5,115.6,51.5,37.6,89.1,34.8,29.2,0,0,0,0,25,21,2,2,37,27,46,37,32,18,20312
parenpa83,P.A..Parenteau,R,1,0,0,1,1,2,4,4,9,10,1,14,12,9,3,1,0,0,1,2,0,0,10.2,82.4,29.4,111.8,70.6,11.8,82.4,52.9,11.8,0,1,0,4,9,2,1,0,12,2,14,5,10,2,20312
kadrina90,Nazem.Kadri,C,1,0,0,0,0,1,4,4,9,8,1,19,16,11,1,0,8,4,4,1,1,0,14.2,80.5,42.4,122.8,67.8,33.9,101.6,42.4,29.6,0,0,1,3,10,7,1,0,16,8,19,10,14,6,20312
matthsh88,Shawn.Matthias,LC,1,0,1,0,1,1,1,1,8,7,1,13,10,9,3,0,0,0,2,2,1,1,11.1,70.6,27.1,97.7,54.3,16.3,70.6,43.4,16.3,0,0,0,1,8,3,1,0,10,3,13,5,9,2,20312
harrisc93,Scott.Harrington,D,1,0,0,0,0,0,0,0,3,4,-1,9,7,5,5,0,0,0,0,1,0,0,7.1,76.5,51,127.5,59.5,25.5,85,34,25.5,0,0,0,0,4,3,0,1,7,3,9,6,6,5,20312
hunwima85,Matt.Hunwick,D,1,0,0,0,0,0,1,1,-1,0,0,11,9,9,3,1,0,0,1,1,2,0,14.3,46,50.2,96.2,37.7,37.7,75.3,25.1,33.5,0,1,0,1,6,8,0,0,9,9,11,12,7,6,20312
froesby91,Byron.Froese,C,1,0,0,0,0,1,1,1,-2,-1,-2,8,6,3,7,0,5,4,1,2,0,0,10.1,47.7,59.7,107.4,35.8,41.8,77.5,23.9,35.8,0,0,0,1,4,6,0,2,6,7,8,10,4,6,20312
polakro86,Roman.Polak,D,1,0,0,0,0,0,1,3,-3,-2,-1,12,9,7,8,1,0,0,3,1,0,0,14.5,49.7,62.2,111.9,37.3,45.6,82.9,20.7,29,1,1,1,1,5,7,0,1,9,11,12,15,9,8,20312
hollape91,Peter.Holland,C,1,0,0,0,0,1,2,3,-4,-4,-2,7,5,1,6,0,0,0,1,0,0,0,8.7,48.5,76.2,124.6,34.6,62.3,96.9,20.8,48.5,0,0,1,2,3,7,0,2,5,9,7,11,4,7,20312
boyesbr82,Brad.Boyes,R,1,0,0,0,0,0,2,3,-4,-4,-2,7,5,1,6,1,0,0,0,2,0,0,8.2,50.9,80,130.9,36.4,65.5,101.8,21.8,50.9,2,1,0,1,3,7,0,2,5,9,7,11,4,7,20312
riellmo94,Morgan.Rielly,D,1,0,0,0,0,0,0,2,-6,-4,0,10,9,8,5,2,0,0,3,2,0,0,15.9,37.8,60.5,98.4,34.1,49.2,83.2,22.7,30.3,0,2,1,1,6,8,0,0,9,13,10,16,6,7,20312
lupuljo83,Joffrey.Lupul,LR,1,0,0,0,0,1,1,1,-7,-6,0,5,4,3,3,0,0,0,4,2,0,0,11.6,25.8,62,87.8,20.7,51.6,72.3,10.3,31,0,0,0,1,2,6,0,0,4,10,5,12,4,4,20312
spalini88,Nick.Spaling,LC,1,0,0,0,0,0,1,1,-8,-6,0,5,4,4,4,0,7,9,1,0,0,0,9.9,30.3,78.9,109.2,24.3,60.7,84.9,24.3,36.4,1,0,0,0,4,6,0,0,4,10,5,13,3,4,20312
grabnmi87,Michael.Grabner,L,1,0,0,0,0,0,0,1,-8,-5,0,4,3,3,4,1,0,0,1,0,0,0,9.3,25.9,77.8,103.7,19.4,51.8,71.3,19.4,25.9,0,1,0,1,3,4,0,0,3,8,4,12,2,4,20312
marchbr88,Brad.Marchand,L,0,1,0,0,1,3,4,6,8,5,1,18,14,5,8,0,0,0,0,2,0,1,12.7,85.4,47.4,132.8,66.4,42.7,109.1,47.4,37.9,1,0,1,3,10,8,1,0,14,9,18,10,7,5,20312
bergepa85,Patrice.Bergeron,C,0,0,0,0,0,1,2,3,8,5,2,19,15,5,10,0,11,14,2,0,0,0,13.5,84.7,49,133.7,66.8,44.6,111.4,53.5,35.6,0,0,1,2,12,8,2,0,15,10,19,11,8,6,20312
milleco92,Colin.Miller,D,0,0,0,0,0,0,1,4,5,4,1,13,9,9,3,1,0,0,2,3,0,0,14.9,52.3,32.2,84.6,36.2,20.1,56.4,20.1,12.1,2,1,1,1,5,3,1,0,9,5,13,8,6,6,20312
ferrala91,Landon.Ferraro,RC,0,0,1,0,1,0,0,0,5,4,2,9,7,6,1,0,0,0,1,1,0,0,7.6,71,31.5,102.5,55.2,23.7,78.9,39.4,15.8,0,0,0,0,5,2,2,0,7,3,9,4,6,3,20312
hayesji89,Jimmy.Hayes,R,0,0,0,0,0,0,0,1,3,0,-1,16,12,5,8,0,0,0,1,1,0,0,12.3,78,63.4,141.4,58.5,58.5,117,43.9,53.6,0,0,0,1,9,11,0,1,12,12,16,13,5,8,20312
talboma84,Max.Talbot,C,0,0,0,0,0,0,0,0,2,2,0,6,4,6,1,1,3,4,0,2,0,0,6.5,55.3,36.9,92.2,36.9,18.4,55.3,18.4,9.2,0,1,0,0,2,1,0,0,4,2,6,4,3,3,20312
krugxto91,Torey.Krug,D,0,0,0,0,0,0,3,6,1,-1,0,13,8,4,11,1,0,0,0,0,0,0,12.3,63.5,58.7,122.2,39.1,44,83.1,34.2,34.2,2,1,0,4,7,7,0,0,8,9,13,12,7,7,20312
rinalza90,Zac.Rinaldo,LR,0,1,0,0,1,0,2,2,0,0,1,6,4,6,0,0,0,0,4,1,0,0,6.7,53.4,53.4,106.8,35.6,35.6,71.2,26.7,17.8,0,0,1,0,3,2,1,0,4,4,6,6,4,5,20312
mcquaad86,Adam.McQuaid,D,0,0,0,0,0,0,0,2,0,-3,0,13,8,4,9,1,0,0,2,0,1,0,12.1,64.7,64.7,129.4,39.8,54.7,94.5,34.8,44.8,1,1,1,0,7,9,0,0,8,11,13,13,7,10,20312
spoonry92,Ryan.Spooner,CL,0,0,0,0,0,0,1,1,-3,-4,0,7,5,1,3,0,0,0,0,1,0,0,9.5,44.2,63.2,107.4,31.6,56.8,88.4,25.3,31.6,0,0,0,1,4,5,0,0,5,9,7,10,4,8,20312
seidede81,Dennis.Seidenberg,D,0,0,1,0,1,0,1,2,-3,-3,1,13,9,9,4,1,0,0,3,1,0,1,16.6,47.1,57.9,105,32.6,43.4,76,18.1,25.3,1,1,0,1,5,7,1,0,9,12,13,16,5,13,20312
kemppjo88,Joonas.Kemppainen,F,0,0,0,0,0,1,1,2,-3,-4,0,7,5,1,4,0,4,2,0,1,0,0,11,38.1,54.4,92.4,27.2,48.9,76.1,21.8,27.2,0,0,1,1,4,5,0,0,5,9,7,10,4,8,20312
connobr92,Brett.Connolly,R,0,0,0,0,0,1,2,2,-4,-5,0,7,5,1,4,0,0,0,2,0,1,0,10.8,39,61.3,100.4,27.9,55.8,83.7,22.3,33.5,1,0,0,1,4,6,0,0,5,10,7,11,4,9,20312
raskxtu87,Tuukka.Rask,G,0,0,0,1,1,0,0,0,-9,-10,0,37,27,14,25,0,0,0,0,0,0,0,43.1,51.5,64.1,115.6,37.6,51.5,89.1,29.2,34.8,0,0,0,0,21,25,2,2,27,37,37,46,18,32,20312
charazd77,Zdeno.Chara,D,0,0,0,0,0,0,0,1,-10,-8,-1,11,10,1,11,1,0,0,1,2,0,1,16,41.2,78.8,120,37.5,67.5,105,33.8,41.2,0,1,0,1,9,11,1,2,10,18,11,21,6,15,20312
erikslo85,Loui.Eriksson,RL,0,0,0,0,0,0,0,0,-12,-8,-1,5,3,2,12,0,0,0,0,3,0,0,12.1,24.7,84.1,108.8,14.8,54.4,69.2,14.8,29.7,0,0,0,0,3,6,0,1,3,11,5,17,3,11,20312
trotmza90,Zach.Trotman,D,0,0,0,0,0,0,0,1,-13,-11,-1,11,10,1,12,0,0,0,2,10,0,0,15,44.1,96.2,140.3,40.1,84.2,124.3,36.1,52.1,0,0,0,1,9,13,1,2,10,21,11,24,5,15,20312
belesma88,Matt.Beleskey,L,0,0,0,0,0,1,1,4,-13,-10,-2,6,4,2,12,2,0,0,1,2,0,1,13.4,26.9,85.1,111.9,17.9,62.7,80.6,17.9,44.8,2,2,0,2,4,10,0,2,4,14,6,19,3,13,20312
krejcda86,David.Krejci,C,0,0,0,0,0,0,0,0,-16,-13,-2,5,3,2,12,1,6,11,1,3,0,0,12.5,23.9,100.5,124.5,14.4,76.6,91,14.4,52.7,0,1,0,0,3,11,0,2,3,16,5,21,3,15,20312
darlisc88,Scott.Darling,G,1,0,0,0,0,0,0,0,18,20,2,60,49,18,12,0,0,0,0,0,0,0,51.8,69.5,48.6,118.1,56.7,33.6,90.3,42.8,22,0,0,0,0,37,19,3,1,49,29,60,42,29,19,20260
danoxma94,Marko.Dano,C,1,0,0,0,0,3,4,5,13,12,0,19,17,5,0,0,0,0,2,1,0,0,11.6,98.4,31.1,129.5,88.1,25.9,114,62.2,20.7,0,0,2,3,12,4,0,0,17,5,19,6,7,2,20260
toewsjo88,Jonathan.Toews,C,1,0,0,0,0,1,2,5,12,12,1,22,20,5,5,0,10,4,0,1,1,0,15.4,85.6,38.9,124.5,77.8,31.1,108.9,54.5,19.4,0,0,1,4,14,5,1,0,20,8,22,10,9,3,20260
daleytr83,Trevor.Daley,D,1,0,0,0,0,0,2,5,11,10,-1,19,18,6,2,0,0,0,2,2,0,0,13.7,83.1,35,118,78.7,35,113.7,48.1,30.6,0,0,1,4,11,7,0,1,18,8,19,8,8,5,20260
panarar91,Artemi.Panarin,F,1,1,0,0,1,1,5,5,10,9,1,24,18,8,1,0,0,0,0,2,0,0,16.4,87.7,51.1,138.8,65.8,32.9,98.6,51.1,21.9,1,0,2,1,14,6,2,1,18,9,24,14,13,10,20260
hossama79,Marian.Hossa,R,1,1,0,0,1,0,2,4,10,11,1,21,19,5,5,0,0,0,0,0,0,0,14.8,85,44.5,129.6,76.9,32.4,109.3,52.6,24.3,0,0,2,1,13,6,1,0,19,8,21,11,8,3,20260
kanexpa88,Patrick.Kane,R,1,1,1,0,2,0,3,4,9,8,1,22,16,8,1,0,0,1,0,2,0,0,15.3,86.3,51,137.3,62.7,31.4,94.1,47.1,19.6,0,0,2,1,12,5,2,1,16,8,22,13,11,9,20260
rozsimi78,Michal.Rozsival,D,1,0,0,0,0,0,0,2,8,7,-1,17,15,6,2,0,0,0,2,3,0,0,14.9,68.2,36.1,104.3,60.2,32.1,92.3,40.1,28.1,1,0,0,1,10,7,0,1,15,8,17,9,5,6,20260
keithdu83,Duncan.Keith,D,1,0,1,0,1,0,0,2,8,9,1,20,17,4,7,1,0,0,0,0,0,0,17.3,69.5,41.7,111.3,59.1,27.8,86.9,45.2,17.4,2,1,0,0,13,5,1,0,17,8,20,12,10,7,20260
hjalmni87,Niklas.Hjalmarsson,D,1,0,0,0,0,0,0,2,8,10,1,19,17,4,7,2,0,0,1,2,0,1,17.2,66.1,38.3,104.4,59.2,24.4,83.5,45.2,13.9,0,2,0,2,13,4,1,0,17,7,19,11,9,6,20260
anisiar88,Artem.Anisimov,C,1,0,0,1,1,2,2,4,8,8,2,21,15,8,1,1,5,6,1,2,0,0,16.3,77.4,47.9,125.3,55.3,25.8,81.1,40.6,14.7,1,1,0,3,11,4,2,0,15,7,21,13,11,8,20260
shawxan91,Andrew.Shaw,CR,1,0,0,0,0,0,2,2,1,1,1,13,10,1,4,1,2,4,7,4,0,0,11.3,69.1,63.8,132.9,53.2,47.9,101,42.5,26.6,2,1,0,0,8,5,1,0,10,9,13,12,8,3,20260
seabrbr85,Brent.Seabrook,D,1,0,0,1,1,1,2,6,1,2,2,23,16,8,3,4,0,0,1,2,0,0,19.5,70.7,67.7,138.4,49.2,43.1,92.3,43.1,24.6,3,4,0,3,14,8,2,0,16,14,23,22,14,7,20260
garbury85,Ryan.Garbutt,RL,1,0,0,0,0,0,1,3,1,3,0,6,6,4,3,0,0,0,8,3,0,0,10.3,34.9,29.1,64,34.9,17.4,52.3,29.1,11.6,0,0,1,2,5,2,0,0,6,3,6,5,3,3,20260
vanritr91,Trevor.van.Riemsdyk,D,1,0,1,0,1,0,0,3,-1,1,2,21,14,8,3,4,0,0,1,2,0,0,20.8,60.5,63.3,123.8,40.3,37.4,77.7,37.4,20.2,1,4,0,2,13,7,2,0,14,13,21,22,11,7,20260
teravte94,Teuvo.Teravainen,C,1,0,0,0,0,0,1,2,-1,-1,0,12,9,1,4,0,0,0,0,2,0,0,12,60,65,125,45,50,95,35,30,0,0,0,2,7,6,0,0,9,10,12,13,8,4,20260
krugema90,Marcus.Kruger,C,1,0,0,0,0,2,2,4,-1,-1,0,11,8,1,5,0,4,1,0,4,0,0,11.1,59.7,65.2,124.9,43.4,48.9,92.3,32.6,32.6,0,0,1,3,6,6,0,0,8,9,11,12,7,3,20260
mashibr88,Brandon.Mashinter,L,1,0,0,0,0,0,0,0,-2,0,0,4,4,4,2,0,0,0,1,4,0,0,9.2,26.2,39.3,65.6,26.2,26.2,52.5,19.7,19.7,0,0,0,0,3,3,0,0,4,4,4,6,1,3,20260
keroxta92,Tanner.Kero,,1,0,0,0,0,0,1,2,-5,-1,-1,6,6,4,5,0,6,3,2,1,0,0,12,30.1,55.1,85.2,30.1,35.1,65.1,30.1,25.1,0,0,0,2,6,5,0,1,6,7,6,11,2,6,20260
russekr87,Kris.Russell,D,0,0,0,1,1,0,1,1,3,1,0,20,15,1,8,1,0,0,1,2,0,0,20.6,58.4,49.6,108,43.8,40.9,84.6,26.3,26.3,0,1,0,1,9,9,1,1,15,14,20,17,10,7,20260
hamildo93,Dougie.Hamilton,D,0,0,0,0,0,0,1,7,2,1,0,18,14,3,6,1,0,0,1,1,0,0,15.7,68.8,61.1,129.9,53.5,49.7,103.2,34.4,34.4,2,1,2,3,9,9,1,1,14,13,18,16,8,9,20260
frolimi88,Michael.Frolik,R,0,0,0,0,0,0,2,5,2,1,-1,16,12,2,3,1,0,0,2,0,0,0,12.5,76.9,67.2,144.1,57.6,52.8,110.5,33.6,33.6,2,1,1,2,7,7,0,1,12,11,16,14,8,6,20260
stajama83,Matt.Stajan,C,0,0,0,0,0,1,2,3,-1,-1,0,14,10,1,7,0,2,7,3,0,0,0,14.1,59.6,63.9,123.6,42.6,46.9,89.5,29.8,34.1,1,0,1,1,7,8,1,1,10,11,14,15,5,9,20260
bennesa96,Sam.Bennett,C,0,0,0,0,0,1,1,1,-1,-1,-1,15,11,2,4,1,0,0,3,1,0,1,12.6,71.2,76,147.2,52.2,57,109.2,33.2,38,1,1,0,0,7,8,0,1,11,12,15,16,7,7,20260
backlmi89,Mikael.Backlund,C,0,0,0,0,0,0,2,2,-3,-4,-1,10,7,1,3,0,4,4,3,0,0,0,11.5,52.3,68,120.3,36.6,57.6,94.2,20.9,31.4,0,0,1,1,4,6,0,1,7,11,10,13,5,7,20260
grantde90,Derek.Grant,CL,0,0,0,0,0,0,2,2,-4,-4,0,7,6,1,3,1,4,4,4,2,0,0,10.2,41.3,64.9,106.1,35.4,59,94.3,23.6,53.1,0,1,1,1,4,9,0,0,6,10,7,11,4,5,20260
ferlami92,Micheal.Ferland,L,0,0,0,0,0,0,0,1,-4,-4,0,3,2,0,3,0,0,0,5,2,0,0,9.7,18.5,43.2,61.6,12.3,37,49.3,6.2,37,0,0,1,0,1,6,0,0,2,6,3,7,2,3,20260
hudleji84,Jiri.Hudler,RL,0,0,0,0,0,0,0,0,-5,-6,-1,10,6,8,4,0,0,1,0,1,0,0,12.8,46.9,70.4,117.3,28.2,56.3,84.5,18.8,46.9,0,0,0,0,4,10,0,1,6,12,10,15,5,6,20260
jonesda84,David.Jones,R,0,1,0,0,1,1,1,3,-6,-5,0,12,9,1,9,1,0,1,3,0,1,0,15,47.9,71.9,119.8,35.9,55.9,91.8,28,39.9,0,1,0,2,7,10,1,1,9,14,12,18,4,10,20260
colbojo90,Joe.Colborne,C,0,0,1,0,1,1,1,2,-6,-6,0,13,10,1,8,0,1,1,1,1,0,0,14.9,52.5,76.7,129.2,40.4,64.6,105,28.3,44.4,1,0,0,1,7,11,1,1,10,16,13,19,5,11,20260
gaudrjo93,Johnny.Gaudreau,L,0,0,0,0,0,0,0,0,-7,-9,-1,11,6,9,3,1,0,0,1,3,0,0,14.6,45.2,74,119.2,24.7,61.6,86.3,16.4,49.3,0,1,0,0,4,12,0,1,6,15,11,18,5,8,20260
broditj90,T.J..Brodie,D,0,0,0,0,0,0,1,3,-8,-12,-1,15,8,8,7,0,0,0,1,3,0,0,19.8,45.4,69.6,114.9,24.2,60.5,84.7,15.1,48.4,2,0,1,0,5,16,0,1,8,20,15,23,6,12,20260
