Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flames,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,19:10,5v5,CGY,13,w,24,6,,ol,dc,,,y,,,,,,0,30,20003,10/7/2015,CGY,VAN,31,30,,23,24,13,4,6,31,,53,17,47,2,44,30
1,18:24,5v5,CGY,52,w,4,,,dc,,,,y,,,,,,0,30,20003,10/7/2015,CGY,VAN,1,32,,23,24,52,4,6,31,,17,24,9,2,44,30
1,18:18,5v5,CGY,23,w,13,23,,ol,of,,,,,,,,,0,30,20003,10/7/2015,CGY,VAN,,,,23,24,52,4,6,31,,17,24,9,2,44,30
1,17:46,5v5,CGY,5,s,11,,,oprrr,,,,y,,,,,,0,30,20003,10/7/2015,CGY,VAN,,,,11,67,17,5,27,31,,21,33,22,5,27,30
1,16:47,5v5,VAN,44,w,91,36,,opr,or,,,,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,18,19,52,29,61,31,,91,36,14,2,44,30
1,16:42,5v5,VAN,14,w,2,,,oc,,,,y,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,18,19,52,29,61,31,,91,36,14,2,44,30
1,15:32,5v4,VAN,23,w,22,33,,opl,ol,,,,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,18,67,5,27,31,0,,21,33,17,22,23,30
1,15:27,5v4,VAN,17,w,23,33,22,orrc,opr,oc,,,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,18,67,5,27,31,0,,21,33,17,22,23,30
1,14:36,5v4,VAN,14,w,27,14,53,oc,opr,or,,,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,23,13,5,27,31,0,,53,14,47,8,27,30
1,14:32,5v4,VAN,27,w,8,,,opl,,,,,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,23,13,5,27,31,0,,53,14,47,8,27,30
1,14:17,5v4,VAN,47,w,27,47,14,ol,opl,ol,,,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,23,13,5,27,31,0,,53,14,47,8,27,30
1,14:00,5v5,VAN,2,w,44,24,44,nc,nr,dc,,y,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,23,13,4,27,29,31,,53,14,47,8,27,30
1,13:38,5v5,CGY,27,w,23,,,nc,,,y,y,2 on 1,,,,,0,30,20003,10/7/2015,CGY,VAN,,,,23,24,13,5,27,31,,15,30,0,0,0,0
1,13:31,5v5,CGY,27,w,11,,,ofp,,,,y,,,,,,0,30,20003,10/7/2015,CGY,VAN,,,,23,24,13,5,27,31,,15,30,0,0,0,0
1,12:24,5v5,CGY,23,w,24,6,,nr,dc,,y,y,,,6,,,0,30,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,91,36,14,2,44,30
1,12:04,5v5,CGY,24,o,6,24,23,orrc,oc,ol,,,,,,,,0,30,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,91,36,14,2,44,30
1,11:26,5v5,CGY,4,b,93,,,ofp,,,,,,,,,,0,30,20003,10/7/2015,CGY,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,10:05,5v5,VAN,22,o,33,2,,orrr,nsc,,y,y,2 on 1,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,23,67,13,4,6,31,,21,33,22,5,27,30
1,9:38,5v5,VAN,36,w,14,,,oc,,,,,,,,,,0,31,20003,10/7/2015,CGY,VAN,,,,11,67,17,4,6,31,,91,36,14,5,27,30
1,9:27,5v5,VAN,36,s,27,,,dsl,,,y,y,,y,,,,0,31,20003,10/7/2015,CGY,VAN,,,,11,19,79,29,61,31,,53,36,14,8,23,30
1,9:09,5v5,VAN,47,w,17,,,nr,,,,y,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,18,19,79,5,29,31,,53,17,47,8,23,30
1,8:09,5v5,CGY,79,w,6,18,,or,orrl,,,,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,6:49,5v5,VAN,8,w,91,14,36,opr,nl,dc,,,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,91,17,14,8,23,30
1,5:22,5v5,CGY,24,b,23,,,of,,,,y,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,23,24,13,5,27,31,,21,33,22,8,23,30
1,4:51,5v5,VAN,24,w,22,8,,nr,dr,,y,y,,,24,y,,-1,31,20003,10/7/2015,CGY,VAN,,,,23,19,13,4,27,31,,15,24,22,5,27,30
1,3:23,5v5,VAN,22,s,33,22,,oc,nl,,,y,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,5,27,31,,21,33,22,5,27,30
1,2:46,5v5,CGY,17,s,6,,,oc,,,,,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,11,67,17,4,6,31,,53,17,47,5,27,30
1,1:17,5v5,VAN,5,o,53,,,oc,,,,,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,93,16,79,4,6,31,,53,17,47,5,27,30
1,0:12,5v4,CGY,27,w,23,,,orrc,,,y,,,,,,,-2,30,20003,10/7/2015,CGY,VAN,,,,23,24,13,5,27,31,,53,36,2,44,30,0
2,18:40,5v5,CGY,79,w,18,19,,oelc,ol,,y,y,,,,,,-2,30,20003,10/7/2015,CGY,VAN,,,,18,19,79,5,27,31,,33,17,22,2,44,30
2,17:12,5v5,VAN,44,s,21,22,33,oprrl,ol,or,,y,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,18,19,79,5,27,31,,21,33,22,2,44,30
2,17:05,5v5,VAN,44,w,33,22,21,opr,or,of,,y,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,18,19,79,5,27,31,,21,33,22,2,44,30
2,16:43,5v5,VAN,22,s,33,,,nc,,,,y,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,18,19,79,5,27,31,,21,33,22,2,44,30
2,16:21,5v5,CGY,24,w,23,24,23,oc,oc,or,y,y,,y,,,,-2,30,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,53,17,47,5,27,30
2,15:16,5v5,VAN,2,w,24,9,24,ol,nc,nc,,,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,11,17,52,29,61,31,,15,24,9,2,44,30
2,13:19,5v5,CGY,93,w,67,16,,ol,ol,,,y,,,29,,,-1,30,20003,10/7/2015,CGY,VAN,,,,93,16,67,29,61,31,,91,36,47,2,23,30
2,11:52,5v5,CGY,79,w,6,19,,dr,dc,,y,,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,18,19,79,4,6,31,,21,33,9,2,44,30
2,11:27,5v5,VAN,23,s,9,24,,oprrr,of,,,y,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,93,16,67,29,61,31,,15,24,9,8,23,30
2,10:24,5v4,VAN,17,s,33,,,of,,,,y,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,18,17,4,6,31,0,,21,33,17,22,23,30
2,10:05,5v4,VAN,17,w,33,23,,or,dc,,y,y,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,11,17,4,6,31,0,,21,33,17,22,23,30
2,8:55,5v4,VAN,27,o,47,,,opl,,,,y,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,23,17,5,29,31,0,,53,14,47,8,27,30
2,7:11,5v4,CGY,5,w,13,5,,or,dr,,,y,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,93,24,13,5,27,31,,53,36,2,5,30,0
2,6:51,5v4,CGY,67,w,93,4,,ol,nc,,,y,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,93,67,79,4,27,31,,33,14,22,8,23,30
2,6:44,5v5,CGY,67,o,79,,,ol,,,,y,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,93,67,79,4,27,31,,33,14,22,8,23,30
2,6:09,5v5,CGY,93,b,67,16,61,ol,nc,dc,,,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,93,16,67,29,61,31,,15,24,9,5,27,30
2,4:17,5v5,VAN,91,s,36,8,23,orrr,dc,dr,y,,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,11,17,52,29,61,31,,91,36,14,8,23,30
2,3:10,5v5,VAN,47,s,44,,,dsr,,,y,y,,,17,,,-1,31,20003,10/7/2015,CGY,VAN,,,,93,16,67,4,6,31,,17,24,47,2,44,30
2,2:52,5v5,VAN,17,w,53,47,2,oc,ol,nl,y,y,,,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,23,16,13,4,6,31,,53,17,47,2,8,30
2,1:50,5v5,CGY,18,s,79,,,ol,,,,,,,,,,-1,30,20003,10/7/2015,CGY,VAN,,,,18,19,79,5,27,31,,21,33,22,2,8,30
2,0:05,5v5,VAN,22,t,2,8,33,ol,or,opr,y,y,,y,,,,-1,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,5,27,31,,21,33,22,2,8,30
3,19:43,5v5,VAN,33,w,21,22,,oc,nc,,y,y,2 on 1,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,18,19,79,5,27,31,,21,33,22,8,23,30
3,19:32,5v5,VAN,22,w,33,21,8,nr,nr,dr,,,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,18,19,79,5,27,31,,21,33,22,8,23,30
3,18:52,5v5,VAN,53,b,17,47,44,or,nc,dc,y,y,3 on 2,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,93,24,13,4,6,31,,53,17,47,5,27,30
3,18:48,5v5,VAN,17,w,53,,,oelc,,,y,y,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,93,24,13,4,6,31,,53,17,47,5,27,30
3,18:16,5v5,CGY,67,w,16,29,,nr,dr,,y,y,,,,,,-2,30,20003,10/7/2015,CGY,VAN,,,,11,16,67,29,61,31,,91,36,14,5,27,30
3,18:08,5v5,VAN,14,w,36,,,dr,,,,y,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,11,16,67,29,61,31,,91,36,14,8,23,30
3,17:31,5v5,VAN,22,a,33,22,33,oelr,oelc,oelr,y,y,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,18,17,52,5,27,31,,21,33,22,8,23,30
3,16:51,5v5,VAN,15,w,24,44,,dsr,dc,,,,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,15,24,9,2,44,30
3,16:32,5v5,VAN,2,w,24,15,44,oc,dr,dc,y,y,3 on 2,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,15,24,9,2,5,30
3,16:28,5v5,VAN,9,w,2,,,oelc,,,y,y,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,15,24,9,2,5,30
3,16:05,5v5,CGY,61,s,29,93,,dr,nr,,,,,,,,,-2,30,20003,10/7/2015,CGY,VAN,,,,93,67,79,29,61,31,,53,17,47,5,27,30
3,14:51,5v5,VAN,36,o,33,22,,or,oc,,y,y,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,5,27,31,,33,36,22,8,23,30
3,14:09,5v5,VAN,27,w,15,,,orrl,,,,,,,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,11,16,17,4,6,31,,15,24,9,5,27,30
3,12:24,5v5,CGY,19,w,5,27,,dsc,dc,,y,y,2 on 1,,,,,-2,30,20003,10/7/2015,CGY,VAN,,,,18,19,13,5,27,31,,21,91,22,27,44,30
3,12:16,5v5,CGY,27,w,19,18,,opr,ol,,,,,,,,,-2,30,20003,10/7/2015,CGY,VAN,,,,18,19,13,5,27,31,,21,91,22,27,44,30
3,12:08,5v5,CGY,5,w,18,19,,opl,oc,,,,,,,,,-2,30,20003,10/7/2015,CGY,VAN,,,,18,19,13,5,27,31,,21,91,22,27,44,30
3,11:44,5v5,VAN,14,w,91,,,dl,,,,y,,y,,,,-2,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,91,36,14,5,27,30
3,10:48,5v5,VAN,2,w,44,24,44,or,opr,or,,,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,11,17,52,29,61,31,,15,24,9,2,44,30
3,9:59,5v5,VAN,5,o,47,53,,opl,ol,,,,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,93,16,67,5,27,31,,53,17,47,5,27,30
3,9:28,5v5,VAN,21,w,22,33,22,orrl,nl,nl,y,y,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,18,19,79,4,6,31,,21,33,22,8,23,30
3,8:45,5v5,CGY,24,s,13,,,ol,,,,,,,,,,-3,30,20003,10/7/2015,CGY,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,7:53,5v4,VAN,17,s,33,23,,oc,nc,,y,y,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,11,17,4,6,31,0,,21,33,17,22,23,30
3,7:37,5v4,VAN,22,t,23,21,,oc,opr,,y,y,,,21,y,,-3,31,20003,10/7/2015,CGY,VAN,,,,11,17,4,6,31,0,,21,33,17,22,23,30
3,7:30,5v4,VAN,8,s,53,,,of,,,,,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,18,67,5,29,31,0,,53,14,47,8,27,30
3,6:43,5v4,VAN,53,o,47,8,47,ol,ol,opl,y,y,,,14,y,,-3,31,20003,10/7/2015,CGY,VAN,,,,16,79,4,29,31,0,,53,14,47,8,27,30
3,6:23,5v4,VAN,2,w,33,21,22,oelc,ol,ol,,,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,6:10,5v5,CGY,17,w,11,,,oell,,,y,y,,,,,,-3,30,20003,10/7/2015,CGY,VAN,,,,11,17,27,29,61,31,,21,33,22,2,44,30
3,6:00,5v5,VAN,21,w,22,2,,nl,dc,,,y,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,11,17,27,29,61,31,,21,33,22,2,44,30
3,5:34,5v5,CGY,52,b,19,,,nc,,,,y,,,,,,-3,30,20003,10/7/2015,CGY,VAN,,,,18,19,52,29,61,31,,15,24,9,5,27,30
3,5:07,5v5,CGY,16,t,93,67,93,oc,ol,nc,y,y,,,,,,-3,30,20003,10/7/2015,CGY,VAN,,,,93,16,67,29,61,31,,91,36,14,8,23,30
3,4:30,5v5,VAN,53,w,17,2,44,nr,dsl,dc,y,y,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,23,24,13,4,6,31,,53,17,24,5,27,30
3,3:33,5v5,VAN,21,a,33,22,27,ol,nr,dc,y,y,,,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,11,16,17,5,29,31,,21,33,22,8,23,30
3,3:29,5v5,VAN,33,w,22,21,,orrc,oc,,y,y,,y,,,,-3,31,20003,10/7/2015,CGY,VAN,,,,11,16,17,5,29,31,,21,33,22,8,23,30
3,2:52,5v5,CGY,61,w,93,,,oc,,,y,y,,,,,,-4,30,20003,10/7/2015,CGY,VAN,,,,93,16,67,29,61,31,,91,36,14,2,44,30
3,2:26,4v4,CGY,6,s,79,19,,oc,or,,,,,,,,,-4,30,20003,10/7/2015,CGY,VAN,,,,19,79,4,6,31,0,,53,17,2,27,30,0
3,1:18,4v4,VAN,23,w,22,8,,dr,dc,,,y,,,,,,-4,31,20003,10/7/2015,CGY,VAN,,,,93,67,4,6,31,0,,33,47,23,27,30,0
3,1:06,4v4,CGY,67,w,93,5,31,nc,dr,dc,y,y,,,4,y,,-4,30,20003,10/7/2015,CGY,VAN,,,,93,67,4,6,31,0,,33,47,23,27,30,0
3,0:50,4v4,VAN,27,o,23,33,23,ol,orrr,dl,y,y,,,,,,-4,31,20003,10/7/2015,CGY,VAN,,,,93,67,4,6,31,0,,33,47,23,27,44,30
3,0:23,5v5,CGY,61,w,16,11,,oc,ol,,,y,,,11,y,,-4,30,20003,10/7/2015,CGY,VAN,,,,11,16,17,29,61,31,,24,36,14,2,5,30
1,18:46,5v5,WSH,25,w,83,,,oc,,,,y,,,,,,0,31,20087,10/20/2015,CGY,WSH,31,70,,8,19,79,5,27,31,,83,43,25,2,27,70
1,17:13,5v5,WSH,74,o,8,92,,oc,of,,,y,,,,,,0,31,20087,10/20/2015,CGY,WSH,1,,,18,67,13,4,6,31,,92,77,8,44,74,70
1,17:02,5v5,CGY,13,w,23,67,23,orrc,dr,df,y,y,,,,,,0,70,20087,10/20/2015,CGY,WSH,,,,18,67,13,4,6,31,,92,77,8,44,74,70
1,15:47,5v5,CGY,29,w,8,,,of,,,,,,,,,,0,70,20087,10/20/2015,CGY,WSH,,,,8,19,79,29,61,31,,83,43,25,4,9,70
1,15:32,5v5,WSH,43,a,83,25,83,oc,oc,oc,,y,,,,,,0,31,20087,10/20/2015,CGY,WSH,,,,8,19,79,29,61,31,,83,43,25,4,9,70
1,14:24,5v5,CGY,67,s,6,,,or,,,,,,,,,,0,70,20087,10/20/2015,CGY,WSH,,,,23,67,13,4,6,31,,92,77,8,2,74,70
1,14:15,5v5,WSH,8,w,77,92,2,nsc,dc,dc,,y,,,,,,0,31,20087,10/20/2015,CGY,WSH,,,,23,67,13,5,6,31,,92,77,8,44,74,70
1,13:51,5v5,CGY,5,o,11,67,93,oelc,or,nl,,y,,,,,,0,70,20087,10/20/2015,CGY,WSH,,,,11,93,24,5,27,31,,19,14,90,44,74,70
1,12:45,5v5,CGY,52,o,18,16,,oelc,oc,,y,,,,,,,0,70,20087,10/20/2015,CGY,WSH,,,,18,16,52,4,6,31,,19,14,90,4,9,70
1,11:53,5v5,CGY,11,w,4,6,,dc,dr,,,,,,,,,0,70,20087,10/20/2015,CGY,WSH,,,,11,67,13,5,27,31,,19,14,90,27,74,70
1,11:00,5v5,CGY,23,s,13,,,oc,,,y,y,,y,,,,0,70,20087,10/20/2015,CGY,WSH,,,,23,67,13,4,6,31,,92,77,8,44,74,70
1,10:16,5v5,WSH,65,w,2,21,,nr,nr,,,y,,,,,,1,31,20087,10/20/2015,CGY,WSH,,,,8,19,52,29,61,31,,18,21,65,2,9,70
1,9:22,5v5,WSH,25,w,43,83,,ol,ol,,,,,,,,,1,31,20087,10/20/2015,CGY,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,8:53,5v4,CGY,23,w,4,,,nc,,,,,,,,,,1,70,20087,10/20/2015,CGY,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,7:34,5v4,CGY,27,s,5,,,nc,,,,,,,,,,1,70,20087,10/20/2015,CGY,WSH,,,,93,16,67,5,27,31,,21,77,2,27,70,0
1,7:26,5v4,CGY,4,s,6,24,,or,or,,,y,,,,,,1,70,20087,10/20/2015,CGY,WSH,,,,23,24,13,4,6,31,,19,77,2,27,70,0
1,5:58,5v4,CGY,6,s,13,4,,ol,nl,,,,,,,,,1,70,20087,10/20/2015,CGY,WSH,,,,23,24,13,4,6,31,,83,43,44,74,70,0
1,4:52,5v4,CGY,27,w,24,27,,ol,dc,,,,,,,,,1,70,20087,10/20/2015,CGY,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,3:58,5v5,WSH,65,o,92,,,oelc,,,y,y,,y,,,,1,31,20087,10/20/2015,CGY,WSH,,,,8,19,79,4,6,31,,92,8,65,9,27,70
1,3:19,5v5,WSH,74,w,14,,,ol,,,,y,,,,,,1,31,20087,10/20/2015,CGY,WSH,,,,11,93,24,5,27,31,,19,14,90,44,74,70
1,1:42,5v5,WSH,27,b,14,,,oelc,,,y,,,,,,,1,31,20087,10/20/2015,CGY,WSH,,,,11,93,24,5,27,31,,19,14,90,2,27,70
1,0:49,5v5,CGY,23,o,13,4,,orrc,dsc,,y,y,,,4,y,,1,70,20087,10/20/2015,CGY,WSH,,,,23,67,13,4,6,31,,83,43,25,44,74,70
1,0:24,5v5,CGY,27,w,79,18,,oelc,ol,,,,,,,,,1,70,20087,10/20/2015,CGY,WSH,,,,8,19,79,5,27,31,,92,77,8,44,74,70
2,19:31,5v5,WSH,8,w,44,92,,dsl,df,,,y,,,8,y,y,0,31,20087,10/20/2015,CGY,WSH,,,,67,13,5,27,31,0,,92,77,8,44,74,70
2,18:34,5v5,WSH,4,o,90,19,2,ol,nl,dc,,,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,93,19,4,6,31,0,,19,14,90,4,9,70
2,18:03,5v5,WSH,25,w,43,9,,dr,dr,,,y,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,19,79,5,27,31,0,,83,43,25,4,9,70
2,17:11,5v5,WSH,27,s,65,21,18,or,or,or,,,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,16,52,29,61,31,0,,18,21,65,2,27,70
2,16:41,5v4,WSH,8,o,74,77,19,oc,oc,or,,,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,16,29,61,31,0,0,,19,77,8,90,74,70
2,16:18,4v5,CGY,16,w,27,,,nc,,,,,,,,,,-1,70,20087,10/20/2015,CGY,WSH,,,,16,5,27,31,0,0,,19,77,8,90,74,70
2,16:01,4v5,CGY,18,w,16,18,5,nc,nl,dl,,y,,,,,,-1,70,20087,10/20/2015,CGY,WSH,,,,16,5,27,31,0,0,,92,14,8,65,74,70
2,15:27,5v4,WSH,8,o,92,2,92,orrr,oc,or,y,y,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,23,4,6,31,0,0,,92,14,8,65,2,70
2,15:17,5v4,WSH,14,o,92,8,,orrr,ol,,,y,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,23,4,6,31,0,0,,92,14,8,65,2,70
2,15:00,5v5,CGY,23,w,8,,,nc,,,,y,,,,,,-1,70,20087,10/20/2015,CGY,WSH,,,,23,52,4,6,31,0,,92,14,8,65,2,70
2,14:24,5v5,WSH,83,w,43,27,83,or,dsr,nr,,,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,93,24,5,27,31,0,,83,14,65,27,44,70
2,13:48,5v5,CGY,29,w,61,79,,nc,dl,,,y,,,,,,-1,70,20087,10/20/2015,CGY,WSH,,,,19,79,29,61,31,0,,83,43,25,4,9,70
2,12:09,5v5,WSH,92,w,8,,,nsc,,,,,1 on 0,,77,,,-1,31,20087,10/20/2015,CGY,WSH,,,,19,13,5,27,31,0,,92,77,8,4,9,70
2,11:31,5v5,WSH,83,w,9,4,,oc,dsl,,,y,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,93,19,5,27,31,0,,83,77,8,4,9,70
2,10:30,5v5,WSH,74,w,19,90,,oelr,or,,y,y,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,24,79,4,6,31,0,,19,14,90,44,74,70
2,10:25,5v5,WSH,74,s,19,,,of,,,,,,,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,24,79,4,6,31,0,,19,14,90,44,74,70
2,9:56,5v5,CGY,16,b,52,,,dl,,,,y,,,,,,-1,70,20087,10/20/2015,CGY,WSH,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,9:33,5v5,CGY,67,a,61,,,dc,,,,,,,52,,,-1,70,20087,10/20/2015,CGY,WSH,,,,67,52,4,6,31,0,,19,14,90,4,9,70
2,9:04,5v5,WSH,19,o,14,74,44,oelc,or,oc,y,y,,y,,,,-1,31,20087,10/20/2015,CGY,WSH,,,,67,52,4,6,31,0,,19,14,90,44,74,70
2,8:31,5v5,WSH,8,w,92,,,or,,,,,,,,,,-2,31,20087,10/20/2015,CGY,WSH,,,,19,13,5,27,31,0,,92,77,8,2,27,70
2,8:25,5v5,WSH,77,w,92,8,,or,oc,,y,y,,y,,,,-2,31,20087,10/20/2015,CGY,WSH,,,,19,13,5,27,31,0,,92,77,8,2,27,70
2,5:49,5v5,WSH,19,w,27,2,14,ol,or,or,,,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,67,13,5,27,1,0,,19,14,90,2,27,70
2,5:26,5v5,WSH,8,w,77,,,oc,,,y,y,,,,,,-3,1,20087,10/20/2015,CGY,WSH,,,,67,79,5,27,1,0,,92,77,8,44,74,70
