Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Flames,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,18:06,5v5,FLA,6,o,73,,,ol,,,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,57,16,79,6,29,31,,23,63,73,6,7,1
3,17:20,5v5,FLA,17,b,5,,,nc,,,,y,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,4,27,31,,17,42,28,5,51,1
3,17:01,5v5,FLA,28,w,17,,,or,,,,,,,,,,0,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,4,27,31,,17,42,28,5,51,1
3,16:04,5v5,CGY,57,w,16,7,5,nr,dr,dc,,y,,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,57,16,79,5,7,31,,11,27,68,33,44,1
3,15:59,5v5,CGY,16,w,79,5,,or,or,,y,,,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,57,16,79,5,7,31,,11,27,68,33,44,1
3,15:34,5v5,CGY,29,o,19,6,,oc,oelpc,,,,,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,8,18,19,6,29,31,,11,27,68,33,44,1
3,13:09,5v5,CGY,57,s,79,,,nr,,,,y,,,,,,0,1,20222,11/10/2015,FLA,CGY,,,,8,57,19,5,7,31,,17,42,28,33,44,1
3,9:59,5v5,CGY,29,o,11,,,oelpc,,,,,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,11,93,67,27,29,31,,21,23,73,5,51,1
3,8:24,5v5,CGY,23,w,13,23,,oc,dr,,y,,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,23,24,13,4,6,31,,27,42,28,6,7,1
3,6:30,5v5,FLA,36,w,18,,,or,,,,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,4,6,31,,21,18,36,33,44,1
3,6:26,5v5,FLA,21,t,36,18,,or,or,,,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,23,24,13,4,6,31,,21,18,36,33,44,1
3,6:09,5v5,CGY,67,w,5,11,,ol,of,,,,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,23,24,13,4,6,31,,21,18,36,33,44,1
3,4:10,5v5,CGY,23,w,5,23,,ol,of,,y,,,,,,,1,1,20222,11/10/2015,FLA,CGY,,,,23,24,13,5,7,31,,17,42,28,5,51,1
3,2:20,5v5,FLA,68,o,11,27,,oc,oc,,y,,,,,,,1,31,20222,11/10/2015,FLA,CGY,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,19:27,5v5,CGY,18,w,7,5,,nsr,dl,,y,y,1 on 0,,,,,0,32,20443,12/12/2015,CGY,NYR,1,32,,8,18,13,4,27,1,,16,19,61,5,27,32
1,18:12,5v5,CGY,60,w,93,,,or,,,,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,60,93,24,6,15,1,,10,13,25,18,22,32
1,18:05,5v5,CGY,93,t,15,,,or,,,y,y,,,93,y,,0,32,20443,12/12/2015,CGY,NYR,,,,60,93,24,6,15,1,,10,13,25,18,22,32
1,18:03,5v5,CGY,60,r,,,,,,,y,y,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,60,93,24,6,15,1,,10,13,25,18,22,32
1,17:21,5v5,CGY,21,w,4,11,67,orrl,opr,or,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,11,67,21,4,27,1,,28,96,15,22,27,32
1,15:28,5v4,CGY,23,t,6,13,5,oc,opl,ol,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,6,18,32,0
1,15:20,5v4,CGY,23,w,6,13,,oc,ol,,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,6,18,32,0
1,13:36,5v5,NYR,28,w,36,28,93,oelc,or,or,,,,,,,,0,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,6,7,1,,28,36,19,22,93,32
1,12:28,5v5,NYR,13,t,22,10,,or,opr,,y,,,,,,,0,1,20443,12/12/2015,CGY,NYR,,,,60,93,24,6,15,1,,10,16,25,18,22,32
1,12:13,5v5,CGY,24,o,60,,,orrl,,,y,y,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,60,93,24,6,15,1,,10,16,25,18,22,32
1,11:16,5v5,NYR,5,t,16,36,16,orrl,opc,oc,y,,,,,,,0,1,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,10:49,5v5,NYR,28,t,15,27,,or,or,,y,y,,,96,,,0,1,20443,12/12/2015,CGY,NYR,,,,11,67,21,6,15,1,,28,96,15,27,93,32
1,9:22,5v5,CGY,5,w,93,,,opr,,,,,,,93,,,0,32,20443,12/12/2015,CGY,NYR,,,,8,60,93,5,7,1,,10,13,25,6,27,32
1,9:04,5v5,NYR,10,o,25,13,25,orrc,nr,nc,y,y,,y,,,,0,1,20443,12/12/2015,CGY,NYR,,,,8,60,93,5,7,1,,10,13,25,6,27,32
1,8:39,5v5,NYR,18,w,36,,,opr,,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,5,7,1,,16,36,61,5,18,32
1,7:57,5v5,CGY,60,o,24,,,or,,,,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,60,93,24,6,15,1,,28,96,15,18,22,32
1,7:10,5v5,CGY,27,w,21,67,27,orrr,nr,dsl,y,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,11,67,21,4,27,1,,20,24,19,6,93,32
1,6:27,5v5,NYR,5,w,13,,,opr,,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,4,7,1,,10,13,25,5,27,32
1,5:40,5v5,NYR,61,w,36,61,,or,dr,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,8,18,79,5,7,1,,16,36,61,18,22,32
1,5:10,5v5,NYR,61,s,16,22,93,nsc,dl,dc,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,5,7,1,,16,36,61,22,93,32
1,4:26,5v5,NYR,15,t,5,96,15,oc,opr,or,y,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,60,93,24,4,27,1,,28,96,15,5,27,32
1,3:37,5v5,CGY,21,w,11,15,,nl,dl,,,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,11,67,21,7,15,1,,10,24,25,6,18,32
1,2:51,5v5,NYR,93,w,13,10,,opc,or,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,8,18,79,5,7,1,,10,13,25,22,93,32
1,1:04,5v5,NYR,24,w,5,18,,nsr,nc,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,60,93,24,5,27,1,,20,24,19,5,18,32
2,19:48,5v5,CGY,13,w,19,5,,nr,dsl,,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,23,19,13,5,7,1,,16,36,61,5,27,32
2,18:19,4v4,CGY,7,t,5,11,7,oc,oelpr,oelc,y,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,11,67,5,7,1,0,,16,36,6,93,32,0
2,18:06,4v4,NYR,16,s,93,,,nl,,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,60,13,5,7,1,0,,16,36,5,93,32,0
2,17:57,4v4,NYR,16,w,36,,,oc,,,y,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,60,13,4,7,1,0,,16,36,5,18,32,0
2,15:54,5v5,NYR,6,w,28,27,,nl,dc,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,60,93,24,4,27,1,,28,96,15,6,93,32
2,15:05,5v5,CGY,60,t,93,24,27,orrr,nr,dr,y,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,5,27,32,0
2,15:05,5v4,CGY,13,b,6,23,5,nr,nc,dc,y,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,5,27,32,0
2,14:48,5v4,CGY,6,s,5,6,13,opr,oc,opl,,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,5,27,32,0
2,14:35,5v4,CGY,5,w,13,8,13,opl,oelc,ol,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,5,27,32,0
2,14:29,5v4,CGY,5,w,6,,,opc,,,,,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,5,27,32,0
2,14:17,5v4,CGY,13,s,6,13,23,oc,opl,oc,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,5,27,32,0
2,14:08,5v4,CGY,6,o,5,,,opc,,,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,8,23,13,5,6,1,,28,19,5,27,32,0
2,13:06,5v5,NYR,20,w,22,16,18,dc,dc,dc,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,18,19,79,4,7,1,,16,20,36,18,22,32
2,12:45,5v5,NYR,10,w,16,,,nc,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,11,19,79,4,7,1,,10,16,36,22,93,32
2,12:08,5v5,NYR,10,w,13,,,nr,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,11,67,21,4,7,1,,10,13,25,6,18,32
2,11:25,5v5,NYR,96,w,15,,,or,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,4,6,1,,28,96,15,5,27,32
2,11:08,5v5,NYR,27,s,96,,,opr,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,4,6,1,,28,96,15,5,27,32
2,9:09,5v4,NYR,10,w,93,,,nsc,,,y,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,18,60,4,6,1,0,,10,20,24,13,93,32
2,8:46,5v4,NYR,24,o,10,93,13,ol,ol,opr,y,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,18,60,4,6,1,0,,10,20,24,13,93,32
2,8:38,5v4,NYR,13,o,93,13,,opl,opc,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,18,60,4,6,1,0,,10,20,24,13,93,32
2,8:26,5v4,NYR,93,w,13,,,opr,,,,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,18,60,4,6,1,0,,10,20,24,13,93,32
2,8:16,5v4,NYR,93,s,10,93,,opr,opl,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,18,60,19,4,6,1,,10,20,24,13,93,32
2,7:32,5v5,NYR,28,w,96,5,,nl,dr,,y,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,15,27,1,,28,96,15,5,18,32
2,6:16,5v5,NYR,13,b,25,10,,or,dl,,y,y,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,11,67,21,4,27,1,,10,13,25,5,18,32
2,5:01,5v5,CGY,23,w,6,,,dc,,,,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,23,19,13,5,6,1,,28,96,15,5,27,32
2,3:50,5v5,CGY,93,t,27,,,or,,,y,y,,,,,,-1,32,20443,12/12/2015,CGY,NYR,,,,60,93,24,4,27,1,,16,36,61,6,93,32
2,3:14,5v5,NYR,24,w,20,,,oc,,,,,,,,,,-1,1,20443,12/12/2015,CGY,NYR,,,,60,93,24,4,27,1,,20,24,19,18,22,32
2,2:02,5v5,CGY,21,o,67,,,orrc,,,y,y,2 on 1,y,,,,0,32,20443,12/12/2015,CGY,NYR,,,,11,67,21,6,15,1,,28,96,15,5,27,32
3,18:59,5v4,NYR,24,t,93,22,,oc,opr,,y,,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,11,67,4,6,1,0,,20,24,19,22,93,32
3,17:28,5v5,CGY,13,w,19,23,,dsr,dr,,y,y,1 on 0,y,,,,1,32,20443,12/12/2015,CGY,NYR,,,,23,19,13,4,27,1,,28,96,15,5,18,32
3,15:48,5v5,NYR,10,o,93,10,,opl,opc,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,11,67,21,6,15,1,,10,24,19,22,93,32
3,15:05,5v5,CGY,8,o,18,8,18,oelc,or,nc,y,,,,8,y,y,2,32,20443,12/12/2015,CGY,NYR,,,,8,18,79,4,27,1,,13,15,25,6,93,32
3,14:48,5v5,NYR,15,o,28,,,oelc,,,y,y,,,15,y,y,3,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,6,15,1,,28,96,15,5,27,32
3,14:04,5v5,CGY,24,b,23,13,,or,or,,y,,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,23,24,13,4,27,1,,20,24,19,18,22,32
3,13:17,5v5,NYR,6,w,61,,,opr,,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,5,7,1,,16,36,61,6,93,32
3,12:58,5v5,NYR,19,o,20,,,oc,,,y,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,11,67,21,4,27,1,,20,28,19,5,27,32
3,12:50,5v5,CGY,67,w,11,,,nc,,,y,,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,11,67,21,4,27,1,,20,28,19,5,27,32
3,12:40,5v5,CGY,67,t,27,21,,oc,orrl,,y,y,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,11,67,21,4,27,1,,20,28,19,5,27,32
3,10:56,5v5,NYR,28,t,96,,,ol,,,y,y,,,28,y,,2,1,20443,12/12/2015,CGY,NYR,,,,60,24,21,4,27,1,,28,96,15,18,22,32
3,10:08,5v5,CGY,15,w,21,67,11,oprrr,oc,or,,,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,9:43,5v5,CGY,5,w,18,,,oc,,,,,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,8,18,79,5,27,1,,10,20,19,5,27,32
3,9:25,5v5,NYR,20,w,19,10,,or,nc,,y,y,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,4,27,1,,10,20,19,5,27,32
3,9:00,5v5,NYR,5,s,10,20,,oelpc,ol,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,4,27,1,,10,20,19,5,27,32
3,8:50,5v5,NYR,61,w,19,,,ol,,,,y,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,4,27,1,,16,19,61,5,27,32
3,8:20,5v5,NYR,16,t,36,,,oelr,,,y,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,8,18,79,5,7,1,,16,36,61,18,22,32
3,8:08,5v5,NYR,36,w,61,,,oelc,,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,8,18,79,5,7,1,,16,36,61,18,22,32
3,7:55,5v5,CGY,79,o,18,79,,oelc,ol,,y,y,,,,,,2,32,20443,12/12/2015,CGY,NYR,,,,8,18,79,6,15,1,,28,36,61,18,22,32
3,6:44,5v5,NYR,93,w,20,,,opr,,,,,,,,,,2,1,20443,12/12/2015,CGY,NYR,,,,23,19,13,4,27,1,,20,28,19,6,93,32
3,4:54,5v5,NYR,22,b,20,10,,oelc,ol,,y,y,,y,,,,2,1,20443,12/12/2015,CGY,NYR,,,,60,93,24,6,15,1,,10,20,19,18,22,32
3,4:09,5v5,NYR,36,w,16,36,16,oc,or,nc,y,y,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,8,18,79,5,7,1,,16,36,61,22,27,32
3,3:52,5v5,NYR,28,w,20,,,ol,,,,y,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,8,18,79,4,27,1,,20,28,19,22,93,32
3,3:27,5v4,NYR,22,o,61,16,27,oelrrc,or,oc,y,y,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,11,67,5,7,1,0,,16,36,61,22,27,32
3,3:03,4v5,CGY,11,w,7,,,nc,,,,y,,,,,,1,32,20443,12/12/2015,CGY,NYR,,,,11,67,4,7,1,0,,16,36,61,22,27,32
3,2:39,5v4,NYR,13,w,93,13,,ol,opl,,,,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:19,5v4,NYR,61,w,36,,,ol,,,y,y,,,,,,1,1,20443,12/12/2015,CGY,NYR,,,,11,67,5,7,1,0,,16,20,36,61,22,27
3,1:12,5v4,NYR,36,w,22,16,,ol,ofp,,,y,,y,,,,1,1,20443,12/12/2015,CGY,NYR,,,,18,23,5,7,1,0,,16,20,36,61,22,93
4,4:31,3v3,NYR,93,w,28,,,nc,,,,,,,,,,0,1,20443,12/12/2015,CGY,NYR,,,,23,0,0,5,7,1,,16,36,0,0,93,32
4,4:15,3v3,CGY,23,o,27,23,,ol,oc,,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
4,4:09,3v3,CGY,6,t,23,,,or,,,y,,,,,,,0,32,20443,12/12/2015,CGY,NYR,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
4,2:51,3v3,CGY,7,w,4,,,dl,,,y,y,,y,,,,0,32,20443,12/12/2015,CGY,NYR,,,,11,0,0,4,7,1,,20,19,0,0,22,32
1,19:01,5v5,EDM,10,o,67,,,oc,,,Y,Y,,,,,,0,1,20073,10/17/2015,CGY,EDM,1,33,,23,24,13,4,6,1,,97,10,67,2,5,33
1,18:38,5v5,EDM,67,o,10,97,,orrl,ol,,Y,,,,,,,0,1,20073,10/17/2015,CGY,EDM,31,39,,23,24,13,4,6,1,,97,10,67,2,5,33
1,17:49,5v5,CGY,79,w,61,29,61,dsc,dc,dc,Y,Y,1 on 0,,,,,0,33,20073,10/17/2015,CGY,EDM,,,,18,19,79,29,61,1,,51,16,20,8,62,33
1,16:42,5v5,EDM,97,o,10,97,,oelc,ol,,Y,Y,,,,,,0,1,20073,10/17/2015,CGY,EDM,,,,60,67,21,4,27,1,,97,10,67,2,5,33
1,15:59,5v5,EDM,62,s,93,4,93,opc,ol,ol,,,,,,,,0,1,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,29,1,,23,93,4,8,62,33
1,15:44,5v5,EDM,16,w,51,,,of,,,,,,,,,,0,1,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,29,1,,51,16,28,19,77,33
1,15:29,5v5,CGY,11,w,5,29,,dsl,dc,,,Y,,,,,,0,33,20073,10/17/2015,CGY,EDM,,,,11,67,21,27,61,1,,51,16,28,19,77,33
1,15:15,5v5,CGY,27,o,24,13,,opc,oc,,,,,,,,,0,33,20073,10/17/2015,CGY,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:37,5v5,CGY,18,o,13,27,,oc,,,Y,,,,,,,0,33,20073,10/17/2015,CGY,EDM,,,,18,19,13,5,27,1,,93,10,67,2,5,33
1,13:19,5v5,EDM,23,b,4,,,oc,,,Y,,,,,,,0,1,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,27,1,,23,93,4,8,62,33
1,13:07,5v5,EDM,8,w,23,62,,opr,opr,,,,,,,,,0,1,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,27,1,,23,93,4,8,62,33
1,10:15,5v5,EDM,93,w,23,,,oelr,,,,,,,93,,,0,1,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,27,1,,23,93,4,2,5,33
1,9:21,5v4,CGY,4,o,24,13,6,orrc,or,or,Y,Y,,,4,Y,,0,33,20073,10/17/2015,CGY,EDM,,,,23,24,13,4,6,1,,23,51,8,62,33,0
1,8:57,5v4,CGY,6,o,13,4,,opr,ol,,,,,,,,,0,33,20073,10/17/2015,CGY,EDM,,,,23,24,13,4,6,1,,23,51,8,62,33,0
1,8:33,5v4,CGY,5,w,27,11,4,opl,opl,dc,,Y,,,11,,,0,33,20073,10/17/2015,CGY,EDM,,,,11,21,79,5,27,1,,55,28,5,77,33,0
1,7:10,5v5,CGY,67,w,18,4,,dl,dc,,,,,,,,,0,33,20073,10/17/2015,CGY,EDM,,,,18,19,67,5,6,1,,23,93,4,2,62,33
1,7:02,5v5,EDM,62,o,4,23,93,opc,nr,dr,,Y,,,93,Y,Y,0,1,20073,10/17/2015,CGY,EDM,,,,18,19,67,5,6,1,,23,93,4,2,62,33
1,6:22,5v5,EDM,77,o,51,16,,opr,or,,,,,,,,,-1,1,20073,10/17/2015,CGY,EDM,,,,18,19,67,5,6,1,,51,16,28,19,77,33
1,5:23,5v5,EDM,4,w,8,62,,dr,dc,,,Y,,,,,,-1,1,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,27,1,,23,93,4,8,62,33
1,5:01,5v5,CGY,21,t,29,67,,or,oelc,,Y,Y,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,27,1,,23,93,4,8,62,33
1,4:42,5v5,EDM,2,s,5,55,,nr,nf,,,Y,,,,,,-1,1,20073,10/17/2015,CGY,EDM,,,,60,16,52,29,61,1,,12,55,20,2,5,33
1,3:41,5v5,CGY,4,w,6,23,,dr,nf,,,Y,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,23,24,13,4,6,1,,97,10,67,8,62,33
1,3:01,5v5,CGY,5,w,6,67,6,dsc,dr,dc,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,27,1,,23,93,4,2,5,33
1,2:49,5v5,CGY,67,w,11,,,of,,,Y,Y,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,27,1,,23,93,4,2,5,33
1,2:42,5v5,CGY,67,w,11,,,of,,,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,11,67,21,5,27,1,,55,93,4,8,62,33
1,1:59,5v5,CGY,24,t,4,23,,ol,ofp,,Y,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,23,24,13,4,6,1,,51,55,28,19,77,33
1,1:53,5v5,CGY,4,w,6,,,opr,,,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,23,24,13,4,6,1,,51,55,28,19,77,33
2,19:32,5v4,CGY,6,w,13,,,oelpr,,,,,,,6,,,-1,33,20073,10/17/2015,CGY,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,19:06,5v4,CGY,13,s,4,6,13,or,opc,opl,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,23,24,13,4,6,1,,55,28,19,77,33,0
2,18:28,5v4,CGY,5,w,79,,,oelr,,,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,11,21,79,5,6,1,,51,93,2,5,33,0
2,18:15,5v4,CGY,11,w,5,,,dsr,,,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,11,19,21,5,27,1,,23,51,93,2,5,33
2,18:07,5v5,EDM,23,s,2,,,dsl,,,,Y,,,,,,-1,1,20073,10/17/2015,CGY,EDM,,,,11,19,21,5,27,1,,23,93,97,2,5,33
2,17:00,5v5,CGY,16,w,60,4,29,nc,dsc,dr,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,60,16,52,4,29,1,,55,10,67,8,62,33
2,16:47,5v5,EDM,19,s,20,,,opr,,,,Y,,,,,,-1,1,20073,10/17/2015,CGY,EDM,,,,60,16,52,4,29,1,,12,55,20,19,77,33
2,15:57,5v5,CGY,21,w,11,67,,nc,nr,,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,11,67,21,29,61,1,,23,93,4,19,77,33
2,15:51,5v5,CGY,61,w,11,,,opl,,,,Y,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,11,67,21,29,61,1,,23,93,4,19,77,33
2,15:25,5v5,CGY,29,w,21,,,opc,,,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,18,67,21,29,61,1,,51,16,28,19,77,33
2,15:10,5v5,CGY,4,w,19,,,opl,,,,,,,,,,-1,33,20073,10/17/2015,CGY,EDM,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
